locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prat.g_00001	gene	1158	dnaN			
Prat.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prat.g_00002	gene	768				
Prat.g_00002	CDS	768				hypothetical protein
Prat.g_00003	gene	2415	purL			
Prat.g_00003	CDS	2415	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prat.g_00004	gene	1458	purF			
Prat.g_00004	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prat.g_00005	gene	2487	gyrA_1			
Prat.g_00005	CDS	2487	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Prat.g_00006	gene	894				
Prat.g_00006	CDS	894				hypothetical protein
Prat.g_00007	gene	966	queG			
Prat.g_00007	CDS	966	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
Prat.g_00008	gene	744				
Prat.g_00008	CDS	744				hypothetical protein
Prat.g_00009	gene	636	nusB			
Prat.g_00009	CDS	636	nusB			Transcription antitermination protein NusB
Prat.g_00010	gene	1335	ftsY			
Prat.g_00010	CDS	1335	ftsY			Signal recognition particle receptor FtsY
Prat.g_00011	gene	858				
Prat.g_00011	CDS	858				hypothetical protein
Prat.g_00012	gene	603	rsbU			
Prat.g_00012	CDS	603	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
Prat.g_00013	gene	1404	argH			
Prat.g_00013	CDS	1404	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prat.g_00014	gene	738				
Prat.g_00014	CDS	738				hypothetical protein
Prat.g_00015	gene	1002	dusA			
Prat.g_00015	CDS	1002	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prat.g_00016	gene	507	msrB			
Prat.g_00016	CDS	507	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Prat.g_00017	gene	744	grpE			
Prat.g_00017	CDS	744	grpE			Protein GrpE
Prat.g_00018	gene	1134	dnaJ_1			
Prat.g_00018	CDS	1134	dnaJ_1		COG0484	Chaperone protein DnaJ
Prat.g_00019	gene	279				
Prat.g_00019	CDS	279				hypothetical protein
Prat.g_00020	gene	942	rsgA			
Prat.g_00020	CDS	942	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Prat.g_00021	gene	348	ybaB			
Prat.g_00021	CDS	348	ybaB		COG0718	Nucleoid-associated protein YbaB
Prat.g_00022	gene	882	murB			
Prat.g_00022	CDS	882	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Prat.g_00023	gene	1431	murC			
Prat.g_00023	CDS	1431	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Prat.g_00024	gene	1023	gap2			
Prat.g_00024	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Prat.g_00025	gene	1011	thiL			
Prat.g_00025	CDS	1011	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
Prat.g_00026	gene	1077				
Prat.g_00026	CDS	1077				hypothetical protein
Prat.g_00027	gene	561	efp			
Prat.g_00027	CDS	561	efp			Elongation factor P
Prat.g_00028	gene	510	accB			
Prat.g_00028	CDS	510	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Prat.g_00029	gene	1047	pdxA2			
Prat.g_00029	CDS	1047	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Prat.g_00030	gene	183				
Prat.g_00030	CDS	183				hypothetical protein
Prat.g_00031	gene	909				
Prat.g_00031	CDS	909				hypothetical protein
Prat.g_00032	gene	219				
Prat.g_00032	CDS	219				hypothetical protein
Prat.g_00033	gene	408				
Prat.g_00033	CDS	408				hypothetical protein
Prat.g_00034	gene	384				
Prat.g_00034	CDS	384				hypothetical protein
Prat.g_00035	gene	288				
Prat.g_00035	CDS	288				hypothetical protein
Prat.g_00036	gene	1158				
Prat.g_00036	CDS	1158		1.12.-.-		Soluble hydrogenase 42 kDa subunit
Prat.g_00037	gene	1086	cbiD			
Prat.g_00037	CDS	1086	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
Prat.g_00038	gene	1590	guaA			
Prat.g_00038	CDS	1590	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
Prat.g_00039	gene	489				
Prat.g_00039	CDS	489				hypothetical protein
Prat.g_00040	gene	888				
Prat.g_00040	CDS	888				hypothetical protein
Prat.g_00041	gene	2091				
Prat.g_00041	CDS	2091				hypothetical protein
Prat.g_00042	gene	612				
Prat.g_00042	CDS	612				hypothetical protein
Prat.g_00043	gene	348				
Prat.g_00043	CDS	348				hypothetical protein
Prat.g_00044	gene	1809	mrdA			
Prat.g_00044	CDS	1809	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Prat.g_00045	gene	207				
Prat.g_00045	CDS	207				hypothetical protein
Prat.g_00046	gene	525				
Prat.g_00046	CDS	525				hypothetical protein
Prat.g_00047	gene	1842	dfa3_1			
Prat.g_00047	CDS	1842	dfa3_1	1.-.-.-		Putative diflavin flavoprotein A 3
Prat.g_00048	gene	1770	dfa1			
Prat.g_00048	CDS	1770	dfa1	1.-.-.-		Diflavin flavoprotein A 1
Prat.g_00049	gene	894				
Prat.g_00049	CDS	894				hypothetical protein
Prat.g_00050	gene	3204	rapA			
Prat.g_00050	CDS	3204	rapA	3.6.4.-		RNA polymerase-associated protein RapA
Prat.g_00051	gene	2673	alaS			
Prat.g_00051	CDS	2673	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Prat.g_00052	gene	1947	speA_1			
Prat.g_00052	CDS	1947	speA_1	4.1.1.19		Biosynthetic arginine decarboxylase
Prat.g_00053	gene	456	ndk			
Prat.g_00053	CDS	456	ndk	2.7.4.6		Nucleoside diphosphate kinase
Prat.g_00054	gene	1161	thiO			
Prat.g_00054	CDS	1161	thiO	1.4.3.19	COG0665	Glycine oxidase
Prat.g_00055	gene	1476	gatB			
Prat.g_00055	CDS	1476	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Prat.g_00056	gene	606	coaE			
Prat.g_00056	CDS	606	coaE	2.7.1.24		Dephospho-CoA kinase
Prat.g_00057	gene	1239	argJ			
Prat.g_00057	CDS	1239	argJ			Arginine biosynthesis bifunctional protein ArgJ
Prat.g_00058	gene	1833	pglK			
Prat.g_00058	CDS	1833	pglK	7.5.2.5	COG1132	Protein glycosylation K
Prat.g_00059	gene	321	ssrA			
Prat.g_00059	tmRNA	321	ssrA			transfer-messenger RNA, SsrA
Prat.g_00060	gene	1125	rlmL			
Prat.g_00060	CDS	1125	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
Prat.g_00061	gene	393				
Prat.g_00061	CDS	393				hypothetical protein
Prat.g_00062	gene	468				
Prat.g_00062	CDS	468				hypothetical protein
Prat.g_00063	gene	132				
Prat.g_00063	CDS	132				hypothetical protein
Prat.g_00064	gene	213				
Prat.g_00064	CDS	213				hypothetical protein
Prat.g_00065	gene	384				
Prat.g_00065	CDS	384				hypothetical protein
Prat.g_00066	gene	3546	smc			
Prat.g_00066	CDS	3546	smc			Chromosome partition protein Smc
Prat.g_00067	gene	1065				
Prat.g_00067	CDS	1065				hypothetical protein
Prat.g_00068	gene	1320	lpxB_1			
Prat.g_00068	CDS	1320	lpxB_1	2.4.1.182		Lipid-A-disaccharide synthase
Prat.g_00069	gene	82				
Prat.g_00069	tRNA	82				tRNA-Leu(aag)
Prat.g_00070	gene	1347	accC			
Prat.g_00070	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
Prat.g_00071	gene	294				
Prat.g_00071	CDS	294				hypothetical protein
Prat.g_00072	gene	177	psbX			
Prat.g_00072	CDS	177	psbX			Photosystem II reaction center X protein
Prat.g_00073	gene	987				
Prat.g_00073	CDS	987				hypothetical protein
Prat.g_00074	gene	249				
Prat.g_00074	CDS	249				hypothetical protein
Prat.g_00075	gene	1989				
Prat.g_00075	CDS	1989				hypothetical protein
Prat.g_00076	gene	342				
Prat.g_00076	CDS	342		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Prat.g_00077	gene	141				
Prat.g_00077	CDS	141				hypothetical protein
Prat.g_00078	gene	171	rpsU1			
Prat.g_00078	CDS	171	rpsU1		COG0828	30S ribosomal protein S21 A
Prat.g_00079	gene	606	def			
Prat.g_00079	CDS	606	def	3.5.1.88		Peptide deformylase
Prat.g_00080	gene	1938				
Prat.g_00080	CDS	1938				hypothetical protein
Prat.g_00081	gene	1260	csd			
Prat.g_00081	CDS	1260	csd	2.8.1.7		putative cysteine desulfurase
Prat.g_00082	gene	1227	sufD			
Prat.g_00082	CDS	1227	sufD		COG0719	FeS cluster assembly protein SufD
Prat.g_00083	gene	774	sufC			
Prat.g_00083	CDS	774	sufC		COG0396	putative ATP-dependent transporter SufC
Prat.g_00084	gene	1449	sufB			
Prat.g_00084	CDS	1449	sufB		COG0719	FeS cluster assembly protein SufB
Prat.g_00085	gene	366				
Prat.g_00085	CDS	366				hypothetical protein
Prat.g_00086	gene	1167				
Prat.g_00086	CDS	1167				hypothetical protein
Prat.g_00087	gene	171				
Prat.g_00087	CDS	171				hypothetical protein
Prat.g_00088	gene	1662	pgm			
Prat.g_00088	CDS	1662	pgm	5.4.2.2	COG0033	Phosphoglucomutase
Prat.g_00089	gene	1368	rarA			
Prat.g_00089	CDS	1368	rarA		COG2256	Replication-associated recombination protein A
Prat.g_00090	gene	477	bcp_1			
Prat.g_00090	CDS	477	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
Prat.g_00091	gene	687	coaX			
Prat.g_00091	CDS	687	coaX	2.7.1.33		Type III pantothenate kinase
Prat.g_00092	gene	768	cysH			
Prat.g_00092	CDS	768	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
Prat.g_00093	gene	1179	ndbB			
Prat.g_00093	CDS	1179	ndbB	1.6.5.12		Demethylphylloquinone reductase NdbB
Prat.g_00094	gene	1830				
Prat.g_00094	CDS	1830				hypothetical protein
Prat.g_00095	gene	1404	ktrB			
Prat.g_00095	CDS	1404	ktrB		COG0168	Ktr system potassium uptake protein B
Prat.g_00096	gene	705	ktrA			
Prat.g_00096	CDS	705	ktrA		COG0569	Ktr system potassium uptake protein A
Prat.g_00097	gene	1140	anmK			
Prat.g_00097	CDS	1140	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
Prat.g_00098	gene	300				
Prat.g_00098	CDS	300				hypothetical protein
Prat.g_00099	gene	369				
Prat.g_00099	CDS	369				hypothetical protein
Prat.g_00100	gene	231				
Prat.g_00100	CDS	231				hypothetical protein
Prat.g_00101	gene	165				
Prat.g_00101	CDS	165				hypothetical protein
Prat.g_00102	gene	1728	yheS			
Prat.g_00102	CDS	1728	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
Prat.g_00103	gene	1143	hhoA_1			
Prat.g_00103	CDS	1143	hhoA_1			Putative serine protease HhoA
Prat.g_00104	gene	267				
Prat.g_00104	CDS	267				hypothetical protein
Prat.g_00105	gene	384				
Prat.g_00105	CDS	384				hypothetical protein
Prat.g_00106	gene	147				
Prat.g_00106	CDS	147				hypothetical protein
Prat.g_00107	gene	1149	xseA			
Prat.g_00107	CDS	1149	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
Prat.g_00108	gene	312	xseB			
Prat.g_00108	CDS	312	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
Prat.g_00109	gene	339				
Prat.g_00109	CDS	339				hypothetical protein
Prat.g_00110	gene	942				
Prat.g_00110	CDS	942				hypothetical protein
Prat.g_00111	gene	843	cysQ_1			
Prat.g_00111	CDS	843	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
Prat.g_00112	gene	1518				
Prat.g_00112	CDS	1518				hypothetical protein
Prat.g_00113	gene	1395				
Prat.g_00113	CDS	1395				hypothetical protein
Prat.g_00114	gene	687				
Prat.g_00114	CDS	687				hypothetical protein
Prat.g_00115	gene	1689	nadB			
Prat.g_00115	CDS	1689	nadB	1.4.3.16	COG0029	L-aspartate oxidase
Prat.g_00116	gene	951				
Prat.g_00116	CDS	951		1.17.4.-	COG4243	Vitamin K epoxide reductase 
Prat.g_00117	gene	1389	rimO			
Prat.g_00117	CDS	1389	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
Prat.g_00118	gene	405				
Prat.g_00118	CDS	405				hypothetical protein
Prat.g_00119	gene	207				
Prat.g_00119	CDS	207				hypothetical protein
Prat.g_00120	gene	219				
Prat.g_00120	CDS	219				hypothetical protein
Prat.g_00121	gene	1173				
Prat.g_00121	CDS	1173				hypothetical protein
Prat.g_00122	gene	654				
Prat.g_00122	CDS	654				hypothetical protein
Prat.g_00123	gene	891				
Prat.g_00123	CDS	891				hypothetical protein
Prat.g_00124	gene	594	aroK			
Prat.g_00124	CDS	594	aroK	2.7.1.71	COG0703	Shikimate kinase
Prat.g_00125	gene	261				
Prat.g_00125	CDS	261				hypothetical protein
Prat.g_00126	gene	675				
Prat.g_00126	CDS	675				hypothetical protein
Prat.g_00127	gene	228				
Prat.g_00127	CDS	228				hypothetical protein
Prat.g_00128	gene	393	rbfA			
Prat.g_00128	CDS	393	rbfA			Ribosome-binding factor A
Prat.g_00129	gene	1632	nagZ			
Prat.g_00129	CDS	1632	nagZ	3.2.1.52		Beta-hexosaminidase
Prat.g_00130	gene	849				
Prat.g_00130	CDS	849				hypothetical protein
Prat.g_00131	gene	474				
Prat.g_00131	CDS	474				hypothetical protein
Prat.g_00132	gene	1437	pds_1			
Prat.g_00132	CDS	1437	pds_1	1.3.5.5	COG3349	15-cis-phytoene desaturase
Prat.g_00133	gene	393				
Prat.g_00133	CDS	393			COG0316	Protein
Prat.g_00134	gene	420				
Prat.g_00134	CDS	420				hypothetical protein
Prat.g_00135	gene	1224				
Prat.g_00135	CDS	1224				hypothetical protein
Prat.g_00136	gene	933				
Prat.g_00136	CDS	933				Epimerase family protein
Prat.g_00137	gene	249	ndhO			
Prat.g_00137	CDS	249	ndhO	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit O
Prat.g_00138	gene	699	dnaJ_2			
Prat.g_00138	CDS	699	dnaJ_2			Chaperone protein DnaJ
Prat.g_00139	gene	969	cysK1			
Prat.g_00139	CDS	969	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
Prat.g_00140	gene	264				
Prat.g_00140	CDS	264				hypothetical protein
Prat.g_00141	gene	759	ecfA3			
Prat.g_00141	CDS	759	ecfA3	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA3
Prat.g_00142	gene	74				
Prat.g_00142	tRNA	74				tRNA-Asn(gtt)
Prat.g_00143	gene	681	pglD			
Prat.g_00143	CDS	681	pglD	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
Prat.g_00144	gene	777	phoP			
Prat.g_00144	CDS	777	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
Prat.g_00145	gene	978				
Prat.g_00145	CDS	978				hypothetical protein
Prat.g_00146	gene	648	tmk			
Prat.g_00146	CDS	648	tmk	2.7.4.9		Thymidylate kinase
Prat.g_00147	gene	2325	copA			
Prat.g_00147	CDS	2325	copA	7.2.2.8		Copper-exporting P-type ATPase
Prat.g_00148	gene	591	ycf3_1			
Prat.g_00148	CDS	591	ycf3_1			Photosystem I assembly protein Ycf3
Prat.g_00149	gene	1386	radA			
Prat.g_00149	CDS	1386	radA	3.6.4.-	COG1066	DNA repair protein RadA
Prat.g_00150	gene	747	walR			
Prat.g_00150	CDS	747	walR		COG0745	Transcriptional regulatory protein WalR
Prat.g_00151	gene	1323	plsX			
Prat.g_00151	CDS	1323	plsX	2.3.1.274		Phosphate acyltransferase
Prat.g_00152	gene	1020	fabH			
Prat.g_00152	CDS	1020	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
Prat.g_00153	gene	903	fabD			
Prat.g_00153	CDS	903	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
Prat.g_00154	gene	678				
Prat.g_00154	CDS	678				hypothetical protein
Prat.g_00155	gene	585				
Prat.g_00155	CDS	585				hypothetical protein
Prat.g_00156	gene	642				
Prat.g_00156	CDS	642				hypothetical protein
Prat.g_00157	gene	252				
Prat.g_00157	CDS	252				hypothetical protein
Prat.g_00158	gene	1155				
Prat.g_00158	CDS	1155		2.7.7.-		CC-adding tRNA nucleotidyltransferase
Prat.g_00159	gene	435				
Prat.g_00159	CDS	435				hypothetical protein
Prat.g_00160	gene	942	crtB			
Prat.g_00160	CDS	942	crtB	2.5.1.32		15-cis-phytoene synthase
Prat.g_00161	gene	1419	pds_2			
Prat.g_00161	CDS	1419	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
Prat.g_00162	gene	348	ndhM			
Prat.g_00162	CDS	348	ndhM	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit M
Prat.g_00163	gene	642				
Prat.g_00163	CDS	642				hypothetical protein
Prat.g_00164	gene	969	cmpR			
Prat.g_00164	CDS	969	cmpR			HTH-type transcriptional activator CmpR
Prat.g_00165	gene	738				
Prat.g_00165	CDS	738				hypothetical protein
Prat.g_00166	gene	2004	nuoL			
Prat.g_00166	CDS	2004	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
Prat.g_00167	gene	1677	ndhD1_1			
Prat.g_00167	CDS	1677	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
