locus_tag	ftype	length_bp	gene	EC_number	COG	product
Syao.g_00001	gene	648				
Syao.g_00001	CDS	648			COG1926	Putative phosphoribosyl transferase
Syao.g_00002	gene	843	hrdB			
Syao.g_00002	CDS	843	hrdB		COG0568	RNA polymerase principal sigma factor HrdB
Syao.g_00003	gene	1206	cfa			
Syao.g_00003	CDS	1206	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
Syao.g_00004	gene	76				
Syao.g_00004	tRNA	76				tRNA-Ile(gat)
Syao.g_00005	gene	74				
Syao.g_00005	tRNA	74				tRNA-Ala(tgc)
Syao.g_00006	gene	783				
Syao.g_00006	CDS	783				hypothetical protein
Syao.g_00007	gene	156				
Syao.g_00007	CDS	156				hypothetical protein
Syao.g_00008	gene	666				
Syao.g_00008	CDS	666				hypothetical protein
Syao.g_00009	gene	1074				
Syao.g_00009	CDS	1074				hypothetical protein
Syao.g_00010	gene	216				
Syao.g_00010	CDS	216		3.2.2.-		Putative 3-methyladenine DNA glycosylase
Syao.g_00011	gene	150				
Syao.g_00011	CDS	150				hypothetical protein
Syao.g_00012	gene	843	glnA_1			
Syao.g_00012	CDS	843	glnA_1	6.3.1.2		Glutamine synthetase
Syao.g_00013	gene	399				
Syao.g_00013	CDS	399				hypothetical protein
Syao.g_00014	gene	231				
Syao.g_00014	CDS	231				hypothetical protein
Syao.g_00015	gene	315				
Syao.g_00015	CDS	315				hypothetical protein
Syao.g_00016	gene	177				
Syao.g_00016	CDS	177				hypothetical protein
Syao.g_00017	gene	495				
Syao.g_00017	CDS	495				IS630 family transposase ISGdi5
Syao.g_00018	gene	522				
Syao.g_00018	CDS	522				IS630 family transposase ISGdi5
Syao.g_00019	gene	207	rpoD_1			
Syao.g_00019	CDS	207	rpoD_1			RNA polymerase sigma factor RpoD
Syao.g_00020	gene	468				
Syao.g_00020	CDS	468				hypothetical protein
Syao.g_00021	gene	1653	ubiB_1			
Syao.g_00021	CDS	1653	ubiB_1	2.7.-.-		protein kinase UbiB
Syao.g_00022	gene	1293				
Syao.g_00022	CDS	1293				hypothetical protein
Syao.g_00023	gene	192				
Syao.g_00023	CDS	192				hypothetical protein
Syao.g_00024	gene	870				
Syao.g_00024	CDS	870				hypothetical protein
Syao.g_00025	gene	639				
Syao.g_00025	CDS	639				hypothetical protein
Syao.g_00026	gene	405				
Syao.g_00026	CDS	405				hypothetical protein
Syao.g_00027	gene	2718	topA			
Syao.g_00027	CDS	2718	topA	5.6.2.1	COG0550	DNA topoisomerase 1
Syao.g_00028	gene	1692	ndhB_1			
Syao.g_00028	CDS	1692	ndhB_1	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
Syao.g_00029	gene	711	yknY			
Syao.g_00029	CDS	711	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
Syao.g_00030	gene	936				
Syao.g_00030	CDS	936				hypothetical protein
Syao.g_00031	gene	747	birA			
Syao.g_00031	CDS	747	birA	6.3.4.15		Bifunctional ligase/repressor BirA
Syao.g_00032	gene	1209	dapL_1			
Syao.g_00032	CDS	1209	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
Syao.g_00033	gene	333	trxA_1			
Syao.g_00033	CDS	333	trxA_1		COG0526	Thioredoxin 1
Syao.g_00034	gene	768				
Syao.g_00034	CDS	768			COG1842	Phage shock protein A 
Syao.g_00035	gene	561				
Syao.g_00035	CDS	561				hypothetical protein
Syao.g_00036	gene	1791	arnT_1			
Syao.g_00036	CDS	1791	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
Syao.g_00037	gene	1089	mshA_1			
Syao.g_00037	CDS	1089	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Syao.g_00038	gene	957				
Syao.g_00038	CDS	957				hypothetical protein
Syao.g_00039	gene	813				
