locus_tag	ftype	length_bp	gene	EC_number	COG	product
Praz.g_00001	gene	516	hom			
Praz.g_00001	CDS	516	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
Praz.g_00002	gene	294				
Praz.g_00002	CDS	294				hypothetical protein
Praz.g_00003	gene	1572				
Praz.g_00003	CDS	1572				hypothetical protein
Praz.g_00004	gene	1023	dppB			
Praz.g_00004	CDS	1023	dppB		COG0601	Dipeptide transport system permease protein DppB
Praz.g_00005	gene	1551				
Praz.g_00005	CDS	1551				hypothetical protein
Praz.g_00006	gene	1230				
Praz.g_00006	CDS	1230				hypothetical protein
Praz.g_00007	gene	372				
Praz.g_00007	CDS	372				hypothetical protein
Praz.g_00008	gene	870	RBKS			
Praz.g_00008	CDS	870	RBKS	2.7.1.15		Ribokinase
Praz.g_00009	gene	192				
Praz.g_00009	CDS	192				hypothetical protein
Praz.g_00010	gene	354				
Praz.g_00010	CDS	354				hypothetical protein
Praz.g_00011	gene	519				
Praz.g_00011	CDS	519				Pentapeptide repeat protein Rfr32
Praz.g_00012	gene	522				
Praz.g_00012	CDS	522				hypothetical protein
Praz.g_00013	gene	858				
Praz.g_00013	CDS	858				hypothetical protein
Praz.g_00014	gene	942				
Praz.g_00014	CDS	942				hypothetical protein
Praz.g_00015	gene	1443				
Praz.g_00015	CDS	1443			COG2308	putative protein
Praz.g_00016	gene	237				
Praz.g_00016	CDS	237				hypothetical protein
Praz.g_00017	gene	222				
Praz.g_00017	CDS	222				hypothetical protein
Praz.g_00018	gene	276				
Praz.g_00018	CDS	276				hypothetical protein
Praz.g_00019	gene	156				
Praz.g_00019	CDS	156				hypothetical protein
Praz.g_00020	gene	1074				
Praz.g_00020	CDS	1074				hypothetical protein
Praz.g_00021	gene	1350				
Praz.g_00021	CDS	1350				hypothetical protein
Praz.g_00022	gene	1506				
Praz.g_00022	CDS	1506				hypothetical protein
Praz.g_00023	gene	771	mntB_1			
Praz.g_00023	CDS	771	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
Praz.g_00024	gene	435				
Praz.g_00024	CDS	435				hypothetical protein
Praz.g_00025	gene	786	mntB_2			
Praz.g_00025	CDS	786	mntB_2			Manganese transport system membrane protein MntB
Praz.g_00026	gene	147				
Praz.g_00026	CDS	147				hypothetical protein
Praz.g_00027	gene	249				
Praz.g_00027	CDS	249				hypothetical protein
Praz.g_00028	gene	177				
Praz.g_00028	CDS	177				hypothetical protein
Praz.g_00029	gene	384				
Praz.g_00029	CDS	384				hypothetical protein
Praz.g_00030	gene	261				
Praz.g_00030	CDS	261				hypothetical protein
Praz.g_00031	gene	111				
Praz.g_00031	CDS	111				hypothetical protein
Praz.g_00032	gene	408				
Praz.g_00032	CDS	408				hypothetical protein
Praz.g_00033	gene	243				
Praz.g_00033	CDS	243				hypothetical protein
Praz.g_00034	gene	102				
Praz.g_00034	CDS	102				hypothetical protein
Praz.g_00035	gene	207				
Praz.g_00035	CDS	207				hypothetical protein
Praz.g_00036	gene	375				
Praz.g_00036	CDS	375				hypothetical protein
Praz.g_00037	gene	162				
Praz.g_00037	CDS	162				hypothetical protein
Praz.g_00038	gene	315				
Praz.g_00038	CDS	315				hypothetical protein
Praz.g_00039	gene	771				
Praz.g_00039	CDS	771				hypothetical protein
Praz.g_00040	gene	183				
Praz.g_00040	CDS	183				hypothetical protein
Praz.g_00041	gene	108				
Praz.g_00041	CDS	108				hypothetical protein
Praz.g_00042	gene	180				
Praz.g_00042	CDS	180				hypothetical protein
Praz.g_00043	gene	186				
Praz.g_00043	CDS	186				hypothetical protein
Praz.g_00044	gene	303				
Praz.g_00044	CDS	303				hypothetical protein
Praz.g_00045	gene	153				
Praz.g_00045	CDS	153				hypothetical protein
Praz.g_00046	gene	180				
Praz.g_00046	CDS	180				hypothetical protein
Praz.g_00047	gene	180				
Praz.g_00047	CDS	180				hypothetical protein
Praz.g_00048	gene	285				
Praz.g_00048	CDS	285				hypothetical protein
Praz.g_00049	gene	543				
Praz.g_00049	CDS	543				hypothetical protein
Praz.g_00050	gene	294				
Praz.g_00050	CDS	294				hypothetical protein
Praz.g_00051	gene	126				
Praz.g_00051	CDS	126				hypothetical protein
Praz.g_00052	gene	405				
Praz.g_00052	CDS	405				hypothetical protein
Praz.g_00053	gene	870				
Praz.g_00053	CDS	870				hypothetical protein
Praz.g_00054	gene	252				
Praz.g_00054	CDS	252				hypothetical protein
Praz.g_00055	gene	231				
Praz.g_00055	CDS	231				hypothetical protein
Praz.g_00056	gene	420				
Praz.g_00056	CDS	420		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Praz.g_00057	gene	231				
Praz.g_00057	CDS	231				hypothetical protein
Praz.g_00058	gene	237				
Praz.g_00058	CDS	237				hypothetical protein
Praz.g_00059	gene	165				
Praz.g_00059	CDS	165				hypothetical protein
Praz.g_00060	gene	258				
Praz.g_00060	CDS	258				hypothetical protein
Praz.g_00061	gene	1008	dusB			
Praz.g_00061	CDS	1008	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
Praz.g_00062	gene	393				
Praz.g_00062	CDS	393				hypothetical protein
Praz.g_00063	gene	726	tpiA_1			
Praz.g_00063	CDS	726	tpiA_1	5.3.1.1		Triosephosphate isomerase
Praz.g_00064	gene	177				
Praz.g_00064	CDS	177				hypothetical protein
Praz.g_00065	gene	1707				
Praz.g_00065	CDS	1707		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
Praz.g_00066	gene	219				
Praz.g_00066	CDS	219				hypothetical protein
Praz.g_00067	gene	3297	carB			
Praz.g_00067	CDS	3297	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
Praz.g_00068	gene	639				
Praz.g_00068	CDS	639				hypothetical protein
Praz.g_00069	gene	351	rsfS			
Praz.g_00069	CDS	351	rsfS			Ribosomal silencing factor RsfS
Praz.g_00070	gene	492				
Praz.g_00070	CDS	492				hypothetical protein
Praz.g_00071	gene	966				
Praz.g_00071	CDS	966				hypothetical protein
Praz.g_00072	gene	77				
Praz.g_00072	tRNA	77				tRNA-Met(cat)
Praz.g_00073	gene	147				
Praz.g_00073	CDS	147				hypothetical protein
Praz.g_00074	gene	390				
Praz.g_00074	CDS	390				hypothetical protein
Praz.g_00075	gene	996	btuD			
Praz.g_00075	CDS	996	btuD	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
Praz.g_00076	gene	795				
Praz.g_00076	CDS	795				hypothetical protein
Praz.g_00077	gene	795				
Praz.g_00077	CDS	795				hypothetical protein
Praz.g_00078	gene	264				
Praz.g_00078	CDS	264				hypothetical protein
Praz.g_00079	gene	228				
Praz.g_00079	CDS	228				hypothetical protein
Praz.g_00080	gene	813				
Praz.g_00080	CDS	813				hypothetical protein
Praz.g_00081	gene	342				
Praz.g_00081	CDS	342				hypothetical protein
Praz.g_00082	gene	192				
Praz.g_00082	CDS	192				hypothetical protein
Praz.g_00083	gene	402				
Praz.g_00083	CDS	402				hypothetical protein
Praz.g_00084	gene	222				
Praz.g_00084	CDS	222				hypothetical protein
Praz.g_00085	gene	225				
Praz.g_00085	CDS	225				hypothetical protein
Praz.g_00086	gene	534				
Praz.g_00086	CDS	534				hypothetical protein
Praz.g_00087	gene	186				
Praz.g_00087	CDS	186				hypothetical protein
Praz.g_00088	gene	396	gpt			
Praz.g_00088	CDS	396	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
Praz.g_00089	gene	459				
Praz.g_00089	CDS	459				hypothetical protein
Praz.g_00090	gene	177	rpsU1			
Praz.g_00090	CDS	177	rpsU1		COG0828	30S ribosomal protein S21 A
Praz.g_00091	gene	333				
Praz.g_00091	CDS	333				hypothetical protein
Praz.g_00092	gene	597	udk_1			
Praz.g_00092	CDS	597	udk_1	2.7.1.48		Uridine kinase
Praz.g_00093	gene	1158				
Praz.g_00093	CDS	1158				hypothetical protein
Praz.g_00094	gene	804				
Praz.g_00094	CDS	804				hypothetical protein
Praz.g_00095	gene	234				
Praz.g_00095	CDS	234				hypothetical protein
Praz.g_00096	gene	405				
Praz.g_00096	CDS	405				hypothetical protein
Praz.g_00097	gene	681				
Praz.g_00097	CDS	681				hypothetical protein
Praz.g_00098	gene	471				
Praz.g_00098	CDS	471				hypothetical protein
