Orthogroup	Species	Prbm	Orthologs
OG0000000	Pray	Prbm.g_00874	Pray.g_01836
OG0000000	Prbd	Prbm.g_00874	Prbd.g_01771
OG0000000	Prau	Prbm.g_00874	Prau.g_01402
OG0000000	Pras	Prbm.g_00874	Pras.g_00243
OG0000000	Prbi	Prbm.g_00874	Prbi.g_01432
OG0000000	Praz	Prbm.g_00874	Praz.g_01146
OG0000000	Prba	Prbm.g_00874	Prba.g_00203
OG0000000	Prao	Prbm.g_00874	Prao.g_01246
OG0000000	Prae	Prbm.g_00874	Prae.g_01361
OG0000000	Praa	Prbm.g_00874	Praa.g_01359
OG0000000	Prax	Prbm.g_00874	Prax.g_01870
OG0000000	Prad	Prbm.g_00874	Prad.g_00601
OG0000000	Prai	Prbm.g_00874	Prai.g_01363
OG0000000	Prar	Prbm.g_00874	Prar.g_00918
OG0000000	Praq	Prbm.g_00874	Praq.g_00168
OG0000000	Prac	Prbm.g_00874	Prac.g_00210
OG0000000	Praw	Prbm.g_00874	Praw.g_01009
OG0000000	Prag	Prbm.g_00874	Prag.g_01382
OG0000000	Prav	Prbm.g_00874	Prav.g_01466
OG0000000	Praf	Prbm.g_00874	Praf.g_01631
OG0000000	Prah	Prbm.g_00874	Prah.g_00562
OG0000000	Prbl	Prbm.g_00874	Prbl.g_01582
OG0000000	Prbj	Prbm.g_00874	Prbj.g_02517
OG0000000	Prbk	Prbm.g_00874	Prbk.g_02574
OG0000000	Prbf	Prbm.g_00874	Prbf.g_01182
OG0000000	Prbg	Prbm.g_00874	Prbg.g_01222
OG0000000	Prbe	Prbm.g_00874	Prbe.g_01285
OG0000000	Prap	Prbm.g_00874	Prap.g_00720
OG0000000	Prak	Prbm.g_00874	Prak.g_00908
OG0000000	Prbn	Prbm.g_00874	Prbn.g_01483
OG0000000	Pram	Prbm.g_00874	Pram.g_00873
OG0000000	Prbh	Prbm.g_00874	Prbh.g_01016
OG0000000	Pral	Prbm.g_00874	Pral.g_01549
OG0000000	Prat	Prbm.g_00874	Prat.g_00977
OG0000000	Prbc	Prbm.g_00874	Prbc.g_01920
OG0000000	Praj	Prbm.g_00874	Praj.g_00832
OG0000000	Prbb	Prbm.g_00874	Prbb.g_00844
OG0000000	Prbl	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prbl.g_01092
OG0000000	Prbk	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prbk.g_01649
OG0000000	Prbj	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prbj.g_00030
OG0000000	Praf	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Praf.g_00948
OG0000000	Prah	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prah.g_01226
OG0000000	Praa	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Praa.g_00678
OG0000000	Prbi	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prbi.g_00681
OG0000000	Prae	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prae.g_00652
OG0000000	Prax	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prax.g_00964
OG0000000	Prau	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prau.g_00718
OG0000000	Pras	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Pras.g_01554
OG0000000	Prar	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prar.g_01508
OG0000000	Praq	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Praq.g_00807
OG0000000	Prac	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prac.g_00693
OG0000000	Prad	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prad.g_01252
OG0000000	Pray	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Pray.g_01085
OG0000000	Prbd	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prbd.g_00566
OG0000000	Prba	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prba.g_01639
OG0000000	Praz	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Praz.g_01652
OG0000000	Prao	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prao.g_00116
OG0000000	Prab	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prab.g_00683
OG0000000	Pran	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Pran.g_01500
OG0000000	Prai	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prai.g_00707
OG0000000	Prag	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prag.g_00656
OG0000000	Praw	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Praw.g_01844
OG0000000	Prav	Prbm.g_00712, Prbm.g_01581, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576	Prav.g_01276
OG0000000	Pral	Prbm.g_00712	Pral.g_01764
OG0000000	Prap	Prbm.g_00712	Prap.g_00823
OG0000000	Prbf	Prbm.g_00712	Prbf.g_01285
