locus_tag	ftype	length_bp	gene	EC_number	COG	product
Pran.g_00001	gene	108				
Pran.g_00001	CDS	108				hypothetical protein
Pran.g_00002	gene	73				
Pran.g_00002	tRNA	73				tRNA-Lys(ttt)
Pran.g_00003	gene	1413	trmFO			
Pran.g_00003	CDS	1413	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
Pran.g_00004	gene	1545	crtNb_1			
Pran.g_00004	CDS	1545	crtNb_1	1.14.99.44		4,4'-diapolycopene oxygenase
Pran.g_00005	gene	507				
Pran.g_00005	CDS	507				hypothetical protein
Pran.g_00006	gene	738	tcrA			
Pran.g_00006	CDS	738	tcrA		COG0745	Transcriptional regulatory protein TcrA
Pran.g_00007	gene	270				
Pran.g_00007	CDS	270				hypothetical protein
Pran.g_00008	gene	324	grxD			
Pran.g_00008	CDS	324	grxD		COG0278	Glutaredoxin 4
Pran.g_00009	gene	231				
Pran.g_00009	CDS	231				hypothetical protein
Pran.g_00010	gene	564				
Pran.g_00010	CDS	564				hypothetical protein
Pran.g_00011	gene	678				
Pran.g_00011	CDS	678				hypothetical protein
Pran.g_00012	gene	717	pdxJ			
Pran.g_00012	CDS	717	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
Pran.g_00013	gene	318				
Pran.g_00013	CDS	318				Ycf54-like protein
Pran.g_00014	gene	3186	recC			
Pran.g_00014	CDS	3186	recC	3.1.11.5		RecBCD enzyme subunit RecC
Pran.g_00015	gene	474				
Pran.g_00015	CDS	474				hypothetical protein
Pran.g_00016	gene	3630	recB			
Pran.g_00016	CDS	3630	recB	3.1.11.5		RecBCD enzyme subunit RecB
Pran.g_00017	gene	1689	recD			
Pran.g_00017	CDS	1689	recD	3.1.11.5		RecBCD enzyme subunit RecD
Pran.g_00018	gene	1779	deaD			
Pran.g_00018	CDS	1779	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
Pran.g_00019	gene	279				
Pran.g_00019	CDS	279				hypothetical protein
Pran.g_00020	gene	1773				
Pran.g_00020	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
Pran.g_00021	gene	549				
Pran.g_00021	CDS	549				hypothetical protein
Pran.g_00022	gene	600	recR			
Pran.g_00022	CDS	600	recR		COG0353	Recombination protein RecR
Pran.g_00023	gene	882	lipA2			
Pran.g_00023	CDS	882	lipA2	2.8.1.8	COG0320	Lipoyl synthase 2
Pran.g_00024	gene	501				
Pran.g_00024	CDS	501				hypothetical protein
Pran.g_00025	gene	933				
Pran.g_00025	CDS	933				hypothetical protein
Pran.g_00026	gene	1008	bioB			
Pran.g_00026	CDS	1008	bioB	2.8.1.6	COG0502	Biotin synthase
Pran.g_00027	gene	819	uppS			
Pran.g_00027	CDS	819	uppS	2.5.1.-	COG0020	Isoprenyl transferase
Pran.g_00028	gene	891	cdaA			
Pran.g_00028	CDS	891	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
Pran.g_00029	gene	1374	lysA			
Pran.g_00029	CDS	1374	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
Pran.g_00030	gene	435	rimI			
Pran.g_00030	CDS	435	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
Pran.g_00031	gene	2529	clpC			
Pran.g_00031	CDS	2529	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
Pran.g_00032	gene	1095	gldA			
Pran.g_00032	CDS	1095	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
Pran.g_00033	gene	900	menH_1			
Pran.g_00033	CDS	900	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Pran.g_00034	gene	858				
Pran.g_00034	CDS	858				hypothetical protein
Pran.g_00035	gene	1398	speA_1			
Pran.g_00035	CDS	1398	speA_1	4.1.1.19	COG1982	Arginine decarboxylase
Pran.g_00036	gene	1659	ubiB_1			
Pran.g_00036	CDS	1659	ubiB_1	2.7.-.-		protein kinase UbiB
Pran.g_00037	gene	489				
Pran.g_00037	CDS	489				hypothetical protein
Pran.g_00038	gene	1521	malQ			
Pran.g_00038	CDS	1521	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
Pran.g_00039	gene	996	prs			
Pran.g_00039	CDS	996	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
Pran.g_00040	gene	441				
Pran.g_00040	CDS	441				hypothetical protein
Pran.g_00041	gene	543				
Pran.g_00041	CDS	543				hypothetical protein
Pran.g_00042	gene	1119	sasA_1			
Pran.g_00042	CDS	1119	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
Pran.g_00043	gene	75				
Pran.g_00043	tRNA	75				tRNA-Glu(ttc)
Pran.g_00044	gene	537				
Pran.g_00044	CDS	537				hypothetical protein
Pran.g_00045	gene	1113	petH			
Pran.g_00045	CDS	1113	petH	1.18.1.2		Ferredoxin--NADP reductase
Pran.g_00046	gene	1524	zwf			
Pran.g_00046	CDS	1524	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
Pran.g_00047	gene	1302				
Pran.g_00047	CDS	1302				hypothetical protein
Pran.g_00048	gene	1395	cbiA			
Pran.g_00048	CDS	1395	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
Pran.g_00049	gene	480				
Pran.g_00049	CDS	480				hypothetical protein
Pran.g_00050	gene	903				
Pran.g_00050	CDS	903		2.5.1.10		Farnesyl diphosphate synthase
Pran.g_00051	gene	897	folD			
Pran.g_00051	CDS	897	folD			Bifunctional protein FolD protein
Pran.g_00052	gene	1473				
Pran.g_00052	CDS	1473				hypothetical protein
Pran.g_00053	gene	393				
Pran.g_00053	CDS	393				hypothetical protein
Pran.g_00054	gene	1641	leuA			
Pran.g_00054	CDS	1641	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
Pran.g_00055	gene	1584				
Pran.g_00055	CDS	1584		2.4.1.18	COG1543	1,4-alpha-glucan branching enzyme
Pran.g_00056	gene	1212	crtL_1			
Pran.g_00056	CDS	1212	crtL_1	5.5.1.19		Lycopene beta cyclase
Pran.g_00057	gene	2604	gyrA_1			
Pran.g_00057	CDS	2604	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Pran.g_00058	gene	1233				
Pran.g_00058	CDS	1233		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
Pran.g_00059	gene	324	trxA			
Pran.g_00059	CDS	324	trxA			Thioredoxin 1
Pran.g_00060	gene	618	hisH			
