Orthogroup	Prbb	Other
OG0000017	Prbb.g_00598	Prak.g_00559
OG0000017	Prbb.g_00598	Pral.g_00491
OG0000017	Prbb.g_00598	Pram.g_00535
OG0000017	Prbb.g_00598	Prap.g_01170
OG0000017	Prbb.g_00598	Prat.g_00560
OG0000017	Prbb.g_00598	Prbe.g_00536
OG0000017	Prbb.g_00598	Prbf.g_01880
OG0000017	Prbb.g_00598	Prbg.g_00317
OG0000017	Prbb.g_00598	Prbh.g_00232
OG0000017	Prbb.g_00598	Prbn.g_00517
OG0000017	Prbb.g_00598	Syaa.g_01890
OG0000017	Prbb.g_00598	Syab.g_01953
OG0000017	Prbb.g_00598	Syac.g_01749
OG0000017	Prbb.g_00598	Syad.g_01084
OG0000017	Prbb.g_00598	Syae.g_02462
OG0000017	Prbb.g_00598	Syaf.g_02561
OG0000017	Prbb.g_00598	Syag.g_00336
OG0000017	Prbb.g_00598	Syah.g_01152
OG0000017	Prbb.g_00598	Syai.g_00801
OG0000017	Prbb.g_00598	Syaj.g_00248
OG0000017	Prbb.g_00598	Syal.g_02752
OG0000017	Prbb.g_00598	Syam.g_01715
OG0000017	Prbb.g_00598	Syaq.g_01992
OG0000017	Prbb.g_00598	Praf.g_00752
OG0000017	Prbb.g_00598	Prbj.g_01769
OG0000017	Prbb.g_00598	Prbk.g_01142
OG0000017	Prbb.g_00598	Prbl.g_01763
OG0000017	Prbb.g_00598	Syak.g_02730
OG0000017	Prbb.g_00598	Syar.g_03181
OG0000017	Prbb.g_00598	Syar.g_03181
OG0000017	Prbb.g_00598	Praa.g_00598
OG0000017	Prbb.g_00598	Prac.g_00773
OG0000017	Prbb.g_00598	Prad.g_01387
OG0000017	Prbb.g_00598	Prae.g_00572
OG0000017	Prbb.g_00598	Prag.g_00576
OG0000017	Prbb.g_00598	Prao.g_00036
OG0000017	Prbb.g_00598	Praq.g_01004
OG0000017	Prbb.g_00598	Prar.g_01428
OG0000017	Prbb.g_00598	Pras.g_01474
OG0000017	Prbb.g_00598	Prau.g_00636
OG0000017	Prbb.g_00598	Prav.g_01194
OG0000017	Prbb.g_00598	Praw.g_01944
OG0000017	Prbb.g_00598	Prax.g_00057
OG0000017	Prbb.g_00598	Pray.g_01165
OG0000017	Prbb.g_00598	Praz.g_01732
OG0000017	Prbb.g_00598	Prba.g_01719
OG0000017	Prbb.g_00598	Prbd.g_00646
OG0000017	Prbb.g_00598	Prbi.g_00600
OG0000017	Prbb.g_00598	Prab.g_00602
OG0000017	Prbb.g_00598	Prai.g_00626
OG0000017	Prbb.g_00598	Pran.g_01580
OG0000017	Prbb.g_00598	Prah.g_01405
OG0000017	Prbb.g_00598	Praj.g_00585
OG0000017	Prbb.g_00598	Praj.g_00585
OG0000017	Prbb.g_00598	Prbc.g_01674
OG0000017	Prbb.g_00598	Prbc.g_01674
OG0000017	Prbb.g_00598	Prbm.g_00628
OG0000017	Prbb.g_00598	Prbm.g_00628
OG0000018	Prbb.g_01539, Prbb.g_00812	Syap.g_02708
OG0000027	Prbb.g_01375	Syac.g_01009
OG0000027	Prbb.g_01375	Syar.g_02835
OG0000037	Prbb.g_00164	Syat.g_01575
OG0000044	Prbb.g_00079	Syab.g_01097
OG0000059	Prbb.g_01946	Syal.g_01332
OG0000061	Prbb.g_01517	Syab.g_00171
OG0000061	Prbb.g_01517	Syah.g_00215
OG0000061	Prbb.g_01517	Syaj.g_02351
OG0000061	Prbb.g_01517	Syaa.g_00469
OG0000061	Prbb.g_01517	Syap.g_00870
OG0000061	Prbb.g_00874	Prae.g_01163
OG0000061	Prbb.g_00874	Prax.g_00200
OG0000061	Prbb.g_00874	Pras.g_00056
OG0000061	Prbb.g_00874	Prau.g_01206
OG0000061	Prbb.g_00874	Praa.g_01159
OG0000061	Prbb.g_00874	Prbd.g_00468
OG0000061	Prbb.g_00874	Prbi.g_01207
OG0000061	Prbb.g_00874	Prao.g_01089
OG0000061	Prbb.g_00874	Prac.g_00985
OG0000061	Prbb.g_00874	Praq.g_01333
OG0000061	Prbb.g_00874	Prar.g_01263
OG0000061	Prbb.g_00874	Prav.g_00065
OG0000061	Prbb.g_00874	Prag.g_01153
OG0000061	Prbb.g_00874	Praw.g_00234
OG0000061	Prbb.g_00874	Pray.g_00064
OG0000061	Prbb.g_00874	Praz.g_00755
OG0000061	Prbb.g_00874	Prba.g_00064
OG0000061	Prbb.g_00874	Praa.g_01415
OG0000061	Prbb.g_00874	Praa.g_01415
OG0000061	Prbb.g_00874	Prah.g_00104
OG0000061	Prbb.g_00874	Praf.g_01859
OG0000061	Prbb.g_00874	Syah.g_00215
OG0000061	Prbb.g_00874	Prae.g_01422
OG0000061	Prbb.g_00874	Pral.g_00639
OG0000061	Prbb.g_00874	Syaj.g_02351
OG0000061	Prbb.g_00874	Syaa.g_00469
OG0000061	Prbb.g_00874	Syap.g_00870
OG0000061	Prbb.g_00874	Syah.g_00215
OG0000061	Prbb.g_00874	Prae.g_01422
OG0000061	Prbb.g_00874	Pral.g_00639
OG0000061	Prbb.g_00874	Syaj.g_02351
OG0000061	Prbb.g_00874	Syaa.g_00469
OG0000061	Prbb.g_00874	Syap.g_00870
OG0000061	Prbb.g_00874	Syab.g_00171
OG0000061	Prbb.g_00874	Syab.g_00171
OG0000062	Prbb.g_01768	Praf.g_01047
OG0000070	Prbb.g_00455	Syar.g_03150
OG0000076	Prbb.g_02061	Syao.g_01251
OG0000093	Prbb.g_01606	Prak.g_01071
OG0000093	Prbb.g_01606	Prap.g_00355
OG0000093	Prbb.g_01606	Prbe.g_01448
OG0000093	Prbb.g_01606	Prbf.g_01019
OG0000093	Prbb.g_01606	Prbg.g_01385
OG0000093	Prbb.g_01606	Prbn.g_00846
OG0000093	Prbb.g_01606	Pram.g_01038
OG0000093	Prbb.g_01606	Prbh.g_01181
OG0000093	Prbb.g_01606	Prab.g_01042
OG0000093	Prbb.g_01606	Pran.g_00455
OG0000093	Prbb.g_01606	Prai.g_01021
OG0000093	Prbb.g_01606	Prax.g_01769
OG0000093	Prbb.g_01606	Syab.g_01090
OG0000093	Prbb.g_01606	Syan.g_02934
OG0000093	Prbb.g_01606	Syaf.g_01775
OG0000093	Prbb.g_01606	Syar.g_00819
OG0000093	Prbb.g_01606	Prav.g_01497
OG0000099	Prbb.g_00388	Syai.g_00151
OG0000107	Prbb.g_01923	Syar.g_03290
OG0000107	Prbb.g_01923	Syat.g_02009
OG0000108	Prbb.g_00484, Prbb.g_00485	Syap.g_02256
OG0000117	Prbb.g_01399	Pral.g_01881
OG0000124	Prbb.g_02079	Syag.g_02485
OG0000131	Prbb.g_00202	Syar.g_02216
OG0000132	Prbb.g_00221	Syaq.g_01036
OG0000137	Prbb.g_00478	Prah.g_00105
OG0000138	Prbb.g_00499	Syak.g_01062
OG0000138	Prbb.g_00499	Syaj.g_02631
OG0000142	Prbb.g_00636	Syab.g_01524
OG0000145	Prbb.g_01099	Syar.g_03205
OG0000148	Prbb.g_00801	Syab.g_01683
OG0000148	Prbb.g_00801	Syaj.g_01002
OG0000158	Prbb.g_02044	Syao.g_01141
OG0000159	Prbb.g_02093	Syap.g_00700
OG0000173	Prbb.g_02116	Syap.g_01213
OG0000188	Prbb.g_00137	Syai.g_00696
OG0000224	Prbb.g_00376	Syar.g_00762
OG0000230	Prbb.g_00443	Syar.g_03275
OG0000250	Prbb.g_00575	Syar.g_03194
OG0000253	Prbb.g_00595	Syar.g_03229
OG0000259	Prbb.g_00661	Syas.g_01006
OG0000268	Prbb.g_00737	Syaf.g_00307
OG0000283	Prbb.g_00965	Syal.g_02131
OG0000284	Prbb.g_00970	Syar.g_03258
OG0000289	Prbb.g_01051	Syar.g_03305
OG0000303	Prbb.g_01459	Syar.g_03136
OG0000323	Prbb.g_01848	Syas.g_00159
OG0000330	Prbb.g_01978	Syar.g_03190
OG0000344	Prbb.g_02053	Syab.g_02424
OG0000346	Prbb.g_02062	Syap.g_02423
OG0000379	Prbb.g_00065	Syal.g_02681
OG0001008	Prbb.g_00442	Syar.g_03274
OG0001140	Prbb.g_01483	Syab.g_00642
OG0001269	Prbb.g_00836	Syal.g_02116
OG0001284	Prbb.g_01759	Syas.g_02124
OG0001349	Prbb.g_00876	Syaa.g_00454
OG0001356	Prbb.g_01164	Syaf.g_02177
OG0001395	Prbb.g_01055	Syal.g_00001
OG0001412	Prbb.g_02086	Syaa.g_01020
OG0001412	Prbb.g_02086	Syak.g_01621
OG0001412	Prbb.g_02086	Praf.g_00131
OG0001412	Prbb.g_02086	Syat.g_00584
OG0001423	Prbb.g_01665, Prbb.g_01664	Syam.g_00534
OG0001488	Prbb.g_01503	Syad.g_00051, Syad.g_00050
OG0001518	Prbb.g_02137	Syal.g_02309
OG0001650	Prbb.g_01432	Pral.g_00441
OG0001673	Prbb.g_00289	Syah.g_01195
