Orthogroup	Syaa	Other
OG0000013	Syaa.g_02217	Syar.g_03167
OG0000017	Syaa.g_01890	Praj.g_00585
OG0000017	Syaa.g_01890	Prbb.g_00598
OG0000017	Syaa.g_01890	Prbc.g_01674
OG0000017	Syaa.g_01890	Prbm.g_00628
OG0000017	Syaa.g_01890	Syar.g_03181
OG0000027	Syaa.g_00854	Syao.g_01286
OG0000052	Syaa.g_00461	Syar.g_02742, Syar.g_02751
OG0000052	Syaa.g_00461	Pram.g_01436
OG0000052	Syaa.g_00461	Prbh.g_00041
OG0000052	Syaa.g_00461	Prab.g_01423
OG0000052	Syaa.g_00461	Pran.g_00777
OG0000052	Syaa.g_00461	Pray.g_01793
OG0000052	Syaa.g_00461	Praz.g_01103
OG0000052	Syaa.g_00461	Prba.g_00160
OG0000052	Syaa.g_00461	Pras.g_00285
OG0000052	Syaa.g_00461	Praa.g_01447, Praa.g_01407
OG0000052	Syaa.g_00461	Prak.g_01369
OG0000052	Syaa.g_00461	Prap.g_00099
OG0000052	Syaa.g_00461	Prbe.g_00333
OG0000052	Syaa.g_00461	Prbf.g_00135
OG0000052	Syaa.g_00461	Prbg.g_00569
OG0000052	Syaa.g_00461	Prbn.g_00190
OG0000052	Syaa.g_00461	Syao.g_01085
OG0000052	Syaa.g_00461	Prai.g_00154
OG0000052	Syaa.g_00461	Prav.g_01533
OG0000052	Syaa.g_00461	Syal.g_01396
OG0000052	Syaa.g_00461	Syae.g_01224
OG0000052	Syaa.g_00461	Syaq.g_00935
OG0000052	Syaa.g_00461	Syal.g_01396
OG0000052	Syaa.g_00461	Syae.g_01224
OG0000052	Syaa.g_00461	Syaq.g_00935
OG0000052	Syaa.g_00461	Prau.g_01489
OG0000052	Syaa.g_00461	Prae.g_01416
OG0000052	Syaa.g_00461	Prag.g_01444
OG0000052	Syaa.g_00461	Praw.g_01071
OG0000052	Syaa.g_00461	Syag.g_02491
OG0000052	Syaa.g_00461	Prbi.g_01478
OG0000052	Syaa.g_00461	Syag.g_02491
OG0000059	Syaa.g_02315	Syal.g_01332
OG0000061	Syaa.g_00469	Syaq.g_00249
OG0000061	Syaa.g_00469	Syak.g_00898
OG0000061	Syaa.g_00469	Syab.g_00969
OG0000061	Syaa.g_00469	Syal.g_01653
OG0000061	Syaa.g_00469	Prad.g_01496
OG0000061	Syaa.g_00469	Prbm.g_01549
OG0000061	Syaa.g_00469	Praj.g_01461
OG0000061	Syaa.g_00469	Prbc.g_01446
OG0000061	Syaa.g_00469	Prbb.g_01517
OG0000061	Syaa.g_00469	Pral.g_01367
OG0000061	Syaa.g_00469	Prat.g_01156
OG0000061	Syaa.g_00469	Prak.g_01172
OG0000061	Syaa.g_00469	Prap.g_00456
OG0000061	Syaa.g_00469	Prbe.g_01549
OG0000061	Syaa.g_00469	Prbf.g_00918
OG0000061	Syaa.g_00469	Prbg.g_01486
OG0000061	Syaa.g_00469	Prbn.g_01189
OG0000061	Syaa.g_00469	Pram.g_01140
OG0000061	Syaa.g_00469	Prbh.g_01283
OG0000061	Syaa.g_00469	Prae.g_01163
OG0000061	Syaa.g_00469	Prax.g_00200
OG0000061	Syaa.g_00469	Pras.g_00056
OG0000061	Syaa.g_00469	Prau.g_01206
OG0000061	Syaa.g_00469	Praa.g_01159
OG0000061	Syaa.g_00469	Prbd.g_00468
OG0000061	Syaa.g_00469	Prbi.g_01207
OG0000061	Syaa.g_00469	Prao.g_01089
OG0000061	Syaa.g_00469	Prac.g_00985
OG0000061	Syaa.g_00469	Praq.g_01333
OG0000061	Syaa.g_00469	Prar.g_01263
OG0000061	Syaa.g_00469	Prav.g_00065
OG0000061	Syaa.g_00469	Prag.g_01153
OG0000061	Syaa.g_00469	Praw.g_00234
OG0000061	Syaa.g_00469	Pray.g_00064
OG0000061	Syaa.g_00469	Praz.g_00755
OG0000061	Syaa.g_00469	Prba.g_00064
OG0000061	Syaa.g_00469	Praa.g_01415
OG0000061	Syaa.g_00469	Praa.g_01415
OG0000061	Syaa.g_00469	Syab.g_00171
