Orthogroup	Syaj	Other
OG0000013	Syaj.g_02769	Syar.g_03167
OG0000017	Syaj.g_00248	Praj.g_00585
OG0000017	Syaj.g_00248	Prbb.g_00598
OG0000017	Syaj.g_00248	Prbc.g_01674
OG0000017	Syaj.g_00248	Prbm.g_00628
OG0000017	Syaj.g_00248	Syar.g_03181
OG0000027	Syaj.g_00396	Syao.g_01286
OG0000037	Syaj.g_02902	Syab.g_02280
OG0000037	Syaj.g_02902	Syal.g_00601
OG0000059	Syaj.g_02686	Syal.g_01332
OG0000061	Syaj.g_02351	Syaq.g_00249
OG0000061	Syaj.g_02351	Syak.g_00898
OG0000061	Syaj.g_02351	Syab.g_00969
OG0000061	Syaj.g_02351	Syal.g_01653
OG0000061	Syaj.g_02351	Prad.g_01496
OG0000061	Syaj.g_02351	Prbm.g_01549
OG0000061	Syaj.g_02351	Praj.g_01461
OG0000061	Syaj.g_02351	Prbc.g_01446
OG0000061	Syaj.g_02351	Prbb.g_01517
OG0000061	Syaj.g_02351	Pral.g_01367
OG0000061	Syaj.g_02351	Prat.g_01156
OG0000061	Syaj.g_02351	Prak.g_01172
OG0000061	Syaj.g_02351	Prap.g_00456
OG0000061	Syaj.g_02351	Prbe.g_01549
OG0000061	Syaj.g_02351	Prbf.g_00918
OG0000061	Syaj.g_02351	Prbg.g_01486
OG0000061	Syaj.g_02351	Prbn.g_01189
OG0000061	Syaj.g_02351	Pram.g_01140
OG0000061	Syaj.g_02351	Prbh.g_01283
OG0000061	Syaj.g_02351	Prae.g_01163
OG0000061	Syaj.g_02351	Prax.g_00200
OG0000061	Syaj.g_02351	Pras.g_00056
OG0000061	Syaj.g_02351	Prau.g_01206
OG0000061	Syaj.g_02351	Praa.g_01159
OG0000061	Syaj.g_02351	Prbd.g_00468
OG0000061	Syaj.g_02351	Prbi.g_01207
OG0000061	Syaj.g_02351	Prao.g_01089
OG0000061	Syaj.g_02351	Prac.g_00985
OG0000061	Syaj.g_02351	Praq.g_01333
OG0000061	Syaj.g_02351	Prar.g_01263
OG0000061	Syaj.g_02351	Prav.g_00065
OG0000061	Syaj.g_02351	Prag.g_01153
OG0000061	Syaj.g_02351	Praw.g_00234
OG0000061	Syaj.g_02351	Pray.g_00064
OG0000061	Syaj.g_02351	Praz.g_00755
OG0000061	Syaj.g_02351	Prba.g_00064
OG0000061	Syaj.g_02351	Praa.g_01415
OG0000061	Syaj.g_02351	Praa.g_01415
OG0000061	Syaj.g_02351	Syab.g_00171
OG0000061	Syaj.g_02351	Prbb.g_00874
OG0000061	Syaj.g_02351	Syab.g_00171
OG0000061	Syaj.g_02351	Prbb.g_00874
OG0000061	Syaj.g_02351	Praf.g_01859
OG0000061	Syaj.g_02351	Syaa.g_00469
OG0000061	Syaj.g_02351	Syap.g_00870
OG0000061	Syaj.g_02351	Syaa.g_00469
OG0000061	Syaj.g_02351	Syap.g_00870
OG0000061	Syaj.g_02351	Syah.g_00215
OG0000061	Syaj.g_02351	Prae.g_01422
OG0000061	Syaj.g_02351	Prah.g_00104
OG0000061	Syaj.g_02351	Syah.g_00215
OG0000061	Syaj.g_02351	Prae.g_01422
OG0000061	Syaj.g_02351	Pral.g_00639
OG0000061	Syaj.g_02351	Pral.g_00639
OG0000066	Syaj.g_00157	Syar.g_03187
OG0000066	Syaj.g_00157	Syab.g_01516
OG0000070	Syaj.g_01529	Syar.g_03150
OG0000079	Syaj.g_02609	Praf.g_02225
OG0000087	Syaj.g_01945	Syar.g_03192
OG0000090	Syaj.g_00144	Syar.g_03271
OG0000099	Syaj.g_02503	Prau.g_01491
OG0000112	Syaj.g_00907	Syar.g_03195
OG0000132	Syaj.g_01984	Syaq.g_01036
OG0000132	Syaj.g_00688	Pras.g_01015
OG0000132	Syaj.g_00688	Prau.g_00165
OG0000132	Syaj.g_00688	Prbi.g_00188
OG0000132	Syaj.g_00688	Praa.g_00164
OG0000132	Syaj.g_00688	Prax.g_01054
OG0000132	Syaj.g_00688	Prae.g_00167
OG0000132	Syaj.g_00688	Prao.g_00302
OG0000132	Syaj.g_00688	Prac.g_01766
OG0000132	Syaj.g_00688	Praq.g_01838
OG0000132	Syaj.g_00688	Prar.g_00163
OG0000132	Syaj.g_00688	Prav.g_00874
OG0000132	Syaj.g_00688	Prag.g_00157
OG0000132	Syaj.g_00688	Praw.g_01271
OG0000132	Syaj.g_00688	Prad.g_01827
OG0000132	Syaj.g_00688	Pray.g_00645
OG0000132	Syaj.g_00688	Praz.g_00524
OG0000132	Syaj.g_00688	Prba.g_01952
OG0000132	Syaj.g_00688	Prab.g_00155
OG0000132	Syaj.g_00688	Pran.g_00268
OG0000132	Syaj.g_00688	Prai.g_00175
OG0000132	Syaj.g_00688	Prbd.g_01076
OG0000132	Syaj.g_00688	Syaq.g_01036
OG0000132	Syaj.g_00688	Syaq.g_01036
OG0000134	Syaj.g_02832	Syar.g_02009
OG0000138	Syaj.g_02631	Syak.g_01062
OG0000138	Syaj.g_02631	Prag.g_00474
OG0000138	Syaj.g_02631	Praw.g_00653
OG0000138	Syaj.g_02631	Pray.g_00985
OG0000138	Syaj.g_02631	Praz.g_01833
OG0000138	Syaj.g_02631	Prba.g_00966
OG0000138	Syaj.g_02631	Prae.g_00469
OG0000138	Syaj.g_02631	Prbd.g_00747
OG0000138	Syaj.g_02631	Prbi.g_00498
OG0000138	Syaj.g_02631	Prav.g_01093
OG0000138	Syaj.g_02631	Prad.g_00012
OG0000138	Syaj.g_02631	Prab.g_00499
OG0000138	Syaj.g_02631	Pran.g_01683
OG0000138	Syaj.g_02631	Prai.g_00525
OG0000138	Syaj.g_02631	Prac.g_01049
OG0000138	Syaj.g_02631	Praq.g_00546
OG0000138	Syaj.g_02631	Prar.g_00545
OG0000138	Syaj.g_02631	Prao.g_00601
OG0000138	Syaj.g_02631	Prax.g_00706
OG0000138	Syaj.g_02631	Pras.g_01373
OG0000138	Syaj.g_02631	Prau.g_00536
OG0000138	Syaj.g_02631	Praa.g_00495
OG0000138	Syaj.g_02631	Syak.g_01062
OG0000138	Syaj.g_02631	Praj.g_00487
OG0000138	Syaj.g_02631	Prbm.g_00520
OG0000138	Syaj.g_02631	Prbb.g_00499
OG0000138	Syaj.g_02631	Prbc.g_01554
OG0000138	Syaj.g_02631	Pral.g_00595
OG0000138	Syaj.g_02631	Prak.g_00456
OG0000138	Syaj.g_02631	Prap.g_01272
OG0000138	Syaj.g_02631	Prbe.g_00638
OG0000138	Syaj.g_02631	Prbf.g_01778
OG0000138	Syaj.g_02631	Prbg.g_00214
OG0000138	Syaj.g_02631	Prbn.g_00619
OG0000138	Syaj.g_02631	Pram.g_00431
OG0000138	Syaj.g_02631	Prbh.g_00336
OG0000138	Syaj.g_02631	Prat.g_00456
