Orthogroup	Syas	Other
OG0000027	Syas.g_01480	Syao.g_01286
OG0000037	Syas.g_01479, Syas.g_00147, Syas.g_01928	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205
OG0000037	Syas.g_01479, Syas.g_00147, Syas.g_01928	Syal.g_00601
OG0000062	Syas.g_00070	Prbi.g_01482
OG0000062	Syas.g_00070	Prav.g_01551, Prav.g_01338
OG0000062	Syas.g_00070	Praf.g_01047
OG0000099	Syas.g_01826	Prau.g_01491
OG0000259	Syas.g_01006	Syag.g_00560
OG0000259	Syas.g_01006	Syab.g_01538
OG0000259	Syas.g_01006	Syal.g_02182
OG0000259	Syas.g_01006	Syak.g_00334
OG0000259	Syas.g_01006	Syaq.g_02239
OG0000259	Syas.g_01006	Prak.g_01082
OG0000259	Syas.g_01006	Prap.g_00366
OG0000259	Syas.g_01006	Prbe.g_01459
OG0000259	Syas.g_01006	Prbf.g_01008
OG0000259	Syas.g_01006	Prbg.g_01396
OG0000259	Syas.g_01006	Prbn.g_00835
OG0000259	Syas.g_01006	Pram.g_01050
OG0000259	Syas.g_01006	Prbh.g_01193
OG0000259	Syas.g_01006	Pral.g_01461
OG0000259	Syas.g_01006	Prat.g_01064
OG0000259	Syas.g_01006	Prbm.g_00691
OG0000259	Syas.g_01006	Prbc.g_01737
OG0000259	Syas.g_01006	Praj.g_00648
OG0000259	Syas.g_01006	Prbb.g_00661
OG0000259	Syas.g_01006	Prab.g_00665
OG0000259	Syas.g_01006	Pran.g_01518
OG0000259	Syas.g_01006	Prai.g_00689
OG0000259	Syas.g_01006	Prac.g_00711
OG0000259	Syas.g_01006	Praq.g_00789
OG0000259	Syas.g_01006	Prar.g_01490
OG0000259	Syas.g_01006	Prav.g_01258
OG0000259	Syas.g_01006	Prag.g_00638
OG0000259	Syas.g_01006	Praw.g_01862
OG0000259	Syas.g_01006	Prax.g_00119
OG0000259	Syas.g_01006	Prao.g_00099
OG0000259	Syas.g_01006	Prbi.g_00663
OG0000259	Syas.g_01006	Prbd.g_00584
OG0000259	Syas.g_01006	Praa.g_00660
OG0000259	Syas.g_01006	Prad.g_01234
OG0000259	Syas.g_01006	Pras.g_01536
OG0000259	Syas.g_01006	Prau.g_00700
OG0000259	Syas.g_01006	Prae.g_00634
OG0000259	Syas.g_01006	Pray.g_01103
OG0000259	Syas.g_01006	Praz.g_01670
OG0000259	Syas.g_01006	Prba.g_01657
OG0000323	Syas.g_00159	Syaa.g_00496
OG0000323	Syas.g_00159	Syac.g_00506
OG0000323	Syas.g_00159	Syah.g_02425
OG0000323	Syas.g_00159	Syae.g_01200
OG0000323	Syas.g_00159	Syad.g_02661
OG0000323	Syas.g_00159	Syaj.g_01760
OG0000323	Syas.g_00159	Syaf.g_00997
OG0000323	Syas.g_00159	Syai.g_02413
OG0000323	Syas.g_00159	Syam.g_02025
OG0000323	Syas.g_00159	Prai.g_01665
OG0000323	Syas.g_00159	Prab.g_01696
OG0000323	Syas.g_00159	Pran.g_00997
OG0000323	Syas.g_00159	Prad.g_00914
OG0000323	Syas.g_00159	Pray.g_01532
OG0000323	Syas.g_00159	Praz.g_00850
OG0000323	Syas.g_00159	Prba.g_00593
OG0000323	Syas.g_00159	Praa.g_01662
OG0000323	Syas.g_00159	Prac.g_00598
OG0000323	Syas.g_00159	Prae.g_01650
OG0000323	Syas.g_00159	Prag.g_01696
OG0000323	Syas.g_00159	Prao.g_01579
OG0000323	Syas.g_00159	Praq.g_00470
OG0000323	Syas.g_00159	Prar.g_01967
OG0000323	Syas.g_00159	Prav.g_01788
OG0000323	Syas.g_00159	Praw.g_00542
OG0000323	Syas.g_00159	Prax.g_01532
OG0000323	Syas.g_00159	Prbi.g_01814
OG0000323	Syas.g_00159	Pras.g_00577
OG0000323	Syas.g_00159	Prau.g_01759
OG0000323	Syas.g_00159	Prbd.g_01498
OG0000323	Syas.g_00159	Prbm.g_01866
OG0000323	Syas.g_00159	Praj.g_01793
OG0000323	Syas.g_00159	Prbb.g_01848
OG0000323	Syas.g_00159	Prbc.g_00857
OG0000323	Syas.g_00159	Pral.g_00134
OG0000323	Syas.g_00159	Prat.g_01618
OG0000323	Syas.g_00159	Prak.g_01672
OG0000323	Syas.g_00159	Prap.g_01751
OG0000323	Syas.g_00159	Prbe.g_00958
OG0000323	Syas.g_00159	Prbf.g_00666
OG0000323	Syas.g_00159	Prbg.g_01677
OG0000323	Syas.g_00159	Prbn.g_01773
OG0000323	Syas.g_00159	Pram.g_01659
OG0000323	Syas.g_00159	Prbh.g_01755
OG0001217	Syas.g_02493	Syak.g_00138
OG0001217	Syas.g_02493	Syac.g_01043
OG0001217	Syas.g_02493	Syah.g_01869
OG0001217	Syas.g_02493	Syag.g_00151
OG0001217	Syas.g_02493	Syab.g_01464
OG0001217	Syas.g_02493	Syal.g_02067
OG0001217	Syas.g_02493	Syaa.g_01559
OG0001217	Syas.g_02493	Syaf.g_02237
OG0001217	Syas.g_02493	Syai.g_01185
OG0001217	Syas.g_02493	Syam.g_01403
OG0001217	Syas.g_02493	Syae.g_00151
OG0001217	Syas.g_02493	Syaq.g_01885
OG0001217	Syas.g_02493	Syat.g_02587
OG0001217	Syas.g_02493	Syan.g_00617
OG0001284	Syas.g_02124	Syad.g_02585
OG0001284	Syas.g_02124	Syaj.g_01688
OG0001284	Syas.g_02124	Syae.g_01132
OG0001284	Syas.g_02124	Syac.g_00586
OG0001284	Syas.g_02124	Syah.g_02348
OG0001284	Syas.g_02124	Syai.g_02338
OG0001284	Syas.g_02124	Syaf.g_01073
OG0001284	Syas.g_02124	Syam.g_01960
OG0001284	Syas.g_02124	Syaa.g_00583
OG0001284	Syas.g_02124	Prak.g_01466
OG0001284	Syas.g_02124	Prap.g_00196
OG0001284	Syas.g_02124	Prbe.g_00236
OG0001284	Syas.g_02124	Prbf.g_00232
OG0001284	Syas.g_02124	Prbg.g_00666
OG0001284	Syas.g_02124	Prbn.g_00287
OG0001284	Syas.g_02124	Pram.g_01302
OG0001284	Syas.g_02124	Prbh.g_00175
OG0001284	Syas.g_02124	Pral.g_01082
OG0001284	Syas.g_02124	Prat.g_01433
OG0001284	Syas.g_02124	Prbc.g_00781
OG0001284	Syas.g_02124	Prbm.g_01783
OG0001284	Syas.g_02124	Praj.g_01705
OG0001284	Syas.g_02124	Prbb.g_01759
OG0001284	Syas.g_02124	Prab.g_01536
OG0001284	Syas.g_02124	Pran.g_00663
OG0001284	Syas.g_02124	Prai.g_01532
OG0001284	Syas.g_02124	Prag.g_01560
OG0001284	Syas.g_02124	Praw.g_00407
OG0001284	Syas.g_02124	Prac.g_00341
OG0001284	Syas.g_02124	Praq.g_00364
OG0001284	Syas.g_02124	Prar.g_00777
OG0001284	Syas.g_02124	Prav.g_01648
OG0001284	Syas.g_02124	Prax.g_01658
OG0001284	Syas.g_02124	Prbi.g_01660
OG0001284	Syas.g_02124	Prae.g_01529
OG0001284	Syas.g_02124	Prbd.g_01618, Prbd.g_01619
OG0001284	Syas.g_02124	Prao.g_01466
OG0001284	Syas.g_02124	Prad.g_00444
OG0001284	Syas.g_02124	Praa.g_01547
OG0001284	Syas.g_02124	Pray.g_01652
OG0001284	Syas.g_02124	Praz.g_00971
OG0001284	Syas.g_02124	Prba.g_00318
OG0001284	Syas.g_02124	Pras.g_00423
OG0001284	Syas.g_02124	Prau.g_01601
OG0001356	Syas.g_01715	Syaf.g_02177
OG0001399	Syas.g_02459	Prar.g_01071
OG0001399	Syas.g_02459	Prbi.g_01884
OG0001478	Syas.g_01345	Syag.g_01337
OG0001478	Syas.g_01345	Syaf.g_02516
OG0001478	Syas.g_01345	Syal.g_00481
OG0001478	Syas.g_01345	Syae.g_02512
OG0001478	Syas.g_01345	Syad.g_02371
OG0001478	Syas.g_01345	Syaj.g_01470
OG0001478	Syas.g_01345	Syaq.g_00457
OG0001478	Syas.g_01345	Syab.g_00661
OG0001478	Syas.g_01345	Syak.g_01139
OG0001488	Syas.g_01142	Syad.g_00051, Syad.g_00050
OG0001556	Syas.g_01679	Syaq.g_02654
OG0001702	Syas.g_02448	Praf.g_00295, Praf.g_00293, Praf.g_00286
OG0001702	Syas.g_02448	Prbj.g_00591
OG0001702	Syas.g_02448	Prbl.g_00581
OG0001702	Syas.g_02448	Prbk.g_01293
OG0001702	Syas.g_02448	Syab.g_02470
OG0001702	Syas.g_02448	Syal.g_00786
OG0001702	Syas.g_02448	Syag.g_01855
OG0001702	Syas.g_02448	Syaq.g_01523
OG0002098	Syas.g_02127	Prad.g_00553
OG0002098	Syas.g_02127	Syal.g_01386
OG0002098	Syas.g_02127	Prak.g_01312
OG0002098	Syas.g_02127	Prap.g_01935
OG0002098	Syas.g_02127	Prbe.g_00390
OG0002098	Syas.g_02127	Prbf.g_00078
OG0002098	Syas.g_02127	Prbg.g_00512
OG0002098	Syas.g_02127	Prbn.g_01223
OG0002098	Syas.g_02127	Pras.g_00287, Pras.g_00284
OG0002098	Syas.g_02127	Praa.g_01448
OG0002098	Syas.g_02127	Prai.g_01430
OG0002431	Syas.g_02815	Praf.g_00276
