Orthogroup	Syao	Other
OG0000013	Syao.g_01844	Syar.g_03167
OG0000027	Syao.g_01286	Syar.g_02055
OG0000027	Syao.g_01286	Syas.g_01480
OG0000027	Syao.g_01286	Syat.g_00850
OG0000027	Syao.g_01286	Syag.g_00165
OG0000027	Syao.g_01286	Syac.g_01095
OG0000027	Syao.g_01286	Syah.g_01541
OG0000027	Syao.g_01286	Syae.g_00814
OG0000027	Syao.g_01286	Syad.g_01257
OG0000027	Syao.g_01286	Syaj.g_00396
OG0000027	Syao.g_01286	Syab.g_01782
OG0000027	Syao.g_01286	Syal.g_02543
OG0000027	Syao.g_01286	Syak.g_00127
OG0000027	Syao.g_01286	Syaf.g_01688
OG0000027	Syao.g_01286	Syam.g_00989
OG0000027	Syao.g_01286	Syai.g_01654
OG0000027	Syao.g_01286	Syaa.g_00854
OG0000027	Syao.g_00202	Syac.g_01009
OG0000027	Syao.g_00202	Syar.g_02835
OG0000052	Syao.g_01085	Syag.g_02491
OG0000052	Syao.g_01085	Syaa.g_00461
OG0000052	Syao.g_01085	Praa.g_01407
OG0000052	Syao.g_01085	Syal.g_01396
OG0000052	Syao.g_01085	Syae.g_01224
OG0000052	Syao.g_01085	Syaq.g_00935
OG0000059	Syao.g_01959	Syal.g_01332
OG0000076	Syao.g_01251	Praf.g_00178
OG0000076	Syao.g_01251	Prah.g_00150
OG0000076	Syao.g_01251	Prbj.g_01598
OG0000076	Syao.g_01251	Prbk.g_00237
OG0000076	Syao.g_01251	Prbl.g_01285
OG0000076	Syao.g_01251	Pram.g_01833
OG0000076	Syao.g_01251	Prbh.g_01581
OG0000076	Syao.g_01251	Pral.g_00305
OG0000076	Syao.g_01251	Prat.g_01788
OG0000076	Syao.g_01251	Prak.g_01842
OG0000076	Syao.g_01251	Prap.g_01580
OG0000076	Syao.g_01251	Prbe.g_00774
OG0000076	Syao.g_01251	Prbf.g_00496
OG0000076	Syao.g_01251	Prbg.g_01847
OG0000076	Syao.g_01251	Prbn.g_00996
OG0000076	Syao.g_01251	Prbm.g_02094
OG0000076	Syao.g_01251	Praj.g_02012
OG0000076	Syao.g_01251	Prbb.g_02061
OG0000076	Syao.g_01251	Prbc.g_00211
OG0000076	Syao.g_01251	Prai.g_01838
OG0000076	Syao.g_01251	Prab.g_01857
OG0000076	Syao.g_01251	Pran.g_01160
OG0000076	Syao.g_01251	Prad.g_01631
OG0000076	Syao.g_01251	Prac.g_01904, Prac.g_00041
OG0000076	Syao.g_01251	Praq.g_01243, Praq.g_00763
OG0000076	Syao.g_01251	Prar.g_00592, Prar.g_00653
OG0000076	Syao.g_01251	Pras.g_00883, Pras.g_00743
OG0000076	Syao.g_01251	Prau.g_00037, Prau.g_01925
OG0000076	Syao.g_01251	Prae.g_01815
OG0000076	Syao.g_01251	Prag.g_01861
OG0000076	Syao.g_01251	Praw.g_00039
OG0000076	Syao.g_01251	Prbi.g_01994
OG0000076	Syao.g_01251	Praa.g_01832
OG0000076	Syao.g_01251	Prax.g_01394
OG0000076	Syao.g_01251	Prbd.g_01335
OG0000076	Syao.g_01251	Prao.g_01743
OG0000076	Syao.g_01251	Prav.g_00689
OG0000076	Syao.g_01251	Pray.g_01364
OG0000076	Syao.g_01251	Praz.g_00205
OG0000076	Syao.g_01251	Prba.g_00768
OG0000099	Syao.g_02019	Prau.g_01491
OG0000158	Syao.g_01141	Syaa.g_00148
OG0000158	Syao.g_01141	Syac.g_00182
OG0000158	Syao.g_01141	Syah.g_00204
OG0000158	Syao.g_01141	Syaf.g_00364
OG0000158	Syao.g_01141	Syam.g_00139
OG0000158	Syao.g_01141	Syai.g_00135
OG0000158	Syao.g_01141	Syae.g_01858
OG0000158	Syao.g_01141	Syad.g_00374
OG0000158	Syao.g_01141	Syaj.g_02445
OG0000158	Syao.g_01141	Prbj.g_01514
OG0000158	Syao.g_01141	Prbk.g_00526
OG0000158	Syao.g_01141	Prbl.g_00843
OG0000158	Syao.g_01141	Praf.g_02394
OG0000158	Syao.g_01141	Prah.g_02242
OG0000158	Syao.g_01141	Pral.g_00287
OG0000158	Syao.g_01141	Prat.g_01769
OG0000158	Syao.g_01141	Prak.g_01824
OG0000158	Syao.g_01141	Prap.g_01598
OG0000158	Syao.g_01141	Prbe.g_00792
OG0000158	Syao.g_01141	Prbf.g_00514
OG0000158	Syao.g_01141	Prbg.g_01829
OG0000158	Syao.g_01141	Prbn.g_01014
OG0000158	Syao.g_01141	Pram.g_01815
OG0000158	Syao.g_01141	Prbh.g_01599
OG0000158	Syao.g_01141	Prbm.g_02077
OG0000158	Syao.g_01141	Prbb.g_02044
OG0000158	Syao.g_01141	Praj.g_01995
OG0000158	Syao.g_01141	Prbc.g_00228
OG0000158	Syao.g_01141	Prai.g_01392
OG0000158	Syao.g_01141	Prag.g_01425
OG0000158	Syao.g_01141	Praw.g_01052
OG0000158	Syao.g_01141	Pray.g_01787
OG0000158	Syao.g_01141	Praz.g_01097
OG0000158	Syao.g_01141	Prba.g_00154
OG0000158	Syao.g_01141	Prad.g_00567
OG0000158	Syao.g_01141	Prbi.g_01489
OG0000158	Syao.g_01141	Praa.g_01395
OG0000158	Syao.g_01141	Prau.g_01436
OG0000158	Syao.g_01141	Prae.g_01426
OG0000158	Syao.g_01141	Prac.g_00447
OG0000158	Syao.g_01141	Praq.g_00258
OG0000158	Syao.g_01141	Prar.g_00375
OG0000158	Syao.g_01141	Prax.g_01780
OG0000158	Syao.g_01141	Pras.g_00289
OG0000158	Syao.g_01141	Prav.g_01505
OG0000158	Syao.g_01141	Prbd.g_01736
OG0000158	Syao.g_01141	Prab.g_01379
OG0000158	Syao.g_01141	Pran.g_00822
OG0000158	Syao.g_01141	Prao.g_01220
OG0000159	Syao.g_02276	Syap.g_00700
OG0001349	Syao.g_01074	Syae.g_01228
OG0001399	Syao.g_01861	Prbi.g_00155, Prbi.g_00722
OG0001412	Syao.g_02122	Syaa.g_01020
OG0001412	Syao.g_02122	Syak.g_01621
OG0001412	Syao.g_02122	Praf.g_00131
OG0001412	Syao.g_02122	Syat.g_00584
OG0001488	Syao.g_00190	Syad.g_00051, Syad.g_00050
OG0001508	Syao.g_02174	Syap.g_01139
OG0001623	Syao.g_01889	Syad.g_00746
OG0001623	Syao.g_01889	Syaj.g_02791
OG0001623	Syao.g_01889	Syab.g_00506
OG0001623	Syao.g_01889	Syag.g_02828
OG0001623	Syao.g_01889	Syac.g_02036
OG0001623	Syao.g_01889	Syah.g_00842
OG0001623	Syao.g_01889	Syaa.g_02194
OG0001623	Syao.g_01889	Syam.g_00429
OG0001623	Syao.g_01889	Syaf.g_00035
OG0001623	Syao.g_01889	Syai.g_00457
OG0001623	Syao.g_01889	Syae.g_02179
OG0001623	Syao.g_01889	Syak.g_01257
OG0001623	Syao.g_01889	Syal.g_00331
OG0001635	Syao.g_02182	Syad.g_00322
