Orthogroup	Prau	Other
OG0000001	Prau.g_01267, Prau.g_01269	Prab.g_01279, Prab.g_01281
OG0000017	Prau.g_00636	Syar.g_03181
OG0000017	Prau.g_00636	Praj.g_00585
OG0000017	Prau.g_00636	Prbb.g_00598
OG0000017	Prau.g_00636	Prbc.g_01674
OG0000017	Prau.g_00636	Prbm.g_00628
OG0000018	Prau.g_01188, Prau.g_00881	Syap.g_02708
OG0000027	Prau.g_01353	Syac.g_01009
OG0000027	Prau.g_01353	Syar.g_02835
OG0000037	Prau.g_00110	Syat.g_01575
OG0000052	Prau.g_01489	Syal.g_01396
OG0000052	Prau.g_01489	Syae.g_01224
OG0000052	Prau.g_01489	Syaq.g_00935
OG0000052	Prau.g_01489	Syag.g_02491
OG0000052	Prau.g_01489	Syaa.g_00461
OG0000059	Prau.g_01818	Syal.g_01332
OG0000061	Prau.g_01206	Syab.g_00171
OG0000061	Prau.g_01206	Prbb.g_00874
OG0000061	Prau.g_01206	Syah.g_00215
OG0000061	Prau.g_01206	Pral.g_00639
OG0000061	Prau.g_01206	Syaj.g_02351
OG0000061	Prau.g_01206	Syaa.g_00469
OG0000061	Prau.g_01206	Syap.g_00870
OG0000062	Prau.g_01609	Praf.g_01047
OG0000070	Prau.g_00491	Syar.g_03150
OG0000076	Prau.g_00037, Prau.g_01925	Syao.g_01251
OG0000099	Prau.g_01434, Prau.g_01435	Syai.g_00151
OG0000099	Prau.g_01491	Syap.g_01385
OG0000099	Prau.g_01491	Prah.g_02191
OG0000099	Prau.g_01491	Praf.g_02342
OG0000099	Prau.g_01491	Prbj.g_01464
OG0000099	Prau.g_01491	Prbk.g_00476
OG0000099	Prau.g_01491	Prbl.g_00893
OG0000099	Prau.g_01491	Syac.g_00234
OG0000099	Prau.g_01491	Syah.g_00144
OG0000099	Prau.g_01491	Syaa.g_00202
OG0000099	Prau.g_01491	Syad.g_00460
OG0000099	Prau.g_01491	Syaj.g_02503
OG0000099	Prau.g_01491	Syae.g_01913, Syae.g_01226
OG0000099	Prau.g_01491	Syaf.g_00312
OG0000099	Prau.g_01491	Syam.g_00173
OG0000099	Prau.g_01491	Syai.g_00199
OG0000099	Prau.g_01491	Syaq.g_00882
OG0000099	Prau.g_01491	Syab.g_00230
OG0000099	Prau.g_01491	Syal.g_01323
OG0000099	Prau.g_01491	Syag.g_02536
OG0000099	Prau.g_01491	Syak.g_01527
OG0000099	Prau.g_01491	Syan.g_01968
OG0000099	Prau.g_01491	Syat.g_02130
OG0000099	Prau.g_01491	Syao.g_02019
OG0000099	Prau.g_01491	Syar.g_00715
OG0000099	Prau.g_01491	Syas.g_01826
OG0000107	Prau.g_00389	Syar.g_03290
OG0000107	Prau.g_00389	Syat.g_02009
OG0000108	Prau.g_00521	Syap.g_02256
OG0000117	Prau.g_01318	Pral.g_01881
OG0000124	Prau.g_01941	Syag.g_02485
OG0000131	Prau.g_00146	Syar.g_02216
OG0000132	Prau.g_00165	Syaj.g_00688
OG0000132	Prau.g_00165	Syaq.g_01036
OG0000138	Prau.g_00536	Syaj.g_02631
OG0000138	Prau.g_00536	Syak.g_01062
OG0000142	Prau.g_00675	Syab.g_01524
OG0000145	Prau.g_00816	Syar.g_03205
OG0000148	Prau.g_00870	Syab.g_01683
OG0000148	Prau.g_00870	Syaj.g_01002
OG0000158	Prau.g_01436	Syao.g_01141
OG0000159	Prau.g_01457	Syap.g_00700
OG0000173	Prau.g_01964	Syap.g_01213
OG0000188	Prau.g_00083	Syai.g_00696
OG0000205	Prau.g_00203	Praf.g_02708
OG0000224	Prau.g_00327	Syar.g_00762
OG0000230	Prau.g_00479	Syar.g_03275
OG0000250	Prau.g_00611	Syar.g_03194
OG0000253	Prau.g_00633	Syar.g_03229
OG0000259	Prau.g_00700	Syas.g_01006
OG0000268	Prau.g_00777	Syaf.g_00307
OG0000283	Prau.g_00992	Syal.g_02131
OG0000284	Prau.g_00997	Syar.g_03258
OG0000289	Prau.g_01073	Syar.g_03305
OG0000303	Prau.g_01259	Syar.g_03136
OG0000323	Prau.g_01759	Syas.g_00159
OG0000330	Prau.g_01847	Syar.g_03190
OG0000344	Prau.g_01917	Syab.g_02424
OG0000346	Prau.g_01926	Syap.g_02423
OG0000379	Prau.g_00058	Syal.g_02681
OG0000771	Prau.g_01496	Prae.g_01434
OG0000771	Prau.g_01496	Prak.g_01487
OG0000771	Prau.g_01496	Prap.g_00217
OG0000771	Prau.g_01496	Prbe.g_00215
OG0000771	Prau.g_01496	Prbf.g_00253
OG0000771	Prau.g_01496	Prbg.g_00687
OG0000771	Prau.g_01496	Prbn.g_00886
OG0000771	Prau.g_01496	Prac.g_00448
OG0000771	Prau.g_01496	Praq.g_00257
OG0000771	Prau.g_01496	Prar.g_00376
OG0000771	Prau.g_01496	Prax.g_01789
OG0001008	Prau.g_00478	Syar.g_03274
OG0001140	Prau.g_01234	Syab.g_00642
OG0001264	Prau.g_01268	Praa.g_01221
OG0001269	Prau.g_00361	Syal.g_02116
OG0001284	Prau.g_01601	Syas.g_02124
OG0001349	Prau.g_01530	Syaa.g_00454
OG0001395	Prau.g_01076	Syal.g_00001
OG0002486	Prau.g_01824	Prag.g_00325
OG0002486	Prau.g_01824	Praw.g_00800
OG0002486	Prau.g_01824	Prab.g_01435
OG0002486	Prau.g_01824	Pran.g_00764
OG0002486	Prau.g_01824	Prat.g_01497
OG0002486	Prau.g_01824	Prai.g_01731
