Orthogroup	Syab	Other
OG0000013	Syab.g_00482	Syar.g_03167
OG0000017	Syab.g_01953	Praj.g_00585
OG0000017	Syab.g_01953	Prbb.g_00598
OG0000017	Syab.g_01953	Prbc.g_01674
OG0000017	Syab.g_01953	Prbm.g_00628
OG0000017	Syab.g_01953	Syar.g_03181
OG0000027	Syab.g_01782	Syao.g_01286
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syae.g_01367
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syat.g_00849, Syat.g_00187
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syar.g_02154, Syar.g_02562, Syar.g_01310, Syar.g_02856
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syan.g_02978, Syan.g_00917
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syas.g_01479, Syas.g_00147, Syas.g_01928
OG0000037	Syab.g_02060, Syab.g_01241, Syab.g_02280, Syab.g_02205	Syap.g_02492
OG0000037	Syab.g_01241	Syah.g_00956, Syah.g_01365
OG0000037	Syab.g_02280	Syai.g_02815
OG0000037	Syab.g_02280	Syac.g_01077
OG0000037	Syab.g_02280	Syaj.g_02902
OG0000037	Syab.g_02280	Syal.g_00601
OG0000037	Syab.g_02280	Syal.g_00601
OG0000037	Syab.g_02504	Syat.g_01575
OG0000044	Syab.g_01097	Pral.g_01888
OG0000044	Syab.g_01097	Prbm.g_00478, Prbm.g_01281
OG0000044	Syab.g_01097	Prbb.g_00079
OG0000044	Syab.g_01097	Prbc.g_00533
OG0000044	Syab.g_01097	Pram.g_01620
OG0000044	Syab.g_01097	Prbh.g_01794
OG0000044	Syab.g_01097	Prab.g_01648
OG0000044	Syab.g_01097	Pran.g_00949
OG0000044	Syab.g_01097	Prbi.g_01744, Prbi.g_01760
OG0000044	Syab.g_01097	Prac.g_00892
OG0000044	Syab.g_01097	Praq.g_00058
OG0000044	Syab.g_01097	Prar.g_01172
OG0000044	Syab.g_01097	Pray.g_00002
OG0000044	Syab.g_01097	Praz.g_00693
OG0000044	Syab.g_01097	Prba.g_00002
OG0000044	Syab.g_01097	Prad.g_01213
OG0000044	Syab.g_01097	Prat.g_00619
OG0000044	Syab.g_01097	Syai.g_00833
OG0000044	Syab.g_01097	Syam.g_01562
OG0000044	Syab.g_01097	Syah.g_01194
OG0000044	Syab.g_01097	Syae.g_01067
OG0000061	Syab.g_00969	Syah.g_00215
OG0000061	Syab.g_00969	Syaj.g_02351
OG0000061	Syab.g_00969	Syaa.g_00469
OG0000061	Syab.g_00969	Syap.g_00870
OG0000061	Syab.g_00171	Prad.g_01496
OG0000061	Syab.g_00171	Prbm.g_01549
OG0000061	Syab.g_00171	Praj.g_01461
OG0000061	Syab.g_00171	Prbc.g_01446
OG0000061	Syab.g_00171	Prbb.g_01517
OG0000061	Syab.g_00171	Pral.g_01367
OG0000061	Syab.g_00171	Prat.g_01156
OG0000061	Syab.g_00171	Prak.g_01172
OG0000061	Syab.g_00171	Prap.g_00456
OG0000061	Syab.g_00171	Prbe.g_01549
OG0000061	Syab.g_00171	Prbf.g_00918
OG0000061	Syab.g_00171	Prbg.g_01486
OG0000061	Syab.g_00171	Prbn.g_01189
OG0000061	Syab.g_00171	Pram.g_01140
OG0000061	Syab.g_00171	Prbh.g_01283
OG0000061	Syab.g_00171	Prae.g_01163
OG0000061	Syab.g_00171	Prax.g_00200
OG0000061	Syab.g_00171	Pras.g_00056
OG0000061	Syab.g_00171	Prau.g_01206
OG0000061	Syab.g_00171	Praa.g_01159
OG0000061	Syab.g_00171	Prbd.g_00468
OG0000061	Syab.g_00171	Prbi.g_01207
OG0000061	Syab.g_00171	Prao.g_01089
OG0000061	Syab.g_00171	Prac.g_00985
OG0000061	Syab.g_00171	Praq.g_01333
OG0000061	Syab.g_00171	Prar.g_01263
OG0000061	Syab.g_00171	Prav.g_00065
OG0000061	Syab.g_00171	Prag.g_01153
OG0000061	Syab.g_00171	Praw.g_00234
OG0000061	Syab.g_00171	Pray.g_00064
OG0000061	Syab.g_00171	Praz.g_00755
OG0000061	Syab.g_00171	Prba.g_00064
OG0000061	Syab.g_00171	Praa.g_01415
OG0000061	Syab.g_00171	Praa.g_01415
OG0000061	Syab.g_00171	Prah.g_00104
OG0000061	Syab.g_00171	Praf.g_01859
OG0000061	Syab.g_00171	Syah.g_00215
OG0000061	Syab.g_00171	Prae.g_01422
OG0000061	Syab.g_00171	Pral.g_00639
OG0000061	Syab.g_00171	Syaj.g_02351
OG0000061	Syab.g_00171	Syaa.g_00469
OG0000061	Syab.g_00171	Syap.g_00870
OG0000061	Syab.g_00171	Syah.g_00215
OG0000061	Syab.g_00171	Prae.g_01422
OG0000061	Syab.g_00171	Pral.g_00639
OG0000061	Syab.g_00171	Syaj.g_02351
OG0000061	Syab.g_00171	Syaa.g_00469
OG0000061	Syab.g_00171	Syap.g_00870
OG0000061	Syab.g_00171	Prbb.g_00874
OG0000061	Syab.g_00171	Prbb.g_00874
OG0000066	Syab.g_01516	Syac.g_01827
OG0000066	Syab.g_01516	Syah.g_01073
OG0000066	Syab.g_01516	Syaa.g_01968
OG0000066	Syab.g_01516	Syam.g_00552, Syam.g_00662
OG0000066	Syab.g_01516	Syaf.g_02643
OG0000066	Syab.g_01516	Syai.g_01709, Syai.g_00719
OG0000066	Syab.g_01516	Syar.g_03187
OG0000066	Syab.g_01516	Syar.g_03187
OG0000066	Syab.g_01516	Syae.g_02386
OG0000066	Syab.g_01516	Syad.g_00992
OG0000066	Syab.g_01516	Syaj.g_00157
OG0000070	Syab.g_00614	Syar.g_03150
OG0000093	Syab.g_01090	Prbb.g_01606
OG0000099	Syab.g_00230	Prau.g_01491
OG0000142	Syab.g_01524	Syae.g_00074
OG0000142	Syab.g_01524	Syad.g_02152
OG0000142	Syab.g_01524	Syaj.g_01283
OG0000142	Syab.g_01524	Syaa.g_01633
OG0000142	Syab.g_01524	Syac.g_00979
OG0000142	Syab.g_01524	Syah.g_01935
OG0000142	Syab.g_01524	Prah.g_00501
OG0000142	Syab.g_01524	Praf.g_01692
OG0000142	Syab.g_01524	Prbj.g_02573
OG0000142	Syab.g_01524	Prbk.g_02631
OG0000142	Syab.g_01524	Prbl.g_01639
OG0000142	Syab.g_01524	Prbm.g_00666
OG0000142	Syab.g_01524	Prbc.g_01712
OG0000142	Syab.g_01524	Praj.g_00623
OG0000142	Syab.g_01524	Prbb.g_00636
OG0000142	Syab.g_01524	Prak.g_01108
OG0000142	Syab.g_01524	Prap.g_00392
OG0000142	Syab.g_01524	Prbe.g_01485
OG0000142	Syab.g_01524	Prbf.g_00982
OG0000142	Syab.g_01524	Prbg.g_01422
OG0000142	Syab.g_01524	Prbn.g_00426
OG0000142	Syab.g_01524	Pram.g_01075
OG0000142	Syab.g_01524	Prbh.g_01218
OG0000142	Syab.g_01524	Pral.g_01436
OG0000142	Syab.g_01524	Prat.g_01090
OG0000142	Syab.g_01524	Prab.g_00640
OG0000142	Syab.g_01524	Pran.g_01543
OG0000142	Syab.g_01524	Prai.g_00664
OG0000142	Syab.g_01524	Pras.g_01511
OG0000142	Syab.g_01524	Prau.g_00675
OG0000142	Syab.g_01524	Prac.g_00736
OG0000142	Syab.g_01524	Praq.g_00967
OG0000142	Syab.g_01524	Prar.g_01465
OG0000142	Syab.g_01524	Prav.g_01233
OG0000142	Syab.g_01524	Prag.g_00613
OG0000142	Syab.g_01524	Praw.g_01887
OG0000142	Syab.g_01524	Pray.g_01128
OG0000142	Syab.g_01524	Praz.g_01695
OG0000142	Syab.g_01524	Prba.g_01682
OG0000142	Syab.g_01524	Prad.g_01424
OG0000142	Syab.g_01524	Prbd.g_00609
OG0000142	Syab.g_01524	Prax.g_00094
OG0000142	Syab.g_01524	Praa.g_00635
OG0000142	Syab.g_01524	Prae.g_00609
OG0000142	Syab.g_01524	Prao.g_00074
OG0000142	Syab.g_01524	Prbi.g_00638
OG0000145	Syab.g_02120	Syar.g_03205
OG0000148	Syab.g_01683	Syac.g_01320
OG0000148	Syab.g_01683	Syah.g_01758
OG0000148	Syab.g_01683	Syae.g_00500
OG0000148	Syab.g_01683	Syaa.g_01190
OG0000148	Syab.g_01683	Syad.g_01861
OG0000148	Syab.g_01683	Syaj.g_01003
OG0000148	Syab.g_01683	Prat.g_01020
OG0000148	Syab.g_01683	Prbj.g_02431
OG0000148	Syab.g_01683	Prbk.g_02487
OG0000148	Syab.g_01683	Prbl.g_02316
OG0000148	Syab.g_01683	Praf.g_01548
OG0000148	Syab.g_01683	Prah.g_00649
OG0000148	Syab.g_01683	Syar.g_02658
OG0000148	Syab.g_01683	Prai.g_00831
OG0000148	Syab.g_01683	Prab.g_00856
OG0000148	Syab.g_01683	Pran.g_01327
OG0000148	Syab.g_01683	Prav.g_00413
OG0000148	Syab.g_01683	Prac.g_01459
OG0000148	Syab.g_01683	Praq.g_01414
OG0000148	Syab.g_01683	Prar.g_01700
OG0000148	Syab.g_01683	Prag.g_00822
OG0000148	Syab.g_01683	Praw.g_01681
OG0000148	Syab.g_01683	Prad.g_01162
OG0000148	Syab.g_01683	Pras.g_01717
OG0000148	Syab.g_01683	Prau.g_00870
OG0000148	Syab.g_01683	Pray.g_00364
OG0000148	Syab.g_01683	Praz.g_01496
OG0000148	Syab.g_01683	Prba.g_01483
OG0000148	Syab.g_01683	Prae.g_00822
OG0000148	Syab.g_01683	Prbd.g_00118
OG0000148	Syab.g_01683	Prax.g_00357
OG0000148	Syab.g_01683	Prbi.g_00863
OG0000148	Syab.g_01683	Praa.g_00820
OG0000148	Syab.g_01683	Prao.g_00757
OG0000148	Syab.g_01683	Pral.g_01505
OG0000148	Syab.g_01683	Pram.g_00826
OG0000148	Syab.g_01683	Prbh.g_00970
OG0000148	Syab.g_01683	Prak.g_00862
OG0000148	Syab.g_01683	Prap.g_00766
OG0000148	Syab.g_01683	Prbe.g_01239
OG0000148	Syab.g_01683	Prbf.g_01228
OG0000148	Syab.g_01683	Prbg.g_01176
OG0000148	Syab.g_01683	Prbn.g_01529
