Orthogroup	Prae	Other
OG0000024	Prae.g_01401	Praa.g_01409
OG0000024	Prae.g_01401	Praa.g_01409
OG0000024	Prae.g_01401	Prao.g_01213
OG0000024	Prae.g_01401	Prbc.g_00680
OG0000024	Prae.g_01401	Pras.g_00304
OG0000024	Prae.g_01401	Pras.g_00304
OG0000024	Prae.g_01401	Praj.g_01609
OG0000024	Prae.g_01401	Pral.g_01261
OG0000024	Prae.g_01401	Prbm.g_02126
OG0000024	Prae.g_01401	Prat.g_01267
OG0000024	Prae.g_01401	Praf.g_00112
OG0000024	Prae.g_01401	Prau.g_01470
OG0000024	Prae.g_01401	Prau.g_01470
OG0000027	Prae.g_01546	Prai.g_01549
OG0000056	Prae.g_01322	Prav.g_01388
OG0000056	Prae.g_01322	Prau.g_00749
OG0000063	Prae.g_01263	Pral.g_01881
OG0000083	Prae.g_01306	Prab.g_00003
OG0000083	Prae.g_01306	Pran.g_01260
OG0000083	Prae.g_01306	Prai.g_00003
OG0000083	Prae.g_01306	Prbm.g_00003
OG0000083	Prae.g_01306	Prbb.g_00003
OG0000083	Prae.g_01306	Praj.g_00003
OG0000083	Prae.g_01306	Prbc.g_01073
OG0000083	Prae.g_01306	Prbj.g_02076
OG0000083	Prae.g_01306	Prbk.g_02281
OG0000083	Prae.g_01306	Prbl.g_02118
OG0000083	Prae.g_01306	Praf.g_00003
OG0000083	Prae.g_01306	Prah.g_00004
OG0000083	Prae.g_01306	Pram.g_01941
OG0000083	Prae.g_01306	Prbh.g_01473
OG0000083	Prae.g_01306	Prak.g_00003
OG0000083	Prae.g_01306	Prap.g_00051
OG0000083	Prae.g_01306	Prbe.g_01068
OG0000083	Prae.g_01306	Prbf.g_00390
OG0000083	Prae.g_01306	Prbg.g_00770
OG0000083	Prae.g_01306	Prbn.g_00011
OG0000083	Prae.g_01306	Pral.g_00413
OG0000083	Prae.g_01306	Prat.g_00003
OG0000091	Prae.g_01396	Prbm.g_00228
OG0000091	Prae.g_01396	Praj.g_00209
OG0000091	Prae.g_01396	Prbb.g_00226
OG0000091	Prae.g_01396	Prbc.g_00402
OG0000091	Prae.g_01396	Prbj.g_00518
OG0000091	Prae.g_01396	Prbl.g_00278
OG0000091	Prae.g_01396	Prbk.g_00776
OG0000091	Prae.g_01396	Praf.g_02457
OG0000091	Prae.g_01396	Prah.g_02307
OG0000091	Prae.g_01396	Pral.g_00874
OG0000091	Prae.g_01396	Prat.g_00170
OG0000091	Prae.g_01396	Prak.g_00181
OG0000091	Prae.g_01396	Prap.g_01001
OG0000091	Prae.g_01396	Prbe.g_01717
OG0000091	Prae.g_01396	Prbf.g_01503
OG0000091	Prae.g_01396	Prbg.g_00947
OG0000091	Prae.g_01396	Prbn.g_01244
OG0000091	Prae.g_01396	Pram.g_00154
OG0000091	Prae.g_01396	Prbh.g_00613
OG0001256	Prae.g_00398	Prax.g_00776
OG0001256	Prae.g_00398	Prbd.g_00836
OG0001365	Prae.g_01425	Prai.g_01699
OG0001365	Prae.g_01425	Prab.g_01729
OG0001365	Prae.g_01425	Pran.g_01030
OG0001365	Prae.g_01425	Praa.g_01611
OG0001365	Prae.g_01425	Prbm.g_00952
OG0001365	Prae.g_01425	Prbc.g_02000
OG0001365	Prae.g_01425	Praj.g_00910
OG0001365	Prae.g_01425	Prbb.g_00955
OG0001365	Prae.g_01425	Pras.g_00482
OG0001365	Prae.g_01425	Pral.g_01055
OG0001365	Prae.g_01425	Prat.g_01460
OG0001365	Prae.g_01425	Prak.g_00061
OG0001365	Prae.g_01425	Prap.g_00894
OG0001365	Prae.g_01425	Prbe.g_00161
OG0001365	Prae.g_01425	Prbf.g_01383
OG0001365	Prae.g_01425	Prbg.g_00813
OG0001365	Prae.g_01425	Prbn.g_00721
OG0001365	Prae.g_01425	Pram.g_00041
OG0001365	Prae.g_01425	Prbh.g_00726
OG0001365	Prae.g_01425	Praa.g_01611
OG0001365	Prae.g_01425	Prag.g_01422
OG0001365	Prae.g_01425	Praw.g_01049
OG0001365	Prae.g_01425	Prav.g_01504
OG0001474	Prae.g_00877	Pras.g_00311
