Orthogroup	Species	Pram	Orthologs
OG0000000	Prav	Pram.g_00873, Pram.g_00879	Prav.g_01466
OG0000000	Prag	Pram.g_00873, Pram.g_00879	Prag.g_01382
OG0000000	Praw	Pram.g_00873, Pram.g_00879	Praw.g_01009
OG0000000	Prad	Pram.g_00873, Pram.g_00879	Prad.g_00601
OG0000000	Prai	Pram.g_00873, Pram.g_00879	Prai.g_01363
OG0000000	Pras	Pram.g_00873, Pram.g_00879	Pras.g_00243
OG0000000	Prau	Pram.g_00873, Pram.g_00879	Prau.g_01402
OG0000000	Prax	Pram.g_00873, Pram.g_00879	Prax.g_01870
OG0000000	Prbd	Pram.g_00873, Pram.g_00879	Prbd.g_01771
OG0000000	Pray	Pram.g_00873, Pram.g_00879	Pray.g_01836
OG0000000	Praz	Pram.g_00873, Pram.g_00879	Praz.g_01146
OG0000000	Prba	Pram.g_00873, Pram.g_00879	Prba.g_00203
OG0000000	Prbi	Pram.g_00873, Pram.g_00879	Prbi.g_01432
OG0000000	Prac	Pram.g_00873, Pram.g_00879	Prac.g_00210
OG0000000	Praq	Pram.g_00873, Pram.g_00879	Praq.g_00168
OG0000000	Prar	Pram.g_00873, Pram.g_00879	Prar.g_00918
OG0000000	Prae	Pram.g_00873, Pram.g_00879	Prae.g_01361
OG0000000	Praa	Pram.g_00873, Pram.g_00879	Praa.g_01359
OG0000000	Prao	Pram.g_00873, Pram.g_00879	Prao.g_01246
OG0000000	Prbj	Pram.g_00873, Pram.g_00879	Prbj.g_02517
OG0000000	Prbk	Pram.g_00873, Pram.g_00879	Prbk.g_02574
OG0000000	Prbl	Pram.g_00873, Pram.g_00879	Prbl.g_01582
OG0000000	Praf	Pram.g_00873, Pram.g_00879	Praf.g_01631
OG0000000	Prah	Pram.g_00873, Pram.g_00879	Prah.g_00562
OG0000000	Praj	Pram.g_00873	Praj.g_00832
OG0000000	Prbc	Pram.g_00873	Prbc.g_01920
OG0000000	Prbb	Pram.g_00873	Prbb.g_00844
OG0000000	Prbm	Pram.g_00873	Prbm.g_00874
OG0000000	Pral	Pram.g_00873	Pral.g_01549
OG0000000	Prat	Pram.g_00873	Prat.g_00977
OG0000000	Prak	Pram.g_00873	Prak.g_00908
OG0000000	Prap	Pram.g_00873	Prap.g_00720
OG0000000	Prbe	Pram.g_00873	Prbe.g_01285
OG0000000	Prbf	Pram.g_00873	Prbf.g_01182
OG0000000	Prbg	Pram.g_00873	Prbg.g_01222
OG0000000	Prbn	Pram.g_00873	Prbn.g_01483
OG0000000	Prbh	Pram.g_00873	Prbh.g_01016
OG0000000	Pral	Pram.g_00879	Pral.g_01554
OG0000000	Prak	Pram.g_00879	Prak.g_00913
OG0000000	Prap	Pram.g_00879	Prap.g_00715
OG0000000	Prbe	Pram.g_00879	Prbe.g_01290
OG0000000	Prbf	Pram.g_00879	Prbf.g_01177
OG0000000	Prbg	Pram.g_00879	Prbg.g_01227
OG0000000	Prbn	Pram.g_00879	Prbn.g_01478
OG0000000	Prbh	Pram.g_00879	Prbh.g_01022
OG0000000	Prbj	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prbj.g_00030
OG0000000	Prbk	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prbk.g_01649
OG0000000	Prbl	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prbl.g_01092
OG0000000	Praf	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Praf.g_00948
OG0000000	Prah	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prah.g_01226
OG0000000	Prag	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prag.g_00656
OG0000000	Praw	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Praw.g_01844
OG0000000	Prav	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prav.g_01276
OG0000000	Prab	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prab.g_00683
OG0000000	Pran	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Pran.g_01500
OG0000000	Prai	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prai.g_00707
OG0000000	Prac	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prac.g_00693
OG0000000	Praq	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Praq.g_00807
OG0000000	Prar	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prar.g_01508
OG0000000	Praa	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Praa.g_00678
OG0000000	Prae	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prae.g_00652
OG0000000	Prax	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prax.g_00964
OG0000000	Prbi	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prbi.g_00681
OG0000000	Prao	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prao.g_00116
OG0000000	Pray	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Pray.g_01085
OG0000000	Praz	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Praz.g_01652
OG0000000	Prba	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prba.g_01639
OG0000000	Prbd	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prbd.g_00566
OG0000000	Prad	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prad.g_01252
OG0000000	Pras	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Pras.g_01554
OG0000000	Prau	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278	Prau.g_00718
OG0000000	Prbm	Pram.g_00768	Prbm.g_00712
OG0000000	Praj	Pram.g_00768	Praj.g_00670
OG0000000	Prbc	Pram.g_00768	Prbc.g_01759
OG0000000	Prbb	Pram.g_00768	Prbb.g_00683
OG0000000	Pral	Pram.g_00768	Pral.g_01764
OG0000000	Prat	Pram.g_00768	Prat.g_00751
OG0000000	Prak	Pram.g_00768	Prak.g_00805
OG0000000	Prap	Pram.g_00768	Prap.g_00823
OG0000000	Prbe	Pram.g_00768	Prbe.g_00452
OG0000000	Prbf	Pram.g_00768	Prbf.g_01285
OG0000000	Prbg	Pram.g_00768	Prbg.g_01119
OG0000000	Prbn	Pram.g_00768	Prbn.g_01586
OG0000000	Prbh	Pram.g_00768	Prbh.g_00912
OG0000000	Praj	Pram.g_01170	Praj.g_01489
OG0000000	Prbb	Pram.g_01170	Prbb.g_01546
OG0000000	Prbm	Pram.g_01170	Prbm.g_01578
OG0000000	Prbc	Pram.g_01170	Prbc.g_01475
OG0000000	Pral	Pram.g_01170	Pral.g_01340
OG0000000	Prat	Pram.g_01170	Prat.g_01184
OG0000000	Prak	Pram.g_01170	Prak.g_01202
OG0000000	Prap	Pram.g_01170	Prap.g_00486
OG0000000	Prbe	Pram.g_01170	Prbe.g_01579
OG0000000	Prbf	Pram.g_01170	Prbf.g_00888
OG0000000	Prbg	Pram.g_01170	Prbg.g_01516
OG0000000	Prbn	Pram.g_01170	Prbn.g_01159
OG0000000	Prbh	Pram.g_01170	Prbh.g_01313
OG0000000	Praj	Pram.g_01471, Pram.g_01168	Praj.g_01488
OG0000000	Prbb	Pram.g_01471, Pram.g_01168	Prbb.g_01545
OG0000000	Prbc	Pram.g_01471, Pram.g_01168	Prbc.g_01474
OG0000000	Prbm	Pram.g_01471, Pram.g_01168	Prbm.g_01577
OG0000000	Prak	Pram.g_01471	Prak.g_01323
OG0000000	Prap	Pram.g_01471	Prap.g_01946
OG0000000	Prbe	Pram.g_01471	Prbe.g_00379
OG0000000	Prbf	Pram.g_01471	Prbf.g_00089
OG0000000	Prbg	Pram.g_01471	Prbg.g_00523
OG0000000	Prbn	Pram.g_01471	Prbn.g_01234
OG0000000	Pral	Pram.g_01471	Pral.g_00430
OG0000000	Prat	Pram.g_01471	Prat.g_01487
OG0000000	Prbh	Pram.g_01471	Prbh.g_00006
OG0000000	Pral	Pram.g_01168	Pral.g_01342
OG0000000	Prat	Pram.g_01168	Prat.g_01182
OG0000000	Prak	Pram.g_01168	Prak.g_01200
OG0000000	Prap	Pram.g_01168	Prap.g_00484
OG0000000	Prbe	Pram.g_01168	Prbe.g_01577
OG0000000	Prbf	Pram.g_01168	Prbf.g_00890
OG0000000	Prbg	Pram.g_01168	Prbg.g_01514
OG0000000	Prbn	Pram.g_01168	Prbn.g_01161
OG0000000	Prbh	Pram.g_01168	Prbh.g_01311
OG0000000	Praj	Pram.g_01174	Praj.g_01493, Praj.g_01487
OG0000000	Prbb	Pram.g_01174	Prbb.g_01550, Prbb.g_01544
OG0000000	Prbc	Pram.g_01174	Prbc.g_01479, Prbc.g_01473
OG0000000	Prbm	Pram.g_01174	Prbm.g_01582, Prbm.g_01576
OG0000000	Prat	Pram.g_01174	Prat.g_01187
OG0000000	Pral	Pram.g_01174	Pral.g_01337
OG0000000	Prak	Pram.g_01174	Prak.g_01207
OG0000000	Prap	Pram.g_01174	Prap.g_00491
OG0000000	Prbe	Pram.g_01174	Prbe.g_01584
OG0000000	Prbf	Pram.g_01174	Prbf.g_00883
OG0000000	Prbg	Pram.g_01174	Prbg.g_01521
OG0000000	Prbn	Pram.g_01174	Prbn.g_01154
OG0000000	Prbh	Pram.g_01174	Prbh.g_01317
OG0000000	Praj	Pram.g_01278	Praj.g_01492
OG0000000	Prbb	Pram.g_01278	Prbb.g_01549
OG0000000	Prbc	Pram.g_01278	Prbc.g_01478
OG0000000	Prbm	Pram.g_01278	Prbm.g_01581
OG0000000	Prak	Pram.g_01278	Prak.g_01494
