Orthogroup	Species	Prba	Orthologs
OG0000000	Prbj	Prba.g_00203	Prbj.g_02517
OG0000000	Prbk	Prba.g_00203	Prbk.g_02574
OG0000000	Prbl	Prba.g_00203	Prbl.g_01582
OG0000000	Praf	Prba.g_00203	Praf.g_01631
OG0000000	Prah	Prba.g_00203	Prah.g_00562
OG0000000	Praj	Prba.g_00203	Praj.g_00832
OG0000000	Prbc	Prba.g_00203	Prbc.g_01920
OG0000000	Prbb	Prba.g_00203	Prbb.g_00844
OG0000000	Prbm	Prba.g_00203	Prbm.g_00874
OG0000000	Prak	Prba.g_00203	Prak.g_00908, Prak.g_00913
OG0000000	Prap	Prba.g_00203	Prap.g_00720, Prap.g_00715
OG0000000	Prbe	Prba.g_00203	Prbe.g_01285, Prbe.g_01290
OG0000000	Prbf	Prba.g_00203	Prbf.g_01182, Prbf.g_01177
OG0000000	Prbg	Prba.g_00203	Prbg.g_01222, Prbg.g_01227
OG0000000	Prbn	Prba.g_00203	Prbn.g_01483, Prbn.g_01478
OG0000000	Pram	Prba.g_00203	Pram.g_00873, Pram.g_00879
OG0000000	Prbh	Prba.g_00203	Prbh.g_01016, Prbh.g_01022
OG0000000	Pral	Prba.g_00203	Pral.g_01549, Pral.g_01554
OG0000000	Prat	Prba.g_00203	Prat.g_00977
OG0000000	Prav	Prba.g_00203	Prav.g_01466
OG0000000	Prag	Prba.g_00203	Prag.g_01382
OG0000000	Praw	Prba.g_00203	Praw.g_01009
OG0000000	Prad	Prba.g_00203	Prad.g_00601
OG0000000	Prai	Prba.g_00203	Prai.g_01363
OG0000000	Prae	Prba.g_00203	Prae.g_01361
OG0000000	Praa	Prba.g_00203	Praa.g_01359
OG0000000	Prao	Prba.g_00203	Prao.g_01246
OG0000000	Prac	Prba.g_00203	Prac.g_00210
OG0000000	Praq	Prba.g_00203	Praq.g_00168
OG0000000	Prar	Prba.g_00203	Prar.g_00918
OG0000000	Pras	Prba.g_00203	Pras.g_00243
OG0000000	Prau	Prba.g_00203	Prau.g_01402
OG0000000	Prax	Prba.g_00203	Prax.g_01870
OG0000000	Prbd	Prba.g_00203	Prbd.g_01771
OG0000000	Pray	Prba.g_00203	Pray.g_01836
OG0000000	Praz	Prba.g_00203	Praz.g_01146
OG0000000	Prbi	Prba.g_00203	Prbi.g_01432
OG0000000	Prbj	Prba.g_01639	Prbj.g_00030
OG0000000	Prbk	Prba.g_01639	Prbk.g_01649
OG0000000	Prbl	Prba.g_01639	Prbl.g_01092
OG0000000	Praf	Prba.g_01639	Praf.g_00948
OG0000000	Prah	Prba.g_01639	Prah.g_01226
OG0000000	Prbm	Prba.g_01639	Prbm.g_00712, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581
OG0000000	Praj	Prba.g_01639	Praj.g_00670, Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492
OG0000000	Prbc	Prba.g_01639	Prbc.g_01759, Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478
OG0000000	Prbb	Prba.g_01639	Prbb.g_00683, Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549
OG0000000	Pral	Prba.g_01639	Pral.g_01764, Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052
