Orthogroup	Species	Prau	Orthologs
OG0000000	Prbj	Prau.g_01402	Prbj.g_02517
OG0000000	Prbk	Prau.g_01402	Prbk.g_02574
OG0000000	Prbl	Prau.g_01402	Prbl.g_01582
OG0000000	Praf	Prau.g_01402	Praf.g_01631
OG0000000	Prah	Prau.g_01402	Prah.g_00562
OG0000000	Praj	Prau.g_01402	Praj.g_00832
OG0000000	Prbc	Prau.g_01402	Prbc.g_01920
OG0000000	Prbb	Prau.g_01402	Prbb.g_00844
OG0000000	Prbm	Prau.g_01402	Prbm.g_00874
OG0000000	Prak	Prau.g_01402	Prak.g_00908, Prak.g_00913
OG0000000	Prap	Prau.g_01402	Prap.g_00720, Prap.g_00715
OG0000000	Prbe	Prau.g_01402	Prbe.g_01285, Prbe.g_01290
OG0000000	Prbf	Prau.g_01402	Prbf.g_01182, Prbf.g_01177
OG0000000	Prbg	Prau.g_01402	Prbg.g_01222, Prbg.g_01227
OG0000000	Prbn	Prau.g_01402	Prbn.g_01483, Prbn.g_01478
OG0000000	Pram	Prau.g_01402	Pram.g_00873, Pram.g_00879
OG0000000	Prbh	Prau.g_01402	Prbh.g_01016, Prbh.g_01022
OG0000000	Pral	Prau.g_01402	Pral.g_01549, Pral.g_01554
OG0000000	Prat	Prau.g_01402	Prat.g_00977
OG0000000	Prav	Prau.g_01402	Prav.g_01466
OG0000000	Prag	Prau.g_01402	Prag.g_01382
OG0000000	Praw	Prau.g_01402	Praw.g_01009
OG0000000	Prad	Prau.g_01402	Prad.g_00601
OG0000000	Prai	Prau.g_01402	Prai.g_01363
OG0000000	Prae	Prau.g_01402	Prae.g_01361
OG0000000	Praa	Prau.g_01402	Praa.g_01359
OG0000000	Prao	Prau.g_01402	Prao.g_01246
OG0000000	Prac	Prau.g_01402	Prac.g_00210
OG0000000	Praq	Prau.g_01402	Praq.g_00168
OG0000000	Prar	Prau.g_01402	Prar.g_00918
OG0000000	Pray	Prau.g_01402	Pray.g_01836
OG0000000	Praz	Prau.g_01402	Praz.g_01146
OG0000000	Prba	Prau.g_01402	Prba.g_00203
OG0000000	Prbi	Prau.g_01402	Prbi.g_01432
OG0000000	Prax	Prau.g_01402	Prax.g_01870
OG0000000	Prbd	Prau.g_01402	Prbd.g_01771
OG0000000	Pras	Prau.g_01402	Pras.g_00243
OG0000000	Prbj	Prau.g_00718	Prbj.g_00030
OG0000000	Prbk	Prau.g_00718	Prbk.g_01649
OG0000000	Prbl	Prau.g_00718	Prbl.g_01092
OG0000000	Praf	Prau.g_00718	Praf.g_00948
OG0000000	Prah	Prau.g_00718	Prah.g_01226
OG0000000	Prbm	Prau.g_00718	Prbm.g_00712, Prbm.g_01578, Prbm.g_01577, Prbm.g_01582, Prbm.g_01576, Prbm.g_01581
OG0000000	Praj	Prau.g_00718	Praj.g_00670, Praj.g_01489, Praj.g_01488, Praj.g_01493, Praj.g_01487, Praj.g_01492
OG0000000	Prbc	Prau.g_00718	Prbc.g_01759, Prbc.g_01475, Prbc.g_01474, Prbc.g_01479, Prbc.g_01473, Prbc.g_01478
OG0000000	Prbb	Prau.g_00718	Prbb.g_00683, Prbb.g_01546, Prbb.g_01545, Prbb.g_01550, Prbb.g_01544, Prbb.g_01549
OG0000000	Pral	Prau.g_00718	Pral.g_01764, Pral.g_01340, Pral.g_00430, Pral.g_01342, Pral.g_01337, Pral.g_01052
OG0000000	Prat	Prau.g_00718	Prat.g_00751, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462
OG0000000	Prak	Prau.g_00718	Prak.g_00805, Prak.g_01202, Prak.g_01323, Prak.g_01200, Prak.g_01207, Prak.g_01494
OG0000000	Prap	Prau.g_00718	Prap.g_00823, Prap.g_00486, Prap.g_01946, Prap.g_00484, Prap.g_00491, Prap.g_00224
OG0000000	Prbe	Prau.g_00718	Prbe.g_00452, Prbe.g_01579, Prbe.g_00379, Prbe.g_01577, Prbe.g_01584, Prbe.g_00208
OG0000000	Prbf	Prau.g_00718	Prbf.g_01285, Prbf.g_00888, Prbf.g_00089, Prbf.g_00890, Prbf.g_00883, Prbf.g_00260
OG0000000	Prbg	Prau.g_00718	Prbg.g_01119, Prbg.g_01516, Prbg.g_00523, Prbg.g_01514, Prbg.g_01521, Prbg.g_00694
OG0000000	Prbn	Prau.g_00718	Prbn.g_01586, Prbn.g_01159, Prbn.g_01234, Prbn.g_01161, Prbn.g_01154, Prbn.g_00879
OG0000000	Pram	Prau.g_00718	Pram.g_00768, Pram.g_01170, Pram.g_01471, Pram.g_01168, Pram.g_01174, Pram.g_01278
OG0000000	Prbh	Prau.g_00718	Prbh.g_00912, Prbh.g_01313, Prbh.g_00006, Prbh.g_01311, Prbh.g_01317, Prbh.g_00199
OG0000000	Prag	Prau.g_00718	Prag.g_00656
OG0000000	Praw	Prau.g_00718	Praw.g_01844
OG0000000	Prav	Prau.g_00718	Prav.g_01276
OG0000000	Prab	Prau.g_00718	Prab.g_00683
OG0000000	Pran	Prau.g_00718	Pran.g_01500
OG0000000	Prai	Prau.g_00718	Prai.g_00707
OG0000000	Prac	Prau.g_00718	Prac.g_00693
OG0000000	Praq	Prau.g_00718	Praq.g_00807
OG0000000	Prar	Prau.g_00718	Prar.g_01508
OG0000000	Praa	Prau.g_00718	Praa.g_00678
OG0000000	Prae	Prau.g_00718	Prae.g_00652
OG0000000	Prax	Prau.g_00718	Prax.g_00964
OG0000000	Prbi	Prau.g_00718	Prbi.g_00681
OG0000000	Prao	Prau.g_00718	Prao.g_00116
OG0000000	Pray	Prau.g_00718	Pray.g_01085
OG0000000	Praz	Prau.g_00718	Praz.g_01652
OG0000000	Prba	Prau.g_00718	Prba.g_01639
OG0000000	Prbd	Prau.g_00718	Prbd.g_00566
OG0000000	Prad	Prau.g_00718	Prad.g_01252
OG0000000	Pras	Prau.g_00718	Pras.g_01554
OG0000001	Prab	Prau.g_01266	Prab.g_01278
OG0000001	Prab	Prau.g_01647	Prab.g_01278
OG0000001	Prab	Prau.g_01266	Prab.g_01597
OG0000001	Prab	Prau.g_01647	Prab.g_01597
OG0000001	Prac	Prau.g_01266	Prac.g_00926
OG0000001	Prac	Prau.g_01647	Prac.g_00926
OG0000001	Prad	Prau.g_01266	Prad.g_00393
OG0000001	Prad	Prau.g_01647	Prad.g_00393
OG0000001	Prad	Prau.g_01266	Prad.g_01435
OG0000001	Prad	Prau.g_01647	Prad.g_01435
OG0000001	Prae	Prau.g_01266	Prae.g_01222
OG0000001	Prae	Prau.g_01647	Prae.g_01222
OG0000001	Prae	Prau.g_01266	Prae.g_01579
OG0000001	Prae	Prau.g_01647	Prae.g_01579
OG0000001	Prag	Prau.g_01266	Prag.g_01213
OG0000001	Prag	Prau.g_01647	Prag.g_01213
OG0000001	Prag	Prau.g_01266	Prag.g_01607
OG0000001	Prag	Prau.g_01647	Prag.g_01607
