Orthogroup	Species	Prat	Orthologs
OG0000000	Prav	Prat.g_00977	Prav.g_01466
OG0000000	Prag	Prat.g_00977	Prag.g_01382
OG0000000	Praw	Prat.g_00977	Praw.g_01009
OG0000000	Prad	Prat.g_00977	Prad.g_00601
OG0000000	Prai	Prat.g_00977	Prai.g_01363
OG0000000	Pras	Prat.g_00977	Pras.g_00243
OG0000000	Prau	Prat.g_00977	Prau.g_01402
OG0000000	Prax	Prat.g_00977	Prax.g_01870
OG0000000	Prbd	Prat.g_00977	Prbd.g_01771
OG0000000	Pray	Prat.g_00977	Pray.g_01836
OG0000000	Praz	Prat.g_00977	Praz.g_01146
OG0000000	Prba	Prat.g_00977	Prba.g_00203
OG0000000	Prbi	Prat.g_00977	Prbi.g_01432
OG0000000	Prac	Prat.g_00977	Prac.g_00210
OG0000000	Praq	Prat.g_00977	Praq.g_00168
OG0000000	Prar	Prat.g_00977	Prar.g_00918
OG0000000	Prae	Prat.g_00977	Prae.g_01361
OG0000000	Praa	Prat.g_00977	Praa.g_01359
OG0000000	Prao	Prat.g_00977	Prao.g_01246
OG0000000	Prbj	Prat.g_00977	Prbj.g_02517
OG0000000	Prbk	Prat.g_00977	Prbk.g_02574
OG0000000	Prbl	Prat.g_00977	Prbl.g_01582
OG0000000	Praf	Prat.g_00977	Praf.g_01631
OG0000000	Prah	Prat.g_00977	Prah.g_00562
OG0000000	Praj	Prat.g_00977	Praj.g_00832
OG0000000	Prbc	Prat.g_00977	Prbc.g_01920
OG0000000	Prbb	Prat.g_00977	Prbb.g_00844
OG0000000	Prbm	Prat.g_00977	Prbm.g_00874
OG0000000	Prak	Prat.g_00977	Prak.g_00908
OG0000000	Prap	Prat.g_00977	Prap.g_00720
OG0000000	Prbe	Prat.g_00977	Prbe.g_01285
OG0000000	Prbf	Prat.g_00977	Prbf.g_01182
OG0000000	Prbg	Prat.g_00977	Prbg.g_01222
OG0000000	Prbn	Prat.g_00977	Prbn.g_01483
OG0000000	Pram	Prat.g_00977	Pram.g_00873
OG0000000	Prbh	Prat.g_00977	Prbh.g_01016
OG0000000	Pral	Prat.g_00977	Pral.g_01549
OG0000000	Prbj	Prat.g_00751, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462	Prbj.g_00030
OG0000000	Prbk	Prat.g_00751, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462	Prbk.g_01649
OG0000000	Prbl	Prat.g_00751, Prat.g_01184, Prat.g_01487, Prat.g_01182, Prat.g_01187, Prat.g_01462	Prbl.g_01092
