Orthogroup	Prau	Other
OG0000003	Prau.g_01268	Praa.g_01221
OG0000022	Prau.g_00243	Pral.g_00797
OG0000022	Prau.g_00243	Prbb.g_01328, Prbb.g_01560, Prbb.g_00299
OG0000022	Prau.g_00243	Prbm.g_01588, Prbm.g_01236, Prbm.g_00302
OG0000022	Prau.g_00243	Prbc.g_02202
OG0000022	Prau.g_00243	Praj.g_01281, Praj.g_00282, Praj.g_01505
OG0000037	Prau.g_01275	Prae.g_01602
OG0000037	Prau.g_01275	Prbd.g_01544
OG0000037	Prau.g_01275	Prab.g_01643
OG0000037	Prau.g_01275	Pran.g_00944
OG0000038	Prau.g_01431, Prau.g_01469	Prbm.g_00391
OG0000041	Prau.g_01279	Praq.g_00979
OG0000041	Prau.g_01279	Prac.g_00748
OG0000041	Prau.g_01279	Prar.g_01453
OG0000041	Prau.g_01279	Prav.g_01221
OG0000041	Prau.g_01279	Prab.g_00627
OG0000071	Prau.g_01318	Pral.g_01881
OG0000141	Prau.g_01496	Praq.g_00257
OG0000141	Prau.g_01496	Prac.g_00448
OG0000141	Prau.g_01496	Prar.g_00376
OG0000141	Prau.g_01496	Prax.g_01789
OG0000141	Prau.g_01496	Prbf.g_00253
OG0000141	Prau.g_01496	Prap.g_00217
OG0000141	Prau.g_01496	Prbn.g_00886
OG0000141	Prau.g_01496	Prak.g_01487
OG0000141	Prau.g_01496	Prbe.g_00215
OG0000141	Prau.g_01496	Prbg.g_00687
OG0000141	Prau.g_01496	Prae.g_01434
OG0000141	Prau.g_01496	Pral.g_01064
OG0000157	Prau.g_01942	Prah.g_00116
