Orthogroup	Praa	Other
OG0000003	Praa.g_01221	Prao.g_00015
OG0000003	Praa.g_01221	Prbm.g_00528
OG0000003	Praa.g_01221	Prau.g_01268
OG0000003	Praa.g_01221	Pras.g_00119
OG0000003	Praa.g_01221	Prad.g_01995
OG0000003	Praa.g_01221	Prax.g_01976
OG0000003	Praa.g_01221	Pran.g_01952
OG0000003	Praa.g_01221	Prab.g_01280
OG0000047	Praa.g_01415	Pral.g_00639
OG0000047	Praa.g_01415	Praf.g_01859
OG0000047	Praa.g_01415	Prah.g_00104
OG0000047	Praa.g_01415	Prbb.g_00874
OG0000066	Praa.g_01414	Prbb.g_00873
OG0000066	Praa.g_01414	Prah.g_00105
OG0000071	Praa.g_01255	Pral.g_01881
OG0000137	Praa.g_01130	Prac.g_01959
OG0000157	Praa.g_01849	Prah.g_00116
