Orthogroup	Prar	Other
OG0000041	Prar.g_01453	Prau.g_01279
OG0000071	Prar.g_01003	Pral.g_01881
OG0000113	Prar.g_01154	Prbk.g_00438
OG0000113	Prar.g_01154	Prbj.g_01426
OG0000113	Prar.g_01154	Prbl.g_01432
OG0000113	Prar.g_01154	Prah.g_02155
OG0000113	Prar.g_01154	Praf.g_02300
OG0000113	Prar.g_01154	Pral.g_00741
OG0000113	Prar.g_01154	Prbn.g_00065
OG0000113	Prar.g_01154	Prap.g_01412
OG0000113	Prar.g_01154	Prbf.g_01638
OG0000113	Prar.g_01154	Prak.g_00316
OG0000113	Prar.g_01154	Prbg.g_00077
OG0000113	Prar.g_01154	Prbe.g_01852
OG0000113	Prar.g_01154	Pram.g_00286
OG0000113	Prar.g_01154	Prbh.g_00481
OG0000113	Prar.g_01154	Prat.g_00305
OG0000141	Prar.g_00376	Prau.g_01496
OG0000157	Prar.g_00669	Prah.g_00116
