Orthogroup	Prbb	Other
OG0000000	Prbb.g_01403	Pral.g_01333
OG0000000	Prbb.g_01403	Prak.g_01563
OG0000000	Prbb.g_01403	Prbe.g_01120
OG0000000	Prbb.g_01403	Prat.g_01547
OG0000016	Prbb.g_01158	Prax.g_00410
OG0000022	Prbb.g_01328, Prbb.g_01560, Prbb.g_00299	Prau.g_00243
OG0000047	Prbb.g_00874	Pral.g_00639
OG0000047	Prbb.g_00874	Praf.g_01859
OG0000047	Prbb.g_00874	Prah.g_00104
OG0000047	Prbb.g_00874	Prae.g_01422
OG0000047	Prbb.g_00874	Pral.g_00639
OG0000047	Prbb.g_00874	Praf.g_01859
OG0000047	Prbb.g_00874	Prah.g_00104
OG0000047	Prbb.g_00874	Praa.g_01415
OG0000060	Prbb.g_00726	Praf.g_01049
OG0000066	Prbb.g_00873	Prai.g_00505
OG0000066	Prbb.g_00873	Prab.g_00479
OG0000066	Prbb.g_00873	Pran.g_01703
OG0000066	Prbb.g_00873	Prah.g_00105
OG0000066	Prbb.g_00873	Praa.g_01414
OG0000066	Prbb.g_00873	Prah.g_00105
OG0000071	Prbb.g_01399	Pral.g_01881
OG0000078	Prbb.g_00373	Prax.g_01783
OG0000132	Prbb.g_00817	Prbi.g_01503
OG0000137	Prbb.g_01890	Prac.g_01959
OG0000148	Prbb.g_01768	Prbi.g_01482
OG0001325	Prbb.g_01247	Praf.g_02648
OG0001477	Prbb.g_00881	Prbg.g_01574
OG0001477	Prbb.g_00881	Prap.g_01855
OG0001477	Prbb.g_00881	Prbn.g_01669
OG0001477	Prbb.g_00881	Prbf.g_00769
OG0001477	Prbb.g_00881	Prbe.g_01126
OG0001477	Prbb.g_00881	Prak.g_01569
OG0001553	Prbb.g_01261	Prao.g_00012
OG0001556	Prbb.g_00663	Prba.g_00141
