Orthogroup	Prax	Other
OG0000003	Prax.g_01976	Praa.g_01221
OG0000016	Prax.g_00410	Praj.g_01113
OG0000016	Prax.g_00410	Prbb.g_01158
OG0000016	Prax.g_00410	Prbm.g_01149, Prbm.g_01427
OG0000016	Prax.g_00410	Prbc.g_00599
OG0000016	Prax.g_00410	Prbn.g_01730
OG0000016	Prax.g_00410	Prbf.g_00708
OG0000016	Prax.g_00410	Prbg.g_01635
OG0000016	Prax.g_00410	Prap.g_01794
OG0000016	Prax.g_00410	Prbe.g_01000
OG0000016	Prax.g_00410	Prak.g_01630
OG0000016	Prax.g_00410	Pram.g_00696
OG0000016	Prax.g_00410	Prbh.g_00840
OG0000016	Prax.g_00410	Praf.g_01033
OG0000060	Prax.g_00452	Praf.g_01049
OG0000071	Prax.g_01959	Pral.g_01881
OG0000078	Prax.g_01783	Prbc.g_01214
OG0000078	Prax.g_01783	Prbb.g_00373
OG0000078	Prax.g_01783	Praj.g_00357
OG0000078	Prax.g_01783	Prbm.g_00377
OG0000134	Prax.g_01769	Prbh.g_01181
OG0000134	Prax.g_01769	Pram.g_01038
OG0000134	Prax.g_01769	Prbg.g_01385
OG0000134	Prax.g_01769	Prbe.g_01448
OG0000134	Prax.g_01769	Prak.g_01071
OG0000134	Prax.g_01769	Prbf.g_01019
OG0000134	Prax.g_01769	Prbn.g_00846
OG0000134	Prax.g_01769	Prap.g_00355
OG0000141	Prax.g_01789	Prau.g_01496
OG0000157	Prax.g_01411	Prah.g_00116
OG0001702	Prax.g_01756	Praf.g_02600
