Orthogroup	Prai	Pras
OG0000000	Prai.g_01363	Pras.g_00243
OG0000000	Prai.g_00707	Pras.g_01554
OG0000001	Prai.g_00908	Pras.g_00117
OG0000001	Prai.g_00908	Pras.g_00469
OG0000001	Prai.g_01234	Pras.g_00117
OG0000001	Prai.g_01234	Pras.g_00469
OG0000001	Prai.g_01591	Pras.g_00117
OG0000001	Prai.g_01591	Pras.g_00469
OG0000001	Prai.g_01775	Pras.g_00117
OG0000001	Prai.g_01775	Pras.g_00469
OG0000002	Prai.g_01235, Prai.g_01356	Pras.g_00235
OG0000003	Prai.g_01596, Prai.g_01314	Pras.g_00471
OG0000004	Prai.g_00441	Pras.g_01631
OG0000004	Prai.g_01313	Pras.g_01638
OG0000005	Prai.g_01612	Pras.g_00493
OG0000005	Prai.g_01592	Pras.g_00470
OG0000006	Prai.g_00527	Pras.g_01375
OG0000006	Prai.g_01638	Pras.g_00550
OG0000007	Prai.g_00701	Pras.g_01548
OG0000008	Prai.g_00394	Pras.g_01237
OG0000008	Prai.g_00437	Pras.g_00151
OG0000008	Prai.g_00433, Prai.g_01256	Pras.g_01596, Pras.g_00139
OG0000009	Prai.g_00867	Pras.g_01681
OG0000009	Prai.g_00262	Pras.g_01101
OG0000011	Prai.g_00424	Pras.g_01263
OG0000011	Prai.g_00343	Pras.g_01182
OG0000012	Prai.g_00626	Pras.g_01474
OG0000013	Prai.g_01243	Pras.g_00127
OG0000014	Prai.g_00904	Pras.g_00185
OG0000015	Prai.g_01259	Pras.g_00539
OG0000016	Prai.g_01366	Pras.g_00246
OG0000017	Prai.g_01483	Pras.g_00370, Pras.g_00886
OG0000018	Prai.g_00252, Prai.g_00254	Pras.g_00148, Pras.g_01093
OG0000019	Prai.g_00378	Pras.g_01218, Pras.g_00507
OG0000022	Prai.g_00905, Prai.g_01772	Pras.g_00184
OG0000023	Prai.g_01578	Pras.g_00157
OG0000024	Prai.g_00319	Pras.g_01158, Pras.g_00304
OG0000025	Prai.g_01093	Pras.g_01969
OG0000026	Prai.g_00033	Pras.g_00875
OG0000027	Prai.g_01266	Pras.g_00440
OG0000028	Prai.g_01463	Pras.g_00350
OG0000029	Prai.g_01579	Pras.g_00464, Pras.g_00538
OG0000031	Prai.g_01263	Pras.g_00508
OG0000032	Prai.g_01444	Pras.g_00331
OG0000033	Prai.g_00013, Prai.g_01573	Pras.g_00855
OG0000034	Prai.g_00154	Pras.g_00285
OG0000036	Prai.g_00613	Pras.g_01462
OG0000037	Prai.g_00652	Pras.g_01499
OG0000038	Prai.g_00885	Pras.g_01662
OG0000039	Prai.g_00177	Pras.g_01017
OG0000040	Prai.g_00373	Pras.g_01213
OG0000042	Prai.g_00748	Pras.g_01606
OG0000043	Prai.g_00862	Pras.g_01686
OG0000046	Prai.g_01631	Pras.g_00543
OG0000047	Prai.g_01838	Pras.g_00743, Pras.g_00883
OG0000048	Prai.g_01845	Pras.g_00750
OG0000050	Prai.g_00031	Pras.g_00873
OG0000051	Prai.g_00168	Pras.g_01008
OG0000052	Prai.g_00383	Pras.g_01223
OG0000053	Prai.g_00567	Pras.g_01416
OG0000054	Prai.g_00909	Pras.g_01656
OG0000055	Prai.g_00825	Pras.g_01723
OG0000056	Prai.g_01132	Pras.g_00011
OG0000057	Prai.g_00248	Pras.g_01089
OG0000058	Prai.g_00505	Pras.g_01353
OG0000059	Prai.g_00727	Pras.g_01574
OG0000060	Prai.g_00431	Pras.g_01636
OG0000060	Prai.g_01258	Pras.g_00529, Pras.g_01594
OG0000061	Prai.g_00969	Pras.g_01880
OG0000062	Prai.g_01143	Pras.g_00023
OG0000063	Prai.g_01273	Pras.g_00150
OG0000064	Prai.g_01594	Pras.g_00504
OG0000065	Prai.g_01335	Pras.g_00209
OG0000066	Prai.g_01443	Pras.g_00273, Pras.g_00271, Pras.g_00272, Pras.g_00330
OG0000068	Prai.g_01782	Pras.g_00687
OG0000071	Prai.g_00011	Pras.g_00853
OG0000073	Prai.g_00698	Pras.g_01545, Pras.g_00327
OG0000074	Prai.g_00720	Pras.g_01567
OG0000075	Prai.g_00840, Prai.g_00841	Pras.g_01708
OG0000076	Prai.g_00918	Pras.g_01934
OG0000077	Prai.g_01613	Pras.g_00494
OG0000078	Prai.g_01393	Pras.g_00294
OG0000079	Prai.g_01540	Pras.g_00431
OG0000080	Prai.g_01270	Pras.g_00477
OG0000081	Prai.g_01812	Pras.g_00717
OG0000082	Prai.g_01901	Pras.g_00806
OG0000083	Prai.g_00003	Pras.g_00845
OG0000084	Prai.g_00006	Pras.g_00848
OG0000085	Prai.g_00023	Pras.g_00865
OG0000086	Prai.g_00046	Pras.g_01273
OG0000087	Prai.g_00056	Pras.g_00902
OG0000088	Prai.g_00113	Pras.g_00964
OG0000089	Prai.g_00121	Pras.g_00972
OG0000090	Prai.g_00139	Pras.g_00990
OG0000091	Prai.g_00180	Pras.g_01020
OG0000092	Prai.g_00181	Pras.g_01021
OG0000093	Prai.g_00195	Pras.g_01035
OG0000094	Prai.g_00213	Pras.g_01053
OG0000095	Prai.g_00218	Pras.g_01058, Pras.g_01059
OG0000096	Prai.g_00264	Pras.g_01103
OG0000097	Prai.g_00286, Prai.g_00287	Pras.g_01126
OG0000098	Prai.g_00297	Pras.g_01136
OG0000099	Prai.g_00307, Prai.g_00741	Pras.g_01145
OG0000100	Prai.g_00310	Pras.g_01148
OG0000101	Prai.g_00369	Pras.g_01210
OG0000102	Prai.g_00393	Pras.g_01236
OG0000103	Prai.g_00506	Pras.g_01354
OG0000104	Prai.g_00510	Pras.g_01358
OG0000105	Prai.g_00529	Pras.g_01377
OG0000106	Prai.g_00560	Pras.g_01409
OG0000107	Prai.g_00561	Pras.g_01410
OG0000108	Prai.g_00571	Pras.g_01420
OG0000109	Prai.g_00580	Pras.g_01429
OG0000110	Prai.g_00597	Pras.g_01445
OG0000111	Prai.g_00680	Pras.g_01527
OG0000112	Prai.g_00681	Pras.g_01528
OG0000113	Prai.g_00770	Pras.g_01628
OG0000114	Prai.g_00850	Pras.g_01699
OG0000115	Prai.g_00989	Pras.g_01859
OG0000116	Prai.g_00985	Pras.g_01863
OG0000117	Prai.g_00921	Pras.g_01931
OG0000118	Prai.g_01107	Pras.g_01982
OG0000119	Prai.g_01146	Pras.g_00026
OG0000120	Prai.g_01177	Pras.g_00062
OG0000121	Prai.g_01197	Pras.g_00081
OG0000122	Prai.g_01217	Pras.g_00101
OG0000123	Prai.g_01230	Pras.g_00114
OG0000124	Prai.g_01238	Pras.g_00122
OG0000125	Prai.g_01347	Pras.g_00221, Pras.g_00222
OG0000126	Prai.g_01370	Pras.g_00250
OG0000127	Prai.g_01450	Pras.g_00337
OG0000128	Prai.g_01464	Pras.g_00351
OG0000129	Prai.g_01499	Pras.g_00388
OG0000130	Prai.g_01636	Pras.g_00548
OG0000131	Prai.g_01674	Pras.g_00586
OG0000132	Prai.g_01677	Pras.g_00589
OG0000133	Prai.g_01735	Pras.g_00646
OG0000134	Prai.g_01777	Pras.g_00682
OG0000135	Prai.g_01779	Pras.g_00684
OG0000136	Prai.g_01823	Pras.g_00728
OG0000137	Prai.g_01855	Pras.g_00761
OG0000138	Prai.g_01892	Pras.g_00797
OG0000139	Prai.g_01918	Pras.g_00824
OG0000140	Prai.g_00001	Pras.g_00843
OG0000141	Prai.g_00002	Pras.g_00844
OG0000142	Prai.g_00004	Pras.g_00846
OG0000143	Prai.g_00005	Pras.g_00847
OG0000144	Prai.g_00007	Pras.g_00849
OG0000145	Prai.g_00008	Pras.g_00850
OG0000146	Prai.g_00009	Pras.g_00851
OG0000147	Prai.g_00010	Pras.g_00852
OG0000148	Prai.g_00012	Pras.g_00854
OG0000149	Prai.g_00014	Pras.g_00856
OG0000150	Prai.g_00015	Pras.g_00857
OG0000151	Prai.g_00016	Pras.g_00858
OG0000152	Prai.g_00017	Pras.g_00859
OG0000153	Prai.g_00018	Pras.g_00860
OG0000154	Prai.g_00019	Pras.g_00861
OG0000155	Prai.g_00020	Pras.g_00862
OG0000156	Prai.g_00021	Pras.g_00863
OG0000157	Prai.g_00022	Pras.g_00864
OG0000158	Prai.g_00024	Pras.g_00866
OG0000159	Prai.g_00025	Pras.g_00867
OG0000160	Prai.g_00026	Pras.g_00868
OG0000161	Prai.g_00027	Pras.g_00869
OG0000162	Prai.g_00028	Pras.g_00870
OG0000163	Prai.g_00029	Pras.g_00871
OG0000164	Prai.g_00032	Pras.g_00874
OG0000165	Prai.g_00035	Pras.g_00877
OG0000166	Prai.g_00036	Pras.g_00878
OG0000167	Prai.g_00037	Pras.g_00879
OG0000168	Prai.g_00047	Pras.g_00893
OG0000169	Prai.g_00049	Pras.g_00895
OG0000170	Prai.g_00050	Pras.g_00896
OG0000171	Prai.g_00051	Pras.g_00897
OG0000172	Prai.g_00052	Pras.g_00898
OG0000173	Prai.g_00053	Pras.g_00899
OG0000174	Prai.g_00054	Pras.g_00900
OG0000175	Prai.g_00055	Pras.g_00901
OG0000176	Prai.g_00057	Pras.g_00903
OG0000177	Prai.g_00058	Pras.g_00904
OG0000178	Prai.g_00059	Pras.g_00905
OG0000179	Prai.g_00064	Pras.g_00916
OG0000180	Prai.g_00065	Pras.g_00917
OG0000181	Prai.g_00066	Pras.g_00918
OG0000182	Prai.g_00069	Pras.g_00921
OG0000183	Prai.g_00070	Pras.g_00922
OG0000184	Prai.g_00073	Pras.g_00924
OG0000185	Prai.g_00077	Pras.g_00928
OG0000186	Prai.g_00078	Pras.g_00929
OG0000187	Prai.g_00079	Pras.g_00930
OG0000188	Prai.g_00080	Pras.g_00931
OG0000189	Prai.g_00081	Pras.g_00932
OG0000190	Prai.g_00082	Pras.g_00933
OG0000191	Prai.g_00083	Pras.g_00934
OG0000192	Prai.g_00084	Pras.g_00935
OG0000193	Prai.g_00085	Pras.g_00936
OG0000194	Prai.g_00086	Pras.g_00937
OG0000195	Prai.g_00088	Pras.g_00939
OG0000196	Prai.g_00089	Pras.g_00940
OG0000197	Prai.g_00090	Pras.g_00941
OG0000198	Prai.g_00091	Pras.g_00942
OG0000199	Prai.g_00094	Pras.g_00945
OG0000200	Prai.g_00095	Pras.g_00946
OG0000201	Prai.g_00096	Pras.g_00947
OG0000202	Prai.g_00097	Pras.g_00948
OG0000203	Prai.g_00098	Pras.g_00949
OG0000204	Prai.g_00099	Pras.g_00950
OG0000205	Prai.g_00100	Pras.g_00951
OG0000206	Prai.g_00101	Pras.g_00952
OG0000207	Prai.g_00102	Pras.g_00953
OG0000208	Prai.g_00103	Pras.g_00954
OG0000209	Prai.g_00104	Pras.g_00955
OG0000210	Prai.g_00106	Pras.g_00957
OG0000211	Prai.g_00107	Pras.g_00958
OG0000212	Prai.g_00108	Pras.g_00959
OG0000213	Prai.g_00109	Pras.g_00960
OG0000214	Prai.g_00111	Pras.g_00962
OG0000215	Prai.g_00112	Pras.g_00963
OG0000216	Prai.g_00114	Pras.g_00965
OG0000217	Prai.g_00115	Pras.g_00966
OG0000218	Prai.g_00116	Pras.g_00967
OG0000219	Prai.g_00117	Pras.g_00968
OG0000220	Prai.g_00120	Pras.g_00971
OG0000221	Prai.g_00122	Pras.g_00973
OG0000222	Prai.g_00123	Pras.g_00974
OG0000223	Prai.g_00124	Pras.g_00975
OG0000224	Prai.g_00127	Pras.g_00978
OG0000225	Prai.g_00129	Pras.g_00980
OG0000226	Prai.g_00130	Pras.g_00981
OG0000227	Prai.g_00131	Pras.g_00982
OG0000228	Prai.g_00132	Pras.g_00983
OG0000229	Prai.g_00133	Pras.g_00984
OG0000230	Prai.g_00134	Pras.g_00985
OG0000231	Prai.g_00136	Pras.g_00987
OG0000232	Prai.g_00137	Pras.g_00988
OG0000233	Prai.g_00140	Pras.g_00991
OG0000234	Prai.g_00142	Pras.g_00993
OG0000235	Prai.g_00156	Pras.g_00996
OG0000236	Prai.g_00157	Pras.g_00997
OG0000237	Prai.g_00158	Pras.g_00998
OG0000238	Prai.g_00159	Pras.g_00999
OG0000239	Prai.g_00160	Pras.g_01000
OG0000240	Prai.g_00162	Pras.g_01002
OG0000241	Prai.g_00163	Pras.g_01003
OG0000242	Prai.g_00164	Pras.g_01004
OG0000243	Prai.g_00165	Pras.g_01005
OG0000244	Prai.g_00166	Pras.g_01006
OG0000245	Prai.g_00167	Pras.g_01007
OG0000246	Prai.g_00169	Pras.g_01009
OG0000247	Prai.g_00170	Pras.g_01010
OG0000248	Prai.g_00171	Pras.g_01011
OG0000249	Prai.g_00172	Pras.g_01012
OG0000250	Prai.g_00173	Pras.g_01013
OG0000251	Prai.g_00174	Pras.g_01014
OG0000252	Prai.g_00175	Pras.g_01015
OG0000253	Prai.g_00176	Pras.g_01016
OG0000254	Prai.g_00178	Pras.g_01018
OG0000255	Prai.g_00179	Pras.g_01019
OG0000256	Prai.g_00182	Pras.g_01022
OG0000257	Prai.g_00184	Pras.g_01024
OG0000258	Prai.g_00185	Pras.g_01025
OG0000259	Prai.g_00186	Pras.g_01026
OG0000260	Prai.g_00187	Pras.g_01027
OG0000261	Prai.g_00188	Pras.g_01028
OG0000262	Prai.g_00189	Pras.g_01029
OG0000263	Prai.g_00190	Pras.g_01030
OG0000264	Prai.g_00192	Pras.g_01032
OG0000265	Prai.g_00193	Pras.g_01033
OG0000266	Prai.g_00194	Pras.g_01034
OG0000267	Prai.g_00196	Pras.g_01036
OG0000268	Prai.g_00197	Pras.g_01037
OG0000269	Prai.g_00198	Pras.g_01038
OG0000270	Prai.g_00199	Pras.g_01039
OG0000271	Prai.g_00200	Pras.g_01040
OG0000272	Prai.g_00201	Pras.g_01041
OG0000273	Prai.g_00202	Pras.g_01042
OG0000274	Prai.g_00203	Pras.g_01043
OG0000275	Prai.g_00204	Pras.g_01044
OG0000276	Prai.g_00205	Pras.g_01045
OG0000277	Prai.g_00206	Pras.g_01046
OG0000278	Prai.g_00207	Pras.g_01047
OG0000279	Prai.g_00208	Pras.g_01048
OG0000280	Prai.g_00209	Pras.g_01049
OG0000281	Prai.g_00211	Pras.g_01051
OG0000282	Prai.g_00212	Pras.g_01052
OG0000283	Prai.g_00215	Pras.g_01055
OG0000284	Prai.g_00216	Pras.g_01056
OG0000285	Prai.g_00217	Pras.g_01057
OG0000286	Prai.g_00219	Pras.g_01060
OG0000287	Prai.g_00220	Pras.g_01061
OG0000288	Prai.g_00221	Pras.g_01062
OG0000289	Prai.g_00222	Pras.g_01063
OG0000290	Prai.g_00223	Pras.g_01064
OG0000291	Prai.g_00224	Pras.g_01065
OG0000292	Prai.g_00225	Pras.g_01066
OG0000293	Prai.g_00226	Pras.g_01067
OG0000294	Prai.g_00227	Pras.g_01068
OG0000295	Prai.g_00228	Pras.g_01069
OG0000296	Prai.g_00229	Pras.g_01070
OG0000297	Prai.g_00230	Pras.g_01071
OG0000298	Prai.g_00231	Pras.g_01072
OG0000299	Prai.g_00232	Pras.g_01073
OG0000300	Prai.g_00233	Pras.g_01074
OG0000301	Prai.g_00234	Pras.g_01075
OG0000302	Prai.g_00235	Pras.g_01076
OG0000303	Prai.g_00236	Pras.g_01077
OG0000304	Prai.g_00237	Pras.g_01078
OG0000305	Prai.g_00238	Pras.g_01079
OG0000306	Prai.g_00239	Pras.g_01080
OG0000307	Prai.g_00240	Pras.g_01081
OG0000308	Prai.g_00241	Pras.g_01082
OG0000309	Prai.g_00242	Pras.g_01083
OG0000310	Prai.g_00243	Pras.g_01084
OG0000311	Prai.g_00244	Pras.g_01085
OG0000312	Prai.g_00246	Pras.g_01087
OG0000313	Prai.g_00247	Pras.g_01088
OG0000314	Prai.g_00250	Pras.g_01091
OG0000315	Prai.g_00251	Pras.g_01092
OG0000316	Prai.g_00255	Pras.g_01094
OG0000317	Prai.g_00257	Pras.g_01096
OG0000318	Prai.g_00258	Pras.g_01097
OG0000319	Prai.g_00259	Pras.g_01098
OG0000320	Prai.g_00260	Pras.g_01099
OG0000321	Prai.g_00263	Pras.g_01102
OG0000322	Prai.g_00266	Pras.g_01105
OG0000323	Prai.g_00267	Pras.g_01106
OG0000324	Prai.g_00270	Pras.g_01109
OG0000325	Prai.g_00272	Pras.g_01111
OG0000326	Prai.g_00273	Pras.g_01112
OG0000327	Prai.g_00275	Pras.g_01114
OG0000328	Prai.g_00276	Pras.g_01115
OG0000329	Prai.g_00277	Pras.g_01116
OG0000330	Prai.g_00278	Pras.g_01117
OG0000331	Prai.g_00279	Pras.g_01118
OG0000332	Prai.g_00280	Pras.g_01119
OG0000333	Prai.g_00281	Pras.g_01120
OG0000334	Prai.g_00282	Pras.g_01121
OG0000335	Prai.g_00283	Pras.g_01122
OG0000336	Prai.g_00284	Pras.g_01123
OG0000337	Prai.g_00288	Pras.g_01127
OG0000338	Prai.g_00289	Pras.g_01128
OG0000339	Prai.g_00290	Pras.g_01129
OG0000340	Prai.g_00291	Pras.g_01130
OG0000341	Prai.g_00295	Pras.g_01134
OG0000342	Prai.g_00296	Pras.g_01135
OG0000343	Prai.g_00298	Pras.g_01137
OG0000344	Prai.g_00299	Pras.g_01138
OG0000345	Prai.g_00300	Pras.g_01139
OG0000346	Prai.g_00301	Pras.g_01140
OG0000347	Prai.g_00302	Pras.g_01141
OG0000348	Prai.g_00303	Pras.g_01142
OG0000349	Prai.g_00304	Pras.g_01143
OG0000350	Prai.g_00305	Pras.g_01144
OG0000351	Prai.g_00308	Pras.g_01146
OG0000352	Prai.g_00311	Pras.g_01149
OG0000353	Prai.g_00312	Pras.g_01150
OG0000354	Prai.g_00313	Pras.g_01151
OG0000355	Prai.g_00314	Pras.g_01152
OG0000356	Prai.g_00315	Pras.g_01153
OG0000357	Prai.g_00316	Pras.g_01155
OG0000358	Prai.g_00317	Pras.g_01156
OG0000359	Prai.g_00318	Pras.g_01157
OG0000360	Prai.g_00321	Pras.g_01160
OG0000361	Prai.g_00322	Pras.g_01161
OG0000362	Prai.g_00323	Pras.g_01162
OG0000363	Prai.g_00324	Pras.g_01163
OG0000364	Prai.g_00325	Pras.g_01164
OG0000365	Prai.g_00326	Pras.g_01165
OG0000366	Prai.g_00327	Pras.g_01166
OG0000367	Prai.g_00328	Pras.g_01167
OG0000368	Prai.g_00329	Pras.g_01168
OG0000369	Prai.g_00330	Pras.g_01169
OG0000370	Prai.g_00331	Pras.g_01170
OG0000371	Prai.g_00332	Pras.g_01171
OG0000372	Prai.g_00334	Pras.g_01173
OG0000373	Prai.g_00336	Pras.g_01175
OG0000374	Prai.g_00337	Pras.g_01176
OG0000375	Prai.g_00338	Pras.g_01177
OG0000376	Prai.g_00340	Pras.g_01179
OG0000377	Prai.g_00341	Pras.g_01180
OG0000378	Prai.g_00342	Pras.g_01181
OG0000379	Prai.g_00347	Pras.g_01187
OG0000380	Prai.g_00348	Pras.g_01188
OG0000381	Prai.g_00349	Pras.g_01189
OG0000382	Prai.g_00351	Pras.g_01191
OG0000383	Prai.g_00354	Pras.g_01194
OG0000384	Prai.g_00355	Pras.g_01195
OG0000385	Prai.g_00357	Pras.g_01198
OG0000386	Prai.g_00358	Pras.g_01199
OG0000387	Prai.g_00359	Pras.g_01200
OG0000388	Prai.g_00360	Pras.g_01201
OG0000389	Prai.g_00361	Pras.g_01202
OG0000390	Prai.g_00362	Pras.g_01203
OG0000391	Prai.g_00363	Pras.g_01204
OG0000392	Prai.g_00364	Pras.g_01205
OG0000393	Prai.g_00367	Pras.g_01208
OG0000394	Prai.g_00368	Pras.g_01209
OG0000395	Prai.g_00370	Pras.g_01211
OG0000396	Prai.g_00372	Pras.g_01212
OG0000397	Prai.g_00384	Pras.g_01224
OG0000398	Prai.g_00390	Pras.g_01232
OG0000399	Prai.g_00392	Pras.g_01233
OG0000400	Prai.g_00397	Pras.g_01239
OG0000401	Prai.g_00462	Pras.g_01309
OG0000402	Prai.g_00463	Pras.g_01310
OG0000403	Prai.g_00464	Pras.g_01311
OG0000404	Prai.g_00466	Pras.g_01313
OG0000405	Prai.g_00467	Pras.g_01314
OG0000406	Prai.g_00469	Pras.g_01316
OG0000407	Prai.g_00470	Pras.g_01317
OG0000408	Prai.g_00471	Pras.g_01318
OG0000409	Prai.g_00472	Pras.g_01319
OG0000410	Prai.g_00473	Pras.g_01320
OG0000411	Prai.g_00474	Pras.g_01321
OG0000412	Prai.g_00475	Pras.g_01322
OG0000413	Prai.g_00476	Pras.g_01323
OG0000414	Prai.g_00477	Pras.g_01324
OG0000415	Prai.g_00478	Pras.g_01325
OG0000416	Prai.g_00479	Pras.g_01326
OG0000417	Prai.g_00480	Pras.g_01327
OG0000418	Prai.g_00481	Pras.g_01328
OG0000419	Prai.g_00482	Pras.g_01329
OG0000420	Prai.g_00483	Pras.g_01330
OG0000421	Prai.g_00484	Pras.g_01331
OG0000422	Prai.g_00486	Pras.g_01332
OG0000423	Prai.g_00487	Pras.g_01333
OG0000424	Prai.g_00489	Pras.g_01335
OG0000425	Prai.g_00492	Pras.g_01339
OG0000426	Prai.g_00493	Pras.g_01340
OG0000427	Prai.g_00494	Pras.g_01341
OG0000428	Prai.g_00495	Pras.g_01342
OG0000429	Prai.g_00496	Pras.g_01343
OG0000430	Prai.g_00501	Pras.g_01349
OG0000431	Prai.g_00503	Pras.g_01351
OG0000432	Prai.g_00504	Pras.g_01352
OG0000433	Prai.g_00507	Pras.g_01355
OG0000434	Prai.g_00508	Pras.g_01356
OG0000435	Prai.g_00509	Pras.g_01357
OG0000436	Prai.g_00511	Pras.g_01359
OG0000437	Prai.g_00513	Pras.g_01361
OG0000438	Prai.g_00514	Pras.g_01362
OG0000439	Prai.g_00515	Pras.g_01363
OG0000440	Prai.g_00517	Pras.g_01365
OG0000441	Prai.g_00518	Pras.g_01366
OG0000442	Prai.g_00519	Pras.g_01367
OG0000443	Prai.g_00520	Pras.g_01368
OG0000444	Prai.g_00521	Pras.g_01369
OG0000445	Prai.g_00522	Pras.g_01370
OG0000446	Prai.g_00523	Pras.g_01371
OG0000447	Prai.g_00524	Pras.g_01372
OG0000448	Prai.g_00525	Pras.g_01373
OG0000449	Prai.g_00530	Pras.g_01378
OG0000450	Prai.g_00531	Pras.g_01379
OG0000451	Prai.g_00532	Pras.g_01380
OG0000452	Prai.g_00533	Pras.g_01381
OG0000453	Prai.g_00535	Pras.g_01383
OG0000454	Prai.g_00536	Pras.g_01384
OG0000455	Prai.g_00537	Pras.g_01385
OG0000456	Prai.g_00538	Pras.g_01386
OG0000457	Prai.g_00540	Pras.g_01388
OG0000458	Prai.g_00542	Pras.g_01390
OG0000459	Prai.g_00543	Pras.g_01391
OG0000460	Prai.g_00544	Pras.g_01393
OG0000461	Prai.g_00545	Pras.g_01394
OG0000462	Prai.g_00546	Pras.g_01395
OG0000463	Prai.g_00547	Pras.g_01396
OG0000464	Prai.g_00552	Pras.g_01401
OG0000465	Prai.g_00553	Pras.g_01402
OG0000466	Prai.g_00554	Pras.g_01403
OG0000467	Prai.g_00555	Pras.g_01404
OG0000468	Prai.g_00556	Pras.g_01405
OG0000469	Prai.g_00557	Pras.g_01406
OG0000470	Prai.g_00558	Pras.g_01407
OG0000471	Prai.g_00559	Pras.g_01408
OG0000472	Prai.g_00562	Pras.g_01411
OG0000473	Prai.g_00563	Pras.g_01412
OG0000474	Prai.g_00564	Pras.g_01413
OG0000475	Prai.g_00565	Pras.g_01414
OG0000476	Prai.g_00566	Pras.g_01415
OG0000477	Prai.g_00568	Pras.g_01417
OG0000478	Prai.g_00569	Pras.g_01418
OG0000479	Prai.g_00570	Pras.g_01419
OG0000480	Prai.g_00572	Pras.g_01421
OG0000481	Prai.g_00573	Pras.g_01422
OG0000482	Prai.g_00574	Pras.g_01423
OG0000483	Prai.g_00575	Pras.g_01424
OG0000484	Prai.g_00576	Pras.g_01425
OG0000485	Prai.g_00577	Pras.g_01426
OG0000486	Prai.g_00578	Pras.g_01427
OG0000487	Prai.g_00579	Pras.g_01428
OG0000488	Prai.g_00581	Pras.g_01430
OG0000489	Prai.g_00582	Pras.g_01431
OG0000490	Prai.g_00583	Pras.g_01432
OG0000491	Prai.g_00584	Pras.g_01433
OG0000492	Prai.g_00585	Pras.g_01434
OG0000493	Prai.g_00586	Pras.g_01435
OG0000494	Prai.g_00588	Pras.g_01437
OG0000495	Prai.g_00589	Pras.g_01438
OG0000496	Prai.g_00590	Pras.g_01439
OG0000497	Prai.g_00592	Pras.g_01440
OG0000498	Prai.g_00593	Pras.g_01441
OG0000499	Prai.g_00595	Pras.g_01443
OG0000500	Prai.g_00596	Pras.g_01444
OG0000501	Prai.g_00598	Pras.g_01446
OG0000502	Prai.g_00599	Pras.g_01447
OG0000503	Prai.g_00600	Pras.g_01448
OG0000504	Prai.g_00601	Pras.g_01449
OG0000505	Prai.g_00602	Pras.g_01450
OG0000506	Prai.g_00603	Pras.g_01451
OG0000507	Prai.g_00604	Pras.g_01452
OG0000508	Prai.g_00606	Pras.g_01454
OG0000509	Prai.g_00607	Pras.g_01455
OG0000510	Prai.g_00608	Pras.g_01456
OG0000511	Prai.g_00609	Pras.g_01457
OG0000512	Prai.g_00610	Pras.g_01459
OG0000513	Prai.g_00611	Pras.g_01460
OG0000514	Prai.g_00612	Pras.g_01461
OG0000515	Prai.g_00614	Pras.g_01463
OG0000516	Prai.g_00615	Pras.g_01464
OG0000517	Prai.g_00616	Pras.g_01465
OG0000518	Prai.g_00619	Pras.g_01467
OG0000519	Prai.g_00620	Pras.g_01468
OG0000520	Prai.g_00621	Pras.g_01469
OG0000521	Prai.g_00622	Pras.g_01470
OG0000522	Prai.g_00623	Pras.g_01471
OG0000523	Prai.g_00624	Pras.g_01472
OG0000524	Prai.g_00625	Pras.g_01473
OG0000525	Prai.g_00627	Pras.g_01475
OG0000526	Prai.g_00628	Pras.g_01476
OG0000527	Prai.g_00629	Pras.g_01477
OG0000528	Prai.g_00630	Pras.g_01478
OG0000529	Prai.g_00631	Pras.g_01479
OG0000530	Prai.g_00632	Pras.g_01480
OG0000531	Prai.g_00633	Pras.g_01481
OG0000532	Prai.g_00634	Pras.g_01482
OG0000533	Prai.g_00635	Pras.g_01483
OG0000534	Prai.g_00636	Pras.g_01484
OG0000535	Prai.g_00637	Pras.g_01485
OG0000536	Prai.g_00638	Pras.g_01486
OG0000537	Prai.g_00639	Pras.g_01487
OG0000538	Prai.g_00640	Pras.g_01488
OG0000539	Prai.g_00641	Pras.g_01489
