locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prai.g_00001	gene	1158	dnaN			
Prai.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prai.g_00002	gene	708				
Prai.g_00002	CDS	708				hypothetical protein
Prai.g_00003	gene	2340	purL			
Prai.g_00003	CDS	2340	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prai.g_00004	gene	1461	purF			
Prai.g_00004	CDS	1461	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prai.g_00005	gene	2442	gyrA_1			
Prai.g_00005	CDS	2442	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Prai.g_00006	gene	855				
Prai.g_00006	CDS	855				hypothetical protein
Prai.g_00007	gene	945	queG			
Prai.g_00007	CDS	945	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
Prai.g_00008	gene	738				
Prai.g_00008	CDS	738				hypothetical protein
Prai.g_00009	gene	627	nusB			
Prai.g_00009	CDS	627	nusB			Transcription antitermination protein NusB
Prai.g_00010	gene	1248	ftsY			
Prai.g_00010	CDS	1248	ftsY			Signal recognition particle receptor FtsY
Prai.g_00011	gene	1344				
Prai.g_00011	CDS	1344				hypothetical protein
Prai.g_00012	gene	1380	argH			
Prai.g_00012	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prai.g_00013	gene	669				
Prai.g_00013	CDS	669				hypothetical protein
Prai.g_00014	gene	1005	dusA			
Prai.g_00014	CDS	1005	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prai.g_00015	gene	495	msrB			
Prai.g_00015	CDS	495	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Prai.g_00016	gene	720	grpE			
Prai.g_00016	CDS	720	grpE			Protein GrpE
Prai.g_00017	gene	1125	dnaJ_1			
Prai.g_00017	CDS	1125	dnaJ_1		COG0484	Chaperone protein DnaJ
Prai.g_00018	gene	234				
Prai.g_00018	CDS	234				hypothetical protein
Prai.g_00019	gene	918	rsgA			
Prai.g_00019	CDS	918	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
