locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prab.g_00001	gene	1158	dnaN			
Prab.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prab.g_00002	gene	708				
Prab.g_00002	CDS	708				hypothetical protein
Prab.g_00003	gene	2340	purL			
Prab.g_00003	CDS	2340	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prab.g_00004	gene	1461	purF			
Prab.g_00004	CDS	1461	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prab.g_00005	gene	2442	gyrA_1			
Prab.g_00005	CDS	2442	gyrA_1	5.6.2.2		DNA gyrase subunit A
Prab.g_00006	gene	855				
Prab.g_00006	CDS	855				hypothetical protein
Prab.g_00007	gene	936	queG			
Prab.g_00007	CDS	936	queG	1.17.99.6		Epoxyqueuosine reductase
Prab.g_00008	gene	738				
Prab.g_00008	CDS	738				hypothetical protein
Prab.g_00009	gene	627	nusB			
Prab.g_00009	CDS	627	nusB			Transcription antitermination protein NusB
Prab.g_00010	gene	1323	ftsY			
Prab.g_00010	CDS	1323	ftsY			Signal recognition particle receptor FtsY
Prab.g_00011	gene	1344				
Prab.g_00011	CDS	1344				hypothetical protein
Prab.g_00012	gene	1380	argH			
Prab.g_00012	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prab.g_00013	gene	666				
Prab.g_00013	CDS	666				hypothetical protein
Prab.g_00014	gene	1005	dusA			
Prab.g_00014	CDS	1005	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prab.g_00015	gene	450	msrB			
Prab.g_00015	CDS	450	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
Prab.g_00016	gene	720	grpE			
Prab.g_00016	CDS	720	grpE			Protein GrpE
Prab.g_00017	gene	1125	dnaJ_1			
Prab.g_00017	CDS	1125	dnaJ_1		COG0484	Chaperone protein DnaJ
Prab.g_00018	gene	234				
Prab.g_00018	CDS	234				hypothetical protein
Prab.g_00019	gene	918	rsgA			
Prab.g_00019	CDS	918	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Prab.g_00020	gene	351	ybaB			
Prab.g_00020	CDS	351	ybaB		COG0718	Nucleoid-associated protein YbaB
Prab.g_00021	gene	891	murB			
Prab.g_00021	CDS	891	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Prab.g_00022	gene	1422	murC			
Prab.g_00022	CDS	1422	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Prab.g_00023	gene	1023	gap2			
Prab.g_00023	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Prab.g_00024	gene	987	thiL			
Prab.g_00024	CDS	987	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
Prab.g_00025	gene	1092				
Prab.g_00025	CDS	1092				hypothetical protein
Prab.g_00026	gene	561	efp			
Prab.g_00026	CDS	561	efp			Elongation factor P
Prab.g_00027	gene	507	accB			
Prab.g_00027	CDS	507	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Prab.g_00028	gene	1041	pdxA2			
Prab.g_00028	CDS	1041	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Prab.g_00029	gene	888				
Prab.g_00029	CDS	888				hypothetical protein
Prab.g_00030	gene	237				
Prab.g_00030	CDS	237				hypothetical protein
Prab.g_00031	gene	405				
Prab.g_00031	CDS	405				hypothetical protein
Prab.g_00032	gene	420				
Prab.g_00032	CDS	420				hypothetical protein
Prab.g_00033	gene	513				
Prab.g_00033	CDS	513				hypothetical protein
Prab.g_00034	gene	198				
Prab.g_00034	CDS	198				hypothetical protein
Prab.g_00035	gene	1155				
Prab.g_00035	CDS	1155		1.12.-.-		Soluble hydrogenase 42 kDa subunit
Prab.g_00036	gene	1119	cbiD			
Prab.g_00036	CDS	1119	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
Prab.g_00037	gene	1587	guaA			
Prab.g_00037	CDS	1587	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
Prab.g_00038	gene	714				
Prab.g_00038	CDS	714				hypothetical protein
Prab.g_00039	gene	609				
Prab.g_00039	CDS	609				hypothetical protein
Prab.g_00040	gene	153				
Prab.g_00040	CDS	153				hypothetical protein
Prab.g_00041	gene	1791	mrdA			
Prab.g_00041	CDS	1791	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Prab.g_00042	gene	525				
Prab.g_00042	CDS	525				hypothetical protein
Prab.g_00043	gene	1803	dfa5			
Prab.g_00043	CDS	1803	dfa5	1.-.-.-	COG0426	Putative diflavin flavoprotein A 5
Prab.g_00044	gene	1776	dfa1			
Prab.g_00044	CDS	1776	dfa1	1.-.-.-		Diflavin flavoprotein A 1
Prab.g_00045	gene	2661	alaS			
Prab.g_00045	CDS	2661	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Prab.g_00046	gene	1947	speA_1			
Prab.g_00046	CDS	1947	speA_1	4.1.1.19		Biosynthetic arginine decarboxylase
Prab.g_00047	gene	459	ndk			
Prab.g_00047	CDS	459	ndk	2.7.4.6		Nucleoside diphosphate kinase
Prab.g_00048	gene	1110	hcnC			
Prab.g_00048	CDS	1110	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
Prab.g_00049	gene	1473	gatB			
Prab.g_00049	CDS	1473	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Prab.g_00050	gene	615	coaE			
Prab.g_00050	CDS	615	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
Prab.g_00051	gene	1239	argJ			
Prab.g_00051	CDS	1239	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
Prab.g_00052	gene	672				
Prab.g_00052	CDS	672				hypothetical protein
Prab.g_00053	gene	963				
Prab.g_00053	CDS	963		1.-.-.-	COG0667	putative oxidoreductase
Prab.g_00054	gene	135				
Prab.g_00054	CDS	135				hypothetical protein
Prab.g_00055	gene	313	ssrA			
Prab.g_00055	tmRNA	313	ssrA			transfer-messenger RNA, SsrA
Prab.g_00056	gene	1125	rlmL			
Prab.g_00056	CDS	1125	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
Prab.g_00057	gene	387				
Prab.g_00057	CDS	387				hypothetical protein
Prab.g_00058	gene	462				
Prab.g_00058	CDS	462				hypothetical protein
