Orthogroup	Praf	Other
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syat.g_02858
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syar.g_00105
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syas.g_02328
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syap.g_01198
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syan.g_03036
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syao.g_02507
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syag.g_01978
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaq.g_01399
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syab.g_02590
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syal.g_00912
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaf.g_00807
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syai.g_02634
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syam.g_02217
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaa.g_02478
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syae.g_01453
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syad.g_02903
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaj.g_01990
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syac.g_00304
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syah.g_00078
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prak.g_01357
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prap.g_00087
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prbe.g_00345
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prbf.g_00123
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prbg.g_00557
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prbn.g_00178
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Praa.g_01437
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prab.g_01400
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Pran.g_00800
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syad.g_00289
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syad.g_00289
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaa.g_00485
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Prae.g_01396
OG0000033	Praf.g_02707, Praf.g_00098, Praf.g_00117	Syaa.g_00485
OG0000033	Praf.g_00117	Prat.g_01265
OG0000033	Praf.g_00117	Prau.g_01465
OG0000033	Praf.g_00117	Syah.g_00211
OG0000033	Praf.g_00117	Syah.g_00211
OG0000033	Praf.g_00117	Syag.g_02481
OG0000033	Praf.g_00117	Syag.g_02481
OG0000039	Praf.g_02541	Syan.g_02771
OG0000099	Praf.g_02342	Prau.g_01491
OG0000112	Praf.g_01400	Syar.g_03195
OG0000274	Praf.g_01586	Syar.g_00009
OG0001135	Praf.g_02692	Prac.g_01959
OG0001399	Praf.g_02089, Praf.g_02090, Praf.g_02643, Praf.g_01869	Prbi.g_00155, Prbi.g_00722
OG0001412	Praf.g_00131	Syaa.g_01020
OG0001412	Praf.g_00131	Syat.g_00584
OG0001728	Praf.g_00095	Syad.g_02990
OG0002097	Praf.g_00092	Prai.g_00775
OG0002097	Praf.g_00092	Prac.g_00274
OG0002097	Praf.g_00092	Praq.g_00234
OG0002097	Praf.g_00092	Prar.g_00854
OG0002097	Praf.g_00092	Prax.g_01807
OG0002097	Praf.g_00092	Syan.g_01105
OG0002097	Praf.g_00092	Pral.g_01194
OG0002097	Praf.g_00092	Prat.g_01321
OG0002097	Praf.g_00092	Prau.g_01455
OG0002431	Praf.g_00276	Syaq.g_01831
OG0002431	Praf.g_00276	Syar.g_02682
OG0002431	Praf.g_00276	Syat.g_01101
OG0002431	Praf.g_00276	Syap.g_02126
OG0002431	Praf.g_00276	Syas.g_02815
OG0002431	Praf.g_00276	Syan.g_01278
OG0002431	Praf.g_00276	Syao.g_01484
