Orthogroup	Syao	Other
OG0000013	Syao.g_01844	Syar.g_03167
OG0000033	Syao.g_02507	Praf.g_02707, Praf.g_00098, Praf.g_00117
OG0000076	Syao.g_01251	Prad.g_01631
OG0000076	Syao.g_01251	Prac.g_01904, Prac.g_00041
OG0000076	Syao.g_01251	Praq.g_01243, Praq.g_00763
OG0000076	Syao.g_01251	Prar.g_00592, Prar.g_00653
OG0000076	Syao.g_01251	Pras.g_00883, Pras.g_00743
OG0000076	Syao.g_01251	Prau.g_00037, Prau.g_01925
OG0000076	Syao.g_01251	Prae.g_01815
OG0000076	Syao.g_01251	Prag.g_01861
OG0000076	Syao.g_01251	Praw.g_00039
OG0000076	Syao.g_01251	Prbi.g_01994
OG0000076	Syao.g_01251	Praa.g_01832
OG0000076	Syao.g_01251	Prax.g_01394
OG0000076	Syao.g_01251	Prbd.g_01335
OG0000076	Syao.g_01251	Prao.g_01743
OG0000076	Syao.g_01251	Prav.g_00689
OG0000076	Syao.g_01251	Pray.g_01364
OG0000076	Syao.g_01251	Praz.g_00205
OG0000076	Syao.g_01251	Prba.g_00768
OG0000092	Syao.g_00656	Prbc.g_01110, Prbc.g_00263
OG0000099	Syao.g_02019	Prau.g_01491
OG0000183	Syao.g_02243	Prat.g_01314
OG0000291	Syao.g_00333	Syak.g_00734
OG0000314	Syao.g_00078	Syad.g_02231
OG0001135	Syao.g_01424	Prac.g_01959
OG0001283	Syao.g_02335	Syaf.g_02414
OG0001349	Syao.g_01074	Syae.g_01228
OG0001399	Syao.g_01861	Prbi.g_00155, Prbi.g_00722
OG0001412	Syao.g_02122	Syaa.g_01020
OG0001412	Syao.g_02122	Syat.g_00584
OG0001623	Syao.g_01889	Syab.g_00506
OG0001623	Syao.g_01889	Syag.g_02828
OG0001623	Syao.g_01889	Syac.g_02036
OG0001623	Syao.g_01889	Syah.g_00842
OG0001623	Syao.g_01889	Syaa.g_02194
OG0001623	Syao.g_01889	Syam.g_00429
OG0001623	Syao.g_01889	Syaf.g_00035
OG0001623	Syao.g_01889	Syai.g_00457
OG0001623	Syao.g_01889	Syae.g_02179
OG0001623	Syao.g_01889	Syak.g_01257
OG0001623	Syao.g_01889	Syal.g_00331
OG0001635	Syao.g_02183	Prah.g_01421
OG0001635	Syao.g_02182	Syae.g_01811
OG0001635	Syao.g_02182	Syaa.g_00094
OG0001635	Syao.g_02182	Syaf.g_00412
OG0001635	Syao.g_02182	Syai.g_00091
OG0001635	Syao.g_02182	Prah.g_01421
OG0001635	Syao.g_02182	Prah.g_01421
OG0001635	Syao.g_02182	Syac.g_00137
OG0001635	Syao.g_02182	Syah.g_00270
OG0001653	Syao.g_01290, Syao.g_02667	Syag.g_01462
OG0001672	Syao.g_02631	Prah.g_01854, Prah.g_01852
OG0001675	Syao.g_00802, Syao.g_01175	Syag.g_01692
OG0001771	Syao.g_01406	Syai.g_01134
OG0001799	Syao.g_00913	Syal.g_02336
OG0001809	Syao.g_02614	Syaq.g_01562
OG0002243	Syao.g_02421	Syaq.g_01339
OG0002431	Syao.g_01484	Praf.g_00276
