locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prbi.g_00001	gene	1158	dnaN			
Prbi.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prbi.g_00002	gene	708				
Prbi.g_00002	CDS	708				hypothetical protein
Prbi.g_00003	gene	2340	purL			
Prbi.g_00003	CDS	2340	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prbi.g_00004	gene	1461	purF			
Prbi.g_00004	CDS	1461	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prbi.g_00005	gene	2442	gyrA_1			
Prbi.g_00005	CDS	2442	gyrA_1	5.6.2.2		DNA gyrase subunit A
Prbi.g_00006	gene	864				
Prbi.g_00006	CDS	864				hypothetical protein
Prbi.g_00007	gene	957	queG			
Prbi.g_00007	CDS	957	queG	1.17.99.6		Epoxyqueuosine reductase
Prbi.g_00008	gene	735				
Prbi.g_00008	CDS	735				hypothetical protein
Prbi.g_00009	gene	618	nusB			
Prbi.g_00009	CDS	618	nusB			Transcription antitermination protein NusB
Prbi.g_00010	gene	1254	ftsY			
Prbi.g_00010	CDS	1254	ftsY			Signal recognition particle receptor FtsY
Prbi.g_00011	gene	1344				
Prbi.g_00011	CDS	1344				hypothetical protein
Prbi.g_00012	gene	1380	argH			
Prbi.g_00012	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prbi.g_00013	gene	630				
Prbi.g_00013	CDS	630				hypothetical protein
Prbi.g_00014	gene	1005	dusA			
Prbi.g_00014	CDS	1005	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prbi.g_00015	gene	495	msrB			
Prbi.g_00015	CDS	495	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Prbi.g_00016	gene	720	grpE			
Prbi.g_00016	CDS	720	grpE			Protein GrpE
Prbi.g_00017	gene	1125	dnaJ_1			
Prbi.g_00017	CDS	1125	dnaJ_1		COG0484	Chaperone protein DnaJ
Prbi.g_00018	gene	231				
Prbi.g_00018	CDS	231				hypothetical protein
Prbi.g_00019	gene	918	rsgA			
Prbi.g_00019	CDS	918	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Prbi.g_00020	gene	351	ybaB			
Prbi.g_00020	CDS	351	ybaB		COG0718	Nucleoid-associated protein YbaB
Prbi.g_00021	gene	927	murB			
Prbi.g_00021	CDS	927	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Prbi.g_00022	gene	1410	murC			
Prbi.g_00022	CDS	1410	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Prbi.g_00023	gene	1023	gap2			
Prbi.g_00023	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Prbi.g_00024	gene	987	thiL			
Prbi.g_00024	CDS	987	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
Prbi.g_00025	gene	1092				
Prbi.g_00025	CDS	1092				hypothetical protein
Prbi.g_00026	gene	588	efp			
Prbi.g_00026	CDS	588	efp		COG0231	Elongation factor P
Prbi.g_00027	gene	507	accB			
Prbi.g_00027	CDS	507	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Prbi.g_00028	gene	1035	pdxA2			
Prbi.g_00028	CDS	1035	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Prbi.g_00029	gene	879				
Prbi.g_00029	CDS	879				hypothetical protein
Prbi.g_00030	gene	231				
Prbi.g_00030	CDS	231				hypothetical protein
Prbi.g_00031	gene	402				
Prbi.g_00031	CDS	402				hypothetical protein
Prbi.g_00032	gene	465				
Prbi.g_00032	CDS	465				hypothetical protein
Prbi.g_00033	gene	513				
Prbi.g_00033	CDS	513				hypothetical protein
Prbi.g_00034	gene	189				
Prbi.g_00034	CDS	189				hypothetical protein
Prbi.g_00035	gene	1137				
Prbi.g_00035	CDS	1137		1.12.-.-		Soluble hydrogenase 42 kDa subunit
Prbi.g_00036	gene	1113	cbiD			
Prbi.g_00036	CDS	1113	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
Prbi.g_00037	gene	1587	guaA			
Prbi.g_00037	CDS	1587	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
Prbi.g_00038	gene	3345				
Prbi.g_00038	CDS	3345				hypothetical protein
Prbi.g_00039	gene	393				
Prbi.g_00039	CDS	393				hypothetical protein
Prbi.g_00040	gene	552				
Prbi.g_00040	CDS	552				hypothetical protein
Prbi.g_00041	gene	357				
