locus_tag	ftype	length_bp	gene	EC_number	COG	product
Praw.g_00001	gene	336				
Praw.g_00001	CDS	336				hypothetical protein
Praw.g_00002	gene	1302				
Praw.g_00002	CDS	1302		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
Praw.g_00003	gene	1740	ruvB_1			
Praw.g_00003	CDS	1740	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
Praw.g_00004	gene	1368	clpX			
Praw.g_00004	CDS	1368	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
Praw.g_00005	gene	660	clpP_1			
Praw.g_00005	CDS	660	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Praw.g_00006	gene	1446	tig			
Praw.g_00006	CDS	1446	tig	5.2.1.8	COG0544	Trigger factor
Praw.g_00007	gene	1032	asd			
Praw.g_00007	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
Praw.g_00008	gene	903	dapA			
Praw.g_00008	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Praw.g_00009	gene	1983	rnjA			
Praw.g_00009	CDS	1983	rnjA	3.1.-.-	COG0595	Ribonuclease J1
Praw.g_00010	gene	1011	tilS			
Praw.g_00010	CDS	1011	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
Praw.g_00011	gene	777				
Praw.g_00011	CDS	777				hypothetical protein
Praw.g_00012	gene	2040	uvrB			
Praw.g_00012	CDS	2040	uvrB			UvrABC system protein B
Praw.g_00013	gene	1761				
Praw.g_00013	CDS	1761				hypothetical protein
Praw.g_00014	gene	1002				
Praw.g_00014	CDS	1002				hypothetical protein
Praw.g_00015	gene	624	cobH			
Praw.g_00015	CDS	624	cobH	5.4.99.61		Precorrin-8X methylmutase
Praw.g_00016	gene	2742	mutS			
Praw.g_00016	CDS	2742	mutS		COG0249	DNA mismatch repair protein MutS
Praw.g_00017	gene	198				
Praw.g_00017	CDS	198				hypothetical protein
Praw.g_00018	gene	477	ribH			
Praw.g_00018	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
Praw.g_00019	gene	72				
Praw.g_00019	tRNA	72				tRNA-Gly(gcc)
Praw.g_00020	gene	432				
Praw.g_00020	CDS	432				hypothetical protein
Praw.g_00021	gene	456				
Praw.g_00021	CDS	456				hypothetical protein
Praw.g_00022	gene	2832	secA			
Praw.g_00022	CDS	2832	secA		COG0653	Protein translocase subunit SecA
Praw.g_00023	gene	738	cysE			
Praw.g_00023	CDS	738	cysE	2.3.1.30	COG1045	Serine acetyltransferase
Praw.g_00024	gene	987				
Praw.g_00024	CDS	987				hypothetical protein
Praw.g_00025	gene	573	infC			
Praw.g_00025	CDS	573	infC		COG0290	Translation initiation factor IF-3
Praw.g_00026	gene	900	miaA			
Praw.g_00026	CDS	900	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
Praw.g_00027	gene	1968	gyrB			
Praw.g_00027	CDS	1968	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
Praw.g_00028	gene	330				
Praw.g_00028	CDS	330				hypothetical protein
Praw.g_00029	gene	369	crcB_1			
Praw.g_00029	CDS	369	crcB_1			Putative fluoride ion transporter CrcB
Praw.g_00030	gene	369	crcB_2			
Praw.g_00030	CDS	369	crcB_2			Putative fluoride ion transporter CrcB
Praw.g_00031	gene	1407				
Praw.g_00031	CDS	1407			COG2239	Magnesium transporter MgtE
Praw.g_00032	gene	1035	sigA2_1			
Praw.g_00032	CDS	1035	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
Praw.g_00033	gene	915	menH_1			
Praw.g_00033	CDS	915	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Praw.g_00034	gene	999	scrK			
Praw.g_00034	CDS	999	scrK	2.7.1.4	COG0524	Fructokinase
Praw.g_00035	gene	438				
Praw.g_00035	CDS	438				hypothetical protein
Praw.g_00036	gene	1419	ahcY			
Praw.g_00036	CDS	1419	ahcY	3.3.1.1		Adenosylhomocysteinase
Praw.g_00037	gene	660	dedA			
Praw.g_00037	CDS	660	dedA		COG0586	Protein DedA
Praw.g_00038	gene	402	ssb			
Praw.g_00038	CDS	402	ssb		COG0629	Single-stranded DNA-binding protein
Praw.g_00039	gene	1053	mreB			
Praw.g_00039	CDS	1053	mreB			Cell shape-determining protein MreB
Praw.g_00040	gene	753	mreC			
Praw.g_00040	CDS	753	mreC		COG1792	Cell shape-determining protein MreC
Praw.g_00041	gene	519				
Praw.g_00041	CDS	519				hypothetical protein
Praw.g_00042	gene	93				
Praw.g_00042	CDS	93				hypothetical protein
Praw.g_00043	gene	747	walR_1			
Praw.g_00043	CDS	747	walR_1		COG0745	Transcriptional regulatory protein WalR
Praw.g_00044	gene	1539	lysS			
Praw.g_00044	CDS	1539	lysS	6.1.1.6		Lysine--tRNA ligase
Praw.g_00045	gene	249				
Praw.g_00045	CDS	249				hypothetical protein
Praw.g_00046	gene	495	smpB			
Praw.g_00046	CDS	495	smpB		COG0691	SsrA-binding protein
Praw.g_00047	gene	1059	ruvB_2			
Praw.g_00047	CDS	1059	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
Praw.g_00048	gene	789	cpoB_1			
Praw.g_00048	CDS	789	cpoB_1			Cell division coordinator CpoB
Praw.g_00049	gene	1185	scmP			
Praw.g_00049	CDS	1185	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
Praw.g_00050	gene	216				
Praw.g_00050	CDS	216				hypothetical protein
Praw.g_00051	gene	1371	thiC			
Praw.g_00051	CDS	1371	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
Praw.g_00052	gene	2007	tkt			
Praw.g_00052	CDS	2007	tkt	2.2.1.1	COG0021	Transketolase
Praw.g_00053	gene	1245	fabF			
Praw.g_00053	CDS	1245	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
Praw.g_00054	gene	240	acpP			
Praw.g_00054	CDS	240	acpP			Acyl carrier protein
Praw.g_00055	gene	246	psaC			
Praw.g_00055	CDS	246	psaC	1.97.1.12		Photosystem I iron-sulfur center
Praw.g_00056	gene	1896	glmS			
Praw.g_00056	CDS	1896	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
Praw.g_00057	gene	540	rimM			
Praw.g_00057	CDS	540	rimM		COG0806	Ribosome maturation factor RimM
Praw.g_00058	gene	186				
Praw.g_00058	CDS	186				hypothetical protein
Praw.g_00059	gene	750	rnc			
Praw.g_00059	CDS	750	rnc	3.1.26.3		Ribonuclease 3
Praw.g_00060	gene	76				
Praw.g_00060	tRNA	76				tRNA-Arg(cct)
Praw.g_00061	gene	333				
Praw.g_00061	CDS	333				hypothetical protein
Praw.g_00062	gene	456				
Praw.g_00062	CDS	456				hypothetical protein
Praw.g_00063	gene	2535	malP			
Praw.g_00063	CDS	2535	malP	2.4.1.1	COG0058	Maltodextrin phosphorylase
Praw.g_00064	gene	1368	nhaS3			
Praw.g_00064	CDS	1368	nhaS3			High-affinity Na(+)/H(+) antiporter NhaS3
Praw.g_00065	gene	900	lip1			
Praw.g_00065	CDS	900	lip1	3.1.1.3		Lipase 1
Praw.g_00066	gene	855				
Praw.g_00066	CDS	855				hypothetical protein
Praw.g_00067	gene	1350				
Praw.g_00067	CDS	1350				hypothetical protein
Praw.g_00068	gene	1425	icd			
Praw.g_00068	CDS	1425	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
Praw.g_00069	gene	432				
Praw.g_00069	CDS	432				hypothetical protein
Praw.g_00070	gene	711	pbsA1			
Praw.g_00070	CDS	711	pbsA1	1.14.14.18		Heme oxygenase 1
Praw.g_00071	gene	711	pebA			
Praw.g_00071	CDS	711	pebA	1.3.7.2		15,16-dihydrobiliverdin:ferredoxin oxidoreductase
Praw.g_00072	gene	762	pebB			
Praw.g_00072	CDS	762	pebB	1.3.7.3		Phycoerythrobilin:ferredoxin oxidoreductase
Praw.g_00073	gene	474				
Praw.g_00073	CDS	474		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
Praw.g_00074	gene	1533	panC/cmk			
Praw.g_00074	CDS	1533	panC/cmk	2.7.4.25		Bifunctional pantoate ligase/cytidylate kinase
Praw.g_00075	gene	1044	purM			
Praw.g_00075	CDS	1044	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
Praw.g_00076	gene	645				
Praw.g_00076	CDS	645				hypothetical protein
Praw.g_00077	gene	168				
Praw.g_00077	CDS	168				hypothetical protein
Praw.g_00078	gene	71				
Praw.g_00078	tRNA	71				tRNA-Cys(gca)
Praw.g_00079	gene	267				
Praw.g_00079	CDS	267				hypothetical protein
Praw.g_00080	gene	636	rnd			
Praw.g_00080	CDS	636	rnd	3.1.13.5		Ribonuclease D
Praw.g_00081	gene	558				
Praw.g_00081	CDS	558				hypothetical protein
Praw.g_00082	gene	1029	hemF			
Praw.g_00082	CDS	1029	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
Praw.g_00083	gene	1071	apbC			
Praw.g_00083	CDS	1071	apbC		COG0489	Iron-sulfur cluster carrier protein
Praw.g_00084	gene	1269	mrdB			
Praw.g_00084	CDS	1269	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
Praw.g_00085	gene	1365				
Praw.g_00085	CDS	1365				hypothetical protein
Praw.g_00086	gene	423	psaD			
Praw.g_00086	CDS	423	psaD			Photosystem I reaction center subunit II
Praw.g_00087	gene	1521	trpE			
Praw.g_00087	CDS	1521	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
Praw.g_00088	gene	1119	gshA			
Praw.g_00088	CDS	1119	gshA	6.3.2.2		Glutamate--cysteine ligase
Praw.g_00089	gene	2970	ppc			
Praw.g_00089	CDS	2970	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
Praw.g_00090	gene	447				
Praw.g_00090	CDS	447				hypothetical protein
Praw.g_00091	gene	74				
Praw.g_00091	tRNA	74				tRNA-Arg(ccg)
Praw.g_00092	gene	894	recF			
Praw.g_00092	CDS	894	recF		COG1195	DNA replication and repair protein RecF
Praw.g_00093	gene	435	speH			
Praw.g_00093	CDS	435	speH	4.1.1.50		S-adenosylmethionine decarboxylase proenzyme
Praw.g_00094	gene	825	larE			
