locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prap.g_00001	gene	585				
Prap.g_00001	CDS	585				hypothetical protein
Prap.g_00002	gene	210				
Prap.g_00002	CDS	210				hypothetical protein
Prap.g_00003	gene	1896				
Prap.g_00003	CDS	1896				hypothetical protein
Prap.g_00004	gene	984	tagO			
Prap.g_00004	CDS	984	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
Prap.g_00005	gene	903				
Prap.g_00005	CDS	903				hypothetical protein
Prap.g_00006	gene	1149	wbnH			
Prap.g_00006	CDS	1149	wbnH	2.4.1.306		O-antigen biosynthesis glycosyltransferase WbnH
Prap.g_00007	gene	537				
Prap.g_00007	CDS	537				hypothetical protein
Prap.g_00008	gene	177				
Prap.g_00008	CDS	177				hypothetical protein
Prap.g_00009	gene	198				
Prap.g_00009	CDS	198				hypothetical protein
Prap.g_00010	gene	165				
Prap.g_00010	CDS	165				hypothetical protein
Prap.g_00011	gene	156				
Prap.g_00011	CDS	156				hypothetical protein
Prap.g_00012	gene	246				
Prap.g_00012	CDS	246				hypothetical protein
Prap.g_00013	gene	201				
Prap.g_00013	CDS	201				hypothetical protein
Prap.g_00014	gene	354				
Prap.g_00014	CDS	354				hypothetical protein
Prap.g_00015	gene	360				
Prap.g_00015	CDS	360				hypothetical protein
Prap.g_00016	gene	153				
Prap.g_00016	CDS	153				hypothetical protein
Prap.g_00017	gene	144				
Prap.g_00017	CDS	144				hypothetical protein
Prap.g_00018	gene	117				
Prap.g_00018	CDS	117				hypothetical protein
Prap.g_00019	gene	201				
Prap.g_00019	CDS	201				hypothetical protein
Prap.g_00020	gene	384				
Prap.g_00020	CDS	384				hypothetical protein
Prap.g_00021	gene	501				
Prap.g_00021	CDS	501				hypothetical protein
Prap.g_00022	gene	624				
Prap.g_00022	CDS	624				hypothetical protein
Prap.g_00023	gene	1923	frdA			
Prap.g_00023	CDS	1923	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
Prap.g_00024	gene	741	frdB			
Prap.g_00024	CDS	741	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
Prap.g_00025	gene	294				
Prap.g_00025	CDS	294				hypothetical protein
Prap.g_00026	gene	147				
Prap.g_00026	CDS	147				hypothetical protein
Prap.g_00027	gene	2715				
Prap.g_00027	CDS	2715				hypothetical protein
Prap.g_00028	gene	1185				
Prap.g_00028	CDS	1185				hypothetical protein
Prap.g_00029	gene	267				
Prap.g_00029	CDS	267				hypothetical protein
Prap.g_00030	gene	141				
Prap.g_00030	CDS	141				hypothetical protein
Prap.g_00031	gene	279				
Prap.g_00031	CDS	279				hypothetical protein
Prap.g_00032	gene	1278				
Prap.g_00032	CDS	1278				hypothetical protein
Prap.g_00033	gene	1743				
Prap.g_00033	CDS	1743				hypothetical protein
Prap.g_00034	gene	72				
Prap.g_00034	tRNA	72				tRNA-Gly(ccc)
Prap.g_00035	gene	252				
Prap.g_00035	CDS	252				hypothetical protein
Prap.g_00036	gene	666				
Prap.g_00036	CDS	666				hypothetical protein
Prap.g_00037	gene	186				
Prap.g_00037	CDS	186				hypothetical protein
Prap.g_00038	gene	522				
Prap.g_00038	CDS	522				hypothetical protein
Prap.g_00039	gene	189				
Prap.g_00039	CDS	189				hypothetical protein
Prap.g_00040	gene	243				
Prap.g_00040	CDS	243				hypothetical protein
Prap.g_00041	gene	132				
Prap.g_00041	CDS	132				hypothetical protein
Prap.g_00042	gene	1398	argH			
Prap.g_00042	CDS	1398	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prap.g_00043	gene	1410				
Prap.g_00043	CDS	1410				hypothetical protein
Prap.g_00044	gene	1296	ftsY			
Prap.g_00044	CDS	1296	ftsY			Signal recognition particle receptor FtsY
Prap.g_00045	gene	636	nusB			
Prap.g_00045	CDS	636	nusB			Transcription antitermination protein NusB
Prap.g_00046	gene	750				
Prap.g_00046	CDS	750				hypothetical protein
Prap.g_00047	gene	963	queG			
Prap.g_00047	CDS	963	queG	1.17.99.6		Epoxyqueuosine reductase
Prap.g_00048	gene	876	bepA			
Prap.g_00048	CDS	876	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
Prap.g_00049	gene	2487	gyrA_1			
Prap.g_00049	CDS	2487	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Prap.g_00050	gene	1458	purF			
Prap.g_00050	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prap.g_00051	gene	2418	purL			
Prap.g_00051	CDS	2418	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prap.g_00052	gene	747				
Prap.g_00052	CDS	747				hypothetical protein
Prap.g_00053	gene	1158	dnaN			
Prap.g_00053	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prap.g_00054	gene	1113	thrC			
Prap.g_00054	CDS	1113	thrC	4.2.3.1	COG0498	Threonine synthase
Prap.g_00055	gene	567				
Prap.g_00055	CDS	567				hypothetical protein
Prap.g_00056	gene	1617	ubiB_1			
Prap.g_00056	CDS	1617	ubiB_1	2.7.-.-		protein kinase UbiB
Prap.g_00057	gene	1233				
Prap.g_00057	CDS	1233				hypothetical protein
Prap.g_00058	gene	180				
Prap.g_00058	CDS	180				hypothetical protein
Prap.g_00059	gene	1821	arnT_1			
Prap.g_00059	CDS	1821	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
Prap.g_00060	gene	1089	mshA_1			
Prap.g_00060	CDS	1089	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Prap.g_00061	gene	963				
Prap.g_00061	CDS	963				hypothetical protein
Prap.g_00062	gene	810	sppA			
Prap.g_00062	CDS	810	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
Prap.g_00063	gene	363	aroH			
Prap.g_00063	CDS	363	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
Prap.g_00064	gene	585				
Prap.g_00064	CDS	585				hypothetical protein
Prap.g_00065	gene	138				
Prap.g_00065	CDS	138				hypothetical protein
Prap.g_00066	gene	384	rnpA			
Prap.g_00066	CDS	384	rnpA	3.1.26.5		Ribonuclease P protein component
Prap.g_00067	gene	402				
Prap.g_00067	CDS	402				hypothetical protein
Prap.g_00068	gene	1149	yidC			
Prap.g_00068	CDS	1149	yidC			Membrane protein insertase YidC
Prap.g_00069	gene	1479	ftsH			
Prap.g_00069	CDS	1479	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
Prap.g_00070	gene	1278	serS			
Prap.g_00070	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Prap.g_00071	gene	1083				
Prap.g_00071	CDS	1083				hypothetical protein
Prap.g_00072	gene	303	rpsN			
Prap.g_00072	CDS	303	rpsN		COG0199	30S ribosomal protein S14
Prap.g_00073	gene	2169	pnp_1			
Prap.g_00073	CDS	2169	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
Prap.g_00074	gene	915	cysQ_1			
Prap.g_00074	CDS	915	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
Prap.g_00075	gene	918	rsmI			
Prap.g_00075	CDS	918	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
Prap.g_00076	gene	234				
Prap.g_00076	CDS	234				hypothetical protein
Prap.g_00077	gene	726				
Prap.g_00077	CDS	726				hypothetical protein
Prap.g_00078	gene	74				
Prap.g_00078	tRNA	74				tRNA-Arg(tct)
Prap.g_00079	gene	1416	rkpK			
Prap.g_00079	CDS	1416	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
Prap.g_00080	gene	924				
Prap.g_00080	CDS	924		5.1.3.2	COG1088	UDP-glucose 4-epimerase
Prap.g_00081	gene	1044	galE_1			
Prap.g_00081	CDS	1044	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Prap.g_00082	gene	1026	wbgU			
Prap.g_00082	CDS	1026	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
Prap.g_00083	gene	1257				
Prap.g_00083	CDS	1257				hypothetical protein
Prap.g_00084	gene	690				
Prap.g_00084	CDS	690				hypothetical protein
Prap.g_00085	gene	660	hisB_1			
Prap.g_00085	CDS	660	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
Prap.g_00086	gene	1236	lhgD			
Prap.g_00086	CDS	1236	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
Prap.g_00087	gene	729	cugP_1			
Prap.g_00087	CDS	729	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Prap.g_00088	gene	591	gmhA			
Prap.g_00088	CDS	591	gmhA	5.3.1.28		Phosphoheptose isomerase
Prap.g_00089	gene	1515	hldE			
Prap.g_00089	CDS	1515	hldE	2.7.7.70		Bifunctional protein HldE
Prap.g_00090	gene	948	galE_2			
Prap.g_00090	CDS	948	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Prap.g_00091	gene	717				
Prap.g_00091	CDS	717				hypothetical protein
Prap.g_00092	gene	885				
Prap.g_00092	CDS	885				hypothetical protein
Prap.g_00093	gene	960				
Prap.g_00093	CDS	960				hypothetical protein
Prap.g_00094	gene	1107	pglH			
Prap.g_00094	CDS	1107	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
Prap.g_00095	gene	984				
Prap.g_00095	CDS	984				hypothetical protein
Prap.g_00096	gene	1203				
Prap.g_00096	CDS	1203				hypothetical protein
Prap.g_00097	gene	1758				
Prap.g_00097	CDS	1758				hypothetical protein
Prap.g_00098	gene	1236				
Prap.g_00098	CDS	1236				hypothetical protein
Prap.g_00099	gene	1776	pglK_1			
Prap.g_00099	CDS	1776	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
Prap.g_00100	gene	864				
Prap.g_00100	CDS	864				hypothetical protein
Prap.g_00101	gene	76				
Prap.g_00101	tRNA	76				tRNA-Ala(ggc)
Prap.g_00102	gene	960				
Prap.g_00102	CDS	960				hypothetical protein
Prap.g_00103	gene	1884				
Prap.g_00103	CDS	1884				hypothetical protein
Prap.g_00104	gene	609	lexA			
Prap.g_00104	CDS	609	lexA			Transcription regulator LexA
Prap.g_00105	gene	951	argF			
Prap.g_00105	CDS	951	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
Prap.g_00106	gene	1866	ftsH4			
Prap.g_00106	CDS	1866	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
Prap.g_00107	gene	1104	ribD			
Prap.g_00107	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
Prap.g_00108	gene	531				
Prap.g_00108	CDS	531				hypothetical protein
Prap.g_00109	gene	267				
Prap.g_00109	CDS	267				hypothetical protein
Prap.g_00110	gene	1305	cbiET			
Prap.g_00110	CDS	1305	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
Prap.g_00111	gene	909	nadK_1			
Prap.g_00111	CDS	909	nadK_1	2.7.1.23		NAD kinase
Prap.g_00112	gene	1008	pheS			
Prap.g_00112	CDS	1008	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
Prap.g_00113	gene	825	surE			
Prap.g_00113	CDS	825	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
Prap.g_00114	gene	564				
Prap.g_00114	CDS	564				hypothetical protein
Prap.g_00115	gene	918	ribF			
Prap.g_00115	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
Prap.g_00116	gene	1041	thiE			
Prap.g_00116	CDS	1041	thiE	2.5.1.3		Thiamine-phosphate synthase
Prap.g_00117	gene	213				
Prap.g_00117	CDS	213				hypothetical protein
Prap.g_00118	gene	135				
Prap.g_00118	CDS	135				hypothetical protein
Prap.g_00119	gene	672	larB			
Prap.g_00119	CDS	672	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
Prap.g_00120	gene	450				
Prap.g_00120	CDS	450				hypothetical protein
Prap.g_00121	gene	1224	trmD			
Prap.g_00121	CDS	1224	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
Prap.g_00122	gene	945	era_1			
Prap.g_00122	CDS	945	era_1			GTPase Era
Prap.g_00123	gene	519				
Prap.g_00123	CDS	519				hypothetical protein
Prap.g_00124	gene	738				
Prap.g_00124	CDS	738				hypothetical protein
Prap.g_00125	gene	972				
Prap.g_00125	CDS	972			COG1702	PhoH-like protein
Prap.g_00126	gene	396				
Prap.g_00126	CDS	396				hypothetical protein
Prap.g_00127	gene	1458	ffh			
Prap.g_00127	CDS	1458	ffh		COG0541	Signal recognition particle protein
Prap.g_00128	gene	2058				
Prap.g_00128	CDS	2058				hypothetical protein
Prap.g_00129	gene	1095	acoA			
Prap.g_00129	CDS	1095	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
Prap.g_00130	gene	942	hrdB			
Prap.g_00130	CDS	942	hrdB		COG0568	RNA polymerase principal sigma factor HrdB
Prap.g_00131	gene	1509	nnr			
Prap.g_00131	CDS	1509	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
Prap.g_00132	gene	1221	mnmA			
Prap.g_00132	CDS	1221	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
Prap.g_00133	gene	1380	lnt			
Prap.g_00133	CDS	1380	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
Prap.g_00134	gene	594				
Prap.g_00134	CDS	594				hypothetical protein
Prap.g_00135	gene	474	sodN			
Prap.g_00135	CDS	474	sodN	1.15.1.1		Superoxide dismutase [Ni]
Prap.g_00136	gene	264				
Prap.g_00136	CDS	264				hypothetical protein
Prap.g_00137	gene	669				
Prap.g_00137	CDS	669				hypothetical protein
Prap.g_00138	gene	882	trpC			
Prap.g_00138	CDS	882	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
Prap.g_00139	gene	1446	lpdA			
Prap.g_00139	CDS	1446	lpdA	1.8.1.4		Dihydrolipoyl dehydrogenase
Prap.g_00140	gene	795				
Prap.g_00140	CDS	795		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
Prap.g_00141	gene	85				
Prap.g_00141	tRNA	85				tRNA-Leu(cag)
Prap.g_00142	gene	1416	murAA_1			
Prap.g_00142	CDS	1416	murAA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
Prap.g_00143	gene	83				
Prap.g_00143	tRNA	83				tRNA-Leu(caa)
Prap.g_00144	gene	1236	fpgS			
Prap.g_00144	CDS	1236	fpgS	6.3.2.17		Folylpolyglutamate synthase
Prap.g_00145	gene	1341				
Prap.g_00145	CDS	1341				hypothetical protein
Prap.g_00146	gene	1299	codAch2			
Prap.g_00146	CDS	1299	codAch2	3.5.4.11	COG0402	Pterin deaminase
Prap.g_00147	gene	74				
Prap.g_00147	tRNA	74				tRNA-His(gtg)
Prap.g_00148	gene	1401	miaB			
Prap.g_00148	CDS	1401	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
Prap.g_00149	gene	1056	ddlA			
Prap.g_00149	CDS	1056	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
Prap.g_00150	gene	411				
Prap.g_00150	CDS	411				hypothetical protein
Prap.g_00151	gene	819	ftsQ			
Prap.g_00151	CDS	819	ftsQ			Cell division protein FtsQ
Prap.g_00152	gene	1116	ftsZ			
Prap.g_00152	CDS	1116	ftsZ			Cell division protein FtsZ
Prap.g_00153	gene	771	panB			
Prap.g_00153	CDS	771	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
Prap.g_00154	gene	1251	hemW			
Prap.g_00154	CDS	1251	hemW			Heme chaperone HemW
Prap.g_00155	gene	1110				
Prap.g_00155	CDS	1110				hypothetical protein
Prap.g_00156	gene	666	clpP_1			
Prap.g_00156	CDS	666	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
Prap.g_00157	gene	603	clpP_2			
Prap.g_00157	CDS	603	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
Prap.g_00158	gene	996	ilvC			
Prap.g_00158	CDS	996	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
Prap.g_00159	gene	927	cbiB			
Prap.g_00159	CDS	927	cbiB			Cobalamin biosynthesis protein CbiB
Prap.g_00160	gene	738	pglC			
Prap.g_00160	CDS	738	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
Prap.g_00161	gene	1212	mshA_2			
Prap.g_00161	CDS	1212	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Prap.g_00162	gene	468				
Prap.g_00162	CDS	468				hypothetical protein
Prap.g_00163	gene	267				
