Orthogroup	Species	Prah	Orthologs
OG0000000	Syab	Prah.g_01346, Prah.g_01347	Syab.g_01226
OG0000000	Syal	Prah.g_01346, Prah.g_01347	Syal.g_01111, Syal.g_01832
OG0000000	Praj	Prah.g_01346, Prah.g_01347	Praj.g_00419, Praj.g_01356, Praj.g_01076, Praj.g_01201, Praj.g_01271, Praj.g_01308
OG0000000	Prbb	Prah.g_01346, Prah.g_01347	Prbb.g_00433, Prbb.g_01318, Prbb.g_01353, Prbb.g_01119, Prbb.g_01243, Prbb.g_01400
OG0000000	Prbm	Prah.g_01346, Prah.g_01347	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381
OG0000000	Prbc	Prah.g_01346, Prah.g_01347	Prbc.g_02163, Prbc.g_00103
OG0000000	Pram	Prah.g_01346, Prah.g_01347	Pram.g_01561
OG0000000	Prbh	Prah.g_01346, Prah.g_01347	Prbh.g_01853
OG0000000	Prai	Prah.g_01346, Prah.g_01347	Prai.g_00905, Prai.g_01772
OG0000000	Prab	Prah.g_01346, Prah.g_01347	Prab.g_00915, Prab.g_01617
OG0000000	Pran	Prah.g_01346, Prah.g_01347	Pran.g_00582
OG0000000	Prac	Prah.g_01346, Prah.g_01347	Prac.g_00159
OG0000000	Praq	Prah.g_01346, Prah.g_01347	Praq.g_00117
OG0000000	Prar	Prah.g_01346, Prah.g_01347	Prar.g_00971
OG0000000	Praa	Prah.g_01346, Prah.g_01347	Praa.g_01300
OG0000000	Prao	Prah.g_01346, Prah.g_01347	Prao.g_01294
OG0000000	Pras	Prah.g_01346, Prah.g_01347	Pras.g_00184
OG0000000	Prau	Prah.g_01346, Prah.g_01347	Prau.g_01352
OG0000000	Prax	Prah.g_01346, Prah.g_01347	Prax.g_01917
OG0000000	Pray	Prah.g_01346, Prah.g_01347	Pray.g_01888
OG0000000	Praz	Prah.g_01346, Prah.g_01347	Praz.g_01198
OG0000000	Prba	Prah.g_01346, Prah.g_01347	Prba.g_01174
OG0000000	Prbd	Prah.g_01346, Prah.g_01347	Prbd.g_01833
OG0000000	Prbi	Prah.g_01346, Prah.g_01347	Prbi.g_01373
OG0000000	Prae	Prah.g_01346, Prah.g_01347	Prae.g_01310
OG0000000	Prag	Prah.g_01346, Prah.g_01347	Prag.g_01647, Prag.g_00719, Prag.g_01335
OG0000000	Praw	Prah.g_01346, Prah.g_01347	Praw.g_00493, Praw.g_01782, Praw.g_00961
OG0000000	Prad	Prah.g_01346, Prah.g_01347	Prad.g_00352
OG0000000	Prav	Prah.g_01346, Prah.g_01347	Prav.g_01736, Prav.g_01415
OG0000000	Prat	Prah.g_01346, Prah.g_01347	Prat.g_00680, Prat.g_01191
OG0000000	Pral	Prah.g_01346, Prah.g_01347	Pral.g_01331
OG0000000	Praf	Prah.g_01346	Praf.g_00815
OG0000000	Prbj	Prah.g_01346	Prbj.g_00166
OG0000000	Prbk	Prah.g_01346	Prbk.g_00167
OG0000000	Prbl	Prah.g_01346	Prbl.g_00118
OG0000000	Prbj	Prah.g_01347	Prbj.g_00165
OG0000000	Prbk	Prah.g_01347	Prbk.g_00166
OG0000000	Prbl	Prah.g_01347	Prbl.g_00117
OG0000000	Praf	Prah.g_01347	Praf.g_00814
OG0000000	Pral	Prah.g_01348	Pral.g_00037
OG0000000	Prak	Prah.g_01348	Prak.g_01562
OG0000000	Prap	Prah.g_01348	Prap.g_01862
OG0000000	Prbe	Prah.g_01348	Prbe.g_01119
OG0000000	Prbf	Prah.g_01348	Prbf.g_00776
OG0000000	Prbg	Prah.g_01348	Prbg.g_01567
OG0000000	Prbn	Prah.g_01348	Prbn.g_01662
OG0000000	Pram	Prah.g_01348	Pram.g_01511
OG0000000	Prbh	Prah.g_01348	Prbh.g_01903
OG0000000	Prac	Prah.g_01348	Prac.g_00292
OG0000000	Praq	Prah.g_01348	Praq.g_00026
OG0000000	Prar	Prah.g_01348	Prar.g_00729
OG0000000	Prab	Prah.g_01348	Prab.g_00760, Prab.g_01630, Prab.g_01598
OG0000000	Pran	Prah.g_01348	Pran.g_01423, Pran.g_00931, Pran.g_00601
OG0000000	Prag	Prah.g_01348	Prag.g_00721, Prag.g_01648, Prag.g_01608, Prag.g_01230, Prag.g_01348
OG0000000	Praw	Prah.g_01348	Praw.g_01780, Praw.g_00494, Praw.g_00455, Praw.g_00893, Praw.g_00974
OG0000000	Praa	Prah.g_01348	Praa.g_01598, Praa.g_01244
OG0000000	Pras	Prah.g_01348	Pras.g_00470
OG0000000	Prau	Prah.g_01348	Prau.g_01648
OG0000000	Prad	Prah.g_01348	Prad.g_00392
OG0000000	Prbd	Prah.g_01348	Prbd.g_01568
OG0000000	Prae	Prah.g_01348	Prae.g_01580
OG0000000	Prbi	Prah.g_01348	Prbi.g_01709
OG0000000	Pray	Prah.g_01348	Pray.g_01603
OG0000000	Praz	Prah.g_01348	Praz.g_00921
OG0000000	Prba	Prah.g_01348	Prba.g_00269
OG0000000	Prax	Prah.g_01348	Prax.g_01608, Prax.g_00496
OG0000000	Prai	Prah.g_01348	Prai.g_01592
OG0000000	Prao	Prah.g_01348	Prao.g_01515
OG0000000	Prav	Prah.g_01348	Prav.g_01695, Prav.g_00973
OG0000000	Praj	Prah.g_01348	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202
OG0000000	Prbb	Prah.g_01348	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244
OG0000000	Prbc	Prah.g_01348	Prbc.g_02165
OG0000000	Prbm	Prah.g_01348	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436
OG0000000	Prat	Prah.g_01348	Prat.g_01549
OG0000000	Prbj	Prah.g_01348	Prbj.g_00164
OG0000000	Prbk	Prah.g_01348	Prbk.g_00165
OG0000000	Prbl	Prah.g_01348	Prbl.g_00116
OG0000000	Praf	Prah.g_01348	Praf.g_00813
OG0000000	Praj	Prah.g_01154, Prah.g_01152	Praj.g_01267
OG0000000	Prbb	Prah.g_01154, Prah.g_01152	Prbb.g_01313
OG0000000	Prab	Prah.g_01154, Prah.g_01152	Prab.g_01606
OG0000000	Pran	Prah.g_01154, Prah.g_01152	Pran.g_00593
OG0000000	Praw	Prah.g_01154, Prah.g_01152	Praw.g_00472
OG0000000	Prav	Prah.g_01154, Prah.g_01152	Prav.g_01730, Prav.g_01715
OG0000000	Prag	Prah.g_01154, Prah.g_01152	Prag.g_01626
OG0000000	Prbd	Prah.g_01154, Prah.g_01152	Prbd.g_01836
OG0000000	Prad	Prah.g_01154, Prah.g_01152	Prad.g_00372, Prad.g_00349
OG0000000	Prae	Prah.g_01154, Prah.g_01152	Prae.g_01300
OG0000000	Prbi	Prah.g_01154, Prah.g_01152	Prbi.g_01370
OG0000000	Prao	Prah.g_01154, Prah.g_01152	Prao.g_01528, Prao.g_01297
OG0000000	Praa	Prah.g_01154, Prah.g_01152	Praa.g_01297
OG0000000	Prax	Prah.g_01154, Prah.g_01152	Prax.g_01920
OG0000000	Praf	Prah.g_01154	Praf.g_01039
OG0000000	Praf	Prah.g_01152	Praf.g_01042
OG0000001	Prax	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prax.g_01878
OG0000001	Prbi	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbi.g_01424
OG0000001	Prao	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prao.g_01254
OG0000001	Prav	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prav.g_01458
OG0000001	Prag	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prag.g_01374
OG0000001	Praw	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Praw.g_01000
OG0000001	Prad	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prad.g_00609
OG0000001	Prac	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prac.g_00202
OG0000001	Praq	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Praq.g_00160
OG0000001	Prar	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prar.g_00926
OG0000001	Prbd	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbd.g_01779
OG0000001	Prae	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prae.g_01353
OG0000001	Praa	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Praa.g_01351
OG0000001	Pray	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Pray.g_01844
OG0000001	Praz	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Praz.g_01154
OG0000001	Prba	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prba.g_00211
OG0000001	Prai	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prai.g_01235, Prai.g_01356
OG0000001	Prau	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prau.g_01394
OG0000001	Pras	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Pras.g_00235
OG0000001	Prbb	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbb.g_01611
OG0000001	Prbc	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbc.g_00588
OG0000001	Praj	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Praj.g_01549
OG0000001	Prbm	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbm.g_01633
OG0000001	Pral	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Pral.g_01236
OG0000001	Prat	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prat.g_01285, Prat.g_01286
OG0000001	Prak	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prak.g_01302
OG0000001	Prbg	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbg.g_00502
OG0000001	Prap	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prap.g_01925
OG0000001	Prbe	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbe.g_00400
OG0000001	Prbf	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbf.g_00068
OG0000001	Prbn	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbn.g_01213
OG0000001	Prbh	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Prbh.g_00001
OG0000001	Pram	Prah.g_00324, Prah.g_01343, Prah.g_01159, Prah.g_02270, Prah.g_00896	Pram.g_01954, Pram.g_01953
OG0000001	Prbj	Prah.g_00324	Prbj.g_00672
OG0000001	Prbk	Prah.g_00324	Prbk.g_01196
OG0000001	Prbl	Prah.g_00324	Prbl.g_00725
OG0000001	Praf	Prah.g_00324	Praf.g_01895
OG0000001	Prbj	Prah.g_01343	Prbj.g_00169
OG0000001	Prbk	Prah.g_01343	Prbk.g_00170
OG0000001	Prbl	Prah.g_01343	Prbl.g_00121, Prbl.g_02599
OG0000001	Praf	Prah.g_01343	Praf.g_00818, Praf.g_01896
OG0000001	Syar	Prah.g_01159	Syar.g_00069
OG0000001	Syao	Prah.g_01159	Syao.g_00314
OG0000001	Syat	Prah.g_01159	Syat.g_02910, Syat.g_02911
OG0000001	Syak	Prah.g_01159	Syak.g_02139
OG0000001	Syag	Prah.g_01159	Syag.g_01942
OG0000001	Syaq	Prah.g_01159	Syaq.g_00118, Syaq.g_01435, Syaq.g_00115
OG0000001	Syal	Prah.g_01159	Syal.g_02215
OG0000001	Syam	Prah.g_01159	Syam.g_02177
OG0000001	Syad	Prah.g_01159	Syad.g_02864
OG0000001	Syaa	Prah.g_01159	Syaa.g_02438, Syaa.g_02437, Syaa.g_02436
OG0000001	Syaf	Prah.g_01159	Syaf.g_00846
OG0000001	Syah	Prah.g_01159	Syah.g_01516
OG0000001	Syai	Prah.g_01159	Syai.g_01197, Syai.g_02594
OG0000001	Syaj	Prah.g_01159	Syaj.g_01949, Syaj.g_01952
OG0000001	Syae	Prah.g_01159	Syae.g_01416
OG0000001	Praf	Prah.g_01159	Praf.g_01031
OG0000001	Syap	Prah.g_02270	Syap.g_00785, Syap.g_02195, Syap.g_02194, Syap.g_02201, Syap.g_02615
OG0000001	Syas	Prah.g_02270	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000001	Syao	Prah.g_02270	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558
OG0000001	Syan	Prah.g_02270	Syan.g_02266
OG0000001	Syar	Prah.g_02270	Syar.g_00070
OG0000001	Syat	Prah.g_02270	Syat.g_02908, Syat.g_02909
OG0000001	Syag	Prah.g_02270	Syag.g_01943
OG0000001	Syaq	Prah.g_02270	Syaq.g_01434
OG0000001	Syak	Prah.g_02270	Syak.g_02138
OG0000001	Syab	Prah.g_02270	Syab.g_02553, Syab.g_02555
OG0000001	Syal	Prah.g_02270	Syal.g_00874, Syal.g_01184
OG0000001	Syah	Prah.g_02270	Syah.g_00040, Syah.g_00041
OG0000001	Syaf	Prah.g_02270	Syaf.g_00845
OG0000001	Syac	Prah.g_02270	Syac.g_00341, Syac.g_00340
OG0000001	Syai	Prah.g_02270	Syai.g_02595
OG0000001	Syae	Prah.g_02270	Syae.g_01417
OG0000001	Syad	Prah.g_02270	Syad.g_02865
OG0000001	Syaj	Prah.g_02270	Syaj.g_01950
OG0000001	Praf	Prah.g_02270	Praf.g_02422
OG0000001	Prbj	Prah.g_02270	Prbj.g_01549, Prbj.g_02662
OG0000001	Prbk	Prah.g_02270	Prbk.g_00561, Prbk.g_02701
OG0000001	Prbl	Prah.g_02270	Prbl.g_00808, Prbl.g_02598
OG0000001	Syan	Prah.g_00896	Syan.g_02528
OG0000001	Syap	Prah.g_00896	Syap.g_00399
OG0000001	Syar	Prah.g_00896	Syar.g_02229
OG0000001	Syat	Prah.g_00896	Syat.g_00878
OG0000001	Syab	Prah.g_00896	Syab.g_00673
OG0000001	Prbj	Prah.g_00896	Prbj.g_02690
OG0000001	Prbk	Prah.g_00896	Prbk.g_00630
OG0000001	Prbl	Prah.g_00896	Prbl.g_02578
OG0000001	Praf	Prah.g_00896	Praf.g_01293
OG0000002	Syai	Prah.g_00562, Prah.g_01226	Syai.g_01728
OG0000002	Syam	Prah.g_00562, Prah.g_01226	Syam.g_00931
OG0000002	Syad	Prah.g_00562, Prah.g_01226	Syad.g_00619
OG0000002	Syaj	Prah.g_00562, Prah.g_01226	Syaj.g_02667
OG0000002	Syab	Prah.g_00562, Prah.g_01226	Syab.g_02285
OG0000002	Syac	Prah.g_00562, Prah.g_01226	Syac.g_01084
OG0000002	Syah	Prah.g_00562, Prah.g_01226	Syah.g_01829
OG0000002	Prav	Prah.g_00562	Prav.g_01466
OG0000002	Prag	Prah.g_00562	Prag.g_01382
OG0000002	Praw	Prah.g_00562	Praw.g_01009
OG0000002	Prad	Prah.g_00562	Prad.g_00601
OG0000002	Prai	Prah.g_00562	Prai.g_01363
OG0000002	Pras	Prah.g_00562	Pras.g_00243
OG0000002	Prau	Prah.g_00562	Prau.g_01402
OG0000002	Prax	Prah.g_00562	Prax.g_01870
OG0000002	Prbd	Prah.g_00562	Prbd.g_01771
OG0000002	Pray	Prah.g_00562	Pray.g_01836
OG0000002	Praz	Prah.g_00562	Praz.g_01146
OG0000002	Prba	Prah.g_00562	Prba.g_00203
OG0000002	Prbi	Prah.g_00562	Prbi.g_01432
OG0000002	Prac	Prah.g_00562	Prac.g_00210
OG0000002	Praq	Prah.g_00562	Praq.g_00168
OG0000002	Prar	Prah.g_00562	Prar.g_00918
OG0000002	Prae	Prah.g_00562	Prae.g_01361
OG0000002	Praa	Prah.g_00562	Praa.g_01359
OG0000002	Prao	Prah.g_00562	Prao.g_01246
OG0000002	Praj	Prah.g_00562	Praj.g_00832
OG0000002	Prbc	Prah.g_00562	Prbc.g_01920
