Orthogroup	Species	Prbi	Orthologs
OG0000000	Praf	Prbi.g_01373	Praf.g_00815, Praf.g_00814
OG0000000	Prah	Prbi.g_01373	Prah.g_01346, Prah.g_01347
OG0000000	Prbj	Prbi.g_01373	Prbj.g_00166, Prbj.g_00165
OG0000000	Prbk	Prbi.g_01373	Prbk.g_00167, Prbk.g_00166
OG0000000	Prbl	Prbi.g_01373	Prbl.g_00118, Prbl.g_00117
OG0000000	Syab	Prbi.g_01373	Syab.g_01226
OG0000000	Syal	Prbi.g_01373	Syal.g_01111, Syal.g_01832
OG0000000	Pral	Prbi.g_01373	Pral.g_01331
OG0000000	Prat	Prbi.g_01373	Prat.g_00680, Prat.g_01191
OG0000000	Praj	Prbi.g_01373	Praj.g_00419, Praj.g_01356, Praj.g_01076, Praj.g_01201, Praj.g_01271, Praj.g_01308
OG0000000	Prbb	Prbi.g_01373	Prbb.g_00433, Prbb.g_01318, Prbb.g_01353, Prbb.g_01119, Prbb.g_01243, Prbb.g_01400
OG0000000	Prbm	Prbi.g_01373	Prbm.g_01408, Prbm.g_01115, Prbm.g_00437, Prbm.g_01228, Prbm.g_01312, Prbm.g_01381
OG0000000	Prbc	Prbi.g_01373	Prbc.g_02163, Prbc.g_00103
OG0000000	Pram	Prbi.g_01373	Pram.g_01561
OG0000000	Prbh	Prbi.g_01373	Prbh.g_01853
OG0000000	Prai	Prbi.g_01373	Prai.g_00905, Prai.g_01772
OG0000000	Prab	Prbi.g_01373	Prab.g_00915, Prab.g_01617
OG0000000	Pran	Prbi.g_01373	Pran.g_00582
OG0000000	Prag	Prbi.g_01373	Prag.g_01647, Prag.g_00719, Prag.g_01335
OG0000000	Praw	Prbi.g_01373	Praw.g_00493, Praw.g_01782, Praw.g_00961
OG0000000	Prad	Prbi.g_01373	Prad.g_00352
OG0000000	Prav	Prbi.g_01373	Prav.g_01736, Prav.g_01415
OG0000000	Prac	Prbi.g_01373	Prac.g_00159
OG0000000	Praq	Prbi.g_01373	Praq.g_00117
OG0000000	Prar	Prbi.g_01373	Prar.g_00971
OG0000000	Prae	Prbi.g_01373	Prae.g_01310
OG0000000	Praa	Prbi.g_01373	Praa.g_01300
OG0000000	Prao	Prbi.g_01373	Prao.g_01294
OG0000000	Pras	Prbi.g_01373	Pras.g_00184
OG0000000	Prau	Prbi.g_01373	Prau.g_01352
OG0000000	Prax	Prbi.g_01373	Prax.g_01917
OG0000000	Pray	Prbi.g_01373	Pray.g_01888
OG0000000	Praz	Prbi.g_01373	Praz.g_01198
OG0000000	Prba	Prbi.g_01373	Prba.g_01174
OG0000000	Prbd	Prbi.g_01373	Prbd.g_01833
OG0000000	Pral	Prbi.g_01709	Pral.g_00037
OG0000000	Prak	Prbi.g_01709	Prak.g_01562
OG0000000	Prap	Prbi.g_01709	Prap.g_01862
OG0000000	Prbe	Prbi.g_01709	Prbe.g_01119
OG0000000	Prbf	Prbi.g_01709	Prbf.g_00776
OG0000000	Prbg	Prbi.g_01709	Prbg.g_01567
OG0000000	Prbn	Prbi.g_01709	Prbn.g_01662
OG0000000	Pram	Prbi.g_01709	Pram.g_01511
OG0000000	Prbh	Prbi.g_01709	Prbh.g_01903
OG0000000	Praj	Prbi.g_01709	Praj.g_01272, Praj.g_01309, Praj.g_01078, Praj.g_00417, Praj.g_01202
OG0000000	Prbb	Prbi.g_01709	Prbb.g_00431, Prbb.g_01121, Prbb.g_01319, Prbb.g_01244
OG0000000	Prbc	Prbi.g_01709	Prbc.g_02165
OG0000000	Prbm	Prbi.g_01709	Prbm.g_01117, Prbm.g_01229, Prbm.g_01382, Prbm.g_01407, Prbm.g_00436
OG0000000	Prat	Prbi.g_01709	Prat.g_01549
OG0000000	Praf	Prbi.g_01709	Praf.g_00813
OG0000000	Prah	Prbi.g_01709	Prah.g_01348
OG0000000	Prbj	Prbi.g_01709	Prbj.g_00164
OG0000000	Prbk	Prbi.g_01709	Prbk.g_00165
OG0000000	Prbl	Prbi.g_01709	Prbl.g_00116
OG0000000	Prao	Prbi.g_01709	Prao.g_01515
OG0000000	Prav	Prbi.g_01709	Prav.g_01695
OG0000000	Prac	Prbi.g_01709	Prac.g_00292
OG0000000	Praq	Prbi.g_01709	Praq.g_00026
OG0000000	Prar	Prbi.g_01709	Prar.g_00729
OG0000000	Praa	Prbi.g_01709	Praa.g_01598
OG0000000	Prai	Prbi.g_01709	Prai.g_01592
OG0000000	Prag	Prbi.g_01709	Prag.g_01608
OG0000000	Praw	Prbi.g_01709	Praw.g_00455
OG0000000	Prax	Prbi.g_01709	Prax.g_01608
OG0000000	Pras	Prbi.g_01709	Pras.g_00470
OG0000000	Prau	Prbi.g_01709	Prau.g_01648
OG0000000	Prab	Prbi.g_01709	Prab.g_01598
OG0000000	Pran	Prbi.g_01709	Pran.g_00601
OG0000000	Prad	Prbi.g_01709	Prad.g_00392
OG0000000	Prbd	Prbi.g_01709	Prbd.g_01568
OG0000000	Prae	Prbi.g_01709	Prae.g_01580
OG0000000	Pray	Prbi.g_01709	Pray.g_01603
OG0000000	Praz	Prbi.g_01709	Praz.g_00921
OG0000000	Prba	Prbi.g_01709	Prba.g_00269
OG0000000	Praa	Prbi.g_01268, Prbi.g_01708	Praa.g_01597
OG0000000	Prbb	Prbi.g_01268, Prbi.g_01708	Prbb.g_00103
OG0000000	Praj	Prbi.g_01268, Prbi.g_01708	Praj.g_00087
OG0000000	Prbc	Prbi.g_01268, Prbi.g_01708	Prbc.g_00525
OG0000000	Prab	Prbi.g_01268	Prab.g_01278
OG0000000	Prab	Prbi.g_01708	Prab.g_01278
OG0000000	Prab	Prbi.g_01268	Prab.g_01597
OG0000000	Prab	Prbi.g_01708	Prab.g_01597
OG0000000	Prac	Prbi.g_01268	Prac.g_00926
OG0000000	Prac	Prbi.g_01708	Prac.g_00926
OG0000000	Prad	Prbi.g_01268	Prad.g_00393
OG0000000	Prad	Prbi.g_01708	Prad.g_00393
OG0000000	Prad	Prbi.g_01268	Prad.g_01435
OG0000000	Prad	Prbi.g_01708	Prad.g_01435
OG0000000	Prae	Prbi.g_01268	Prae.g_01222
OG0000000	Prae	Prbi.g_01708	Prae.g_01222
OG0000000	Prae	Prbi.g_01268	Prae.g_01579
OG0000000	Prae	Prbi.g_01708	Prae.g_01579
OG0000000	Prag	Prbi.g_01268	Prag.g_01213
OG0000000	Prag	Prbi.g_01708	Prag.g_01213
OG0000000	Prag	Prbi.g_01268	Prag.g_01607
OG0000000	Prag	Prbi.g_01708	Prag.g_01607
OG0000000	Prag	Prbi.g_01268	Prag.g_01650
OG0000000	Prag	Prbi.g_01708	Prag.g_01650
OG0000000	Prai	Prbi.g_01268	Prai.g_00908
OG0000000	Prai	Prbi.g_01708	Prai.g_00908
OG0000000	Prai	Prbi.g_01268	Prai.g_01234
OG0000000	Prai	Prbi.g_01708	Prai.g_01234
OG0000000	Prai	Prbi.g_01268	Prai.g_01591
OG0000000	Prai	Prbi.g_01708	Prai.g_01591
OG0000000	Prai	Prbi.g_01268	Prai.g_01775
OG0000000	Prai	Prbi.g_01708	Prai.g_01775
OG0000000	Pran	Prbi.g_01268	Pran.g_00001
OG0000000	Pran	Prbi.g_01708	Pran.g_00001
OG0000000	Pran	Prbi.g_01268	Pran.g_00602
OG0000000	Pran	Prbi.g_01708	Pran.g_00602
OG0000000	Prao	Prbi.g_01268	Prao.g_01029
OG0000000	Prao	Prbi.g_01708	Prao.g_01029
OG0000000	Praq	Prbi.g_01268	Praq.g_00025
OG0000000	Praq	Prbi.g_01708	Praq.g_00025
OG0000000	Praq	Prbi.g_01268	Praq.g_01392
OG0000000	Praq	Prbi.g_01708	Praq.g_01392
OG0000000	Prar	Prbi.g_01268	Prar.g_01204
OG0000000	Prar	Prbi.g_01708	Prar.g_01204
OG0000000	Pras	Prbi.g_01268	Pras.g_00117
OG0000000	Pras	Prbi.g_01708	Pras.g_00117
OG0000000	Pras	Prbi.g_01268	Pras.g_00469
OG0000000	Pras	Prbi.g_01708	Pras.g_00469
OG0000000	Prau	Prbi.g_01268	Prau.g_01266
OG0000000	Prau	Prbi.g_01708	Prau.g_01266
OG0000000	Prau	Prbi.g_01268	Prau.g_01647
OG0000000	Prau	Prbi.g_01708	Prau.g_01647
OG0000000	Prav	Prbi.g_01268	Prav.g_01694
OG0000000	Prav	Prbi.g_01708	Prav.g_01694
OG0000000	Prav	Prbi.g_01268	Prav.g_01821
OG0000000	Prav	Prbi.g_01708	Prav.g_01821
OG0000000	Praw	Prbi.g_01268	Praw.g_00294
OG0000000	Praw	Prbi.g_01708	Praw.g_00294
OG0000000	Praw	Prbi.g_01268	Praw.g_00454
OG0000000	Praw	Prbi.g_01708	Praw.g_00454
OG0000000	Praw	Prbi.g_01268	Praw.g_00496
OG0000000	Praw	Prbi.g_01708	Praw.g_00496
OG0000000	Prax	Prbi.g_01268	Prax.g_00259
OG0000000	Prax	Prbi.g_01708	Prax.g_00259
OG0000000	Prax	Prbi.g_01268	Prax.g_01609
OG0000000	Prax	Prbi.g_01708	Prax.g_01609
OG0000000	Pray	Prbi.g_01268	Pray.g_00003
OG0000000	Pray	Prbi.g_01708	Pray.g_00003
OG0000000	Pray	Prbi.g_01268	Pray.g_01604
OG0000000	Pray	Prbi.g_01708	Pray.g_01604
OG0000000	Praz	Prbi.g_01268	Praz.g_00694
OG0000000	Praz	Prbi.g_01708	Praz.g_00694
OG0000000	Praz	Prbi.g_01268	Praz.g_00922
OG0000000	Praz	Prbi.g_01708	Praz.g_00922
OG0000000	Prba	Prbi.g_01268	Prba.g_00003
OG0000000	Prba	Prbi.g_01708	Prba.g_00003
OG0000000	Prba	Prbi.g_01268	Prba.g_00270
OG0000000	Prba	Prbi.g_01708	Prba.g_00270
OG0000000	Prbd	Prbi.g_01268	Prbd.g_00528
OG0000000	Prbd	Prbi.g_01708	Prbd.g_00528
OG0000000	Praj	Prbi.g_01370	Praj.g_01267
OG0000000	Prbb	Prbi.g_01370	Prbb.g_01313
OG0000000	Praf	Prbi.g_01370	Praf.g_01039, Praf.g_01042
OG0000000	Prah	Prbi.g_01370	Prah.g_01154, Prah.g_01152
OG0000000	Prab	Prbi.g_01370	Prab.g_01606
OG0000000	Pran	Prbi.g_01370	Pran.g_00593
OG0000000	Praw	Prbi.g_01370	Praw.g_00472
OG0000000	Prav	Prbi.g_01370	Prav.g_01730, Prav.g_01715
OG0000000	Prag	Prbi.g_01370	Prag.g_01626
OG0000000	Prao	Prbi.g_01370	Prao.g_01528, Prao.g_01297
OG0000000	Praa	Prbi.g_01370	Praa.g_01297
OG0000000	Prax	Prbi.g_01370	Prax.g_01920
OG0000000	Prbd	Prbi.g_01370	Prbd.g_01836
OG0000000	Prad	Prbi.g_01370	Prad.g_00349
OG0000000	Prae	Prbi.g_01370	Prae.g_01300
OG0000000	Prac	Prbi.g_01371	Prac.g_00290
OG0000000	Praq	Prbi.g_01371	Praq.g_00028
OG0000000	Prar	Prbi.g_01371	Prar.g_00727
OG0000000	Prai	Prbi.g_01371	Prai.g_01314
OG0000000	Prab	Prbi.g_01371	Prab.g_01308
OG0000000	Pran	Prbi.g_01371	Pran.g_00894
OG0000000	Prau	Prbi.g_01371	Prau.g_01350
OG0000000	Pray	Prbi.g_01371	Pray.g_01890
OG0000000	Praz	Prbi.g_01371	Praz.g_01200
OG0000000	Prba	Prbi.g_01371	Prba.g_01172
OG0000000	Pras	Prbi.g_01371	Pras.g_00182
OG0000000	Prad	Prbi.g_01371	Prad.g_00350
OG0000000	Prae	Prbi.g_01371	Prae.g_01308
OG0000000	Prav	Prbi.g_01371	Prav.g_01413
OG0000000	Praa	Prbi.g_01371	Praa.g_01298
OG0000000	Prag	Prbi.g_01371	Prag.g_01333
OG0000000	Prao	Prbi.g_01371	Prao.g_01296
OG0000000	Praw	Prbi.g_01371	Praw.g_00959
OG0000000	Prax	Prbi.g_01371	Prax.g_01919
OG0000000	Prbd	Prbi.g_01371	Prbd.g_01835
OG0000000	Prai	Prbi.g_01710	Prai.g_01596
OG0000000	Pras	Prbi.g_01710	Pras.g_00471
OG0000000	Prau	Prbi.g_01710	Prau.g_01650
OG0000000	Prad	Prbi.g_01710	Prad.g_00389
OG0000000	Prag	Prbi.g_01710	Prag.g_01649, Prag.g_01610
OG0000000	Praw	Prbi.g_01710	Praw.g_00495, Praw.g_00457
OG0000000	Prav	Prbi.g_01710	Prav.g_01698
OG0000000	Pray	Prbi.g_01710	Pray.g_01602
OG0000000	Praz	Prbi.g_01710	Praz.g_00920
OG0000000	Prba	Prbi.g_01710	Prba.g_00268
OG0000000	Prao	Prbi.g_01710	Prao.g_01518
OG0000000	Prae	Prbi.g_01710	Prae.g_01581
OG0000000	Prax	Prbi.g_01710	Prax.g_01606
OG0000000	Praa	Prbi.g_01710	Praa.g_01599
OG0000000	Prbd	Prbi.g_01710	Prbd.g_01567
OG0000001	Prbb	Prbi.g_01542, Prbi.g_01763	Prbb.g_01883
OG0000001	Prbm	Prbi.g_01542, Prbi.g_01763	Prbm.g_01905, Prbm.g_01906
OG0000001	Prbc	Prbi.g_01542, Prbi.g_01763	Prbc.g_00892
OG0000001	Praj	Prbi.g_01542, Prbi.g_01763	Praj.g_01828
OG0000001	Prag	Prbi.g_01542, Prbi.g_01763	Prag.g_01654
OG0000001	Praw	Prbi.g_01542, Prbi.g_01763	Praw.g_00500
OG0000001	Prav	Prbi.g_01542, Prbi.g_01763	Prav.g_01748
OG0000001	Prbb	Prbi.g_01424	Prbb.g_01611
OG0000001	Prbc	Prbi.g_01424	Prbc.g_00588
OG0000001	Praj	Prbi.g_01424	Praj.g_01549
OG0000001	Prbm	Prbi.g_01424	Prbm.g_01633
OG0000001	Pral	Prbi.g_01424	Pral.g_01236
