locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prbn.g_00001	gene	1398	argH			
Prbn.g_00001	CDS	1398	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prbn.g_00002	gene	339				
Prbn.g_00002	CDS	339				hypothetical protein
Prbn.g_00003	gene	987				
Prbn.g_00003	CDS	987				hypothetical protein
Prbn.g_00004	gene	1296	ftsY			
Prbn.g_00004	CDS	1296	ftsY			Signal recognition particle receptor FtsY
Prbn.g_00005	gene	636	nusB			
Prbn.g_00005	CDS	636	nusB			Transcription antitermination protein NusB
Prbn.g_00006	gene	750				
Prbn.g_00006	CDS	750				hypothetical protein
Prbn.g_00007	gene	963	queG			
Prbn.g_00007	CDS	963	queG	1.17.99.6		Epoxyqueuosine reductase
Prbn.g_00008	gene	876	bepA			
Prbn.g_00008	CDS	876	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
Prbn.g_00009	gene	2487	gyrA_1			
Prbn.g_00009	CDS	2487	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Prbn.g_00010	gene	1458	purF			
Prbn.g_00010	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prbn.g_00011	gene	420	purL			
Prbn.g_00011	CDS	420	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
Prbn.g_00012	gene	792	psbO			
Prbn.g_00012	CDS	792	psbO			Photosystem II manganese-stabilizing polypeptide
Prbn.g_00013	gene	1287	coaBC			
Prbn.g_00013	CDS	1287	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
Prbn.g_00014	gene	225				
Prbn.g_00014	CDS	225				hypothetical protein
Prbn.g_00015	gene	201				
Prbn.g_00015	CDS	201				hypothetical protein
Prbn.g_00016	gene	336				
Prbn.g_00016	CDS	336				hypothetical protein
Prbn.g_00017	gene	1017	pyrB			
Prbn.g_00017	CDS	1017	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
Prbn.g_00018	gene	663				
Prbn.g_00018	CDS	663		3.2.2.-		Putative 3-methyladenine DNA glycosylase
Prbn.g_00019	gene	801	crnA			
Prbn.g_00019	CDS	801	crnA	3.5.2.10		Creatinine amidohydrolase
Prbn.g_00020	gene	294	gatC			
Prbn.g_00020	CDS	294	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
Prbn.g_00021	gene	1035				
Prbn.g_00021	CDS	1035				hypothetical protein
Prbn.g_00022	gene	82				
Prbn.g_00022	tRNA	82				tRNA-Leu(tag)
Prbn.g_00023	gene	549				
Prbn.g_00023	CDS	549				hypothetical protein
Prbn.g_00024	gene	2910	ileS			
Prbn.g_00024	CDS	2910	ileS	6.1.1.5		Isoleucine--tRNA ligase
Prbn.g_00025	gene	612				
Prbn.g_00025	CDS	612				hypothetical protein
Prbn.g_00026	gene	642	trmB			
Prbn.g_00026	CDS	642	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
Prbn.g_00027	gene	1386	glmM			
Prbn.g_00027	CDS	1386	glmM	5.4.2.10		Phosphoglucosamine mutase
Prbn.g_00028	gene	570	dsbD			
Prbn.g_00028	CDS	570	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
Prbn.g_00029	gene	642	thyX			
Prbn.g_00029	CDS	642	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
Prbn.g_00030	gene	594	dcd			
Prbn.g_00030	CDS	594	dcd	3.5.4.13	COG0717	dCTP deaminase
Prbn.g_00031	gene	603	btuR			
Prbn.g_00031	CDS	603	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
Prbn.g_00032	gene	204				
Prbn.g_00032	CDS	204				hypothetical protein
Prbn.g_00033	gene	735	ntcA			
Prbn.g_00033	CDS	735	ntcA			Global nitrogen regulator
Prbn.g_00034	gene	966				
Prbn.g_00034	CDS	966				hypothetical protein
Prbn.g_00035	gene	438				
Prbn.g_00035	CDS	438				hypothetical protein
Prbn.g_00036	gene	258				
Prbn.g_00036	CDS	258				hypothetical protein
Prbn.g_00037	gene	615	pth			
Prbn.g_00037	CDS	615	pth	3.1.1.29		Peptidyl-tRNA hydrolase
Prbn.g_00038	gene	255	tatA_1			
Prbn.g_00038	CDS	255	tatA_1			Sec-independent protein translocase protein TatA
Prbn.g_00039	gene	204	psbH			
Prbn.g_00039	CDS	204	psbH			Photosystem II reaction center protein H
Prbn.g_00040	gene	141	psbN			
Prbn.g_00040	CDS	141	psbN			Protein PsbN
Prbn.g_00041	gene	2058	lptD			
Prbn.g_00041	CDS	2058	lptD			LPS-assembly protein LptD
Prbn.g_00042	gene	624	leuD			
Prbn.g_00042	CDS	624	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
Prbn.g_00043	gene	1407	leuC			
Prbn.g_00043	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
Prbn.g_00044	gene	1272	cinA			
Prbn.g_00044	CDS	1272	cinA		COG1058	Putative competence-damage inducible protein
Prbn.g_00045	gene	1260	glyA			
Prbn.g_00045	CDS	1260	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
Prbn.g_00046	gene	76				
Prbn.g_00046	tRNA	76				tRNA-Arg(acg)
Prbn.g_00047	gene	258				
Prbn.g_00047	CDS	258				hypothetical protein
Prbn.g_00048	gene	291				
Prbn.g_00048	CDS	291				hypothetical protein
Prbn.g_00049	gene	1617	murJ			
Prbn.g_00049	CDS	1617	murJ		COG0728	putative lipid II flippase MurJ
Prbn.g_00050	gene	756	sfsA			
Prbn.g_00050	CDS	756	sfsA		COG1489	Sugar fermentation stimulation protein A
Prbn.g_00051	gene	147				
Prbn.g_00051	CDS	147				hypothetical protein
Prbn.g_00052	gene	1509	amtB			
Prbn.g_00052	CDS	1509	amtB			Ammonia channel
Prbn.g_00053	gene	1230	ispH2			
Prbn.g_00053	CDS	1230	ispH2	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
Prbn.g_00054	gene	567				
Prbn.g_00054	CDS	567				hypothetical protein
Prbn.g_00055	gene	1557	purH			
Prbn.g_00055	CDS	1557	purH			Bifunctional purine biosynthesis protein PurH
Prbn.g_00056	gene	606				
Prbn.g_00056	CDS	606				hypothetical protein
Prbn.g_00057	gene	369				
Prbn.g_00057	CDS	369				hypothetical protein
Prbn.g_00058	gene	96				
Prbn.g_00058	CDS	96				hypothetical protein
Prbn.g_00059	gene	1119	sasA_1			
Prbn.g_00059	CDS	1119	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Prbn.g_00060	gene	849	cobS			
Prbn.g_00060	CDS	849	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
Prbn.g_00061	gene	1119	tgt			
Prbn.g_00061	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
Prbn.g_00062	gene	1005	iolG_1			
Prbn.g_00062	CDS	1005	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Prbn.g_00063	gene	1287				
Prbn.g_00063	CDS	1287				hypothetical protein
Prbn.g_00064	gene	73				
Prbn.g_00064	tRNA	73				tRNA-Met(cat)
Prbn.g_00065	gene	579	pyrE			
Prbn.g_00065	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
Prbn.g_00066	gene	867	ygfZ			
Prbn.g_00066	CDS	867	ygfZ			tRNA-modifying protein YgfZ
Prbn.g_00067	gene	1464				
Prbn.g_00067	CDS	1464				hypothetical protein
Prbn.g_00068	gene	1443	pgcA			
Prbn.g_00068	CDS	1443	pgcA	5.4.2.2		Phosphoglucomutase
Prbn.g_00069	gene	603				
Prbn.g_00069	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Prbn.g_00070	gene	1491				
Prbn.g_00070	CDS	1491		1.13.11.75		Apocarotenoid-15,15'-oxygenase
Prbn.g_00071	gene	633	hisB_1			
Prbn.g_00071	CDS	633	hisB_1		COG0131	Histidine biosynthesis bifunctional protein HisB
Prbn.g_00072	gene	783	fabI			
Prbn.g_00072	CDS	783	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Prbn.g_00073	gene	621				
Prbn.g_00073	CDS	621				hypothetical protein
Prbn.g_00074	gene	1188	desV			
Prbn.g_00074	CDS	1188	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
Prbn.g_00075	gene	561	nudF			
Prbn.g_00075	CDS	561	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
Prbn.g_00076	gene	582				
Prbn.g_00076	CDS	582				hypothetical protein
Prbn.g_00077	gene	2121				
Prbn.g_00077	CDS	2121				hypothetical protein
Prbn.g_00078	gene	846				
Prbn.g_00078	CDS	846				hypothetical protein
Prbn.g_00079	gene	813	mlaF			
Prbn.g_00079	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
Prbn.g_00080	gene	1407				
Prbn.g_00080	CDS	1407				Gluconeogenesis factor
Prbn.g_00081	gene	546	ndhJ			
Prbn.g_00081	CDS	546	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J
Prbn.g_00082	gene	768	ndhK			
Prbn.g_00082	CDS	768	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
Prbn.g_00083	gene	363	ndhC			
Prbn.g_00083	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
Prbn.g_00084	gene	432				
Prbn.g_00084	CDS	432				hypothetical protein
Prbn.g_00085	gene	1020				
Prbn.g_00085	CDS	1020			COG4447	Ycf48-like protein
Prbn.g_00086	gene	249	psbE			
Prbn.g_00086	CDS	249	psbE			Cytochrome b559 subunit alpha
Prbn.g_00087	gene	198	psbJ			
Prbn.g_00087	CDS	198	psbJ			Photosystem II reaction center protein J
Prbn.g_00088	gene	945	mtnP			
Prbn.g_00088	CDS	945	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
Prbn.g_00089	gene	2163	selD			
Prbn.g_00089	CDS	2163	selD	2.7.9.3		Selenide, water dikinase
Prbn.g_00090	gene	1251	pcnB			
Prbn.g_00090	CDS	1251	pcnB	2.7.7.19		Poly(A) polymerase I
Prbn.g_00091	gene	2424	pcrA			
Prbn.g_00091	CDS	2424	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
Prbn.g_00092	gene	549	cpeB			
Prbn.g_00092	CDS	549	cpeB			R-phycoerythrin subunit beta
Prbn.g_00093	gene	468	cpeA			
Prbn.g_00093	CDS	468	cpeA			C-phycoerythrin class 1 subunit alpha
Prbn.g_00094	gene	609				
Prbn.g_00094	CDS	609				putative phycocyanin operon protein Z
Prbn.g_00095	gene	897				
Prbn.g_00095	CDS	897				hypothetical protein
Prbn.g_00096	gene	1320				
Prbn.g_00096	CDS	1320				hypothetical protein
Prbn.g_00097	gene	588	cpeT			
Prbn.g_00097	CDS	588	cpeT	4.-.-.-		putative phycoerythrobilin lyase CpeT
Prbn.g_00098	gene	546	cpeS			
Prbn.g_00098	CDS	546	cpeS	4.-.-.-		Putative phycoerythrobilin lyase CpeS
Prbn.g_00099	gene	189				
Prbn.g_00099	CDS	189				hypothetical protein
Prbn.g_00100	gene	813				
Prbn.g_00100	CDS	813				hypothetical protein
Prbn.g_00101	gene	1296	pucC			
Prbn.g_00101	CDS	1296	pucC			Protein PucC
Prbn.g_00102	gene	231				
Prbn.g_00102	CDS	231				hypothetical protein
Prbn.g_00103	gene	76				
Prbn.g_00103	tRNA	76				tRNA-Phe(gaa)
Prbn.g_00104	gene	1224	PSK			
Prbn.g_00104	CDS	1224	PSK	2.7.1.47	COG1070	D-ribulose kinase
Prbn.g_00105	gene	1233	metK			
Prbn.g_00105	CDS	1233	metK	2.5.1.6		S-adenosylmethionine synthase
Prbn.g_00106	gene	768	gph_1			
Prbn.g_00106	CDS	768	gph_1	3.1.3.18		Phosphoglycolate phosphatase
Prbn.g_00107	gene	1104	rpsA			
Prbn.g_00107	CDS	1104	rpsA		COG0539	30S ribosomal protein S1
Prbn.g_00108	gene	474	nrdR			
Prbn.g_00108	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
Prbn.g_00109	gene	1554	psbB			
Prbn.g_00109	CDS	1554	psbB			Photosystem II CP47 reaction center protein
Prbn.g_00110	gene	363				
Prbn.g_00110	CDS	363				hypothetical protein
Prbn.g_00111	gene	450				
Prbn.g_00111	CDS	450		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Prbn.g_00112	gene	882	prmC			
Prbn.g_00112	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
Prbn.g_00113	gene	588	tsaC			
Prbn.g_00113	CDS	588	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
Prbn.g_00114	gene	180				
Prbn.g_00114	CDS	180				hypothetical protein
Prbn.g_00115	gene	75				
Prbn.g_00115	tRNA	75				tRNA-Thr(tgt)
Prbn.g_00116	gene	321	minE			
Prbn.g_00116	CDS	321	minE			Cell division topological specificity factor
Prbn.g_00117	gene	816	minD			
Prbn.g_00117	CDS	816	minD		COG2894	Septum site-determining protein MinD
Prbn.g_00118	gene	666	minC			
Prbn.g_00118	CDS	666	minC			septum site-determining protein MinC
Prbn.g_00119	gene	1263				
Prbn.g_00119	CDS	1263				hypothetical protein
Prbn.g_00120	gene	1368				
Prbn.g_00120	CDS	1368				hypothetical protein
Prbn.g_00121	gene	657	petB			
Prbn.g_00121	CDS	657	petB		COG1290	Cytochrome b6
Prbn.g_00122	gene	483	petD			
Prbn.g_00122	CDS	483	petD			Cytochrome b6-f complex subunit 4
Prbn.g_00123	gene	1446				
Prbn.g_00123	CDS	1446				hypothetical protein
Prbn.g_00124	gene	429				
Prbn.g_00124	CDS	429				hypothetical protein
Prbn.g_00125	gene	99				
Prbn.g_00125	CDS	99				hypothetical protein
Prbn.g_00126	gene	117				
Prbn.g_00126	CDS	117				hypothetical protein
Prbn.g_00127	gene	195				
Prbn.g_00127	CDS	195				hypothetical protein
Prbn.g_00128	gene	165				
Prbn.g_00128	CDS	165				hypothetical protein
Prbn.g_00129	gene	228				
Prbn.g_00129	CDS	228				hypothetical protein
Prbn.g_00130	gene	522				
Prbn.g_00130	CDS	522				hypothetical protein
Prbn.g_00131	gene	201				
Prbn.g_00131	CDS	201				hypothetical protein
Prbn.g_00132	gene	111				
Prbn.g_00132	CDS	111				hypothetical protein
Prbn.g_00133	gene	342				
Prbn.g_00133	CDS	342				hypothetical protein
Prbn.g_00134	gene	867				
Prbn.g_00134	CDS	867				hypothetical protein
Prbn.g_00135	gene	540				
Prbn.g_00135	CDS	540				hypothetical protein
Prbn.g_00136	gene	171				
Prbn.g_00136	CDS	171				hypothetical protein
Prbn.g_00137	gene	171				
Prbn.g_00137	CDS	171				hypothetical protein
Prbn.g_00138	gene	306				
Prbn.g_00138	CDS	306				hypothetical protein
Prbn.g_00139	gene	186				
Prbn.g_00139	CDS	186				hypothetical protein
Prbn.g_00140	gene	726				
Prbn.g_00140	CDS	726				hypothetical protein
Prbn.g_00141	gene	165				
Prbn.g_00141	CDS	165				hypothetical protein
Prbn.g_00142	gene	153				
Prbn.g_00142	CDS	153				hypothetical protein
Prbn.g_00143	gene	351				
Prbn.g_00143	CDS	351				hypothetical protein
Prbn.g_00144	gene	282				
Prbn.g_00144	CDS	282				hypothetical protein
Prbn.g_00145	gene	513				
Prbn.g_00145	CDS	513				hypothetical protein
Prbn.g_00146	gene	405				
Prbn.g_00146	CDS	405				hypothetical protein
Prbn.g_00147	gene	150				
Prbn.g_00147	CDS	150				hypothetical protein
Prbn.g_00148	gene	618				
Prbn.g_00148	CDS	618				hypothetical protein
Prbn.g_00149	gene	903				
Prbn.g_00149	CDS	903				hypothetical protein
Prbn.g_00150	gene	153				
Prbn.g_00150	CDS	153				hypothetical protein
Prbn.g_00151	gene	189				
Prbn.g_00151	CDS	189				hypothetical protein
Prbn.g_00152	gene	135				
Prbn.g_00152	CDS	135				hypothetical protein
Prbn.g_00153	gene	810	sppA			
Prbn.g_00153	CDS	810	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
Prbn.g_00154	gene	363	aroH			
Prbn.g_00154	CDS	363	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
Prbn.g_00155	gene	585				
Prbn.g_00155	CDS	585				hypothetical protein
Prbn.g_00156	gene	138				
Prbn.g_00156	CDS	138				hypothetical protein
Prbn.g_00157	gene	384	rnpA			
Prbn.g_00157	CDS	384	rnpA	3.1.26.5		Ribonuclease P protein component
Prbn.g_00158	gene	402				
Prbn.g_00158	CDS	402				hypothetical protein
Prbn.g_00159	gene	1149	yidC			
Prbn.g_00159	CDS	1149	yidC			Membrane protein insertase YidC
Prbn.g_00160	gene	1479	ftsH			
Prbn.g_00160	CDS	1479	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
Prbn.g_00161	gene	1278	serS			
Prbn.g_00161	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Prbn.g_00162	gene	1083				
Prbn.g_00162	CDS	1083				hypothetical protein
Prbn.g_00163	gene	303	rpsN			
Prbn.g_00163	CDS	303	rpsN		COG0199	30S ribosomal protein S14
Prbn.g_00164	gene	2169	pnp_1			
Prbn.g_00164	CDS	2169	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
Prbn.g_00165	gene	915	cysQ_1			
Prbn.g_00165	CDS	915	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
Prbn.g_00166	gene	918	rsmI			
Prbn.g_00166	CDS	918	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
Prbn.g_00167	gene	234				
Prbn.g_00167	CDS	234				hypothetical protein
Prbn.g_00168	gene	726				
Prbn.g_00168	CDS	726				hypothetical protein
Prbn.g_00169	gene	74				
Prbn.g_00169	tRNA	74				tRNA-Arg(tct)
Prbn.g_00170	gene	1416	rkpK			
Prbn.g_00170	CDS	1416	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
Prbn.g_00171	gene	924				
Prbn.g_00171	CDS	924		5.1.3.2	COG1088	UDP-glucose 4-epimerase
Prbn.g_00172	gene	1044	galE_1			
Prbn.g_00172	CDS	1044	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Prbn.g_00173	gene	1026	wbgU			
Prbn.g_00173	CDS	1026	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
Prbn.g_00174	gene	1257				
Prbn.g_00174	CDS	1257				hypothetical protein
Prbn.g_00175	gene	690				
Prbn.g_00175	CDS	690				hypothetical protein
Prbn.g_00176	gene	660	hisB_2			
Prbn.g_00176	CDS	660	hisB_2	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
Prbn.g_00177	gene	1236	lhgD			
Prbn.g_00177	CDS	1236	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
Prbn.g_00178	gene	729	cugP_1			
Prbn.g_00178	CDS	729	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Prbn.g_00179	gene	591	gmhA			
Prbn.g_00179	CDS	591	gmhA	5.3.1.28		Phosphoheptose isomerase
Prbn.g_00180	gene	1515	hldE			
Prbn.g_00180	CDS	1515	hldE	2.7.7.70		Bifunctional protein HldE
Prbn.g_00181	gene	948	galE_2			
Prbn.g_00181	CDS	948	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
Prbn.g_00182	gene	717				
Prbn.g_00182	CDS	717				hypothetical protein
Prbn.g_00183	gene	885				
Prbn.g_00183	CDS	885				hypothetical protein
Prbn.g_00184	gene	960				
Prbn.g_00184	CDS	960				hypothetical protein
Prbn.g_00185	gene	1107	pglH			
Prbn.g_00185	CDS	1107	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
Prbn.g_00186	gene	984				
Prbn.g_00186	CDS	984				hypothetical protein
Prbn.g_00187	gene	1203				
Prbn.g_00187	CDS	1203				hypothetical protein
Prbn.g_00188	gene	1758				
Prbn.g_00188	CDS	1758				hypothetical protein
Prbn.g_00189	gene	1236				
Prbn.g_00189	CDS	1236				hypothetical protein
Prbn.g_00190	gene	1776	pglK_1			
Prbn.g_00190	CDS	1776	pglK_1	7.5.2.5	COG1132	Protein glycosylation K
Prbn.g_00191	gene	864				
Prbn.g_00191	CDS	864				hypothetical protein
Prbn.g_00192	gene	76				
Prbn.g_00192	tRNA	76				tRNA-Ala(ggc)
Prbn.g_00193	gene	960				
Prbn.g_00193	CDS	960				hypothetical protein
Prbn.g_00194	gene	1884				
Prbn.g_00194	CDS	1884				hypothetical protein
Prbn.g_00195	gene	609	lexA			
Prbn.g_00195	CDS	609	lexA			Transcription regulator LexA
Prbn.g_00196	gene	951	argF			
Prbn.g_00196	CDS	951	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
Prbn.g_00197	gene	1866	ftsH4			
Prbn.g_00197	CDS	1866	ftsH4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 4
Prbn.g_00198	gene	1104	ribD			
Prbn.g_00198	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
Prbn.g_00199	gene	531				
Prbn.g_00199	CDS	531				hypothetical protein
Prbn.g_00200	gene	267				
Prbn.g_00200	CDS	267				hypothetical protein
Prbn.g_00201	gene	1305	cbiET			
Prbn.g_00201	CDS	1305	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
Prbn.g_00202	gene	909	nadK_1			
Prbn.g_00202	CDS	909	nadK_1	2.7.1.23		NAD kinase
Prbn.g_00203	gene	1008	pheS			
Prbn.g_00203	CDS	1008	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
Prbn.g_00204	gene	825	surE			
Prbn.g_00204	CDS	825	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
Prbn.g_00205	gene	564				
Prbn.g_00205	CDS	564				hypothetical protein
Prbn.g_00206	gene	918	ribF			
Prbn.g_00206	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
Prbn.g_00207	gene	1041	thiE			
Prbn.g_00207	CDS	1041	thiE	2.5.1.3		Thiamine-phosphate synthase
Prbn.g_00208	gene	213				
Prbn.g_00208	CDS	213				hypothetical protein
Prbn.g_00209	gene	135				
Prbn.g_00209	CDS	135				hypothetical protein
Prbn.g_00210	gene	672	larB			
Prbn.g_00210	CDS	672	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
Prbn.g_00211	gene	450				
Prbn.g_00211	CDS	450				hypothetical protein
Prbn.g_00212	gene	1224	trmD			
Prbn.g_00212	CDS	1224	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
Prbn.g_00213	gene	945	era_1			
Prbn.g_00213	CDS	945	era_1			GTPase Era
Prbn.g_00214	gene	519				
Prbn.g_00214	CDS	519				hypothetical protein
Prbn.g_00215	gene	738				
Prbn.g_00215	CDS	738				hypothetical protein
Prbn.g_00216	gene	972				
Prbn.g_00216	CDS	972			COG1702	PhoH-like protein
Prbn.g_00217	gene	396				
Prbn.g_00217	CDS	396				hypothetical protein
Prbn.g_00218	gene	1458	ffh			
Prbn.g_00218	CDS	1458	ffh		COG0541	Signal recognition particle protein
Prbn.g_00219	gene	2058				
Prbn.g_00219	CDS	2058				hypothetical protein
Prbn.g_00220	gene	1095	acoA			
Prbn.g_00220	CDS	1095	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
Prbn.g_00221	gene	942	hrdB			
Prbn.g_00221	CDS	942	hrdB		COG0568	RNA polymerase principal sigma factor HrdB
Prbn.g_00222	gene	1509	nnr			
Prbn.g_00222	CDS	1509	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
Prbn.g_00223	gene	1221	mnmA			
Prbn.g_00223	CDS	1221	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
Prbn.g_00224	gene	1485	lnt			
Prbn.g_00224	CDS	1485	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
Prbn.g_00225	gene	594				
Prbn.g_00225	CDS	594				hypothetical protein
Prbn.g_00226	gene	474	sodN			
Prbn.g_00226	CDS	474	sodN	1.15.1.1		Superoxide dismutase [Ni]
Prbn.g_00227	gene	264				
Prbn.g_00227	CDS	264				hypothetical protein
Prbn.g_00228	gene	669				
Prbn.g_00228	CDS	669				hypothetical protein
Prbn.g_00229	gene	882	trpC			
