Orthogroup	Syar	Other
OG0000013	Syar.g_03167	Syak.g_01275
OG0000013	Syar.g_03167	Syao.g_01844
OG0000013	Syar.g_03167	Syag.g_02806
OG0000013	Syar.g_03167	Syaa.g_02217
OG0000013	Syar.g_03167	Syam.g_00404
OG0000013	Syar.g_03167	Syaf.g_00061
OG0000013	Syar.g_03167	Syai.g_00436
OG0000013	Syar.g_03167	Syab.g_00482
OG0000013	Syar.g_03167	Syal.g_00310
OG0000013	Syar.g_03167	Syae.g_02155
OG0000013	Syar.g_03167	Syad.g_00724
OG0000013	Syar.g_03167	Syaj.g_02769
OG0000013	Syar.g_03167	Syac.g_02062
OG0000013	Syar.g_03167	Syah.g_00817
OG0000033	Syar.g_00105	Praf.g_02707, Praf.g_00098, Praf.g_00117
OG0000039	Syar.g_02151	Syan.g_02771
OG0000070	Syar.g_03150	Syak.g_01174
OG0000070	Syar.g_03150	Syaq.g_00484
OG0000070	Syar.g_03150	Syag.g_00049
OG0000070	Syar.g_03150	Syab.g_00614
OG0000070	Syar.g_03150	Syal.g_00509
OG0000070	Syar.g_03150	Syai.g_02196
OG0000070	Syar.g_03150	Syaf.g_01237
OG0000070	Syar.g_03150	Syam.g_01847
OG0000070	Syar.g_03150	Syad.g_02424
OG0000070	Syar.g_03150	Syaj.g_01529
OG0000070	Syar.g_03150	Syaa.g_00718
OG0000070	Syar.g_03150	Syac.g_00711
OG0000070	Syar.g_03150	Syah.g_02217
OG0000087	Syar.g_03192	Syaa.g_02433
OG0000087	Syar.g_03192	Syae.g_01414
OG0000087	Syar.g_03192	Syad.g_02860
OG0000087	Syar.g_03192	Syaj.g_01945
OG0000087	Syar.g_03192	Syaf.g_00848
OG0000087	Syar.g_03192	Syam.g_02175
OG0000087	Syar.g_03192	Syai.g_02592
OG0000087	Syar.g_03192	Syac.g_00343
OG0000087	Syar.g_03192	Syah.g_00038
OG0000090	Syar.g_03271	Syae.g_02374
OG0000090	Syar.g_03271	Syaf.g_02654
OG0000090	Syar.g_03271	Syai.g_00707
OG0000090	Syar.g_03271	Syam.g_00651
OG0000090	Syar.g_03271	Syaa.g_01980
OG0000090	Syar.g_03271	Syac.g_01836
OG0000090	Syar.g_03271	Syah.g_01064
OG0000092	Syar.g_01960	Prbc.g_01110, Prbc.g_00263
OG0000099	Syar.g_00715	Prau.g_01491
OG0000112	Syar.g_03195	Prbj.g_02276
OG0000112	Syar.g_03195	Prbk.g_02332
OG0000112	Syar.g_03195	Prbl.g_02470
OG0000112	Syar.g_03195	Praf.g_01400
OG0000112	Syar.g_03195	Prah.g_00788
