Orthogroup	Prau	Other
OG0000001	Prau.g_01267, Prau.g_01269	Prab.g_01279, Prab.g_01281
OG0000033	Prau.g_01465	Syad.g_00289
OG0000033	Prau.g_01465	Syaa.g_00485
OG0000033	Prau.g_01465	Syah.g_00211
OG0000033	Prau.g_01465	Syag.g_02481
OG0000033	Prau.g_01465	Praf.g_00117
OG0000076	Prau.g_00037, Prau.g_01925	Syao.g_01251
OG0000092	Prau.g_00052	Prbc.g_01110, Prbc.g_00263
OG0000099	Prau.g_01435	Syai.g_00151
OG0000099	Prau.g_01491	Syap.g_01385
OG0000099	Prau.g_01491	Prah.g_02191
OG0000099	Prau.g_01491	Praf.g_02342
OG0000099	Prau.g_01491	Prbj.g_01464
OG0000099	Prau.g_01491	Prbk.g_00476
OG0000099	Prau.g_01491	Prbl.g_00893
OG0000099	Prau.g_01491	Syac.g_00234
OG0000099	Prau.g_01491	Syah.g_00144
OG0000099	Prau.g_01491	Syaa.g_00202
OG0000099	Prau.g_01491	Syad.g_00460
OG0000099	Prau.g_01491	Syaj.g_02503
OG0000099	Prau.g_01491	Syae.g_01913, Syae.g_01226
OG0000099	Prau.g_01491	Syaf.g_00312
OG0000099	Prau.g_01491	Syam.g_00173
OG0000099	Prau.g_01491	Syai.g_00199
OG0000099	Prau.g_01491	Syaq.g_00882
OG0000099	Prau.g_01491	Syab.g_00230
OG0000099	Prau.g_01491	Syal.g_01323
OG0000099	Prau.g_01491	Syag.g_02536
OG0000099	Prau.g_01491	Syak.g_01527
OG0000099	Prau.g_01491	Syan.g_01968
OG0000099	Prau.g_01491	Syat.g_02130
OG0000099	Prau.g_01491	Syao.g_02019
OG0000099	Prau.g_01491	Syar.g_00715
OG0000099	Prau.g_01491	Syas.g_01826
OG0000117	Prau.g_01318	Pral.g_01881
OG0000771	Prau.g_01496	Prae.g_01434
OG0000771	Prau.g_01496	Prak.g_01487
OG0000771	Prau.g_01496	Prap.g_00217
OG0000771	Prau.g_01496	Prbe.g_00215
OG0000771	Prau.g_01496	Prbf.g_00253
OG0000771	Prau.g_01496	Prbg.g_00687
OG0000771	Prau.g_01496	Prbn.g_00886
OG0000771	Prau.g_01496	Prac.g_00448
OG0000771	Prau.g_01496	Praq.g_00257
OG0000771	Prau.g_01496	Prar.g_00376
OG0000771	Prau.g_01496	Prax.g_01789
OG0001264	Prau.g_01268	Praa.g_01221
OG0002097	Prau.g_01455	Praf.g_00092
OG0002486	Prau.g_01824	Prab.g_01435
OG0002486	Prau.g_01824	Pran.g_00764
OG0002486	Prau.g_01824	Prat.g_01497
OG0002486	Prau.g_01824	Prai.g_01731
