Orthogroup	Pras	Other
OG0000001	Pras.g_00118, Pras.g_00120	Prab.g_01279, Prab.g_01281
OG0000076	Pras.g_00883, Pras.g_00743	Syao.g_01251
OG0000099	Pras.g_00294	Syai.g_00151
OG0000117	Pras.g_00150	Pral.g_01881
OG0000120	Pras.g_00330	Prab.g_01447
OG0000120	Pras.g_00330	Pran.g_00752
OG0000120	Pras.g_00330	Prao.g_01215
OG0000120	Pras.g_00330	Pram.g_01446
OG0000120	Pras.g_00330	Prbh.g_00031
OG0000120	Pras.g_00330	Prak.g_01349
OG0000120	Pras.g_00330	Prap.g_00079
OG0000120	Pras.g_00330	Prbe.g_00353
OG0000120	Pras.g_00330	Prbf.g_00115
OG0000120	Pras.g_00330	Prbg.g_00549
OG0000120	Pras.g_00330	Prbn.g_00170
OG0000120	Pras.g_00330	Pray.g_01808
OG0000120	Pras.g_00330	Praz.g_01118
OG0000120	Pras.g_00330	Prba.g_00175
OG0000120	Pras.g_00330	Prai.g_01443
OG0001264	Pras.g_00119	Praa.g_01221
OG0001505	Pras.g_00307	Prav.g_01548
OG0002033	Pras.g_00230	Prar.g_01072
