locus_tag	ftype	length_bp	gene	EC_number	COG	product
Syan.g_00001	gene	930	sigA2_1			
Syan.g_00001	CDS	930	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
Syan.g_00002	gene	360				
Syan.g_00002	CDS	360				hypothetical protein
Syan.g_00003	gene	330				
Syan.g_00003	CDS	330				hypothetical protein
Syan.g_00004	gene	186				
Syan.g_00004	CDS	186				hypothetical protein
Syan.g_00005	gene	510				
Syan.g_00005	CDS	510				hypothetical protein
Syan.g_00006	gene	546				
Syan.g_00006	CDS	546				hypothetical protein
Syan.g_00007	gene	474				
Syan.g_00007	CDS	474				hypothetical protein
Syan.g_00008	gene	366				
Syan.g_00008	CDS	366				hypothetical protein
Syan.g_00009	gene	2733	smc_1			
Syan.g_00009	CDS	2733	smc_1			Chromosome partition protein Smc
Syan.g_00010	gene	1197				
Syan.g_00010	CDS	1197				hypothetical protein
Syan.g_00011	gene	387	petJ_1			
Syan.g_00011	CDS	387	petJ_1			Cytochrome c6
Syan.g_00012	gene	267				
Syan.g_00012	CDS	267				hypothetical protein
Syan.g_00013	gene	315				
Syan.g_00013	CDS	315				hypothetical protein
Syan.g_00014	gene	774				
Syan.g_00014	CDS	774				hypothetical protein
Syan.g_00015	gene	813	trpA			
Syan.g_00015	CDS	813	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
Syan.g_00016	gene	348				
Syan.g_00016	CDS	348				hypothetical protein
Syan.g_00017	gene	252	ndhL			
Syan.g_00017	CDS	252	ndhL	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit L
Syan.g_00018	gene	84				
Syan.g_00018	tRNA	84				tRNA-Leu(taa)
Syan.g_00019	gene	543				
Syan.g_00019	CDS	543				hypothetical protein
Syan.g_00020	gene	621				
Syan.g_00020	CDS	621				hypothetical protein
Syan.g_00021	gene	948				
Syan.g_00021	CDS	948				hypothetical protein
Syan.g_00022	gene	1689	ctaD_1			
Syan.g_00022	CDS	1689	ctaD_1	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
Syan.g_00023	gene	606	ctaE			
