HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N27.HOG0000000	OG0000000	n1																			Pras.g_00243		Prau.g_01402																			
N27.HOG0000001	OG0000000	n47																			Pras.g_01554		Prau.g_00718																			
N27.HOG0000002	OG0000001	n18																			Pras.g_00117, Pras.g_00469		Prau.g_01647, Prau.g_01266																			
N27.HOG0000003	OG0000002	n1																			Pras.g_00235		Prau.g_01394																			
N27.HOG0000004	OG0000002	n67																			Pras.g_00541																					
N27.HOG0000005	OG0000002	n106																			Pras.g_00118		Prau.g_01267																			
N27.HOG0000006	OG0000002	n107																			Pras.g_00120		Prau.g_01269																			
N27.HOG0000007	OG0000003	n40																			Pras.g_00182		Prau.g_01350																			
N27.HOG0000008	OG0000003	n60																			Pras.g_00471		Prau.g_01650																			
N27.HOG0000009	OG0000003	n78																			Pras.g_00136		Prau.g_01300																			
N27.HOG0000010	OG0000004	n1																			Pras.g_01631		Prau.g_00785																			
N27.HOG0000011	OG0000004	n23																			Pras.g_01638		Prau.g_00792																			
N27.HOG0000012	OG0000005	n42																			Pras.g_00470		Prau.g_01648																			
N27.HOG0000013	OG0000005	n76																			Pras.g_00493		Prau.g_01665																			
N27.HOG0000014	OG0000006	n1																			Pras.g_01375		Prau.g_00538																			
N27.HOG0000015	OG0000006	n40																			Pras.g_00550		Prau.g_01732																			
N27.HOG0000016	OG0000007	n11																					Prau.g_00781																			
N27.HOG0000017	OG0000007	n38																			Pras.g_01548		Prau.g_00712																			
N27.HOG0000018	OG0000008	n8																			Pras.g_01237		Prau.g_00387																			
N27.HOG0000019	OG0000008	n51																			Pras.g_01596, Pras.g_00139		Prau.g_01303																			
N27.HOG0000020	OG0000008	n56																			Pras.g_00151		Prau.g_01319																			
N27.HOG0000021	OG0000009	n6																			Pras.g_01681		Prau.g_00834																			
N27.HOG0000022	OG0000009	n40																			Pras.g_01101		Prau.g_00251																			
N27.HOG0000023	OG0000010	n28																			Pras.g_00004		Prau.g_01156																			
N27.HOG0000024	OG0000010	n46																			Pras.g_00163		Prau.g_01331																			
N27.HOG0000025	OG0000011	n1																			Pras.g_01263		Prau.g_00414																			
N27.HOG0000026	OG0000011	n30																			Pras.g_01182		Prau.g_00332																			
N27.HOG0000027	OG0000012	n0																			Pras.g_01474		Prau.g_00636																			
N27.HOG0000028	OG0000013	n9																			Pras.g_00127		Prau.g_00817																			
N27.HOG0000029	OG0000014	n26																			Pras.g_00185		Prau.g_01353																			
N27.HOG0000030	OG0000014	n41																			Pras.g_01348																					
N27.HOG0000031	OG0000015	n5																			Pras.g_00539		Prau.g_01284																			
N27.HOG0000032	OG0000015	n7																			Pras.g_01235		Prau.g_00385																			
N27.HOG0000033	OG0000016	n0																			Pras.g_00246		Prau.g_01405																			
N27.HOG0000034	OG0000017	n6																			Pras.g_00370		Prau.g_01551																			
N27.HOG0000035	OG0000017	n23																			Pras.g_00886		Prau.g_00040																			
N27.HOG0000036	OG0000018	n0																			Pras.g_00148, Pras.g_01093		Prau.g_01316																			
N27.HOG0000037	OG0000019	n5																			Pras.g_00507		Prau.g_01680																			
N27.HOG0000038	OG0000019	n18																			Pras.g_01218		Prau.g_00367																			
N27.HOG0000039	OG0000020	n25																			Pras.g_01227		Prau.g_00377																			
N27.HOG0000040	OG0000021	n0																			Pras.g_01683		Prau.g_00836																			
