HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N12.HOG0000000	OG0000000	n1						Praf.g_01631		Prah.g_00562			Prak.g_00908, Prak.g_00913	Pral.g_01549, Pral.g_01554	Pram.g_00873, Pram.g_00879			Prap.g_00720, Prap.g_00715				Prat.g_00977											Prbe.g_01285, Prbe.g_01290	Prbf.g_01182, Prbf.g_01177	Prbg.g_01222, Prbg.g_01227	Prbh.g_01016, Prbh.g_01022		Prbj.g_02517	Prbk.g_02574	Prbl.g_01582		Prbn.g_01483, Prbn.g_01478
N12.HOG0000001	OG0000000	n48						Praf.g_00948		Prah.g_01226																												Prbj.g_00030	Prbk.g_01649	Prbl.g_01092		
N12.HOG0000002	OG0000000	n74											Prak.g_00805	Pral.g_01764	Pram.g_00768			Prap.g_00823				Prat.g_00751											Prbe.g_00452	Prbf.g_01285	Prbg.g_01119	Prbh.g_00912						Prbn.g_01586
N12.HOG0000003	OG0000000	n88											Prak.g_01494	Pral.g_01052	Pram.g_01278			Prap.g_00224				Prat.g_01462											Prbe.g_00208	Prbf.g_00260	Prbg.g_00694	Prbh.g_00199						Prbn.g_00879
N12.HOG0000004	OG0000000	n103											Prak.g_01202	Pral.g_01340	Pram.g_01170			Prap.g_00486				Prat.g_01184											Prbe.g_01579	Prbf.g_00888	Prbg.g_01516	Prbh.g_01313						Prbn.g_01159
N12.HOG0000005	OG0000000	n116											Prak.g_01323, Prak.g_01200	Pral.g_00430, Pral.g_01342	Pram.g_01471, Pram.g_01168			Prap.g_01946, Prap.g_00484				Prat.g_01487, Prat.g_01182											Prbe.g_00379, Prbe.g_01577	Prbf.g_00089, Prbf.g_00890	Prbg.g_00523, Prbg.g_01514	Prbh.g_00006, Prbh.g_01311						Prbn.g_01234, Prbn.g_01161
N12.HOG0000006	OG0000000	n139											Prak.g_01207	Pral.g_01337	Pram.g_01174			Prap.g_00491				Prat.g_01187											Prbe.g_01584	Prbf.g_00883	Prbg.g_01521	Prbh.g_01317						Prbn.g_01154
N12.HOG0000007	OG0000001	n47						Praf.g_01039, Praf.g_01042, Praf.g_00815		Prah.g_01154, Prah.g_01152, Prah.g_01346																												Prbj.g_00166	Prbk.g_00167	Prbl.g_00118		
N12.HOG0000008	OG0000001	n77											Prak.g_01578					Prap.g_01846															Prbe.g_01052	Prbf.g_00760	Prbg.g_01583							Prbn.g_01678
N12.HOG0000009	OG0000001	n85													Pram.g_01556							Prat.g_01189														Prbh.g_01858						
