HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N34.HOG0000000	OG0000000	n1	Praa.g_01359				Prae.g_01361																																			
N34.HOG0000001	OG0000000	n47	Praa.g_00678				Prae.g_00652																																			
N34.HOG0000002	OG0000001	n42					Prae.g_01579																																			
N34.HOG0000003	OG0000001	n47	Praa.g_01297				Prae.g_01300																																			
N34.HOG0000004	OG0000002	n1	Praa.g_01351				Prae.g_01353																																			
N34.HOG0000005	OG0000002	n77					Prae.g_01223, Prae.g_01224																																			
N34.HOG0000006	OG0000002	n96	Praa.g_01222, Praa.g_01220																																							
N34.HOG0000007	OG0000002	n99					Prae.g_01236																																			
N34.HOG0000008	OG0000003	n40	Praa.g_01298				Prae.g_01308																																			
N34.HOG0000009	OG0000003	n60	Praa.g_01599				Prae.g_01581																																			
N34.HOG0000010	OG0000003	n78	Praa.g_00413																																							
N34.HOG0000011	OG0000004	n1	Praa.g_00735				Prae.g_00735																																			
N34.HOG0000012	OG0000004	n23	Praa.g_00742				Prae.g_00742																																			
N34.HOG0000013	OG0000004	n76	Praa.g_01294				Prae.g_01297																																			
N34.HOG0000014	OG0000005	n42	Praa.g_01598				Prae.g_01580																																			
N34.HOG0000015	OG0000005	n64	Praa.g_01244																																							
N34.HOG0000016	OG0000005	n76	Praa.g_01235																																							
N34.HOG0000017	OG0000006	n1	Praa.g_00497				Prae.g_00471																																			
N34.HOG0000018	OG0000006	n40	Praa.g_01635				Prae.g_01623																																			
N34.HOG0000019	OG0000007	n11	Praa.g_01241																																							
N34.HOG0000020	OG0000007	n38	Praa.g_00672				Prae.g_00646																																			
N34.HOG0000021	OG0000008	n8	Praa.g_00382				Prae.g_00383																																			
N34.HOG0000022	OG0000008	n39	Praa.g_00997				Prae.g_00997																																			
N34.HOG0000023	OG0000008	n56	Praa.g_01256				Prae.g_01264																																			
N34.HOG0000024	OG0000009	n6	Praa.g_00782				Prae.g_00786																																			
N34.HOG0000025	OG0000009	n40	Praa.g_00249				Prae.g_00252																																			
N34.HOG0000026	OG0000010	n28	Praa.g_01110				Prae.g_01110																																			
N34.HOG0000027	OG0000010	n46	Praa.g_01280				Prae.g_01283																																			
N34.HOG0000028	OG0000011	n30	Praa.g_00330				Prae.g_00331																																			
N34.HOG0000029	OG0000012	n0	Praa.g_00598				Prae.g_00572																																			
N34.HOG0000030	OG0000013	n4	Praa.g_00765				Prae.g_00769																																			
N34.HOG0000031	OG0000013	n9					Prae.g_01235																																			
N34.HOG0000032	OG0000014	n26	Praa.g_01301				Prae.g_01311																																			
N34.HOG0000033	OG0000014	n41	Praa.g_00470				Prae.g_00444																																			
N34.HOG0000034	OG0000015	n7	Praa.g_00380				Prae.g_00381																																			
N34.HOG0000035	OG0000016	n0	Praa.g_01362				Prae.g_01364																																			
N34.HOG0000036	OG0000017	n6	Praa.g_01496				Prae.g_01479																																			
N34.HOG0000037	OG0000018	n0	Praa.g_01245, Praa.g_00241				Prae.g_00244																																			
N34.HOG0000038	OG0000019	n5	Praa.g_01623				Prae.g_01600																																			
N34.HOG0000039	OG0000019	n18	Praa.g_00364				Prae.g_00364																																			
N34.HOG0000040	OG0000020	n25	Praa.g_00373				Prae.g_00374																																			
N34.HOG0000041	OG0000021	n0	Praa.g_00784				Prae.g_00788																																			
N34.HOG0000042	OG0000022	n0	Praa.g_01300				Prae.g_01310																																			
N34.HOG0000043	OG0000023	n1	Praa.g_01264				Prae.g_01270																																			
N34.HOG0000044	OG0000023	n28	Praa.g_01589				Prae.g_01572																																			
N34.HOG0000045	OG0000024	n0	Praa.g_00306				Prae.g_00307																																			
N34.HOG0000046	OG0000025	n4	Praa.g_01075				Prae.g_01077																																			
N34.HOG0000047	OG0000026	n6	Praa.g_00033				Prae.g_00033																																			
N34.HOG0000048	OG0000027	n5	Praa.g_01564				Prae.g_01546																																			
N34.HOG0000049	OG0000027	n31	Praa.g_00738				Prae.g_00738																																			
N34.HOG0000050	OG0000028	n1	Praa.g_01476				Prae.g_01459																																			
N34.HOG0000051	OG0000029	n22	Praa.g_01590				Prae.g_01573																																			
N34.HOG0000052	OG0000030	n4					Prae.g_00039																																			
N34.HOG0000053	OG0000030	n28					Prae.g_00040																																			
N34.HOG0000054	OG0000030	n35	Praa.g_00038																																							
N34.HOG0000055	OG0000030	n43	Praa.g_01221																																							
N34.HOG0000056	OG0000031	n13					Prae.g_01602																																			
N34.HOG0000057	OG0000031	n32	Praa.g_01291				Prae.g_01294																																			
N34.HOG0000058	OG0000032	n8					Prae.g_01391																																			
N34.HOG0000059	OG0000032	n37					Prae.g_01402																																			
N34.HOG0000060	OG0000033	n21	Praa.g_00013				Prae.g_00013																																			
N34.HOG0000061	OG0000034	n36	Praa.g_01407				Prae.g_01416																																			
N34.HOG0000062	OG0000035	n18					Prae.g_00894																																			
N34.HOG0000063	OG0000036	n0	Praa.g_00585				Prae.g_00559																																			
N34.HOG0000064	OG0000037	n0	Praa.g_00623				Prae.g_00597																																			
N34.HOG0000065	OG0000038	n0	Praa.g_00763				Prae.g_00764																																			
N34.HOG0000066	OG0000039	n0	Praa.g_00166				Prae.g_00169																																			
N34.HOG0000067	OG0000040	n0	Praa.g_00359				Prae.g_00359																																			
N34.HOG0000068	OG0000041	n4	Praa.g_00417																																							
N34.HOG0000069	OG0000041	n7	Praa.g_00399				Prae.g_00402																																			
N34.HOG0000070	OG0000042	n0	Praa.g_00711				Prae.g_00711																																			
N34.HOG0000071	OG0000043	n0	Praa.g_00787				Prae.g_00791																																			
N34.HOG0000072	OG0000044	n21	Praa.g_01159				Prae.g_01163																																			
N34.HOG0000073	OG0000044	n38	Praa.g_01415				Prae.g_01422																																			
N34.HOG0000074	OG0000045	n2	Praa.g_01425																																							
N34.HOG0000075	OG0000045	n9					Prae.g_01406																																			
N34.HOG0000076	OG0000045	n19					Prae.g_01417																																			
N34.HOG0000077	OG0000046	n0	Praa.g_01628				Prae.g_01616																																			
N34.HOG0000078	OG0000047	n9	Praa.g_01832				Prae.g_01815																																			
N34.HOG0000079	OG0000048	n0	Praa.g_01839				Prae.g_01822																																			
N34.HOG0000080	OG0000050	n2	Praa.g_00031				Prae.g_00031																																			
N34.HOG0000081	OG0000051	n20	Praa.g_00157				Prae.g_00160																																			
N34.HOG0000082	OG0000052	n0	Praa.g_00369				Prae.g_00370																																			
N34.HOG0000083	OG0000053	n0	Praa.g_00539				Prae.g_00514																																			
N34.HOG0000084	OG0000054	n7	Praa.g_00757				Prae.g_00758																																			
N34.HOG0000085	OG0000055	n0	Praa.g_00826				Prae.g_00828																																			
N34.HOG0000086	OG0000056	n11	Praa.g_01117																																							
N34.HOG0000087	OG0000056	n29					Prae.g_01322																																			
N34.HOG0000088	OG0000057	n18	Praa.g_00237				Prae.g_00240																																			
N34.HOG0000089	OG0000058	n5	Praa.g_01414																																							
N34.HOG0000090	OG0000058	n7	Praa.g_00475				Prae.g_00449																																			
N34.HOG0000091	OG0000059	n0	Praa.g_00698				Prae.g_00672																																			
N34.HOG0000092	OG0000060	n4	Praa.g_00740				Prae.g_00740																																			
N34.HOG0000093	OG0000061	n5	Praa.g_01125				Prae.g_01128																																			
N34.HOG0000094	OG0000061	n25	Praa.g_00984				Prae.g_00984																																			
N34.HOG0000095	OG0000062	n0	Praa.g_01127				Prae.g_01130																																			
N34.HOG0000096	OG0000063	n0	Praa.g_01255				Prae.g_01263																																			
N34.HOG0000097	OG0000064	n13	Praa.g_01268				Prae.g_01272																																			
N34.HOG0000098	OG0000064	n28	Praa.g_01620																																							
N34.HOG0000099	OG0000065	n0	Praa.g_01318				Prae.g_01329																																			
N34.HOG0000100	OG0000066	n0	Praa.g_01387				Prae.g_01389																																			
N34.HOG0000101	OG0000067	n26					Prae.g_01245																																			
N34.HOG0000102	OG0000068	n0	Praa.g_01775				Prae.g_01758																																			
N34.HOG0000103	OG0000071	n0	Praa.g_00011				Prae.g_00011																																			
N34.HOG0000104	OG0000072	n0	Praa.g_00322				Prae.g_00323																																			
N34.HOG0000105	OG0000073	n16	Praa.g_00669				Prae.g_00643																																			
N34.HOG0000106	OG0000074	n0	Praa.g_00691				Prae.g_00665																																			
N34.HOG0000107	OG0000075	n22	Praa.g_00810																																							
N34.HOG0000108	OG0000075	n23	Praa.g_00811																																							
N34.HOG0000109	OG0000075	n25					Prae.g_00813																																			
N34.HOG0000110	OG0000076	n0	Praa.g_01039				Prae.g_01040																																			
N34.HOG0000111	OG0000077	n0	Praa.g_01236																																							
N34.HOG0000112	OG0000078	n0	Praa.g_01394				Prae.g_01390																																			
N34.HOG0000113	OG0000079	n6	Praa.g_01555				Prae.g_01537																																			
N34.HOG0000114	OG0000080	n0	Praa.g_01606				Prae.g_01588																																			
N34.HOG0000115	OG0000081	n0	Praa.g_01806				Prae.g_01789																																			
N34.HOG0000116	OG0000082	n3	Praa.g_01894				Prae.g_01877																																			
N34.HOG0000117	OG0000083	n0	Praa.g_00003				Prae.g_00003																																			
N34.HOG0000118	OG0000084	n0	Praa.g_00006				Prae.g_00006																																			
N34.HOG0000119	OG0000085	n0	Praa.g_00023				Prae.g_00023																																			
N34.HOG0000120	OG0000086	n10	Praa.g_00039				Prae.g_00041																																			
N34.HOG0000121	OG0000086	n30	Praa.g_00409																																							
N34.HOG0000122	OG0000087	n0	Praa.g_00049				Prae.g_00051																																			
N34.HOG0000123	OG0000088	n0	Praa.g_00113				Prae.g_00112																																			
