HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N26.HOG0000000	OG0000000	n1																									Pray.g_01836	Praz.g_01146														
N26.HOG0000001	OG0000000	n47																									Pray.g_01085	Praz.g_01652														
N26.HOG0000002	OG0000001	n18																									Pray.g_00003, Pray.g_01604	Praz.g_00694														
N26.HOG0000003	OG0000001	n41																										Praz.g_00922														
N26.HOG0000004	OG0000002	n1																									Pray.g_01844	Praz.g_01154														
N26.HOG0000005	OG0000002	n87																									Pray.g_00247	Praz.g_01939														
N26.HOG0000006	OG0000002	n89																									Pray.g_00246	Praz.g_01940														
N26.HOG0000007	OG0000003	n40																									Pray.g_01890	Praz.g_01200														
N26.HOG0000008	OG0000003	n60																									Pray.g_01602	Praz.g_00920														
N26.HOG0000009	OG0000004	n1																									Pray.g_00277	Praz.g_01583														
N26.HOG0000010	OG0000004	n23																									Pray.g_00284	Praz.g_01576														
N26.HOG0000011	OG0000004	n76																									Pray.g_01891	Praz.g_01201														
N26.HOG0000012	OG0000005	n42																									Pray.g_01603	Praz.g_00921														
N26.HOG0000013	OG0000005	n76																									Pray.g_01576	Praz.g_00894														
N26.HOG0000014	OG0000006	n1																									Pray.g_00988, Pray.g_00987	Praz.g_01831														
N26.HOG0000015	OG0000006	n40																									Pray.g_01559	Praz.g_00877														
N26.HOG0000016	OG0000007	n11																									Pray.g_01931	Praz.g_01241														
N26.HOG0000017	OG0000007	n38																									Pray.g_01091	Praz.g_01658														
N26.HOG0000018	OG0000008	n8																									Pray.g_00862	Praz.g_00790														
N26.HOG0000019	OG0000008	n28																									Pray.g_00265	Praz.g_01269														
N26.HOG0000020	OG0000008	n39																									Pray.g_00544	Praz.g_01317														
N26.HOG0000021	OG0000008	n51																										Praz.g_01258														
N26.HOG0000022	OG0000008	n56																									Pray.g_00885	Praz.g_00767														
N26.HOG0000023	OG0000009	n6																									Pray.g_00328	Praz.g_01532														
N26.HOG0000024	OG0000009	n40																									Pray.g_00730	Praz.g_00609														
N26.HOG0000025	OG0000010	n28																									Pray.g_00117	Praz.g_00045														
N26.HOG0000026	OG0000010	n46																									Pray.g_01905	Praz.g_01215														
N26.HOG0000027	OG0000011	n1																									Pray.g_00897	Praz.g_01921														
N26.HOG0000028	OG0000011	n30																									Pray.g_00808	Praz.g_00687														
N26.HOG0000029	OG0000012	n0																									Pray.g_01165	Praz.g_01732														
N26.HOG0000030	OG0000013	n9																									Pray.g_00309	Praz.g_01551														
N26.HOG0000031	OG0000014	n26																									Pray.g_01887	Praz.g_01197														
N26.HOG0000032	OG0000014	n41																									Pray.g_00960	Praz.g_01858														
N26.HOG0000033	OG0000015	n7																									Pray.g_00860	Praz.g_00792														
N26.HOG0000034	OG0000016	n0																									Pray.g_01833	Praz.g_01143														
N26.HOG0000035	OG0000017	n6																									Pray.g_01702	Praz.g_01021														
N26.HOG0000036	OG0000018	n0																									Pray.g_00722	Praz.g_00601														
N26.HOG0000037	OG0000019	n5																									Pray.g_01578	Praz.g_00896														
N26.HOG0000038	OG0000019	n18																									Pray.g_00842	Praz.g_00810														
N26.HOG0000039	OG0000020	n25																									Pray.g_00852	Praz.g_00800														
N26.HOG0000040	OG0000021	n0																									Pray.g_00330	Praz.g_01530														
N26.HOG0000041	OG0000022	n0																									Pray.g_01888	Praz.g_01198														
N26.HOG0000042	OG0000023	n1																									Pray.g_01920	Praz.g_01230														
N26.HOG0000043	OG0000023	n28																									Pray.g_01610	Praz.g_00929														
N26.HOG0000044	OG0000024	n0																									Pray.g_00784	Praz.g_00663														
N26.HOG0000045	OG0000025	n4																									Pray.g_00619	Praz.g_00101														
N26.HOG0000046	OG0000025	n23																									Pray.g_00883	Praz.g_00769														
N26.HOG0000047	OG0000026	n6																									Pray.g_01495	Praz.g_00398														
N26.HOG0000048	OG0000027	n5																									Pray.g_01635	Praz.g_00954														
N26.HOG0000049	OG0000027	n31																									Pray.g_00280	Praz.g_01580														
N26.HOG0000050	OG0000028	n1																									Pray.g_01722	Praz.g_01041														
N26.HOG0000051	OG0000029	n22																									Pray.g_01609	Praz.g_00928														
N26.HOG0000052	OG0000030	n25																									Pray.g_00245	Praz.g_00404														
N26.HOG0000053	OG0000031	n32																									Pray.g_01894	Praz.g_01204														
N26.HOG0000054	OG0000032	n45																									Pray.g_01806	Praz.g_01116														
N26.HOG0000055	OG0000033	n21																									Pray.g_01475	Praz.g_00378														
N26.HOG0000056	OG0000034	n36																									Pray.g_01793	Praz.g_01103														
N26.HOG0000057	OG0000035	n3																									Pray.g_00622	Praz.g_00104														
N26.HOG0000058	OG0000035	n18																									Pray.g_00438	Praz.g_01422														
N26.HOG0000059	OG0000036	n0																									Pray.g_01177	Praz.g_01744														
N26.HOG0000060	OG0000037	n0																									Pray.g_01140	Praz.g_01707														
N26.HOG0000061	OG0000038	n0																									Pray.g_00304	Praz.g_01556														
N26.HOG0000062	OG0000039	n0																									Pray.g_00647	Praz.g_00526														
N26.HOG0000063	OG0000040	n0																									Pray.g_00838	Praz.g_00814														
N26.HOG0000064	OG0000041	n7																									Pray.g_00910	Praz.g_01908														
