HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N7.HOG0000000	OG0000000	n1			Prac.g_00210														Praq.g_00168																							
N7.HOG0000001	OG0000000	n47			Prac.g_00693														Praq.g_00807																							
N7.HOG0000002	OG0000001	n6			Prac.g_00293																																					
N7.HOG0000003	OG0000001	n18			Prac.g_00926														Praq.g_01392, Praq.g_00025																							
N7.HOG0000004	OG0000002	n1			Prac.g_00202														Praq.g_00160																							
N7.HOG0000005	OG0000002	n67			Prac.g_00925														Praq.g_01393																							
N7.HOG0000006	OG0000002	n77			Prac.g_00924														Praq.g_01394																							
N7.HOG0000007	OG0000003	n40			Prac.g_00157														Praq.g_00115																							
N7.HOG0000008	OG0000003	n60			Prac.g_00290														Praq.g_00028																							
N7.HOG0000009	OG0000004	n1			Prac.g_01536														Praq.g_00607																							
N7.HOG0000010	OG0000004	n23			Prac.g_01529														Praq.g_00614																							
N7.HOG0000011	OG0000005	n42			Prac.g_00292														Praq.g_00026																							
N7.HOG0000012	OG0000005	n76			Prac.g_00277														Praq.g_01956																							
N7.HOG0000013	OG0000006	n1			Prac.g_00874														Praq.g_01105																							
N7.HOG0000014	OG0000006	n40			Prac.g_00625														Praq.g_00497																							
N7.HOG0000015	OG0000007	n11			Prac.g_00904														Praq.g_00071																							
N7.HOG0000016	OG0000007	n38			Prac.g_00699														Praq.g_00801																							
N7.HOG0000017	OG0000008	n1			Prac.g_00880														Praq.g_00046																							
N7.HOG0000018	OG0000008	n8			Prac.g_01149														Praq.g_01159																							
N7.HOG0000019	OG0000008	n28			Prac.g_00893														Praq.g_00059																							
N7.HOG0000020	OG0000008	n48			Prac.g_01954														Praq.g_00085																							
N7.HOG0000021	OG0000009	n6			Prac.g_01496														Praq.g_00649																							
N7.HOG0000022	OG0000009	n40			Prac.g_01681														Praq.g_01753																							
N7.HOG0000023	OG0000010	n18			Prac.g_01958														Praq.g_00081																							
N7.HOG0000024	OG0000010	n28			Prac.g_01035														Praq.g_01283																							
N7.HOG0000025	OG0000010	n46			Prac.g_00139														Praq.g_00097																							
N7.HOG0000026	OG0000011	n1			Prac.g_01127														Praq.g_01137																							
N7.HOG0000027	OG0000011	n30			Prac.g_01601														Praq.g_01672																							
N7.HOG0000028	OG0000012	n0			Prac.g_00773														Praq.g_01004																							
N7.HOG0000029	OG0000013	n0			Prac.g_00898														Praq.g_00065																							
N7.HOG0000030	OG0000014	n41			Prac.g_01074														Praq.g_00521																							
N7.HOG0000031	OG0000015	n0			Prac.g_01151														Praq.g_01161																							
N7.HOG0000032	OG0000016	n0			Prac.g_00213														Praq.g_00171																							
N7.HOG0000033	OG0000017	n6			Prac.g_00391														Praq.g_00314																							
N7.HOG0000034	OG0000017	n23			Prac.g_01901														Praq.g_01246																							
N7.HOG0000035	OG0000018	n0			Prac.g_01689														Praq.g_01761																							
N7.HOG0000036	OG0000019	n0			Prac.g_01169														Praq.g_01179																							
N7.HOG0000037	OG0000020	n23			Prac.g_01159														Praq.g_01169																							
N7.HOG0000038	OG0000021	n0			Prac.g_01494														Praq.g_00651																							
N7.HOG0000039	OG0000022	n0			Prac.g_00159														Praq.g_00117																							
N7.HOG0000040	OG0000023	n28			Prac.g_00301														Praq.g_00017																							
N7.HOG0000041	OG0000024	n0			Prac.g_01625														Praq.g_01696																							
N7.HOG0000042	OG0000025	n4			Prac.g_01220														Praq.g_01654																							
N7.HOG0000043	OG0000026	n21			Prac.g_01914														Praq.g_01236																							
N7.HOG0000044	OG0000026	n23			Prac.g_01913														Praq.g_01237																							
N7.HOG0000045	OG0000026	n29			Prac.g_00908														Praq.g_00075																							
N7.HOG0000046	OG0000027	n5			Prac.g_00325														Praq.g_00381																							
N7.HOG0000047	OG0000027	n31			Prac.g_01533														Praq.g_00610																							
N7.HOG0000048	OG0000028	n1			Prac.g_00411														Praq.g_00294																							
N7.HOG0000049	OG0000029	n22			Prac.g_00300														Praq.g_00018																							
N7.HOG0000050	OG0000029	n42			Prac.g_00890														Praq.g_00056																							
N7.HOG0000051	OG0000030	n28			Prac.g_01905														Praq.g_01242																							
N7.HOG0000052	OG0000032	n8			Prac.g_00249														Praq.g_00209																							
N7.HOG0000053	OG0000033	n21			Prac.g_01934																																					
N7.HOG0000054	OG0000035	n3			Prac.g_01217														Praq.g_01657																							
N7.HOG0000055	OG0000035	n18			Prac.g_01399														Praq.g_01475																							
N7.HOG0000056	OG0000036	n0			Prac.g_00788														Praq.g_01018																							
N7.HOG0000057	OG0000037	n0			Prac.g_00748														Praq.g_00979																							
N7.HOG0000058	OG0000038	n0			Prac.g_01510														Praq.g_00635																							
N7.HOG0000059	OG0000039	n0			Prac.g_01764														Praq.g_01836																							
N7.HOG0000060	OG0000040	n0			Prac.g_01174														Praq.g_01184																							
N7.HOG0000061	OG0000041	n1			Prac.g_01119														Praq.g_01129																							
N7.HOG0000062	OG0000042	n0			Prac.g_01560														Praq.g_00583																							
N7.HOG0000063	OG0000043	n0			Prac.g_01491														Praq.g_00654																							
N7.HOG0000064	OG0000044	n21			Prac.g_00985														Praq.g_01333																							
N7.HOG0000065	OG0000045	n9			Prac.g_00434														Praq.g_00271																							
N7.HOG0000066	OG0000045	n19			Prac.g_00258														Praq.g_00218																							
N7.HOG0000067	OG0000046	n0			Prac.g_00632																																					
N7.HOG0000068	OG0000047	n5			Prac.g_01904														Praq.g_01243																							
N7.HOG0000069	OG0000047	n9			Prac.g_00041														Praq.g_00763																							
N7.HOG0000070	OG0000048	n0			Prac.g_00048														Praq.g_00770																							
N7.HOG0000071	OG0000050	n2			Prac.g_01916														Praq.g_01234																							
N7.HOG0000072	OG0000051	n32			Prac.g_01590														Praq.g_00554																							
N7.HOG0000073	OG0000051	n35			Prac.g_01773														Praq.g_01845																							
N7.HOG0000074	OG0000052	n0			Prac.g_01163														Praq.g_01173																							
N7.HOG0000075	OG0000053	n0			Prac.g_00833														Praq.g_01063																							
N7.HOG0000076	OG0000054	n7			Prac.g_01515														Praq.g_00629																							
N7.HOG0000077	OG0000055	n0			Prac.g_01453														Praq.g_01420																							
N7.HOG0000078	OG0000056	n11			Prac.g_01029														Praq.g_01289																							
N7.HOG0000079	OG0000057	n0			Prac.g_01693														Praq.g_01765																							
N7.HOG0000080	OG0000058	n7			Prac.g_01069														Praq.g_00526																							
N7.HOG0000081	OG0000059	n0			Prac.g_00673														Praq.g_00827																							
N7.HOG0000082	OG0000060	n4			Prac.g_01531														Praq.g_00612																							
N7.HOG0000083	OG0000060	n35			Prac.g_00636														Praq.g_00857																							
N7.HOG0000084	OG0000060	n37			Prac.g_01597														Praq.g_00548																							
N7.HOG0000085	OG0000060	n39			Prac.g_01956														Praq.g_00083																							
N7.HOG0000086	OG0000061	n5			Prac.g_01020														Praq.g_01298																							
N7.HOG0000087	OG0000062	n0			Prac.g_01018														Praq.g_01300																							
N7.HOG0000088	OG0000063	n0			Prac.g_01955														Praq.g_00084																							
N7.HOG0000089	OG0000064	n13			Prac.g_00133														Praq.g_00091																							
N7.HOG0000090	OG0000065	n0			Prac.g_00175														Praq.g_00133																							
N7.HOG0000091	OG0000066	n0			Prac.g_00248														Praq.g_00208																							
N7.HOG0000092	OG0000067	n18			Prac.g_00142														Praq.g_00100																							
N7.HOG0000093	OG0000068	n0			Prac.g_00548														Praq.g_00879																							
N7.HOG0000094	OG0000069	n24			Prac.g_00242														Praq.g_00202																							
N7.HOG0000095	OG0000071	n0			Prac.g_01936														Praq.g_00437																							
N7.HOG0000096	OG0000072	n0			Prac.g_01609														Praq.g_01680																							
N7.HOG0000097	OG0000073	n16			Prac.g_00702														Praq.g_00798																							
N7.HOG0000098	OG0000074	n0			Prac.g_00680														Praq.g_00820																							
N7.HOG0000099	OG0000075	n25			Prac.g_01468														Praq.g_00677																							
N7.HOG0000100	OG0000076	n0			Prac.g_01256														Praq.g_01619																							
N7.HOG0000101	OG0000077	n0			Prac.g_00276																																					
N7.HOG0000102	OG0000078	n0			Prac.g_00256														Praq.g_00216																							
N7.HOG0000103	OG0000079	n0			Prac.g_00333														Praq.g_00372																							
N7.HOG0000104	OG0000080	n0			Prac.g_00886														Praq.g_00052																							
N7.HOG0000105	OG0000081	n0			Prac.g_00015														Praq.g_00737																							
N7.HOG0000106	OG0000082	n3			Prac.g_00101														Praq.g_00392																							
N7.HOG0000107	OG0000083	n0			Prac.g_01944														Praq.g_00429																							
N7.HOG0000108	OG0000084	n0			Prac.g_01941														Praq.g_00432																							
N7.HOG0000109	OG0000085	n0			Prac.g_01924														Praq.g_01226																							
N7.HOG0000110	OG0000086	n10			Prac.g_01893														Praq.g_01254																							
N7.HOG0000111	OG0000087	n0			Prac.g_01882														Praq.g_01265																							
N7.HOG0000112	OG0000088	n0			Prac.g_01818														Praq.g_01890																							
N7.HOG0000113	OG0000089	n0			Prac.g_01810														Praq.g_01882																							
N7.HOG0000114	OG0000090	n0			Prac.g_01792														Praq.g_01864																							
N7.HOG0000115	OG0000091	n0			Prac.g_01761														Praq.g_01833																							
N7.HOG0000116	OG0000092	n0			Prac.g_01760														Praq.g_01832																							
N7.HOG0000117	OG0000093	n0			Prac.g_01746														Praq.g_01818																							
N7.HOG0000118	OG0000094	n0			Prac.g_01728														Praq.g_01800																							
N7.HOG0000119	OG0000095	n0			Prac.g_01723														Praq.g_01795																							
N7.HOG0000120	OG0000096	n0			Prac.g_01679														Praq.g_01751																							
N7.HOG0000121	OG0000097	n0			Prac.g_01657														Praq.g_01729																							
N7.HOG0000122	OG0000098	n0			Prac.g_01647														Praq.g_01718																							
N7.HOG0000123	OG0000099	n0			Prac.g_01637														Praq.g_01708																							
N7.HOG0000124	OG0000100	n0			Prac.g_01634														Praq.g_01705																							
N7.HOG0000125	OG0000101	n0			Prac.g_01177														Praq.g_01187																							
N7.HOG0000126	OG0000102	n0			Prac.g_01150														Praq.g_01160																							
N7.HOG0000127	OG0000103	n0			Prac.g_01068														Praq.g_00527																							
N7.HOG0000128	OG0000104	n0			Prac.g_01064														Praq.g_00531																							
N7.HOG0000129	OG0000105	n0			Prac.g_00872														Praq.g_01103																							
N7.HOG0000130	OG0000106	n0			Prac.g_00840														Praq.g_01070																							
N7.HOG0000131	OG0000107	n0			Prac.g_00839														Praq.g_01069																							
N7.HOG0000132	OG0000108	n0			Prac.g_00829														Praq.g_01059																							
N7.HOG0000133	OG0000109	n0			Prac.g_00820														Praq.g_01050																							
N7.HOG0000134	OG0000110	n0			Prac.g_00804														Praq.g_01034																							
N7.HOG0000135	OG0000111	n0			Prac.g_00720														Praq.g_00780																							
N7.HOG0000136	OG0000112	n0			Prac.g_00719														Praq.g_00781																							
N7.HOG0000137	OG0000113	n0			Prac.g_01538														Praq.g_00605																							
N7.HOG0000138	OG0000114	n0			Prac.g_01477														Praq.g_00668																							
N7.HOG0000139	OG0000115	n0			Prac.g_01327														Praq.g_01548																							
N7.HOG0000140	OG0000116	n0			Prac.g_01323														Praq.g_01552																							
N7.HOG0000141	OG0000117	n0			Prac.g_01259														Praq.g_01616																							
N7.HOG0000142	OG0000118	n0			Prac.g_01207														Praq.g_01667																							
N7.HOG0000143	OG0000119	n0			Prac.g_01015														Praq.g_01303																							
N7.HOG0000144	OG0000120	n0			Prac.g_00979														Praq.g_01339																							
N7.HOG0000145	OG0000121	n0			Prac.g_00960														Praq.g_01358																							
N7.HOG0000146	OG0000122	n0			Prac.g_00941														Praq.g_01377																							
N7.HOG0000147	OG0000123	n0			Prac.g_00928														Praq.g_01390																							
N7.HOG0000148	OG0000124	n0			Prac.g_00448														Praq.g_00257																							
N7.HOG0000149	OG0000125	n0			Prac.g_00187														Praq.g_00145																							
N7.HOG0000150	OG0000126	n0			Prac.g_00217														Praq.g_00175																							
N7.HOG0000151	OG0000127	n0			Prac.g_00424														Praq.g_00281																							
N7.HOG0000152	OG0000128	n0			Prac.g_00410														Praq.g_00295																							
N7.HOG0000153	OG0000129	n0			Prac.g_00374														Praq.g_00331																							
N7.HOG0000154	OG0000130	n0			Prac.g_00627														Praq.g_01954, Praq.g_00499																							
N7.HOG0000155	OG0000131	n0			Prac.g_00589														Praq.g_00461																							
N7.HOG0000156	OG0000132	n0			Prac.g_00586														Praq.g_00458																							
N7.HOG0000157	OG0000133	n0			Prac.g_00507														Praq.g_00920																							
N7.HOG0000158	OG0000134	n0			Prac.g_00543														Praq.g_00884																							
N7.HOG0000159	OG0000135	n0			Prac.g_00545														Praq.g_00882																							
N7.HOG0000160	OG0000136	n0			Prac.g_00026														Praq.g_00748																							
N7.HOG0000161	OG0000137	n0			Prac.g_00057														Praq.g_00683																							
N7.HOG0000162	OG0000138	n0			Prac.g_00092														Praq.g_00718																							
N7.HOG0000163	OG0000139	n0			Prac.g_00118														Praq.g_00409																							
N7.HOG0000164	OG0000140	n0			Prac.g_01946														Praq.g_00427																							
N7.HOG0000165	OG0000141	n0			Prac.g_01945														Praq.g_00428																							
N7.HOG0000166	OG0000142	n0			Prac.g_01943														Praq.g_00430																							
N7.HOG0000167	OG0000143	n0			Prac.g_01942														Praq.g_00431																							
