Number of species	40
Number of genes	81289
Number of genes in orthogroups	80100
Number of unassigned genes	1189
Percentage of genes in orthogroups	98.5
Percentage of unassigned genes	1.5
Number of orthogroups	4269
Number of species-specific orthogroups	45
Number of genes in species-specific orthogroups	133
Percentage of genes in species-specific orthogroups	0.2
Mean orthogroup size	18.8
Median orthogroup size	9.0
G50 (assigned genes)	40
G50 (all genes)	40
O50 (assigned genes)	967
O50 (all genes)	982
Number of orthogroups with all species present	1225
Number of single-copy orthogroups	1106
Date	2025-10-17
Orthogroups file	Orthogroups.tsv
Unassigned genes file	Orthogroups_UnassignedGenes.tsv
Per-species statistics	Statistics_PerSpecies.tsv
Overall statistics	Statistics_Overall.tsv
Orthogroups shared between species	Orthogroups_SpeciesOverlaps.tsv

Average number of genes per-species in orthogroup	Number of orthogroups	Percentage of orthogroups	Number of genes	Percentage of genes
<1	3000	70.3	27948	34.9
'1	1260	29.5	51129	63.8
'2	6	0.1	517	0.6
'3	2	0.0	287	0.4
'4	0	0.0	0	0.0
'5	1	0.0	219	0.3
'6	0	0.0	0	0.0
'7	0	0.0	0	0.0
'8	0	0.0	0	0.0
'9	0	0.0	0	0.0
'10	0	0.0	0	0.0
11-15	0	0.0	0	0.0
16-20	0	0.0	0	0.0
21-50	0	0.0	0	0.0
51-100	0	0.0	0	0.0
101-150	0	0.0	0	0.0
151-200	0	0.0	0	0.0
201-500	0	0.0	0	0.0
501-1000	0	0.0	0	0.0
'1001+	0	0.0	0	0.0

Number of species in orthogroup	Number of orthogroups
1	45
2	404
3	556
4	328
5	538
6	143
7	80
8	53
9	54
10	52
11	34
12	33
13	34
14	49
15	42
16	22
17	31
18	22
19	65
20	16
21	55
22	15
23	11
24	21
25	43
26	9
27	14
28	5
29	29
30	21
31	21
32	10
33	9
34	19
35	52
36	24
37	22
38	28
39	35
40	1225
