locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prav.g_00001	gene	375				
Prav.g_00001	CDS	375				hypothetical protein
Prav.g_00002	gene	393				
Prav.g_00002	CDS	393				hypothetical protein
Prav.g_00003	gene	1008	dusB			
Prav.g_00003	CDS	1008	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
Prav.g_00004	gene	255				
Prav.g_00004	CDS	255				hypothetical protein
Prav.g_00005	gene	165				
Prav.g_00005	CDS	165				hypothetical protein
Prav.g_00006	gene	237				
Prav.g_00006	CDS	237				hypothetical protein
Prav.g_00007	gene	237				
Prav.g_00007	CDS	237				hypothetical protein
Prav.g_00008	gene	420				
Prav.g_00008	CDS	420		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Prav.g_00009	gene	198				
Prav.g_00009	CDS	198				hypothetical protein
Prav.g_00010	gene	264				
Prav.g_00010	CDS	264				hypothetical protein
Prav.g_00011	gene	873				
Prav.g_00011	CDS	873				hypothetical protein
Prav.g_00012	gene	405				
Prav.g_00012	CDS	405				hypothetical protein
Prav.g_00013	gene	291				
Prav.g_00013	CDS	291				hypothetical protein
Prav.g_00014	gene	285				
Prav.g_00014	CDS	285				hypothetical protein
Prav.g_00015	gene	180				
Prav.g_00015	CDS	180				hypothetical protein
Prav.g_00016	gene	180				
Prav.g_00016	CDS	180				hypothetical protein
Prav.g_00017	gene	180				
Prav.g_00017	CDS	180				hypothetical protein
Prav.g_00018	gene	108				
Prav.g_00018	CDS	108				hypothetical protein
Prav.g_00019	gene	183				
Prav.g_00019	CDS	183				hypothetical protein
Prav.g_00020	gene	771				
Prav.g_00020	CDS	771				hypothetical protein
Prav.g_00021	gene	315				
Prav.g_00021	CDS	315				hypothetical protein
Prav.g_00022	gene	162				
Prav.g_00022	CDS	162				hypothetical protein
Prav.g_00023	gene	375				
Prav.g_00023	CDS	375				hypothetical protein
Prav.g_00024	gene	207				
Prav.g_00024	CDS	207				hypothetical protein
Prav.g_00025	gene	243				
Prav.g_00025	CDS	243				hypothetical protein
Prav.g_00026	gene	408				
Prav.g_00026	CDS	408				hypothetical protein
Prav.g_00027	gene	108				
Prav.g_00027	CDS	108				hypothetical protein
Prav.g_00028	gene	285				
Prav.g_00028	CDS	285				hypothetical protein
Prav.g_00029	gene	384				
Prav.g_00029	CDS	384				hypothetical protein
Prav.g_00030	gene	144				
Prav.g_00030	CDS	144				hypothetical protein
Prav.g_00031	gene	258				
Prav.g_00031	CDS	258				hypothetical protein
Prav.g_00032	gene	147				
Prav.g_00032	CDS	147				hypothetical protein
Prav.g_00033	gene	786	mntB_1			
Prav.g_00033	CDS	786	mntB_1			Manganese transport system membrane protein MntB
Prav.g_00034	gene	435	zur			
