locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prag.g_00001	gene	1158	dnaN			
Prag.g_00001	CDS	1158	dnaN		COG0592	Beta sliding clamp
Prag.g_00002	gene	705				
Prag.g_00002	CDS	705				hypothetical protein
Prag.g_00003	gene	2340	purL			
Prag.g_00003	CDS	2340	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Prag.g_00004	gene	1461	purF			
Prag.g_00004	CDS	1461	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Prag.g_00005	gene	2442	gyrA_1			
Prag.g_00005	CDS	2442	gyrA_1	5.6.2.2		DNA gyrase subunit A
Prag.g_00006	gene	864				
Prag.g_00006	CDS	864				hypothetical protein
Prag.g_00007	gene	945	queG			
Prag.g_00007	CDS	945	queG	1.17.99.6		Epoxyqueuosine reductase
Prag.g_00008	gene	735				
Prag.g_00008	CDS	735				hypothetical protein
Prag.g_00009	gene	627	nusB			
Prag.g_00009	CDS	627	nusB			Transcription antitermination protein NusB
Prag.g_00010	gene	1293	ftsY			
Prag.g_00010	CDS	1293	ftsY			Signal recognition particle receptor FtsY
Prag.g_00011	gene	1344				
Prag.g_00011	CDS	1344				hypothetical protein
Prag.g_00012	gene	1380	argH			
Prag.g_00012	CDS	1380	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Prag.g_00013	gene	669				
Prag.g_00013	CDS	669				hypothetical protein
Prag.g_00014	gene	1005	dusA			
Prag.g_00014	CDS	1005	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Prag.g_00015	gene	495	msrB			
Prag.g_00015	CDS	495	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Prag.g_00016	gene	720	grpE			
Prag.g_00016	CDS	720	grpE			Protein GrpE
Prag.g_00017	gene	1125	dnaJ_1			
Prag.g_00017	CDS	1125	dnaJ_1		COG0484	Chaperone protein DnaJ
Prag.g_00018	gene	231				
Prag.g_00018	CDS	231				hypothetical protein
Prag.g_00019	gene	918	rsgA			
Prag.g_00019	CDS	918	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
Prag.g_00020	gene	351	ybaB			
Prag.g_00020	CDS	351	ybaB		COG0718	Nucleoid-associated protein YbaB
Prag.g_00021	gene	894	murB			
Prag.g_00021	CDS	894	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Prag.g_00022	gene	1410	murC			
Prag.g_00022	CDS	1410	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Prag.g_00023	gene	1023	gap2			
Prag.g_00023	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Prag.g_00024	gene	987	thiL			
Prag.g_00024	CDS	987	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
Prag.g_00025	gene	1092				
Prag.g_00025	CDS	1092				hypothetical protein
Prag.g_00026	gene	561	efp			
Prag.g_00026	CDS	561	efp		COG0231	Elongation factor P
Prag.g_00027	gene	498	accB			
Prag.g_00027	CDS	498	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Prag.g_00028	gene	1032	pdxA2			
Prag.g_00028	CDS	1032	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
Prag.g_00029	gene	879				
Prag.g_00029	CDS	879				hypothetical protein
Prag.g_00030	gene	231				
Prag.g_00030	CDS	231				hypothetical protein
Prag.g_00031	gene	402				
Prag.g_00031	CDS	402				hypothetical protein
Prag.g_00032	gene	360				
Prag.g_00032	CDS	360				hypothetical protein
Prag.g_00033	gene	513				
Prag.g_00033	CDS	513				hypothetical protein
Prag.g_00034	gene	198				
Prag.g_00034	CDS	198				hypothetical protein
Prag.g_00035	gene	1164				
Prag.g_00035	CDS	1164		1.12.-.-		Soluble hydrogenase 42 kDa subunit
Prag.g_00036	gene	1113	cbiD			
Prag.g_00036	CDS	1113	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
Prag.g_00037	gene	1587	guaA			
Prag.g_00037	CDS	1587	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
Prag.g_00038	gene	1485				
Prag.g_00038	CDS	1485				hypothetical protein
Prag.g_00039	gene	714				
Prag.g_00039	CDS	714				hypothetical protein
Prag.g_00040	gene	609				
Prag.g_00040	CDS	609				hypothetical protein
Prag.g_00041	gene	144				
Prag.g_00041	CDS	144				hypothetical protein
Prag.g_00042	gene	1647	mrdA			
Prag.g_00042	CDS	1647	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
Prag.g_00043	gene	525				
Prag.g_00043	CDS	525				hypothetical protein
Prag.g_00044	gene	1782	dfa5			
Prag.g_00044	CDS	1782	dfa5	1.-.-.-	COG0426	Putative diflavin flavoprotein A 5
Prag.g_00045	gene	1776	dfa3			
Prag.g_00045	CDS	1776	dfa3	1.-.-.-	COG0426	Putative diflavin flavoprotein A 3
Prag.g_00046	gene	2661	alaS			
Prag.g_00046	CDS	2661	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
Prag.g_00047	gene	1947	speA_1			
Prag.g_00047	CDS	1947	speA_1	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
Prag.g_00048	gene	459	ndk			
Prag.g_00048	CDS	459	ndk	2.7.4.6		Nucleoside diphosphate kinase
Prag.g_00049	gene	1110	hcnC			
Prag.g_00049	CDS	1110	hcnC	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
Prag.g_00050	gene	1473	gatB			
Prag.g_00050	CDS	1473	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
Prag.g_00051	gene	618	coaE			
Prag.g_00051	CDS	618	coaE	2.7.1.24		Dephospho-CoA kinase
Prag.g_00052	gene	1239	argJ			
Prag.g_00052	CDS	1239	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
Prag.g_00053	gene	237				
Prag.g_00053	CDS	237				hypothetical protein
Prag.g_00054	gene	666				
Prag.g_00054	CDS	666				hypothetical protein
Prag.g_00055	gene	984	yhdN			
Prag.g_00055	CDS	984	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
Prag.g_00056	gene	138				
Prag.g_00056	CDS	138				hypothetical protein
Prag.g_00057	gene	310	ssrA			
Prag.g_00057	tmRNA	310	ssrA			transfer-messenger RNA, SsrA
Prag.g_00058	gene	1125	rlmL			
Prag.g_00058	CDS	1125	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
Prag.g_00059	gene	402				
Prag.g_00059	CDS	402				hypothetical protein
Prag.g_00060	gene	462				
Prag.g_00060	CDS	462				hypothetical protein
Prag.g_00061	gene	138				
Prag.g_00061	CDS	138				hypothetical protein
Prag.g_00062	gene	363				
Prag.g_00062	CDS	363				hypothetical protein
Prag.g_00063	gene	3591	smc			
Prag.g_00063	CDS	3591	smc		COG1196	Chromosome partition protein Smc
Prag.g_00064	gene	1050				
Prag.g_00064	CDS	1050				hypothetical protein
Prag.g_00065	gene	1266	lpxB_1			
Prag.g_00065	CDS	1266	lpxB_1	2.4.1.182		Lipid-A-disaccharide synthase
Prag.g_00066	gene	84				
Prag.g_00066	tRNA	84				tRNA-Leu(aag)
Prag.g_00067	gene	1347	accC			
Prag.g_00067	CDS	1347	accC	6.3.4.14	COG0439	Biotin carboxylase
Prag.g_00068	gene	315				
Prag.g_00068	CDS	315				hypothetical protein
Prag.g_00069	gene	186	psbX			
Prag.g_00069	CDS	186	psbX			Photosystem II reaction center X protein
Prag.g_00070	gene	927				
Prag.g_00070	CDS	927				hypothetical protein
Prag.g_00071	gene	276				
Prag.g_00071	CDS	276				hypothetical protein
Prag.g_00072	gene	1983				
Prag.g_00072	CDS	1983				hypothetical protein
Prag.g_00073	gene	279				
Prag.g_00073	CDS	279				hypothetical protein
Prag.g_00074	gene	342				
Prag.g_00074	CDS	342		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
Prag.g_00075	gene	606	def			
Prag.g_00075	CDS	606	def	3.5.1.88	COG0242	Peptide deformylase
Prag.g_00076	gene	1926				
Prag.g_00076	CDS	1926				hypothetical protein
Prag.g_00077	gene	1254	csd			
Prag.g_00077	CDS	1254	csd	2.8.1.7		putative cysteine desulfurase
Prag.g_00078	gene	1218				
Prag.g_00078	CDS	1218				hypothetical protein
Prag.g_00079	gene	786	sufC			
Prag.g_00079	CDS	786	sufC		COG0396	putative ATP-dependent transporter SufC
Prag.g_00080	gene	1443	sufB			
Prag.g_00080	CDS	1443	sufB		COG0719	FeS cluster assembly protein SufB
Prag.g_00081	gene	354				
Prag.g_00081	CDS	354				hypothetical protein
Prag.g_00082	gene	1101				
Prag.g_00082	CDS	1101				hypothetical protein
Prag.g_00083	gene	171				
Prag.g_00083	CDS	171				hypothetical protein
Prag.g_00084	gene	1638	pgm			
Prag.g_00084	CDS	1638	pgm	5.4.2.2	COG0033	Phosphoglucomutase
Prag.g_00085	gene	1290				
Prag.g_00085	CDS	1290			COG2256	putative AAA domain-containing protein
Prag.g_00086	gene	657				
Prag.g_00086	CDS	657				hypothetical protein
Prag.g_00087	gene	684	coaX			
Prag.g_00087	CDS	684	coaX	2.7.1.33		Type III pantothenate kinase
Prag.g_00088	gene	726	cysH			
Prag.g_00088	CDS	726	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
Prag.g_00089	gene	1215	ndbB			
Prag.g_00089	CDS	1215	ndbB	1.6.5.12		Demethylphylloquinone reductase NdbB
Prag.g_00090	gene	1809				
Prag.g_00090	CDS	1809				hypothetical protein
Prag.g_00091	gene	1404	ktrB			
Prag.g_00091	CDS	1404	ktrB		COG0168	Ktr system potassium uptake protein B
Prag.g_00092	gene	705	ktrA			
Prag.g_00092	CDS	705	ktrA		COG0569	Ktr system potassium uptake protein A
Prag.g_00093	gene	303				
Prag.g_00093	CDS	303				hypothetical protein
Prag.g_00094	gene	339				
Prag.g_00094	CDS	339				hypothetical protein
Prag.g_00095	gene	231				
Prag.g_00095	CDS	231				hypothetical protein
Prag.g_00096	gene	177				
Prag.g_00096	CDS	177				hypothetical protein
Prag.g_00097	gene	1611	yheS			
Prag.g_00097	CDS	1611	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
Prag.g_00098	gene	144				
Prag.g_00098	CDS	144				hypothetical protein
Prag.g_00099	gene	1122	hhoA_1			
Prag.g_00099	CDS	1122	hhoA_1			Putative serine protease HhoA
Prag.g_00100	gene	264				
Prag.g_00100	CDS	264				hypothetical protein
Prag.g_00101	gene	384				
Prag.g_00101	CDS	384				hypothetical protein
Prag.g_00102	gene	147				
Prag.g_00102	CDS	147				hypothetical protein
Prag.g_00103	gene	300				
Prag.g_00103	CDS	300				hypothetical protein
Prag.g_00104	gene	921				
Prag.g_00104	CDS	921				hypothetical protein
Prag.g_00105	gene	801	cysQ_1			
Prag.g_00105	CDS	801	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
Prag.g_00106	gene	1434				
Prag.g_00106	CDS	1434				hypothetical protein
Prag.g_00107	gene	1413				
Prag.g_00107	CDS	1413				hypothetical protein
Prag.g_00108	gene	768				
Prag.g_00108	CDS	768				hypothetical protein
Prag.g_00109	gene	1668	nadB			
Prag.g_00109	CDS	1668	nadB	1.4.3.16	COG0029	L-aspartate oxidase
Prag.g_00110	gene	936				
Prag.g_00110	CDS	936		1.17.4.-	COG4243	Vitamin K epoxide reductase 
Prag.g_00111	gene	1416	rimO			
Prag.g_00111	CDS	1416	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
Prag.g_00112	gene	93				
Prag.g_00112	CDS	93				hypothetical protein
Prag.g_00113	gene	387				
Prag.g_00113	CDS	387				hypothetical protein
Prag.g_00114	gene	1155				
Prag.g_00114	CDS	1155				hypothetical protein
Prag.g_00115	gene	651				
Prag.g_00115	CDS	651				hypothetical protein
Prag.g_00116	gene	927				
Prag.g_00116	CDS	927				hypothetical protein
Prag.g_00117	gene	558	aroK			
Prag.g_00117	CDS	558	aroK	2.7.1.71		Shikimate kinase
Prag.g_00118	gene	258				
Prag.g_00118	CDS	258				hypothetical protein
Prag.g_00119	gene	678				
Prag.g_00119	CDS	678				hypothetical protein
Prag.g_00120	gene	726				
Prag.g_00120	CDS	726				hypothetical protein
Prag.g_00121	gene	219				
Prag.g_00121	CDS	219				hypothetical protein
Prag.g_00122	gene	393	rbfA			
Prag.g_00122	CDS	393	rbfA		COG0858	30S ribosome-binding factor
Prag.g_00123	gene	810				
Prag.g_00123	CDS	810				hypothetical protein
Prag.g_00124	gene	471				
Prag.g_00124	CDS	471				hypothetical protein
Prag.g_00125	gene	1455	pds_1			
Prag.g_00125	CDS	1455	pds_1	1.3.5.5	COG3349	15-cis-phytoene desaturase
Prag.g_00126	gene	393	iscA			
Prag.g_00126	CDS	393	iscA		COG0316	Iron-binding protein IscA
Prag.g_00127	gene	429				
Prag.g_00127	CDS	429				hypothetical protein
Prag.g_00128	gene	1212				
Prag.g_00128	CDS	1212				hypothetical protein
Prag.g_00129	gene	270				
Prag.g_00129	CDS	270				hypothetical protein
Prag.g_00130	gene	927				
Prag.g_00130	CDS	927			COG1090	Epimerase family protein
Prag.g_00131	gene	237	ndhO			
Prag.g_00131	CDS	237	ndhO	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit O
Prag.g_00132	gene	678	dnaJ_2			
Prag.g_00132	CDS	678	dnaJ_2			Chaperone protein DnaJ
Prag.g_00133	gene	969	cysK1			
Prag.g_00133	CDS	969	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
Prag.g_00134	gene	273				
Prag.g_00134	CDS	273				hypothetical protein
Prag.g_00135	gene	675	ecfA1			
Prag.g_00135	CDS	675	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
Prag.g_00136	gene	76				
Prag.g_00136	tRNA	76				tRNA-Asn(gtt)
Prag.g_00137	gene	360				
Prag.g_00137	CDS	360				hypothetical protein
Prag.g_00138	gene	783	phoP			
Prag.g_00138	CDS	783	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
Prag.g_00139	gene	960				
Prag.g_00139	CDS	960				hypothetical protein
Prag.g_00140	gene	639	tmk			
Prag.g_00140	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
Prag.g_00141	gene	2307	copA			
Prag.g_00141	CDS	2307	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
Prag.g_00142	gene	522	ycf3			
Prag.g_00142	CDS	522	ycf3			Photosystem I assembly protein Ycf3
Prag.g_00143	gene	1350	radA			
Prag.g_00143	CDS	1350	radA	3.6.4.-	COG1066	DNA repair protein RadA
Prag.g_00144	gene	747	walR_1			
Prag.g_00144	CDS	747	walR_1		COG0745	Transcriptional regulatory protein WalR
Prag.g_00145	gene	1419	plsX			
Prag.g_00145	CDS	1419	plsX	2.3.1.274		Phosphate acyltransferase
Prag.g_00146	gene	1008	fabH			
Prag.g_00146	CDS	1008	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
Prag.g_00147	gene	897	fabD			
Prag.g_00147	CDS	897	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
Prag.g_00148	gene	621				
Prag.g_00148	CDS	621				hypothetical protein
Prag.g_00149	gene	654				
Prag.g_00149	CDS	654				hypothetical protein
Prag.g_00150	gene	252				
Prag.g_00150	CDS	252				hypothetical protein
Prag.g_00151	gene	1221				
Prag.g_00151	CDS	1221		2.7.7.-		CC-adding tRNA nucleotidyltransferase
Prag.g_00152	gene	420				
Prag.g_00152	CDS	420				hypothetical protein
Prag.g_00153	gene	909	crtB			
Prag.g_00153	CDS	909	crtB	2.5.1.32		15-cis-phytoene synthase
Prag.g_00154	gene	1398	pds_2			
Prag.g_00154	CDS	1398	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
Prag.g_00155	gene	348	ndhM			
Prag.g_00155	CDS	348	ndhM	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit M
Prag.g_00156	gene	627				
Prag.g_00156	CDS	627				hypothetical protein
Prag.g_00157	gene	960	cmpR			
Prag.g_00157	CDS	960	cmpR			HTH-type transcriptional activator CmpR
Prag.g_00158	gene	729				
Prag.g_00158	CDS	729				hypothetical protein
Prag.g_00159	gene	2022	nuoL			
Prag.g_00159	CDS	2022	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
Prag.g_00160	gene	1605	ndhD1_1			
Prag.g_00160	CDS	1605	ndhD1_1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
Prag.g_00161	gene	819				
Prag.g_00161	CDS	819				hypothetical protein
Prag.g_00162	gene	1179	cugP			
Prag.g_00162	CDS	1179	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
Prag.g_00163	gene	831	yitJ			
Prag.g_00163	CDS	831	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
Prag.g_00164	gene	273				
Prag.g_00164	CDS	273				hypothetical protein
Prag.g_00165	gene	189				
Prag.g_00165	CDS	189				hypothetical protein
Prag.g_00166	gene	498				
Prag.g_00166	CDS	498		3.6.1.25	COG2954	Inorganic triphosphatase
Prag.g_00167	gene	912	nadK_1			
Prag.g_00167	CDS	912	nadK_1	2.7.1.23	COG0061	NAD kinase
Prag.g_00168	gene	324	nuoK			
Prag.g_00168	CDS	324	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
Prag.g_00169	gene	600				
Prag.g_00169	CDS	600				hypothetical protein
Prag.g_00170	gene	627	ndhI			
Prag.g_00170	CDS	627	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
Prag.g_00171	gene	1119	ndhA			
Prag.g_00171	CDS	1119	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
Prag.g_00172	gene	1146	gltA			
Prag.g_00172	CDS	1146	gltA	2.3.3.16	COG0372	Citrate synthase
Prag.g_00173	gene	1461				
Prag.g_00173	CDS	1461				hypothetical protein
