Orthogroup	Prab	Prad
OG0000000	Prab.g_00915, Prab.g_01617	Prad.g_00352
OG0000000	Prab.g_01598	Prad.g_00392
OG0000000	Prab.g_01278	Prad.g_00393
OG0000000	Prab.g_01278	Prad.g_01435
OG0000000	Prab.g_01597	Prad.g_00393
OG0000000	Prab.g_01597	Prad.g_01435
OG0000000	Prab.g_01606	Prad.g_00372, Prad.g_00349
OG0000000	Prab.g_01308	Prad.g_00350
OG0000001	Prab.g_00788, Prab.g_01279, Prab.g_01281	Prad.g_01434, Prad.g_01994
OG0000002	Prab.g_00683	Prad.g_01252
OG0000004	Prab.g_00700	Prad.g_01269
OG0000004	Prab.g_00223	Prad.g_01759
OG0000005	Prab.g_01682	Prad.g_00928
OG0000005	Prab.g_01542	Prad.g_00438
OG0000006	Prab.g_00231	Prad.g_01750
OG0000007	Prab.g_00501	Prad.g_00132
OG0000007	Prab.g_01669	Prad.g_00941
OG0000008	Prab.g_00677	Prad.g_01246
OG0000009	Prab.g_01584	Prad.g_00317, Prad.g_00401
OG0000009	Prab.g_00096	Prad.g_01888
OG0000010	Prab.g_00478	Prad.g_00033
OG0000010	Prab.g_01104	Prad.g_01304, Prad.g_01011
OG0000011	Prab.g_00799	Prad.g_01212
OG0000012	Prab.g_00627	Prad.g_01412
OG0000013	Prab.g_00315	Prad.g_01664
OG0000014	Prab.g_00294	Prad.g_01685
OG0000015	Prab.g_00789	Prad.g_01108
OG0000016	Prab.g_00013	Prad.g_01973
OG0000017	Prab.g_00602	Prad.g_01387
OG0000018	Prab.g_00867	Prad.g_01173
OG0000018	Prab.g_01201	Prad.g_01515
OG0000019	Prab.g_00239	Prad.g_01742
OG0000019	Prab.g_00820	Prad.g_01125
OG0000020	Prab.g_01162	Prad.g_00647
OG0000020	Prab.g_00379	Prad.g_01299
OG0000021	Prab.g_00354	Prad.g_01981, Prad.g_00745
OG0000022	Prab.g_01182	Prad.g_01993
OG0000022	Prab.g_00782	Prad.g_01105
OG0000023	Prab.g_00348	Prad.g_00751
OG0000024	Prab.g_00763	Prad.g_01088
OG0000024	Prab.g_00680	Prad.g_01249
OG0000025	Prab.g_00319	Prad.g_01660
OG0000025	Prab.g_00874	Prad.g_01181
OG0000026	Prab.g_00031	Prad.g_01955
OG0000026	Prab.g_01111	Prad.g_01004
OG0000027	Prab.g_00914, Prab.g_01616	Prad.g_01298, Prad.g_00353
OG0000028	Prab.g_00308	Prad.g_01671
OG0000029	Prab.g_00773	Prad.g_01096
OG0000033	Prab.g_00160	Prad.g_01822
OG0000034	Prab.g_01336	Prad.g_00618
OG0000035	Prab.g_01466	Prad.g_00515
OG0000037	Prab.g_00100	Prad.g_01884
OG0000038	Prab.g_01908	Prad.g_01582
OG0000039	Prab.g_00691	Prad.g_01260
OG0000040	Prab.g_01623	Prad.g_00369
OG0000040	Prab.g_01200	Prad.g_01516
OG0000041	Prab.g_01715	Prad.g_00894
OG0000042	Prab.g_01864	Prad.g_01624
OG0000043	Prab.g_01100	Prad.g_00276
OG0000045	Prab.g_00360	Prad.g_00738
OG0000047	Prab.g_00318	Prad.g_01661
OG0000048	Prab.g_00363	Prad.g_00735
OG0000049	Prab.g_00372	Prad.g_00726
OG0000049	Prab.g_00971	Prad.g_01215
OG0000050	Prab.g_01645	Prad.g_01291
OG0000050	Prab.g_01130	Prad.g_00985
OG0000051	Prab.g_01304	Prad.g_00342
OG0000053	Prab.g_01486	Prad.g_00494
OG0000054	Prab.g_00610	Prad.g_01395
OG0000055	Prab.g_00821	Prad.g_01126
OG0000057	Prab.g_00703	Prad.g_01272
OG0000058	Prab.g_01393	Prad.g_00565
OG0000059	Prab.g_01754	Prad.g_00855
OG0000061	Prab.g_01219	Prad.g_01496
OG0000062	Prab.g_01544	Prad.g_00436
OG0000063	Prab.g_00033	Prad.g_01953
OG0000065	Prab.g_00098	Prad.g_01886
OG0000066	Prab.g_00543	Prad.g_00090
OG0000067	Prab.g_00840	Prad.g_01146
OG0000068	Prab.g_01360	Prad.g_00594
OG0000069	Prab.g_01585	Prad.g_00400
OG0000070	Prab.g_00456	Prad.g_00057
OG0000071	Prab.g_01637, Prab.g_01326	Prad.g_00628
OG0000072	Prab.g_00162	Prad.g_01820
OG0000073	Prab.g_00503	Prad.g_00130
OG0000074	Prab.g_00687	Prad.g_01256
OG0000075	Prab.g_01834	Prad.g_00775
OG0000076	Prab.g_01857	Prad.g_01631
OG0000077	Prab.g_00070	Prad.g_01915
OG0000078	Prab.g_00229	Prad.g_01752
OG0000079	Prab.g_00242	Prad.g_01739
OG0000081	Prab.g_00535	Prad.g_00098
OG0000082	Prab.g_00589	Prad.g_01374
OG0000083	Prab.g_01307	Prad.g_00345
OG0000083	Prab.g_00921	Prad.g_01075
OG0000084	Prab.g_01462	Prad.g_00519
OG0000085	Prab.g_01662	Prad.g_00948
OG0000086	Prab.g_00080	Prad.g_01905
OG0000087	Prab.g_00129	Prad.g_01854
OG0000088	Prab.g_00157	Prad.g_01825
OG0000089	Prab.g_00343	Prad.g_00755
OG0000090	Prab.g_00537	Prad.g_00096
OG0000091	Prab.g_00647	Prad.g_01431
OG0000092	Prab.g_01063	Prad.g_00240
OG0000093	Prab.g_01042	Prad.g_00218
OG0000094	Prab.g_00948	Prad.g_01038
OG0000095	Prab.g_01299, Prab.g_00929	Prad.g_01018
OG0000096	Prab.g_01165	Prad.g_00650
OG0000097	Prab.g_01260	Prad.g_01454
OG0000098	Prab.g_01346	Prad.g_00612
OG0000099	Prab.g_01394	Prad.g_00566
OG0000100	Prab.g_01540	Prad.g_00440
OG0000101	Prab.g_01802	Prad.g_00807
OG0000102	Prab.g_01862	Prad.g_01626
OG0000103	Prab.g_01942	Prad.g_01548
OG0000104	Prab.g_01951	Prad.g_01540
OG0000105	Prab.g_00262	Prad.g_01717
OG0000106	Prab.g_00359	Prad.g_00739
OG0000107	Prab.g_00375	Prad.g_00724
OG0000108	Prab.g_00484	Prad.g_00027
OG0000109	Prab.g_00498	Prad.g_00013
OG0000110	Prab.g_00579	Prad.g_01364
OG0000111	Prab.g_00704	Prad.g_01273
OG0000112	Prab.g_00804	Prad.g_01109
OG0000113	Prab.g_00862	Prad.g_01168
OG0000114	Prab.g_01068	Prad.g_00245
OG0000115	Prab.g_01156	Prad.g_00641
OG0000116	Prab.g_01209	Prad.g_01506
OG0000117	Prab.g_00717	Prad.g_01214
OG0000118	Prab.g_01338	Prad.g_00616
OG0000119	Prab.g_01356	Prad.g_00598
OG0000120	Prab.g_01447	Prad.g_00564
OG0000121	Prab.g_01468	Prad.g_00513
OG0000122	Prab.g_01506	Prad.g_00474
OG0000123	Prab.g_01809	Prad.g_00800
OG0000124	Prab.g_01873	Prad.g_01616
OG0000125	Prab.g_01910	Prad.g_01580
OG0000126	Prab.g_01950	Prad.g_01541
OG0000128	Prab.g_00011	Prad.g_01975
OG0000129	Prab.g_00043	Prad.g_01943
OG0000130	Prab.g_00061	Prad.g_01924
OG0000131	Prab.g_00136	Prad.g_01846
OG0000132	Prab.g_00155	Prad.g_01827
OG0000133	Prab.g_00310	Prad.g_01669
OG0000134	Prab.g_00344	Prad.g_00754
OG0000135	Prab.g_00371	Prad.g_00727
OG0000136	Prab.g_00444	Prad.g_00066
OG0000137	Prab.g_00479	Prad.g_00032
OG0000138	Prab.g_00499	Prad.g_00012
OG0000139	Prab.g_00541	Prad.g_00092
OG0000140	Prab.g_00542	Prad.g_00091
OG0000141	Prab.g_00611	Prad.g_01396
OG0000142	Prab.g_00640	Prad.g_01424
OG0000143	Prab.g_00644	Prad.g_01428
OG0000144	Prab.g_00657	Prad.g_01226
OG0000145	Prab.g_00783	Prad.g_01107
OG0000146	Prab.g_00805	Prad.g_01110
OG0000147	Prab.g_00806	Prad.g_01111
OG0000148	Prab.g_00856	Prad.g_01162
OG0000149	Prab.g_00886	Prad.g_00301
OG0000150	Prab.g_00894	Prad.g_00293
OG0000151	Prab.g_01058	Prad.g_00235
OG0000152	Prab.g_01010	Prad.g_00186
OG0000153	Prab.g_00991	Prad.g_00167
OG0000154	Prab.g_00955	Prad.g_00139
OG0000155	Prab.g_01239	Prad.g_01476
OG0000156	Prab.g_01315	Prad.g_00359
OG0000157	Prab.g_01316	Prad.g_00360
OG0000158	Prab.g_01379	Prad.g_00567
OG0000159	Prab.g_01392	Prad.g_00563
OG0000160	Prab.g_01467	Prad.g_00514
OG0000161	Prab.g_01473	Prad.g_00508
OG0000162	Prab.g_01479	Prad.g_00502
OG0000163	Prab.g_01513	Prad.g_00467
OG0000164	Prab.g_01693	Prad.g_00917
OG0000165	Prab.g_01700	Prad.g_00910
OG0000166	Prab.g_01766	Prad.g_00843
OG0000167	Prab.g_01832	Prad.g_00777
OG0000168	Prab.g_01841	Prad.g_00767
OG0000169	Prab.g_01851	Prad.g_01637
OG0000170	Prab.g_01853	Prad.g_01635
OG0000171	Prab.g_01872	Prad.g_01617
OG0000172	Prab.g_01881	Prad.g_01609
OG0000173	Prab.g_01896	Prad.g_01594
OG0000174	Prab.g_01924	Prad.g_01566
OG0000175	Prab.g_01934	Prad.g_01556
OG0000176	Prab.g_00004	Prad.g_01532
OG0000177	Prab.g_00005	Prad.g_01531
OG0000178	Prab.g_00006	Prad.g_01530
OG0000179	Prab.g_00016	Prad.g_01970
OG0000180	Prab.g_00017	Prad.g_01969
OG0000181	Prab.g_00018	Prad.g_01968
OG0000182	Prab.g_00019	Prad.g_01967
OG0000183	Prab.g_00023	Prad.g_01963
OG0000184	Prab.g_00045	Prad.g_01940
OG0000185	Prab.g_00048	Prad.g_01937
OG0000186	Prab.g_00056	Prad.g_01929
OG0000187	Prab.g_00057	Prad.g_01928
OG0000188	Prab.g_00074	Prad.g_01911
OG0000189	Prab.g_00087	Prad.g_01897
OG0000190	Prab.g_00088	Prad.g_01896
OG0000191	Prab.g_00108	Prad.g_01876
OG0000192	Prab.g_00112	Prad.g_01872
OG0000193	Prab.g_00137	Prad.g_01845
OG0000194	Prab.g_00140	Prad.g_01842
OG0000195	Prab.g_00142	Prad.g_01840
OG0000196	Prab.g_00152	Prad.g_01830
OG0000197	Prab.g_00153	Prad.g_01829
OG0000198	Prab.g_00154	Prad.g_01828
OG0000199	Prab.g_00161	Prad.g_01821
OG0000200	Prab.g_00175	Prad.g_01807
OG0000201	Prab.g_00183	Prad.g_01799
OG0000202	Prab.g_00184	Prad.g_01798
OG0000203	Prab.g_00185	Prad.g_01797
OG0000204	Prab.g_00186	Prad.g_01796
OG0000205	Prab.g_00193	Prad.g_01789
OG0000206	Prab.g_00198	Prad.g_01784
OG0000207	Prab.g_00200	Prad.g_01782
OG0000208	Prab.g_00201	Prad.g_01781
OG0000209	Prab.g_00210	Prad.g_01772
OG0000210	Prab.g_00211	Prad.g_01771
OG0000211	Prab.g_00224	Prad.g_01758
OG0000212	Prab.g_00230	Prad.g_01751
OG0000213	Prab.g_00247	Prad.g_01734
OG0000214	Prab.g_00256	Prad.g_01724
OG0000215	Prab.g_00280	Prad.g_01699
OG0000216	Prab.g_00282	Prad.g_01697
OG0000217	Prab.g_00285	Prad.g_01694
OG0000218	Prab.g_00287	Prad.g_01692
OG0000219	Prab.g_00288	Prad.g_01691
OG0000220	Prab.g_00289	Prad.g_01690
OG0000221	Prab.g_00290	Prad.g_01689
OG0000222	Prab.g_00298	Prad.g_01681
OG0000223	Prab.g_00311	Prad.g_01668
OG0000224	Prab.g_00313	Prad.g_01666
OG0000225	Prab.g_00333	Prad.g_01645
OG0000226	Prab.g_00337	Prad.g_00761
OG0000227	Prab.g_00339	Prad.g_00759
OG0000228	Prab.g_00342	Prad.g_00756
OG0000229	Prab.g_00439	Prad.g_00666
OG0000230	Prab.g_00441	Prad.g_00069
OG0000231	Prab.g_00455	Prad.g_00058
OG0000232	Prab.g_00463	Prad.g_00049
OG0000233	Prab.g_00468	Prad.g_00043
OG0000234	Prab.g_00480	Prad.g_00031
OG0000235	Prab.g_00483	Prad.g_00028
OG0000236	Prab.g_00497	Prad.g_00014
OG0000237	Prab.g_00510	Prad.g_00123
OG0000238	Prab.g_00516	Prad.g_00117
OG0000239	Prab.g_00529	Prad.g_00104
OG0000240	Prab.g_00530	Prad.g_00103
OG0000241	Prab.g_00534	Prad.g_00099
OG0000242	Prab.g_00536	Prad.g_00097
OG0000243	Prab.g_00547	Prad.g_01333
OG0000244	Prab.g_00550	Prad.g_01336
OG0000245	Prab.g_00552	Prad.g_01338
OG0000246	Prab.g_00556	Prad.g_01342
OG0000247	Prab.g_00566	Prad.g_01352
OG0000248	Prab.g_00569	Prad.g_01354
OG0000249	Prab.g_00571	Prad.g_01356
OG0000250	Prab.g_00576	Prad.g_01361
OG0000251	Prab.g_00595	Prad.g_01380
OG0000252	Prab.g_00598	Prad.g_01383
OG0000253	Prab.g_00599	Prad.g_01384
OG0000254	Prab.g_00615	Prad.g_01400
OG0000255	Prab.g_00621	Prad.g_01406
OG0000256	Prab.g_00632	Prad.g_01416
OG0000257	Prab.g_00635	Prad.g_01419
OG0000258	Prab.g_00648	Prad.g_01432
OG0000259	Prab.g_00665	Prad.g_01234
OG0000260	Prab.g_00668	Prad.g_01237
OG0000261	Prab.g_00670	Prad.g_01239
OG0000262	Prab.g_00674	Prad.g_01243
OG0000263	Prab.g_00686	Prad.g_01255
OG0000264	Prab.g_00696	Prad.g_01265
OG0000265	Prab.g_00723	Prad.g_01049
OG0000266	Prab.g_00733	Prad.g_01059
OG0000267	Prab.g_00744	Prad.g_01070
OG0000268	Prab.g_00745	Prad.g_01071
OG0000269	Prab.g_00835	Prad.g_01141
OG0000270	Prab.g_00838	Prad.g_01144
OG0000271	Prab.g_00846	Prad.g_01152
OG0000272	Prab.g_00847	Prad.g_01153
OG0000273	Prab.g_00870	Prad.g_01176
OG0000274	Prab.g_00871	Prad.g_01177
OG0000275	Prab.g_00873	Prad.g_01180
OG0000276	Prab.g_00878	Prad.g_01185
OG0000277	Prab.g_00879	Prad.g_00308
OG0000278	Prab.g_00882	Prad.g_00305
OG0000279	Prab.g_00889	Prad.g_00298
OG0000280	Prab.g_00890	Prad.g_00297
OG0000281	Prab.g_00896	Prad.g_00292
OG0000282	Prab.g_01066	Prad.g_00243
OG0000283	Prab.g_01033	Prad.g_00209
OG0000284	Prab.g_01028	Prad.g_00204
OG0000285	Prab.g_01023	Prad.g_00199
OG0000286	Prab.g_01011	Prad.g_00187
OG0000287	Prab.g_00994	Prad.g_00170
OG0000288	Prab.g_00956	Prad.g_00140
OG0000289	Prab.g_00945	Prad.g_01035
OG0000290	Prab.g_00932	Prad.g_01021
OG0000291	Prab.g_00930	Prad.g_01019
OG0000292	Prab.g_01144	Prad.g_00972
OG0000293	Prab.g_01210	Prad.g_01505
OG0000294	Prab.g_01211	Prad.g_01504
OG0000295	Prab.g_01231	Prad.g_01484
OG0000296	Prab.g_01233	Prad.g_01482
OG0000297	Prab.g_01241	Prad.g_01474
OG0000298	Prab.g_01242	Prad.g_01473
OG0000299	Prab.g_01259	Prad.g_01455
OG0000300	Prab.g_01262	Prad.g_01452
OG0000301	Prab.g_01263	Prad.g_01451
OG0000302	Prab.g_01265	Prad.g_01449
OG0000303	Prab.g_01272	Prad.g_01442
OG0000304	Prab.g_01276	Prad.g_01438
OG0000305	Prab.g_01353	Prad.g_00602
OG0000306	Prab.g_01355	Prad.g_00599
OG0000307	Prab.g_01369	Prad.g_00585
OG0000308	Prab.g_01370	Prad.g_00584
OG0000309	Prab.g_01374	Prad.g_00580
OG0000310	Prab.g_01451	Prad.g_00530
OG0000311	Prab.g_01453	Prad.g_00528
OG0000312	Prab.g_01456	Prad.g_00525
OG0000313	Prab.g_01470	Prad.g_00511
OG0000314	Prab.g_01493	Prad.g_00487
OG0000315	Prab.g_01503	Prad.g_00477
OG0000316	Prab.g_01523	Prad.g_00457
OG0000317	Prab.g_01667	Prad.g_00943
OG0000318	Prab.g_01670	Prad.g_00940
OG0000319	Prab.g_01683	Prad.g_00927
OG0000320	Prab.g_01685	Prad.g_00925
OG0000321	Prab.g_01686	Prad.g_00924
OG0000322	Prab.g_01687	Prad.g_00923
OG0000323	Prab.g_01696	Prad.g_00914
OG0000324	Prab.g_01722	Prad.g_00887
OG0000325	Prab.g_01732	Prad.g_00878
OG0000326	Prab.g_01738	Prad.g_00872
OG0000327	Prab.g_01761	Prad.g_00848
OG0000328	Prab.g_01762	Prad.g_00847
OG0000329	Prab.g_01779	Prad.g_00830
OG0000330	Prab.g_01780	Prad.g_00829
OG0000331	Prab.g_01781	Prad.g_00828
OG0000332	Prab.g_01795	Prad.g_00814
OG0000333	Prab.g_01797	Prad.g_00812
OG0000334	Prab.g_01805	Prad.g_00804
OG0000335	Prab.g_01810	Prad.g_00799
OG0000336	Prab.g_01814	Prad.g_00795
OG0000337	Prab.g_01830	Prad.g_00779
OG0000338	Prab.g_01831	Prad.g_00778
OG0000339	Prab.g_01835	Prad.g_00774
OG0000340	Prab.g_01842	Prad.g_00766
OG0000340	Prab.g_01842	Prad.g_01294
OG0000341	Prab.g_01844	Prad.g_00764
OG0000342	Prab.g_01845	Prad.g_00763
OG0000343	Prab.g_01846	Prad.g_00762
OG0000344	Prab.g_01849	Prad.g_01639
OG0000345	Prab.g_01854	Prad.g_01634
OG0000346	Prab.g_01858	Prad.g_01630
OG0000347	Prab.g_01874	Prad.g_01615
OG0000348	Prab.g_01884	Prad.g_01606
OG0000349	Prab.g_01901	Prad.g_01589
OG0000350	Prab.g_01920	Prad.g_01570
OG0000351	Prab.g_01937	Prad.g_01553
OG0000352	Prab.g_01938	Prad.g_01552
OG0000353	Prab.g_01954	Prad.g_01537
OG0000355	Prab.g_00001	Prad.g_01535
OG0000356	Prab.g_00002	Prad.g_01534
OG0000357	Prab.g_00003	Prad.g_01533
OG0000358	Prab.g_00007	Prad.g_01529
OG0000359	Prab.g_00008	Prad.g_01528
OG0000360	Prab.g_00009	Prad.g_01527
OG0000361	Prab.g_00010	Prad.g_01976
OG0000362	Prab.g_00012	Prad.g_01974
OG0000363	Prab.g_00014	Prad.g_01972
OG0000364	Prab.g_00015	Prad.g_01971
OG0000365	Prab.g_00020	Prad.g_01966
OG0000366	Prab.g_00021	Prad.g_01965
OG0000367	Prab.g_00022	Prad.g_01964
OG0000368	Prab.g_00024	Prad.g_01962
OG0000369	Prab.g_00025	Prad.g_01961
OG0000370	Prab.g_00026	Prad.g_01960
OG0000371	Prab.g_00032	Prad.g_01954
OG0000372	Prab.g_00035	Prad.g_01951
OG0000373	Prab.g_00036	Prad.g_01950
OG0000374	Prab.g_00037	Prad.g_01949
OG0000375	Prab.g_00039	Prad.g_01947
OG0000376	Prab.g_00041	Prad.g_01945
OG0000377	Prab.g_00044	Prad.g_01941
OG0000378	Prab.g_00046	Prad.g_01939
OG0000379	Prab.g_00049	Prad.g_01936
OG0000380	Prab.g_00058	Prad.g_01927
OG0000381	Prab.g_00062	Prad.g_01923
OG0000382	Prab.g_00073	Prad.g_01912
OG0000383	Prab.g_00075	Prad.g_01910
OG0000384	Prab.g_00076	Prad.g_01909
OG0000385	Prab.g_00077	Prad.g_01908
OG0000386	Prab.g_00078	Prad.g_01907
OG0000387	Prab.g_00090	Prad.g_01894
OG0000388	Prab.g_00093	Prad.g_01891
OG0000389	Prab.g_00097	Prad.g_01887
OG0000390	Prab.g_00104	Prad.g_01880
OG0000391	Prab.g_00107	Prad.g_01877
OG0000392	Prab.g_00111	Prad.g_01873
OG0000393	Prab.g_00113	Prad.g_01871
OG0000394	Prab.g_00114	Prad.g_01870
OG0000395	Prab.g_00115	Prad.g_01869
OG0000396	Prab.g_00117	Prad.g_01866
OG0000397	Prab.g_00119	Prad.g_01864
OG0000398	Prab.g_00121	Prad.g_01862
OG0000399	Prab.g_00122	Prad.g_01861
OG0000400	Prab.g_00123	Prad.g_01860
OG0000401	Prab.g_00124	Prad.g_01859
OG0000402	Prab.g_00126	Prad.g_01857
OG0000403	Prab.g_00127	Prad.g_01856
OG0000404	Prab.g_00128	Prad.g_01855
OG0000405	Prab.g_00132	Prad.g_01851
OG0000406	Prab.g_00138	Prad.g_01844
OG0000407	Prab.g_00139	Prad.g_01843
OG0000408	Prab.g_00141	Prad.g_01841
OG0000409	Prab.g_00143	Prad.g_01839
OG0000410	Prab.g_00144	Prad.g_01838
OG0000411	Prab.g_00145	Prad.g_01837
OG0000412	Prab.g_00146	Prad.g_01836
OG0000413	Prab.g_00147	Prad.g_01835
OG0000414	Prab.g_00148	Prad.g_01834
OG0000415	Prab.g_00149	Prad.g_01833
OG0000416	Prab.g_00150	Prad.g_01832
OG0000417	Prab.g_00151	Prad.g_01831
OG0000418	Prab.g_00156	Prad.g_01826
OG0000419	Prab.g_00158	Prad.g_01824
OG0000420	Prab.g_00159	Prad.g_01823
OG0000421	Prab.g_00164	Prad.g_01818
OG0000422	Prab.g_00165	Prad.g_01817
OG0000423	Prab.g_00166	Prad.g_01816
OG0000424	Prab.g_00167	Prad.g_01815
OG0000425	Prab.g_00168	Prad.g_01814
OG0000426	Prab.g_00169	Prad.g_01813
OG0000427	Prab.g_00170	Prad.g_01812
OG0000428	Prab.g_00172	Prad.g_01810
OG0000429	Prab.g_00173	Prad.g_01809
OG0000430	Prab.g_00174	Prad.g_01808
OG0000431	Prab.g_00176	Prad.g_01806
OG0000432	Prab.g_00179	Prad.g_01803
OG0000433	Prab.g_00180	Prad.g_01802
OG0000434	Prab.g_00181	Prad.g_01801
OG0000435	Prab.g_00182	Prad.g_01800
OG0000436	Prab.g_00187	Prad.g_01795
OG0000437	Prab.g_00188	Prad.g_01794
OG0000438	Prab.g_00189	Prad.g_01793
OG0000439	Prab.g_00191	Prad.g_01791
OG0000440	Prab.g_00192	Prad.g_01790
OG0000441	Prab.g_00195	Prad.g_01787
OG0000442	Prab.g_00196	Prad.g_01786
OG0000443	Prab.g_00197	Prad.g_01785
OG0000444	Prab.g_00202	Prad.g_01780
OG0000445	Prab.g_00203	Prad.g_01779
OG0000446	Prab.g_00204	Prad.g_01778
OG0000447	Prab.g_00205	Prad.g_01777
OG0000448	Prab.g_00206	Prad.g_01776
OG0000449	Prab.g_00207	Prad.g_01775
OG0000450	Prab.g_00208	Prad.g_01774
OG0000451	Prab.g_00209	Prad.g_01773
OG0000452	Prab.g_00212	Prad.g_01770
OG0000453	Prab.g_00213	Prad.g_01769
OG0000454	Prab.g_00214	Prad.g_01768
OG0000455	Prab.g_00215	Prad.g_01767
OG0000456	Prab.g_00216	Prad.g_01766
OG0000457	Prab.g_00217	Prad.g_01765
OG0000458	Prab.g_00218	Prad.g_01764
OG0000459	Prab.g_00219	Prad.g_01763
OG0000460	Prab.g_00226	Prad.g_01756
OG0000461	Prab.g_00232	Prad.g_01749
OG0000462	Prab.g_00234	Prad.g_01747
OG0000463	Prab.g_00235	Prad.g_01746
OG0000464	Prab.g_00236	Prad.g_01745
OG0000465	Prab.g_00237	Prad.g_01744
OG0000466	Prab.g_00240	Prad.g_01741
OG0000467	Prab.g_00241	Prad.g_01740
OG0000468	Prab.g_00243	Prad.g_01738
OG0000469	Prab.g_00251	Prad.g_01729
OG0000470	Prab.g_00253	Prad.g_01727
OG0000471	Prab.g_00254	Prad.g_01726
OG0000472	Prab.g_00255	Prad.g_01725
OG0000473	Prab.g_00257	Prad.g_01723
OG0000474	Prab.g_00258	Prad.g_01722
OG0000475	Prab.g_00259	Prad.g_01721
OG0000476	Prab.g_00260	Prad.g_01720
OG0000477	Prab.g_00263	Prad.g_01716
OG0000478	Prab.g_00264	Prad.g_01715
OG0000479	Prab.g_00265	Prad.g_01714
OG0000480	Prab.g_00270	Prad.g_01709
OG0000481	Prab.g_00272	Prad.g_01707
OG0000482	Prab.g_00273	Prad.g_01706
OG0000483	Prab.g_00276	Prad.g_01703
OG0000484	Prab.g_00277	Prad.g_01702
OG0000485	Prab.g_00278	Prad.g_01701
OG0000486	Prab.g_00279	Prad.g_01700
OG0000487	Prab.g_00283	Prad.g_01696
OG0000488	Prab.g_00286	Prad.g_01693
OG0000489	Prab.g_00291	Prad.g_01688
OG0000490	Prab.g_00296	Prad.g_01683
OG0000491	Prab.g_00297	Prad.g_01682
OG0000492	Prab.g_00299	Prad.g_01680
OG0000493	Prab.g_00300	Prad.g_01679
OG0000494	Prab.g_00301	Prad.g_01678
OG0000495	Prab.g_00302	Prad.g_01677
OG0000496	Prab.g_00303	Prad.g_01676
OG0000497	Prab.g_00304	Prad.g_01675
OG0000498	Prab.g_00305	Prad.g_01674
OG0000499	Prab.g_00306	Prad.g_01673
OG0000500	Prab.g_00307	Prad.g_01672
OG0000501	Prab.g_00309	Prad.g_01670
OG0000502	Prab.g_00312	Prad.g_01667
OG0000503	Prab.g_00322	Prad.g_01657
OG0000504	Prab.g_00323	Prad.g_01656
OG0000505	Prab.g_00324	Prad.g_01655
OG0000506	Prab.g_00325	Prad.g_01653
OG0000507	Prab.g_00328	Prad.g_01650
OG0000508	Prab.g_00332	Prad.g_01646
OG0000509	Prab.g_00334	Prad.g_01644
OG0000510	Prab.g_00335	Prad.g_01643
OG0000511	Prab.g_00336	Prad.g_01642
OG0000512	Prab.g_00338	Prad.g_00760
OG0000513	Prab.g_00345	Prad.g_00753
OG0000514	Prab.g_00434	Prad.g_00671
OG0000515	Prab.g_00435	Prad.g_00670
OG0000516	Prab.g_00436	Prad.g_00669
OG0000517	Prab.g_00438	Prad.g_00667
