HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N14.HOG0000000	OG0000000	n11				Prad.g_01982																																				
N14.HOG0000001	OG0000000	n40				Prad.g_00392											Prao.g_01515																									
N14.HOG0000002	OG0000000	n106															Prao.g_01514																									
N14.HOG0000003	OG0000000	n113				Prad.g_01435																																				
N14.HOG0000004	OG0000000	n143				Prad.g_00393																																				
N14.HOG0000005	OG0000000	n204				Prad.g_00349, Prad.g_00372											Prao.g_01528, Prao.g_01297																									
N14.HOG0000006	OG0000001	n1				Prad.g_00601											Prao.g_01246																									
N14.HOG0000007	OG0000001	n47				Prad.g_01252											Prao.g_00116																									
N14.HOG0000008	OG0000002	n5				Prad.g_01994, Prad.g_01434																																				
N14.HOG0000009	OG0000002	n7															Prao.g_01529																									
N14.HOG0000010	OG0000002	n46															Prao.g_01852																									
N14.HOG0000011	OG0000002	n68				Prad.g_00609											Prao.g_01254																									
N14.HOG0000012	OG0000003	n42															Prao.g_01345																									
N14.HOG0000013	OG0000003	n61				Prad.g_01995											Prao.g_00015																									
N14.HOG0000014	OG0000003	n87				Prad.g_00073											Prao.g_01259																									
N14.HOG0000015	OG0000004	n40				Prad.g_00350											Prao.g_01296																									
N14.HOG0000016	OG0000004	n61				Prad.g_00389											Prao.g_01518																									
N14.HOG0000017	OG0000005	n1				Prad.g_01075											Prao.g_00673																									
N14.HOG0000018	OG0000005	n23				Prad.g_01082											Prao.g_00679																									
N14.HOG0000019	OG0000005	n74				Prad.g_00345											Prao.g_01301																									
N14.HOG0000020	OG0000006	n3				Prad.g_00330											Prao.g_01316																									
N14.HOG0000021	OG0000006	n34				Prad.g_01097											Prao.g_00691																									
N14.HOG0000022	OG0000006	n51				Prad.g_00650											Prao.g_01142																									
N14.HOG0000023	OG0000007	n15				Prad.g_00377																																				
N14.HOG0000024	OG0000007	n24				Prad.g_01215											Prao.g_01333																									
N14.HOG0000025	OG0000007	n50				Prad.g_00726											Prao.g_00517																									
N14.HOG0000026	OG0000008	n1				Prad.g_00132											Prao.g_00603																									
N14.HOG0000027	OG0000008	n40				Prad.g_00941											Prao.g_01552																									
N14.HOG0000028	OG0000010	n6				Prad.g_01125											Prao.g_00720																									
N14.HOG0000029	OG0000010	n44				Prad.g_01742											Prao.g_00387																									
N14.HOG0000030	OG0000011	n5				Prad.g_00734											Prao.g_00510																									
N14.HOG0000031	OG0000011	n28				Prad.g_01096											Prao.g_00690																									
N14.HOG0000032	OG0000012	n45				Prad.g_00735											Prao.g_00509																									
N14.HOG0000033	OG0000013	n12				Prad.g_00401											Prao.g_01507																									
N14.HOG0000034	OG0000013	n32				Prad.g_01888																																				
N14.HOG0000035	OG0000014	n5															Prao.g_01213																									
N14.HOG0000036	OG0000014	n43				Prad.g_01685																																				
N14.HOG0000037	OG0000015	n1				Prad.g_00683																																				
N14.HOG0000038	OG0000015	n29				Prad.g_01661											Prao.g_00466																									
N14.HOG0000039	OG0000016	n4															Prao.g_00703																									
N14.HOG0000040	OG0000017	n23				Prad.g_01298																																				
N14.HOG0000041	OG0000017	n25				Prad.g_00353											Prao.g_01293																									
N14.HOG0000042	OG0000017	n38															Prao.g_00576																									
N14.HOG0000043	OG0000018	n0				Prad.g_01387											Prao.g_00036																									
N14.HOG0000044	OG0000019	n32				Prad.g_00728											Prao.g_00515																									
N14.HOG0000045	OG0000019	n49				Prad.g_00951																																				
N14.HOG0000046	OG0000020	n0				Prad.g_00598											Prao.g_01243																									
N14.HOG0000047	OG0000021	n33				Prad.g_00494											Prao.g_01417																									
N14.HOG0000048	OG0000022	n0				Prad.g_01750											Prao.g_00379																									
N14.HOG0000049	OG0000023	n5				Prad.g_01981											Prao.g_01346																									
N14.HOG0000050	OG0000023	n18				Prad.g_00745											Prao.g_00500																									
N14.HOG0000051	OG0000024	n0				Prad.g_00338											Prao.g_01308																									
N14.HOG0000052	OG0000025	n0				Prad.g_01088											Prao.g_00683																									
N14.HOG0000053	OG0000026	n0				Prad.g_00352											Prao.g_01294																									
N14.HOG0000054	OG0000027	n6				Prad.g_01246											Prao.g_00111																									
N14.HOG0000055	OG0000028	n32				Prad.g_00323											Prao.g_01323																									
N14.HOG0000056	OG0000029	n0				Prad.g_01126											Prao.g_00721																									
N14.HOG0000057	OG0000030	n0				Prad.g_01127											Prao.g_00722																									
N14.HOG0000058	OG0000031	n0				Prad.g_01624											Prao.g_01750																									
N14.HOG0000059	OG0000032	n6				Prad.g_01953											Prao.g_00179																									
N14.HOG0000060	OG0000032	n29				Prad.g_00081																																				
N14.HOG0000061	OG0000033	n16				Prad.g_00427											Prao.g_01483																									
N14.HOG0000062	OG0000033	n31				Prad.g_01078											Prao.g_00675																									
N14.HOG0000063	OG0000034	n33				Prad.g_00515											Prao.g_01397																									
N14.HOG0000064	OG0000035	n22				Prad.g_00400											Prao.g_01508																									
N14.HOG0000065	OG0000035	n42				Prad.g_00952																																				
N14.HOG0000066	OG0000036	n13				Prad.g_00647											Prao.g_01145																									
N14.HOG0000067	OG0000037	n17				Prad.g_00342											Prao.g_01304																									
N14.HOG0000068	OG0000038	n4															Prao.g_01355, Prao.g_01364																									
N14.HOG0000069	OG0000039	n1				Prad.g_01973																																				
N14.HOG0000070	OG0000039	n27															Prao.g_00160																									
N14.HOG0000071	OG0000040	n8				Prad.g_00339											Prao.g_01307																									
N14.HOG0000072	OG0000040	n30				Prad.g_01218											Prao.g_00529																									
N14.HOG0000073	OG0000041	n0				Prad.g_01412											Prao.g_00062																									
N14.HOG0000074	OG0000042	n9				Prad.g_01580											Prao.g_01796																									
N14.HOG0000075	OG0000043	n3															Prao.g_01015																									
N14.HOG0000076	OG0000043	n18				Prad.g_00258											Prao.g_00831																									
N14.HOG0000077	OG0000045	n0				Prad.g_01374											Prao.g_00024																									
N14.HOG0000078	OG0000046	n0				Prad.g_01105											Prao.g_00699																									
N14.HOG0000079	OG0000047	n21				Prad.g_01496											Prao.g_01089																									
N14.HOG0000080	OG0000048	n18				Prad.g_00571																																				
N14.HOG0000081	OG0000049	n11															Prao.g_01191																									
N14.HOG0000082	OG0000049	n25				Prad.g_00565																																				
N14.HOG0000083	OG0000050	n0				Prad.g_01825											Prao.g_00304																									
N14.HOG0000084	OG0000051	n0				Prad.g_00751											Prao.g_00494																									
N14.HOG0000085	OG0000052	n26				Prad.g_00697											Prao.g_00532																									
N14.HOG0000086	OG0000053	n0				Prad.g_01049											Prao.g_00648																									
N14.HOG0000087	OG0000054	n0				Prad.g_00948											Prao.g_01545																									
N14.HOG0000088	OG0000055	n9				Prad.g_01631											Prao.g_01743																									
N14.HOG0000089	OG0000056	n2				Prad.g_01955											Prao.g_00177																									
N14.HOG0000090	OG0000057	n21				Prad.g_01834																																				
N14.HOG0000091	OG0000057	n32															Prao.g_00295																									
N14.HOG0000092	OG0000058	n0				Prad.g_00739											Prao.g_00505																									
N14.HOG0000093	OG0000059	n0				Prad.g_00090																																				
N14.HOG0000094	OG0000060	n3				Prad.g_01062											Prao.g_00661																									
N14.HOG0000095	OG0000061	n7				Prad.g_01099											Prao.g_00693																									
N14.HOG0000096	OG0000062	n0				Prad.g_01168											Prao.g_00763																									
N14.HOG0000097	OG0000063	n11				Prad.g_00657											Prao.g_01135																									
N14.HOG0000098	OG0000065	n17				Prad.g_01754											Prao.g_00375																									
N14.HOG0000099	OG0000065	n35				Prad.g_00965											Prao.g_01537																									
N14.HOG0000100	OG0000066	n7				Prad.g_00032											Prao.g_00581																									
N14.HOG0000101	OG0000067	n0				Prad.g_01272											Prao.g_00136																									
N14.HOG0000102	OG0000068	n4				Prad.g_01080											Prao.g_00677																									
N14.HOG0000103	OG0000068	n31				Prad.g_01300											Prao.g_01340																									
N14.HOG0000104	OG0000069	n5				Prad.g_01991											Prao.g_01124																									
N14.HOG0000105	OG0000069	n25				Prad.g_00166											Prao.g_00922																									
N14.HOG0000106	OG0000070	n0				Prad.g_01018											Prao.g_00974																									
N14.HOG0000107	OG0000071	n0				Prad.g_01214											Prao.g_01332																									
N14.HOG0000108	OG0000072	n0				Prad.g_00628											Prao.g_01276																									
N14.HOG0000109	OG0000073	n1				Prad.g_01195																																				
N14.HOG0000110	OG0000074	n1															Prao.g_01215																									
N14.HOG0000111	OG0000074	n27				Prad.g_00564																																				
N14.HOG0000112	OG0000075	n0				Prad.g_00807											Prao.g_01687																									
N14.HOG0000113	OG0000076	n5				Prad.g_00572																																				
N14.HOG0000114	OG0000076	n24				Prad.g_00561											Prao.g_01362, Prao.g_01201																									
N14.HOG0000115	OG0000077	n0				Prad.g_01975											Prao.g_00158																									
N14.HOG0000116	OG0000078	n0				Prad.g_01669											Prao.g_00458																									
N14.HOG0000117	OG0000079	n0				Prad.g_00727											Prao.g_00516																									
N14.HOG0000118	OG0000080	n16				Prad.g_01243											Prao.g_00108																									
N14.HOG0000119	OG0000081	n0				Prad.g_01265											Prao.g_00129																									
N14.HOG0000120	OG0000082	n25				Prad.g_01153											Prao.g_00748																									
N14.HOG0000121	OG0000083	n0				Prad.g_00276											Prao.g_00812																									
N14.HOG0000122	OG0000084	n0				Prad.g_00186											Prao.g_00902																									
N14.HOG0000123	OG0000085	n21				Prad.g_00972											Prao.g_01025																									
N14.HOG0000124	OG0000086	n0				Prad.g_01989											Prao.g_01122																									
N14.HOG0000125	OG0000087	n0				Prad.g_01983																																				
N14.HOG0000126	OG0000088	n12				Prad.g_01291																																				
N14.HOG0000127	OG0000088	n18				Prad.g_00316											Prao.g_01329																									
N14.HOG0000128	OG0000089	n6				Prad.g_00964											Prao.g_01538																									
N14.HOG0000129	OG0000089	n13				Prad.g_00320											Prao.g_01327																									
N14.HOG0000130	OG0000090	n0				Prad.g_00566											Prao.g_01214																									
N14.HOG0000131	OG0000091	n0				Prad.g_00507											Prao.g_01405																									
N14.HOG0000132	OG0000092	n0				Prad.g_00383											Prao.g_01522																									
N14.HOG0000133	OG0000093	n0				Prad.g_00855											Prao.g_01639																									
N14.HOG0000134	OG0000094	n0				Prad.g_00810											Prao.g_01684																									
N14.HOG0000135	OG0000095	n0				Prad.g_00777											Prao.g_01717																									
N14.HOG0000136	OG0000096	n6															Prao.g_01354																									
N14.HOG0000137	OG0000096	n7				Prad.g_01588											Prao.g_01788																									
N14.HOG0000138	OG0000097	n3				Prad.g_01570											Prao.g_01806																									
N14.HOG0000139	OG0000098	n0				Prad.g_01533											Prao.g_01844																									
N14.HOG0000140	OG0000099	n0				Prad.g_01963											Prao.g_00170																									
N14.HOG0000141	OG0000100	n3				Prad.g_01948											Prao.g_00185																									
N14.HOG0000142	OG0000100	n22				Prad.g_00675																																				
N14.HOG0000143	OG0000101	n0				Prad.g_01937											Prao.g_00195																									
N14.HOG0000144	OG0000102	n0				Prad.g_01880											Prao.g_00251																									
N14.HOG0000145	OG0000103	n0				Prad.g_01872											Prao.g_00260																									
N14.HOG0000146	OG0000104	n0				Prad.g_01854											Prao.g_00277																									
N14.HOG0000147	OG0000105	n0				Prad.g_01821											Prao.g_00308																									
N14.HOG0000148	OG0000106	n0				Prad.g_01807											Prao.g_00322																									
N14.HOG0000149	OG0000107	n4				Prad.g_01799											Prao.g_00330																									
N14.HOG0000150	OG0000108	n0				Prad.g_01789											Prao.g_00340																									
N14.HOG0000151	OG0000109	n0				Prad.g_01752											Prao.g_00377																									
N14.HOG0000152	OG0000110	n0				Prad.g_01740											Prao.g_00389																									
N14.HOG0000153	OG0000111	n0				Prad.g_01717											Prao.g_01378																									
N14.HOG0000154	OG0000112	n0				Prad.g_01707											Prao.g_00421																									
N14.HOG0000155	OG0000113	n0				Prad.g_01694											Prao.g_00434																									
N14.HOG0000156	OG0000114	n0				Prad.g_01666											Prao.g_00461																									
N14.HOG0000157	OG0000115	n0				Prad.g_00033											Prao.g_00580																									
N14.HOG0000158	OG0000116	n0				Prad.g_00031											Prao.g_00582																									
N14.HOG0000159	OG0000117	n0				Prad.g_00027											Prao.g_00586																									
N14.HOG0000160	OG0000118	n0				Prad.g_00130											Prao.g_00605																									
N14.HOG0000161	OG0000119	n0				Prad.g_00097											Prao.g_01859																									
N14.HOG0000162	OG0000120	n0				Prad.g_00096											Prao.g_01858																									
N14.HOG0000163	OG0000121	n0				Prad.g_01333											Prao.g_01162																									
N14.HOG0000164	OG0000122	n0				Prad.g_01342											Prao.g_01171																									
N14.HOG0000165	OG0000123	n0				Prad.g_01373											Prao.g_00023																									
N14.HOG0000166	OG0000124	n0				Prad.g_01225											Prao.g_00090																									
N14.HOG0000167	OG0000125	n0				Prad.g_01226											Prao.g_00091																									
N14.HOG0000168	OG0000126	n0				Prad.g_01227											Prao.g_00092																									
N14.HOG0000169	OG0000127	n0				Prad.g_01260											Prao.g_00124																									
N14.HOG0000170	OG0000128	n0				Prad.g_01051											Prao.g_00650																									
N14.HOG0000171	OG0000129	n0				Prad.g_01071											Prao.g_00670																									
N14.HOG0000172	OG0000130	n0				Prad.g_01130											Prao.g_00725																									
N14.HOG0000173	OG0000131	n0				Prad.g_01144											Prao.g_00739																									
N14.HOG0000174	OG0000132	n0				Prad.g_01180											Prao.g_00775																									
N14.HOG0000175	OG0000133	n0				Prad.g_00228											Prao.g_00861																									
N14.HOG0000176	OG0000134	n0				Prad.g_00218											Prao.g_00870																									
N14.HOG0000177	OG0000135	n0				Prad.g_00182											Prao.g_00906																									
N14.HOG0000178	OG0000136	n0				Prad.g_01021											Prao.g_00971																									
