HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N4.HOG0000000	OG0000000	n11	Praa.g_01235			Prad.g_01982															Pras.g_00493		Prau.g_01665				Pray.g_01576	Praz.g_00894	Prba.g_00243			Prbd.g_01914										
N4.HOG0000001	OG0000000	n40	Praa.g_01598			Prad.g_00392	Prae.g_01580		Prag.g_00721, Prag.g_01608								Prao.g_01515				Pras.g_00470		Prau.g_01648	Prav.g_01695	Praw.g_01780, Praw.g_00455	Prax.g_01608	Pray.g_01603	Praz.g_00921	Prba.g_00269			Prbd.g_01568					Prbi.g_01709					
N4.HOG0000002	OG0000000	n62	Praa.g_01244						Prag.g_01230, Prag.g_01348															Prav.g_00973	Praw.g_00893, Praw.g_00974	Prax.g_00496																
N4.HOG0000003	OG0000000	n106															Prao.g_01514				Pras.g_00469											Prbd.g_01569										
N4.HOG0000004	OG0000000	n113				Prad.g_01435	Prae.g_01222																																			
N4.HOG0000005	OG0000000	n115							Prag.g_00722																Praw.g_01779																	
N4.HOG0000006	OG0000000	n121																						Prav.g_01821																		
N4.HOG0000007	OG0000000	n128																								Prax.g_00259																
N4.HOG0000008	OG0000000	n142							Prag.g_01607																																	
N4.HOG0000009	OG0000000	n143				Prad.g_00393			Prag.g_01213															Prav.g_01694	Praw.g_00496, Praw.g_00294, Praw.g_00454																	
N4.HOG0000010	OG0000000	n153																					Prau.g_01647																			
N4.HOG0000011	OG0000000	n199																						Prav.g_01738																		
N4.HOG0000012	OG0000000	n204	Praa.g_01297			Prad.g_00349, Prad.g_00372	Prae.g_01300		Prag.g_01626								Prao.g_01528, Prao.g_01297							Prav.g_01715, Prav.g_01730	Praw.g_00472	Prax.g_01920						Prbd.g_01836					Prbi.g_01370					
N4.HOG0000013	OG0000001	n1	Praa.g_01359			Prad.g_00601	Prae.g_01361		Prag.g_01382								Prao.g_01246				Pras.g_00243		Prau.g_01402	Prav.g_01466	Praw.g_01009	Prax.g_01870	Pray.g_01836	Praz.g_01146	Prba.g_00203			Prbd.g_01771					Prbi.g_01432					
N4.HOG0000014	OG0000001	n47	Praa.g_00678			Prad.g_01252	Prae.g_00652		Prag.g_00656								Prao.g_00116				Pras.g_01554		Prau.g_00718	Prav.g_01276	Praw.g_01844	Prax.g_00964	Pray.g_01085	Praz.g_01652	Prba.g_01639			Prbd.g_00566					Prbi.g_00681					
N4.HOG0000015	OG0000002	n5				Prad.g_01994, Prad.g_01434																																				
N4.HOG0000016	OG0000002	n7							Prag.g_01651								Prao.g_01529				Pras.g_00541			Prav.g_01734	Praw.g_00497																	
N4.HOG0000017	OG0000002	n18					Prae.g_01236		Prag.g_00764															Prav.g_00962	Praw.g_01739	Prax.g_00522																
N4.HOG0000018	OG0000002	n24					Prae.g_01224, Prae.g_01223		Prag.g_01215, Prag.g_01216															Prav.g_01820, Prav.g_02007	Praw.g_01951		Pray.g_00247, Pray.g_00246	Praz.g_01939, Praz.g_01940	Prba.g_01081, Prba.g_01080													
N4.HOG0000019	OG0000002	n39	Praa.g_01222, Praa.g_01220																		Pras.g_00118, Pras.g_00120		Prau.g_01267, Prau.g_01269																			
N4.HOG0000020	OG0000002	n46															Prao.g_01852																				Prbi.g_01270					
N4.HOG0000021	OG0000002	n68	Praa.g_01351			Prad.g_00609	Prae.g_01353		Prag.g_01374								Prao.g_01254				Pras.g_00235		Prau.g_01394	Prav.g_01458	Praw.g_01000	Prax.g_01878	Pray.g_01844	Praz.g_01154	Prba.g_00211			Prbd.g_01779					Prbi.g_01424					
N4.HOG0000022	OG0000003	n1					Prae.g_00039																																			
N4.HOG0000023	OG0000003	n42							Prag.g_01296								Prao.g_01345				Pras.g_00228		Prau.g_01315		Praw.g_00924	Prax.g_01963																
N4.HOG0000024	OG0000003	n61	Praa.g_00038			Prad.g_01995	Prae.g_00040		Prag.g_00038								Prao.g_00015				Pras.g_00119		Prau.g_01268		Praw.g_01390	Prax.g_01976	Pray.g_00245	Praz.g_00404	Prba.g_01832								Prbi.g_00047					
N4.HOG0000025	OG0000003	n85																																			Prbi.g_01743					
N4.HOG0000026	OG0000003	n87				Prad.g_00073											Prao.g_01259										Pray.g_01501															
N4.HOG0000027	OG0000004	n40	Praa.g_01298			Prad.g_00350	Prae.g_01308		Prag.g_01333								Prao.g_01296				Pras.g_00182		Prau.g_01350	Prav.g_01698, Prav.g_01413	Praw.g_00959	Prax.g_01919	Pray.g_01890	Praz.g_01200	Prba.g_01172			Prbd.g_01835					Prbi.g_01371					
N4.HOG0000028	OG0000004	n61	Praa.g_01599			Prad.g_00389	Prae.g_01581		Prag.g_01610								Prao.g_01518				Pras.g_00471		Prau.g_01650		Praw.g_00457	Prax.g_01606	Pray.g_01602	Praz.g_00920	Prba.g_00268			Prbd.g_01567					Prbi.g_01710					
N4.HOG0000029	OG0000004	n78	Praa.g_00413						Prag.g_01649												Pras.g_00136		Prau.g_01300	Prav.g_01019	Praw.g_00495	Prax.g_00494																
N4.HOG0000030	OG0000005	n1	Praa.g_00735			Prad.g_01075	Prae.g_00735		Prag.g_00726								Prao.g_00673				Pras.g_01631		Prau.g_00785	Prav.g_00330	Praw.g_01775	Prax.g_00444	Pray.g_00277	Praz.g_01583	Prba.g_01570			Prbd.g_00031					Prbi.g_00775					
N4.HOG0000031	OG0000005	n23	Praa.g_00742			Prad.g_01082	Prae.g_00742		Prag.g_00734								Prao.g_00679				Pras.g_01638		Prau.g_00792	Prav.g_00338	Praw.g_01769	Prax.g_00437	Pray.g_00284	Praz.g_01576	Prba.g_01563			Prbd.g_00038					Prbi.g_00782					
N4.HOG0000032	OG0000005	n74	Praa.g_01294			Prad.g_00345	Prae.g_01297		Prag.g_01332								Prao.g_01301								Praw.g_00958	Prax.g_01924	Pray.g_01891	Praz.g_01201	Prba.g_01171			Prbd.g_01855										
N4.HOG0000033	OG0000006	n3	Praa.g_01280			Prad.g_00330	Prae.g_01283		Prag.g_01319								Prao.g_01316				Pras.g_00163		Prau.g_01331	Prav.g_01400	Praw.g_00945	Prax.g_01936	Pray.g_01905	Praz.g_01215	Prba.g_01157			Prbd.g_01870					Prbi.g_01352					
N4.HOG0000034	OG0000006	n20							Prag.g_01636															Prav.g_01732	Praw.g_00482	Prax.g_00500						Prbd.g_01840										
N4.HOG0000035	OG0000006	n34	Praa.g_00755			Prad.g_01097	Prae.g_00756		Prag.g_00749								Prao.g_00691				Pras.g_01654		Prau.g_00805	Prav.g_00351	Praw.g_01754	Prax.g_00424	Pray.g_00297	Praz.g_01563	Prba.g_01550			Prbd.g_00053					Prbi.g_00797					
N4.HOG0000036	OG0000006	n51	Praa.g_01110			Prad.g_00650	Prae.g_01110		Prag.g_01103								Prao.g_01142				Pras.g_00004		Prau.g_01156		Praw.g_00184	Prax.g_00141	Pray.g_00117	Praz.g_00045	Prba.g_00734			Prbd.g_00409					Prbi.g_01156					
N4.HOG0000037	OG0000007	n5					Prae.g_01605																																			
N4.HOG0000038	OG0000007	n7																																			Prbi.g_01329					
N4.HOG0000039	OG0000007	n15	Praa.g_00997			Prad.g_00377	Prae.g_00997																			Prax.g_01162	Pray.g_00544	Praz.g_01317	Prba.g_01304			Prbd.g_00297					Prbi.g_01042					
N4.HOG0000040	OG0000007	n24	Praa.g_01256			Prad.g_01215	Prae.g_01264		Prag.g_01300								Prao.g_01333				Pras.g_01596, Pras.g_00139, Pras.g_00151		Prau.g_01303, Prau.g_01319	Prav.g_01016	Praw.g_00928	Prax.g_01960, Prax.g_01958	Pray.g_00885	Praz.g_01258, Praz.g_00767	Prba.g_01115, Prba.g_00901			Prbd.g_01894					Prbi.g_01331					
N4.HOG0000041	OG0000007	n50	Praa.g_00382			Prad.g_00726	Prae.g_00383		Prag.g_00376								Prao.g_00517				Pras.g_01237		Prau.g_00387	Prav.g_01000	Praw.g_00750	Prax.g_00791	Pray.g_00862	Praz.g_00790	Prba.g_00878			Prbd.g_00854					Prbi.g_00408					
N4.HOG0000042	OG0000007	n70							Prag.g_01264																Praw.g_00328		Pray.g_00265	Praz.g_01269	Prba.g_01104													
N4.HOG0000043	OG0000008	n1	Praa.g_00497			Prad.g_00132	Prae.g_00471		Prag.g_00476								Prao.g_00603				Pras.g_01375		Prau.g_00538	Prav.g_01095	Praw.g_00651	Prax.g_00704	Pray.g_00988, Pray.g_00987	Praz.g_01831	Prba.g_00964			Prbd.g_00745					Prbi.g_00500					
N4.HOG0000044	OG0000008	n40	Praa.g_01635			Prad.g_00941	Prae.g_01623		Prag.g_01669								Prao.g_01552				Pras.g_00550		Prau.g_01732	Prav.g_01761	Praw.g_00515	Prax.g_01559	Pray.g_01559	Praz.g_00877	Prba.g_00226			Prbd.g_01525					Prbi.g_01787					
N4.HOG0000045	OG0000009	n3																						Prav.g_00302																		
N4.HOG0000046	OG0000009	n5																			Pras.g_00881			Prav.g_01421			Pray.g_01942	Praz.g_01253	Prba.g_01120								Prbi.g_01745					
N4.HOG0000047	OG0000009	n47																						Prav.g_00106, Prav.g_00107																		
N4.HOG0000048	OG0000009	n51	Praa.g_00054, Praa.g_00056				Prae.g_00056, Prae.g_01612																Prau.g_00437	Prav.g_00953													Prbi.g_01272, Prbi.g_01771, Prbi.g_01276					
N4.HOG0000049	OG0000009	n66																			Pras.g_00191																					
N4.HOG0000050	OG0000010	n6	Praa.g_00782			Prad.g_01125	Prae.g_00786		Prag.g_00786								Prao.g_00720				Pras.g_01681		Prau.g_00834	Prav.g_00375	Praw.g_01717	Prax.g_00393	Pray.g_00328	Praz.g_01532	Prba.g_01519			Prbd.g_00082					Prbi.g_00827					
