locus_tag	ftype	length_bp	gene	EC_number	COG	product
Syas.g_00001	gene	273				
Syas.g_00001	CDS	273				hypothetical protein
Syas.g_00002	gene	2934	polA			
Syas.g_00002	CDS	2934	polA	2.7.7.7	COG0258	DNA polymerase I
Syas.g_00003	gene	558				
Syas.g_00003	CDS	558				hypothetical protein
Syas.g_00004	gene	246				
Syas.g_00004	CDS	246				hypothetical protein
Syas.g_00005	gene	1320				
Syas.g_00005	CDS	1320				hypothetical protein
Syas.g_00006	gene	1461	gltX			
Syas.g_00006	CDS	1461	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
Syas.g_00007	gene	76				
Syas.g_00007	tRNA	76				tRNA-Asp(gtc)
Syas.g_00008	gene	201				
Syas.g_00008	CDS	201				hypothetical protein
Syas.g_00009	gene	75				
Syas.g_00009	tRNA	75				tRNA-Trp(cca)
Syas.g_00010	gene	528				
Syas.g_00010	CDS	528				hypothetical protein
Syas.g_00011	gene	309				
Syas.g_00011	CDS	309				hypothetical protein
Syas.g_00012	gene	858	map			
Syas.g_00012	CDS	858	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
Syas.g_00013	gene	852	MgdE			
Syas.g_00013	CDS	852	MgdE	5.1.3.34		Monoglucosyldiacylglycerol epimerase
Syas.g_00014	gene	423				
Syas.g_00014	CDS	423				hypothetical protein
Syas.g_00015	gene	1098				
Syas.g_00015	CDS	1098				hypothetical protein
Syas.g_00016	gene	513				
Syas.g_00016	CDS	513				hypothetical protein
Syas.g_00017	gene	456				
Syas.g_00017	CDS	456				hypothetical protein
Syas.g_00018	gene	1014	COQ5			
Syas.g_00018	CDS	1014	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Syas.g_00019	gene	492				
Syas.g_00019	CDS	492				hypothetical protein
Syas.g_00020	gene	567				
Syas.g_00020	CDS	567				hypothetical protein
Syas.g_00021	gene	507				
Syas.g_00021	CDS	507				hypothetical protein
Syas.g_00022	gene	795				
Syas.g_00022	CDS	795				hypothetical protein
Syas.g_00023	gene	105				
Syas.g_00023	CDS	105				hypothetical protein
Syas.g_00024	gene	3750				
Syas.g_00024	CDS	3750				hypothetical protein
Syas.g_00025	gene	1374	ntpB			
Syas.g_00025	CDS	1374	ntpB			V-type sodium ATPase subunit B
Syas.g_00026	gene	612	atpD_1			
Syas.g_00026	CDS	612	atpD_1			V-type ATP synthase subunit D
Syas.g_00027	gene	1809				
Syas.g_00027	CDS	1809				hypothetical protein
Syas.g_00028	gene	456				
Syas.g_00028	CDS	456				hypothetical protein
Syas.g_00029	gene	702	atpE			
Syas.g_00029	CDS	702	atpE			V-type proton ATPase subunit E
Syas.g_00030	gene	729				
Syas.g_00030	CDS	729				hypothetical protein
Syas.g_00031	gene	1839	ntpA			
Syas.g_00031	CDS	1839	ntpA	7.2.2.1		V-type sodium ATPase catalytic subunit A
Syas.g_00032	gene	1737				
Syas.g_00032	CDS	1737			COG0659	putative sulfate transporter
Syas.g_00033	gene	291				
Syas.g_00033	CDS	291				hypothetical protein
Syas.g_00034	gene	1779	ggt			
Syas.g_00034	CDS	1779	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
Syas.g_00035	gene	495				
Syas.g_00035	CDS	495				hypothetical protein
Syas.g_00036	gene	1767				
Syas.g_00036	CDS	1767				hypothetical protein
Syas.g_00037	gene	1257				
Syas.g_00037	CDS	1257				hypothetical protein
Syas.g_00038	gene	498				
Syas.g_00038	CDS	498				hypothetical protein
Syas.g_00039	gene	636				
Syas.g_00039	CDS	636				hypothetical protein
Syas.g_00040	gene	960				
Syas.g_00040	CDS	960				hypothetical protein
Syas.g_00041	gene	1725	ctaD_1			
Syas.g_00041	CDS	1725	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Syas.g_00042	gene	603	ctaE_1			
Syas.g_00042	CDS	603	ctaE_1	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
Syas.g_00043	gene	1521	fdhL			
Syas.g_00043	CDS	1521	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
Syas.g_00044	gene	1080				
Syas.g_00044	CDS	1080				hypothetical protein
Syas.g_00045	gene	1065				
Syas.g_00045	CDS	1065				hypothetical protein
Syas.g_00046	gene	1143				
Syas.g_00046	CDS	1143				hypothetical protein
Syas.g_00047	gene	270				
Syas.g_00047	CDS	270				hypothetical protein
Syas.g_00048	gene	1068	nemA_1			
Syas.g_00048	CDS	1068	nemA_1	1.3.1.-	COG1902	N-ethylmaleimide reductase
Syas.g_00049	gene	225				
Syas.g_00049	CDS	225				hypothetical protein
Syas.g_00050	gene	345	mazF_1			
Syas.g_00050	CDS	345	mazF_1	3.1.-.-	COG2337	putative endoribonuclease MazF
Syas.g_00051	gene	375				
Syas.g_00051	CDS	375				hypothetical protein
Syas.g_00052	gene	855				
Syas.g_00052	CDS	855				hypothetical protein
Syas.g_00053	gene	1314				
Syas.g_00053	CDS	1314				hypothetical protein
Syas.g_00054	gene	201				
Syas.g_00054	CDS	201				hypothetical protein
Syas.g_00055	gene	405	yccF			
Syas.g_00055	CDS	405	yccF		COG3304	Inner membrane protein YccF
Syas.g_00056	gene	1374	dctM			
Syas.g_00056	CDS	1374	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
Syas.g_00057	gene	549				
Syas.g_00057	CDS	549				hypothetical protein
Syas.g_00058	gene	1125				
Syas.g_00058	CDS	1125			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
Syas.g_00059	gene	1317	hemL			
Syas.g_00059	CDS	1317	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
Syas.g_00060	gene	1473				
Syas.g_00060	CDS	1473		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
Syas.g_00061	gene	1746				
Syas.g_00061	CDS	1746				hypothetical protein
Syas.g_00062	gene	837	xthA			
Syas.g_00062	CDS	837	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
Syas.g_00063	gene	405				
Syas.g_00063	CDS	405				hypothetical protein
Syas.g_00064	gene	858	bepA_1			
Syas.g_00064	CDS	858	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
Syas.g_00065	gene	780				
Syas.g_00065	CDS	780				hypothetical protein
Syas.g_00066	gene	765				
Syas.g_00066	CDS	765				hypothetical protein
Syas.g_00067	gene	645				
Syas.g_00067	CDS	645				hypothetical protein
Syas.g_00068	gene	1230	larC			
Syas.g_00068	CDS	1230	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
Syas.g_00069	gene	1011				
Syas.g_00069	CDS	1011				hypothetical protein
Syas.g_00070	gene	948	hprA			
Syas.g_00070	CDS	948	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
Syas.g_00071	gene	525	fur_1			
Syas.g_00071	CDS	525	fur_1		COG0735	Ferric uptake regulation protein
Syas.g_00072	gene	1695				
Syas.g_00072	CDS	1695			COG0659	putative sulfate transporter
Syas.g_00073	gene	996				
Syas.g_00073	CDS	996				hypothetical protein
Syas.g_00074	gene	1002				
Syas.g_00074	CDS	1002				hypothetical protein
Syas.g_00075	gene	1503				
Syas.g_00075	CDS	1503		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
Syas.g_00076	gene	444				
Syas.g_00076	CDS	444				hypothetical protein
Syas.g_00077	gene	273				
Syas.g_00077	CDS	273				hypothetical protein
Syas.g_00078	gene	150				
Syas.g_00078	CDS	150				hypothetical protein
Syas.g_00079	gene	1701				
Syas.g_00079	CDS	1701				hypothetical protein
Syas.g_00080	gene	1818				
Syas.g_00080	CDS	1818				hypothetical protein
Syas.g_00081	gene	1014				
Syas.g_00081	CDS	1014		1.8.3.7	COG1262	Formylglycine-generating enzyme
Syas.g_00082	gene	453				
Syas.g_00082	CDS	453				hypothetical protein
Syas.g_00083	gene	387				
Syas.g_00083	CDS	387				hypothetical protein
Syas.g_00084	gene	900				
Syas.g_00084	CDS	900				hypothetical protein
Syas.g_00085	gene	954				
Syas.g_00085	CDS	954				hypothetical protein
Syas.g_00086	gene	1011				
Syas.g_00086	CDS	1011				hypothetical protein
Syas.g_00087	gene	537				
Syas.g_00087	CDS	537				hypothetical protein
Syas.g_00088	gene	597				
Syas.g_00088	CDS	597				hypothetical protein
Syas.g_00089	gene	141				
Syas.g_00089	CDS	141				hypothetical protein
Syas.g_00090	gene	1548				
Syas.g_00090	CDS	1548				hypothetical protein
Syas.g_00091	gene	1077	idiA			
Syas.g_00091	CDS	1077	idiA		COG1840	Iron deficiency-induced protein A
Syas.g_00092	gene	144				
Syas.g_00092	CDS	144				hypothetical protein
Syas.g_00093	gene	1464				
Syas.g_00093	CDS	1464				putative protein
Syas.g_00094	gene	1176	yciC			
Syas.g_00094	CDS	1176	yciC		COG0523	Putative metal chaperone YciC
Syas.g_00095	gene	462				
Syas.g_00095	CDS	462				hypothetical protein
Syas.g_00096	gene	420				
Syas.g_00096	CDS	420				hypothetical protein
Syas.g_00097	gene	1365				
Syas.g_00097	CDS	1365				hypothetical protein
Syas.g_00098	gene	669				
Syas.g_00098	CDS	669				hypothetical protein
Syas.g_00099	gene	963				
Syas.g_00099	CDS	963			COG0701	Putative two-component membrane permease complex subunit SMU_747c
Syas.g_00100	gene	468				
Syas.g_00100	CDS	468				hypothetical protein
Syas.g_00101	gene	639	hisI			
Syas.g_00101	CDS	639	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
Syas.g_00102	gene	816				
Syas.g_00102	CDS	816				hypothetical protein
Syas.g_00103	gene	507				
Syas.g_00103	CDS	507				hypothetical protein
Syas.g_00104	gene	921	sigA2_1			
Syas.g_00104	CDS	921	sigA2_1		COG0568	RNA polymerase sigma factor SigA2
Syas.g_00105	gene	366				
Syas.g_00105	CDS	366				hypothetical protein
Syas.g_00106	gene	345				
Syas.g_00106	CDS	345				hypothetical protein
Syas.g_00107	gene	249				
Syas.g_00107	CDS	249				hypothetical protein
Syas.g_00108	gene	447				
Syas.g_00108	CDS	447				hypothetical protein
Syas.g_00109	gene	531				
Syas.g_00109	CDS	531				hypothetical protein
Syas.g_00110	gene	510				
Syas.g_00110	CDS	510				hypothetical protein
Syas.g_00111	gene	366				
Syas.g_00111	CDS	366				hypothetical protein
Syas.g_00112	gene	354	petJ_1			
Syas.g_00112	CDS	354	petJ_1		COG2010	Cytochrome c6
Syas.g_00113	gene	270				
Syas.g_00113	CDS	270				hypothetical protein
Syas.g_00114	gene	276				
Syas.g_00114	CDS	276				hypothetical protein
Syas.g_00115	gene	1323	hisC_1			
Syas.g_00115	CDS	1323	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
Syas.g_00116	gene	210				
Syas.g_00116	CDS	210				hypothetical protein
Syas.g_00117	gene	423				
Syas.g_00117	CDS	423				hypothetical protein
Syas.g_00118	gene	90				
Syas.g_00118	CDS	90				hypothetical protein
Syas.g_00119	gene	627				
Syas.g_00119	CDS	627				hypothetical protein
Syas.g_00120	gene	816	trpA			
Syas.g_00120	CDS	816	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
Syas.g_00121	gene	357				
Syas.g_00121	CDS	357				hypothetical protein
Syas.g_00122	gene	264	ndhL			
Syas.g_00122	CDS	264	ndhL	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit L
Syas.g_00123	gene	87				
Syas.g_00123	tRNA	87				tRNA-Leu(taa)
Syas.g_00124	gene	795				
Syas.g_00124	CDS	795				hypothetical protein
Syas.g_00125	gene	414				
Syas.g_00125	CDS	414				hypothetical protein
Syas.g_00126	gene	357				
Syas.g_00126	CDS	357				hypothetical protein
