Orthogroup	Syao	Syas
OG0000001	Syao.g_02557, Syao.g_02556, Syao.g_01317, Syao.g_02558	Syas.g_00966, Syas.g_00967, Syas.g_00093, Syas.g_02373
OG0000004	Syao.g_02374	Syas.g_00176
OG0000004	Syao.g_01271	Syas.g_00509
OG0000004	Syao.g_01007	Syas.g_00174, Syas.g_00311
OG0000005	Syao.g_01680	Syas.g_02665
OG0000005	Syao.g_00293	Syas.g_01048
OG0000005	Syao.g_01578	Syas.g_02704
OG0000006	Syao.g_01518	Syas.g_00942
OG0000007	Syao.g_00105	Syas.g_01232
OG0000007	Syao.g_01554	Syas.g_02681
OG0000008	Syao.g_01321	Syas.g_00887
OG0000009	Syao.g_02598	Syas.g_01450
OG0000010	Syao.g_02683	Syas.g_01334
OG0000012	Syao.g_01335	Syas.g_00111
OG0000012	Syao.g_01045	Syas.g_00827
OG0000013	Syao.g_01222	Syas.g_00158, Syas.g_01552, Syas.g_01555, Syas.g_01557
OG0000014	Syao.g_02027	Syas.g_01816
OG0000015	Syao.g_02339	Syas.g_02007, Syas.g_00968
OG0000016	Syao.g_01955	Syas.g_02048
OG0000017	Syao.g_00997	Syas.g_00849
OG0000017	Syao.g_01064	Syas.g_00856
OG0000018	Syao.g_00071	Syas.g_01290
OG0000019	Syao.g_02108	Syas.g_01696
OG0000022	Syao.g_01218	Syas.g_02758
OG0000025	Syao.g_00436, Syao.g_00437	Syas.g_00231
OG0000026	Syao.g_02234	Syas.g_02070
OG0000027	Syao.g_01286	Syas.g_01480
OG0000028	Syao.g_02012	Syas.g_01793
OG0000030	Syao.g_02189	Syas.g_01644
OG0000030	Syao.g_02188	Syas.g_01645
OG0000031	Syao.g_02008	Syas.g_01827
OG0000033	Syao.g_02507	Syas.g_02328
OG0000035	Syao.g_01486	Syas.g_02818
OG0000038	Syao.g_02440	Syas.g_01885
OG0000038	Syao.g_02442	Syas.g_01887
OG0000039	Syao.g_00704	Syas.g_02795
OG0000040	Syao.g_00711	Syas.g_01972
OG0000041	Syao.g_00509	Syas.g_00996
OG0000042	Syao.g_00019	Syas.g_01121
OG0000042	Syao.g_01941	Syas.g_02147
OG0000046	Syao.g_01845	Syas.g_01553, Syas.g_01556, Syas.g_01558
OG0000048	Syao.g_02077	Syas.g_01734
OG0000051	Syao.g_01261	Syas.g_01445
OG0000053	Syao.g_00067	Syas.g_01287
OG0000054	Syao.g_00625	Syas.g_00957
OG0000055	Syao.g_00498	Syas.g_00203
OG0000057	Syao.g_00377	Syas.g_01038
OG0000058	Syao.g_01080	Syas.g_01151
OG0000059	Syao.g_01801	Syas.g_01639
OG0000060	Syao.g_00312	Syas.g_00975
OG0000061	Syao.g_00123	Syas.g_01184
OG0000062	Syao.g_01576	Syas.g_02702
OG0000063	Syao.g_02230	Syas.g_02074
OG0000064	Syao.g_01462, Syao.g_02605	Syas.g_02423
OG0000065	Syao.g_02600	Syas.g_02420
OG0000066	Syao.g_01422	Syas.g_00094
OG0000067	Syao.g_00756	Syas.g_00596
OG0000068	Syao.g_00868	Syas.g_00969
OG0000069	Syao.g_01460	Syas.g_00876
OG0000070	Syao.g_00330	Syas.g_00173
OG0000071	Syao.g_01433	Syas.g_02854
OG0000072	Syao.g_02509	Syas.g_02326
OG0000072	Syao.g_01749	Syas.g_01524
OG0000073	Syao.g_00103	Syas.g_01230
OG0000075	Syao.g_02257	Syas.g_01921, Syas.g_02194
OG0000076	Syao.g_01949	Syas.g_02156
OG0000077	Syao.g_02629	Syas.g_02510
OG0000078	Syao.g_01709	Syas.g_02561
OG0000079	Syao.g_02105	Syas.g_01699
OG0000080	Syao.g_02269	Syas.g_02616, Syas.g_02149
OG0000082	Syao.g_01035	Syas.g_00837
OG0000085	Syao.g_01569	Syas.g_02695
OG0000086	Syao.g_02653, Syao.g_01240	Syas.g_02470
OG0000087	Syao.g_02555	Syas.g_02374
OG0000089	Syao.g_01716	Syas.g_01512
OG0000090	Syao.g_01412	Syas.g_00062
OG0000091	Syao.g_00902	Syas.g_00907, Syas.g_00146
OG0000092	Syao.g_00656	Syas.g_00900, Syas.g_00877
OG0000094	Syao.g_00458	Syas.g_00208
OG0000095	Syao.g_00331	Syas.g_01021
OG0000097	Syao.g_00973	Syas.g_01443
OG0000098	Syao.g_01374	Syas.g_00091
OG0000099	Syao.g_02019	Syas.g_01826
OG0000100	Syao.g_00787	Syas.g_00567
OG0000101	Syao.g_01840	Syas.g_01589
OG0000102	Syao.g_01945	Syas.g_02152, Syas.g_01395
OG0000103	Syao.g_02340	Syas.g_02009
OG0000104	Syao.g_02157	Syas.g_02027
OG0000105	Syao.g_02071, Syao.g_02072	Syas.g_01739
OG0000106	Syao.g_01385	Syas.g_01451
OG0000107	Syao.g_01935	Syas.g_01669
OG0000108	Syao.g_00028	Syas.g_01253
OG0000109	Syao.g_00110	Syas.g_01236
OG0000110	Syao.g_01051	Syas.g_00818
OG0000111	Syao.g_00378	Syas.g_01037
OG0000112	Syao.g_00683, Syao.g_00303	Syas.g_00452
OG0000113	Syao.g_00782	Syas.g_00571
OG0000114	Syao.g_00965	Syas.g_00674
OG0000115	Syao.g_01464, Syao.g_00065	Syas.g_02548, Syas.g_01285
OG0000116	Syao.g_00137	Syas.g_01198, Syas.g_00317
OG0000117	Syao.g_00169	Syas.g_01122
OG0000118	Syao.g_01475	Syas.g_02835
OG0000120	Syao.g_02009	Syas.g_01828
OG0000121	Syao.g_01489	Syas.g_02821
OG0000122	Syao.g_01247	Syas.g_00393
OG0000123	Syao.g_01832	Syas.g_01582
OG0000124	Syao.g_02179	Syas.g_02137
OG0000125	Syao.g_02444	Syas.g_01889
OG0000126	Syao.g_02198	Syas.g_01992
OG0000127	Syao.g_02375	Syas.g_02540
OG0000128	Syao.g_02149	Syas.g_02046
OG0000130	Syao.g_02617	Syas.g_02522
OG0000131	Syao.g_02480	Syas.g_02367
OG0000132	Syao.g_02501	Syas.g_02334
OG0000133	Syao.g_00678	Syas.g_00457
OG0000134	Syao.g_01719	Syas.g_01509
OG0000135	Syao.g_00147	Syas.g_01938
OG0000136	Syao.g_01614, Syao.g_01613	Syas.g_02740
OG0000137	Syao.g_02682	Syas.g_01333
OG0000138	Syao.g_00108	Syas.g_01235
OG0000139	Syao.g_01418	Syas.g_00069
OG0000140	Syao.g_01373, Syao.g_01372	Syas.g_00090
OG0000141	Syao.g_01202	Syas.g_00875
OG0000142	Syao.g_00894	Syas.g_00746
OG0000143	Syao.g_00898	Syas.g_00742
OG0000145	Syao.g_00102	Syas.g_00948
OG0000146	Syao.g_00684, Syao.g_00304	Syas.g_00451
OG0000147	Syao.g_00305, Syao.g_00685	Syas.g_00450
OG0000148	Syao.g_00776	Syas.g_00577
OG0000149	Syao.g_00534	Syas.g_00282
OG0000150	Syao.g_01203	Syas.g_00874
OG0000151	Syao.g_00975	Syas.g_00148, Syas.g_00659
OG0000152	Syao.g_00674	Syas.g_00461
OG0000153	Syao.g_00818, Syao.g_01176	Syas.g_00543
OG0000154	Syao.g_00447	Syas.g_00219
OG0000155	Syao.g_00178	Syas.g_01131
OG0000156	Syao.g_00151	Syas.g_01206
OG0000157	Syao.g_00152	Syas.g_01207
OG0000158	Syao.g_02267	Syas.g_02185
OG0000159	Syao.g_02006	Syas.g_01155
OG0000160	Syao.g_01488	Syas.g_02820
OG0000161	Syao.g_01494	Syas.g_02826
OG0000162	Syao.g_01515	Syas.g_02751
OG0000163	Syao.g_01745	Syas.g_01488
OG0000164	Syao.g_01663	Syas.g_02648
OG0000165	Syao.g_01655	Syas.g_02609
OG0000166	Syao.g_01790	Syas.g_01629
OG0000167	Syao.g_01960	Syas.g_01449
OG0000168	Syao.g_02128	Syas.g_02184
OG0000169	Syao.g_02139	Syas.g_02170
OG0000170	Syao.g_02148	Syas.g_02161
OG0000171	Syao.g_02181	Syas.g_02139
OG0000172	Syao.g_02170	Syas.g_02110
OG0000173	Syao.g_02212	Syas.g_02092
OG0000174	Syao.g_02364, Syao.g_02355	Syas.g_01940
OG0000175	Syao.g_02327, Syao.g_00308	Syas.g_01994
OG0000176	Syao.g_02165	Syas.g_02038
OG0000177	Syao.g_02156	Syas.g_02039
OG0000178	Syao.g_02155	Syas.g_02040
OG0000179	Syao.g_02250	Syas.g_02054
OG0000180	Syao.g_02249	Syas.g_02055
OG0000181	Syao.g_02248	Syas.g_02056
OG0000182	Syao.g_02247	Syas.g_02057
OG0000183	Syao.g_02243	Syas.g_02061
OG0000184	Syao.g_02423	Syas.g_01872
OG0000185	Syao.g_02410	Syas.g_01861
OG0000186	Syao.g_02613	Syas.g_02525
OG0000187	Syao.g_02615	Syas.g_02524
OG0000188	Syao.g_02637	Syas.g_02502
OG0000189	Syao.g_02672	Syas.g_02432
OG0000190	Syao.g_01015	Syas.g_00133
OG0000191	Syao.g_02573	Syas.g_02400
OG0000192	Syao.g_02579	Syas.g_02395
OG0000194	Syao.g_02484	Syas.g_02363
OG0000195	Syao.g_02486	Syas.g_02360
OG0000196	Syao.g_02498	Syas.g_02337
OG0000197	Syao.g_02499	Syas.g_02336
OG0000198	Syao.g_02500	Syas.g_02335
OG0000199	Syao.g_02508	Syas.g_02327
OG0000200	Syao.g_02524	Syas.g_02298
OG0000201	Syao.g_02540	Syas.g_02279
OG0000202	Syao.g_02454	Syas.g_02278
OG0000203	Syao.g_02455	Syas.g_02277
OG0000204	Syao.g_02456	Syas.g_02276
OG0000205	Syao.g_02464	Syas.g_02267
OG0000206	Syao.g_02469	Syas.g_02240
OG0000207	Syao.g_02471	Syas.g_02237
OG0000208	Syao.g_02472	Syas.g_02236
OG0000209	Syao.g_02394	Syas.g_01837
OG0000210	Syao.g_02395	Syas.g_01838
OG0000211	Syao.g_01700	Syas.g_02552
OG0000212	Syao.g_01710	Syas.g_02562
OG0000213	Syao.g_02098	Syas.g_01707
OG0000214	Syao.g_02081	Syas.g_01730
OG0000215	Syao.g_02050	Syas.g_01766
OG0000216	Syao.g_02045	Syas.g_01770
OG0000217	Syao.g_02041	Syas.g_01778
OG0000218	Syao.g_02039	Syas.g_01780
OG0000219	Syao.g_02038	Syas.g_01783
OG0000220	Syao.g_02037	Syas.g_01784
OG0000221	Syao.g_02034	Syas.g_01785
OG0000222	Syao.g_02023	Syas.g_01804
OG0000223	Syao.g_00291	Syas.g_02221
OG0000224	Syao.g_01973	Syas.g_02215
OG0000225	Syao.g_01751	Syas.g_01522
OG0000226	Syao.g_01758	Syas.g_01518
OG0000227	Syao.g_01760	Syas.g_01516
OG0000228	Syao.g_01715	Syas.g_01513
OG0000229	Syao.g_01736	Syas.g_01497
OG0000230	Syao.g_01738	Syas.g_01495
OG0000231	Syao.g_01513	Syas.g_02749
OG0000232	Syao.g_00057	Syas.g_01276
OG0000233	Syao.g_02698	Syas.g_01352
OG0000234	Syao.g_02680	Syas.g_01331
OG0000235	Syao.g_00029	Syas.g_01254
OG0000236	Syao.g_00111	Syas.g_01237
OG0000237	Syao.g_00166	Syas.g_01220
OG0000238	Syao.g_00161	Syas.g_01215
OG0000239	Syao.g_01398	Syas.g_00012
OG0000240	Syao.g_01399	Syas.g_00013
OG0000241	Syao.g_00887	Syas.g_00754
OG0000242	Syao.g_01410	Syas.g_00059
OG0000243	Syao.g_00873	Syas.g_00777
OG0000244	Syao.g_00865	Syas.g_00784
OG0000245	Syao.g_00863	Syas.g_00786
OG0000246	Syao.g_00859	Syas.g_00790
OG0000247	Syao.g_00847	Syas.g_00802
OG0000248	Syao.g_00844	Syas.g_00805
OG0000249	Syao.g_00842	Syas.g_00807
OG0000250	Syao.g_00835	Syas.g_00814
OG0000251	Syao.g_01026	Syas.g_00845
OG0000252	Syao.g_01020	Syas.g_00950
OG0000253	Syao.g_01003	Syas.g_00846
OG0000254	Syao.g_01053	Syas.g_00869
OG0000255	Syao.g_01009	Syas.g_00132, Syas.g_01062
OG0000256	Syao.g_01328	Syas.g_00104
OG0000257	Syao.g_00884	Syas.g_00757
OG0000258	Syao.g_00907	Syas.g_00733
OG0000259	Syao.g_00933, Syao.g_00932	Syas.g_00708
OG0000260	Syao.g_00936	Syas.g_00705
OG0000261	Syao.g_00941	Syas.g_00701
OG0000262	Syao.g_00946	Syas.g_00695
OG0000263	Syao.g_00247	Syas.g_01103
OG0000264	Syao.g_00699	Syas.g_02588
OG0000266	Syao.g_00480	Syas.g_00186
OG0000267	Syao.g_00589	Syas.g_00377
OG0000268	Syao.g_00588	Syas.g_00390
OG0000269	Syao.g_00751	Syas.g_00601
OG0000270	Syao.g_00754	Syas.g_00598
OG0000271	Syao.g_00762	Syas.g_00590
OG0000272	Syao.g_00763	Syas.g_00589
OG0000273	Syao.g_00791	Syas.g_00563
OG0000274	Syao.g_00792	Syas.g_00562
OG0000275	Syao.g_00438	Syas.g_00230
OG0000276	Syao.g_00558	Syas.g_00237
OG0000277	Syao.g_00557	Syas.g_00238
OG0000278	Syao.g_00554	Syas.g_00241
OG0000279	Syao.g_00529	Syas.g_00288
OG0000280	Syao.g_00608	Syas.g_00889, Syas.g_00481
OG0000281	Syao.g_01377	Syas.g_00970
OG0000282	Syao.g_00967	Syas.g_00672
OG0000283	Syao.g_00640	Syas.g_00409
OG0000284	Syao.g_00634	Syas.g_00416
OG0000285	Syao.g_00706	Syas.g_00436
OG0000286	Syao.g_00675	Syas.g_00460
OG0000287	Syao.g_00825	Syas.g_00534
OG0000288	Syao.g_00446	Syas.g_00220
OG0000289	Syao.g_00461	Syas.g_00205
OG0000290	Syao.g_00428	Syas.g_01016
OG0000291	Syao.g_00333	Syas.g_01018
OG0000292	Syao.g_02196	Syas.g_02020
OG0000293	Syao.g_00136	Syas.g_01197
OG0000294	Syao.g_00135	Syas.g_01196
OG0000295	Syao.g_00186	Syas.g_01139
OG0000296	Syao.g_00184	Syas.g_01137
OG0000297	Syao.g_00171	Syas.g_01124
OG0000298	Syao.g_00170	Syas.g_01123
OG0000299	Syao.g_00231	Syas.g_01087
OG0000300	Syao.g_00274	Syas.g_01082
OG0000301	Syao.g_00272, Syao.g_00273	Syas.g_01081
OG0000302	Syao.g_00271	Syas.g_01080
OG0000303	Syao.g_00262	Syas.g_01071
OG0000304	Syao.g_00256	Syas.g_01066
OG0000305	Syao.g_00388	Syas.g_01023
OG0000306	Syao.g_01216	Syas.g_01929
OG0000307	Syao.g_00045	Syas.g_01270
OG0000308	Syao.g_00047	Syas.g_01272
OG0000309	Syao.g_02705	Syas.g_01364
OG0000310	Syao.g_01530	Syas.g_02796
OG0000311	Syao.g_01533	Syas.g_02799
OG0000312	Syao.g_01538	Syas.g_02804
OG0000313	Syao.g_01491	Syas.g_02823
OG0000314	Syao.g_00078	Syas.g_01296
OG0000315	Syao.g_00088	Syas.g_01306
OG0000316	Syao.g_01602	Syas.g_02728
OG0000317	Syao.g_01560	Syas.g_02687
OG0000318	Syao.g_01553	Syas.g_02680
OG0000319	Syao.g_01678	Syas.g_02663
OG0000320	Syao.g_01676	Syas.g_02661
OG0000321	Syao.g_01675	Syas.g_02660
OG0000322	Syao.g_01674	Syas.g_02659
OG0000323	Syao.g_01661	Syas.g_02646
OG0000324	Syao.g_01630	Syas.g_02578
OG0000325	Syao.g_01936	Syas.g_01668
OG0000326	Syao.g_01918	Syas.g_01661
OG0000327	Syao.g_01795	Syas.g_01634
OG0000328	Syao.g_01794	Syas.g_01633
OG0000329	Syao.g_01776	Syas.g_01615
OG0000330	Syao.g_01775	Syas.g_01614
OG0000331	Syao.g_01774	Syas.g_01613
OG0000332	Syao.g_01813	Syas.g_01598
OG0000333	Syao.g_01810	Syas.g_01595
OG0000334	Syao.g_01836	Syas.g_01586
OG0000335	Syao.g_01831	Syas.g_01581
OG0000336	Syao.g_01827	Syas.g_01577
OG0000337	Syao.g_01968	Syas.g_02211
OG0000338	Syao.g_01962	Syas.g_02199
OG0000339	Syao.g_02259	Syas.g_02192
OG0000340	Syao.g_02129	Syas.g_02183
OG0000341	Syao.g_02131	Syas.g_02181
OG0000342	Syao.g_02132	Syas.g_02180
OG0000343	Syao.g_02133	Syas.g_02176
OG0000344	Syao.g_02137	Syas.g_02172
OG0000345	Syao.g_01953	Syas.g_02160
OG0000346	Syao.g_01948	Syas.g_02155
OG0000347	Syao.g_02178	Syas.g_02136
OG0000348	Syao.g_02166	Syas.g_02107
OG0000349	Syao.g_02219	Syas.g_02085
OG0000350	Syao.g_01925	Syas.g_01654
OG0000351	Syao.g_02331	Syas.g_01998
OG0000352	Syao.g_02332	Syas.g_01999
OG0000353	Syao.g_02160	Syas.g_02033
OG0000354	Syao.g_00154, Syao.g_00155	Syas.g_01209
OG0000354	Syao.g_02252	Syas.g_02052
OG0000355	Syao.g_02162	Syas.g_02035
OG0000356	Syao.g_02163	Syas.g_02036
OG0000357	Syao.g_02164	Syas.g_02037
OG0000358	Syao.g_02154	Syas.g_02041
OG0000359	Syao.g_02152	Syas.g_02043
OG0000360	Syao.g_02151	Syas.g_02044
OG0000361	Syao.g_02150	Syas.g_02045
OG0000362	Syao.g_01954	Syas.g_02047
OG0000363	Syao.g_02255	Syas.g_02049
OG0000364	Syao.g_01558	Syas.g_02685
OG0000365	Syao.g_02246	Syas.g_02058
OG0000366	Syao.g_02245	Syas.g_02059
OG0000368	Syao.g_02242	Syas.g_02062
OG0000369	Syao.g_02241	Syas.g_02063
OG0000370	Syao.g_02240	Syas.g_02064
OG0000371	Syao.g_02231	Syas.g_02073
OG0000372	Syao.g_02226	Syas.g_02078
OG0000373	Syao.g_02225	Syas.g_02079
OG0000374	Syao.g_02224	Syas.g_02080
OG0000375	Syao.g_02223	Syas.g_02081
OG0000376	Syao.g_02221	Syas.g_02083
OG0000377	Syao.g_02429	Syas.g_01879
OG0000378	Syao.g_02414	Syas.g_01867
OG0000379	Syao.g_02409	Syas.g_01859
OG0000380	Syao.g_02616	Syas.g_02523
OG0000381	Syao.g_02618	Syas.g_02521
OG0000382	Syao.g_02636	Syas.g_02503
OG0000383	Syao.g_02643	Syas.g_02480
OG0000384	Syao.g_02644	Syas.g_02479
OG0000385	Syao.g_02645	Syas.g_02478
OG0000386	Syao.g_02646	Syas.g_02477
OG0000387	Syao.g_01019	Syas.g_00134
OG0000388	Syao.g_02596	Syas.g_02426
OG0000389	Syao.g_02599	Syas.g_02422
OG0000390	Syao.g_02567	Syas.g_02406
OG0000391	Syao.g_02572	Syas.g_02401
OG0000392	Syao.g_02578	Syas.g_02396
OG0000393	Syao.g_02581	Syas.g_02394
OG0000394	Syao.g_02582	Syas.g_02393
OG0000395	Syao.g_02583	Syas.g_02392
OG0000396	Syao.g_02586	Syas.g_02389
OG0000397	Syao.g_02542	Syas.g_02387
OG0000398	Syao.g_02547	Syas.g_02382
OG0000399	Syao.g_02548	Syas.g_02381
OG0000400	Syao.g_02549	Syas.g_02380
OG0000401	Syao.g_02550	Syas.g_02379
OG0000402	Syao.g_02552	Syas.g_02377
OG0000403	Syao.g_02553	Syas.g_02376
OG0000404	Syao.g_02554	Syas.g_02375
OG0000405	Syao.g_02478	Syas.g_02369
OG0000406	Syao.g_02482	Syas.g_02365
OG0000407	Syao.g_02483	Syas.g_02364
OG0000408	Syao.g_02485	Syas.g_02361
OG0000409	Syao.g_02487	Syas.g_02359
OG0000410	Syao.g_02488	Syas.g_02358
OG0000411	Syao.g_02489	Syas.g_02357
OG0000412	Syao.g_02490	Syas.g_02356
OG0000413	Syao.g_02492	Syas.g_02354
OG0000414	Syao.g_02493	Syas.g_02353
OG0000415	Syao.g_02494	Syas.g_02352
OG0000416	Syao.g_02495	Syas.g_02351
OG0000417	Syao.g_02497	Syas.g_02338
OG0000418	Syao.g_02502	Syas.g_02333
OG0000419	Syao.g_02504	Syas.g_02331
OG0000420	Syao.g_02506	Syas.g_02329
OG0000421	Syao.g_02510	Syas.g_02324
OG0000422	Syao.g_02511	Syas.g_02323
OG0000423	Syao.g_02512	Syas.g_02322
OG0000424	Syao.g_02513	Syas.g_02321
OG0000425	Syao.g_02514	Syas.g_02320
OG0000426	Syao.g_02515	Syas.g_02319
OG0000427	Syao.g_02516	Syas.g_02318
OG0000428	Syao.g_02519	Syas.g_02315
OG0000429	Syao.g_02522	Syas.g_02312
OG0000430	Syao.g_02523	Syas.g_02311
OG0000431	Syao.g_02526	Syas.g_02296
OG0000432	Syao.g_02532	Syas.g_02288
OG0000433	Syao.g_02534	Syas.g_02286
OG0000434	Syao.g_02535	Syas.g_02285
OG0000435	Syao.g_02538	Syas.g_02282
OG0000436	Syao.g_02458	Syas.g_02273
OG0000437	Syao.g_02459	Syas.g_02272
OG0000438	Syao.g_02460	Syas.g_02271
OG0000439	Syao.g_02462	Syas.g_02269
OG0000440	Syao.g_02463	Syas.g_02268
OG0000441	Syao.g_02466	Syas.g_02265
OG0000442	Syao.g_02467	Syas.g_02259
OG0000443	Syao.g_02468	Syas.g_02241
OG0000444	Syao.g_02473	Syas.g_02234
OG0000445	Syao.g_02474	Syas.g_02233
OG0000446	Syao.g_02476	Syas.g_02231
OG0000447	Syao.g_02383	Syas.g_02229
OG0000448	Syao.g_02384	Syas.g_02228
OG0000449	Syao.g_02385	Syas.g_02226
OG0000450	Syao.g_02391	Syas.g_01834
OG0000451	Syao.g_02392	Syas.g_01835
OG0000452	Syao.g_02396	Syas.g_01844
OG0000453	Syao.g_02397	Syas.g_01845
OG0000454	Syao.g_02398	Syas.g_01846
OG0000455	Syao.g_02399	Syas.g_01847
OG0000456	Syao.g_02400	Syas.g_01848
OG0000457	Syao.g_02402	Syas.g_01850
OG0000458	Syao.g_02403	Syas.g_01851
OG0000459	Syao.g_02404	Syas.g_01852
OG0000460	Syao.g_01702	Syas.g_02554
OG0000461	Syao.g_02119	Syas.g_01686
OG0000462	Syao.g_02116	Syas.g_01688
OG0000463	Syao.g_02115	Syas.g_01689
OG0000464	Syao.g_02114	Syas.g_01690
OG0000465	Syao.g_02112	Syas.g_01692
OG0000466	Syao.g_02107	Syas.g_01697
OG0000467	Syao.g_02106	Syas.g_01698
OG0000468	Syao.g_02102	Syas.g_01703
OG0000469	Syao.g_02087	Syas.g_01725
OG0000470	Syao.g_02085	Syas.g_01727
OG0000471	Syao.g_02084	Syas.g_01728
OG0000472	Syao.g_02082	Syas.g_01729
OG0000473	Syao.g_02080	Syas.g_01731
OG0000474	Syao.g_02079	Syas.g_01732
OG0000475	Syao.g_02078	Syas.g_01733
OG0000476	Syao.g_02076	Syas.g_01735
OG0000477	Syao.g_02069	Syas.g_01740
OG0000478	Syao.g_02068	Syas.g_01741
OG0000479	Syao.g_02067	Syas.g_01749
OG0000480	Syao.g_02060	Syas.g_01756
OG0000481	Syao.g_01012	Syas.g_00161, Syas.g_00162
OG0000482	Syao.g_02058	Syas.g_01758
OG0000483	Syao.g_02054	Syas.g_01762
OG0000484	Syao.g_02053	Syas.g_01763
OG0000485	Syao.g_02052	Syas.g_01764
OG0000486	Syao.g_02051	Syas.g_01765
OG0000487	Syao.g_02044	Syas.g_01771
OG0000488	Syao.g_02040	Syas.g_01779
OG0000489	Syao.g_02033	Syas.g_01823
OG0000490	Syao.g_02025	Syas.g_01808
OG0000491	Syao.g_02024	Syas.g_01806
OG0000492	Syao.g_02022	Syas.g_01803
OG0000493	Syao.g_02021	Syas.g_01802
OG0000494	Syao.g_02020	Syas.g_01801
OG0000495	Syao.g_02018	Syas.g_01799
OG0000496	Syao.g_02017	Syas.g_01798
OG0000497	Syao.g_02016	Syas.g_01797
OG0000498	Syao.g_02015	Syas.g_01796
OG0000499	Syao.g_02014	Syas.g_01795
OG0000500	Syao.g_02013	Syas.g_01794
OG0000501	Syao.g_02010	Syas.g_01791
OG0000502	Syao.g_01974	Syas.g_02216
OG0000503	Syao.g_01877	Syas.g_01541
OG0000504	Syao.g_01875	Syas.g_01539
OG0000505	Syao.g_01874	Syas.g_01538
OG0000506	Syao.g_01872	Syas.g_01536
OG0000507	Syao.g_01866	Syas.g_01530
OG0000508	Syao.g_01750	Syas.g_01523
OG0000509	Syao.g_01755	Syas.g_01521
OG0000510	Syao.g_01756	Syas.g_01520
OG0000511	Syao.g_01757	Syas.g_01519
OG0000512	Syao.g_01759	Syas.g_01517
OG0000513	Syao.g_01720	Syas.g_01508
