Orthogroup	Species	Praw	Orthologs
OG0000000	Prbe	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbe.g_01119
OG0000000	Prap	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prap.g_01862
OG0000000	Prbf	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbf.g_00776
OG0000000	Prak	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prak.g_01562
OG0000000	Prbn	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbn.g_01662
OG0000000	Prbg	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbg.g_01567
OG0000000	Prbh	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbh.g_01903
OG0000000	Pram	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Pram.g_01511
OG0000000	Pral	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Pral.g_00037
OG0000000	Prbc	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbc.g_02165
OG0000000	Praj	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Praj.g_01078, Praj.g_01309, Praj.g_01272, Praj.g_01202, Praj.g_00417
OG0000000	Prbb	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbb.g_01121, Prbb.g_01319, Prbb.g_00431, Prbb.g_01244
OG0000000	Prbm	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbm.g_01117, Prbm.g_01382, Prbm.g_01229, Prbm.g_00436, Prbm.g_01407
OG0000000	Prbl	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbl.g_00116
OG0000000	Prbj	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbj.g_00164
OG0000000	Prbk	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prbk.g_00165
OG0000000	Praf	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Praf.g_00813
OG0000000	Prah	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prah.g_01348
OG0000000	Prat	Praw.g_01780, Praw.g_00455, Praw.g_00893, Praw.g_00974	Prat.g_01549
OG0000000	Prag	Praw.g_01780	Prag.g_00721
OG0000000	Prbd	Praw.g_00455	Prbd.g_01568
OG0000000	Prae	Praw.g_00455	Prae.g_01580
OG0000000	Prab	Praw.g_00455	Prab.g_01598
OG0000000	Pran	Praw.g_00455	Pran.g_00601
OG0000000	Prad	Praw.g_00455	Prad.g_00392
OG0000000	Prau	Praw.g_00455	Prau.g_01648
OG0000000	Pras	Praw.g_00455	Pras.g_00470
OG0000000	Pray	Praw.g_00455	Pray.g_01603
OG0000000	Prba	Praw.g_00455	Prba.g_00269
OG0000000	Praz	Praw.g_00455	Praz.g_00921
OG0000000	Prbi	Praw.g_00455	Prbi.g_01709
OG0000000	Prao	Praw.g_00455	Prao.g_01515
OG0000000	Prav	Praw.g_00455	Prav.g_01695
OG0000000	Praq	Praw.g_00455	Praq.g_00026
OG0000000	Prar	Praw.g_00455	Prar.g_00729
OG0000000	Prac	Praw.g_00455	Prac.g_00292
OG0000000	Praa	Praw.g_00455	Praa.g_01598
OG0000000	Prai	Praw.g_00455	Prai.g_01592
OG0000000	Prax	Praw.g_00455	Prax.g_01608
OG0000000	Prag	Praw.g_00455	Prag.g_01608
OG0000000	Pran	Praw.g_00893, Praw.g_00974	Pran.g_00931, Pran.g_01423
OG0000000	Prab	Praw.g_00893, Praw.g_00974	Prab.g_01630, Prab.g_00760
OG0000000	Prav	Praw.g_00893, Praw.g_00974	Prav.g_00973
OG0000000	Prax	Praw.g_00893, Praw.g_00974	Prax.g_00496
OG0000000	Prag	Praw.g_00893	Prag.g_01230
OG0000000	Praa	Praw.g_00893	Praa.g_01244
OG0000000	Prag	Praw.g_00974	Prag.g_01348
OG0000000	Prah	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454, Praw.g_00472	Prah.g_01152, Prah.g_01154, Prah.g_01346
OG0000000	Praf	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454, Praw.g_00472	Praf.g_01042, Praf.g_01039, Praf.g_00815
OG0000000	Prbl	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454, Praw.g_00472	Prbl.g_00118
OG0000000	Prbk	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454, Praw.g_00472	Prbk.g_00167
OG0000000	Prbj	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454, Praw.g_00472	Prbj.g_00166
OG0000000	Praj	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Praj.g_01080, Praj.g_01100, Praj.g_01359, Praj.g_01307, Praj.g_01732
OG0000000	Prat	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prat.g_01510, Prat.g_01189, Prat.g_01547
OG0000000	Prbf	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbf.g_00760, Prbf.g_00775, Prbf.g_00881
OG0000000	Prak	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prak.g_01578, Prak.g_01563, Prak.g_01209
OG0000000	Prap	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prap.g_01846, Prap.g_01861, Prap.g_00493
OG0000000	Prbg	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbg.g_01583, Prbg.g_01568, Prbg.g_01523
OG0000000	Prbe	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbe.g_01052, Prbe.g_01120, Prbe.g_01586
OG0000000	Prbn	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbn.g_01678, Prbn.g_01152, Prbn.g_01663
OG0000000	Prbc	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbc.g_00106, Prbc.g_00608, Prbc.g_02167, Prbc.g_00808, Prbc.g_00618
OG0000000	Prbm	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbm.g_01141, Prbm.g_01810, Prbm.g_01404, Prbm.g_01119
OG0000000	Prbb	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbb.g_01145, Prbb.g_01352, Prbb.g_01123, Prbb.g_01403, Prbb.g_01787
OG0000000	Prbh	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbh.g_01858, Prbh.g_01902
OG0000000	Pram	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Pram.g_01556, Pram.g_01512
OG0000000	Pral	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Pral.g_01333, Pral.g_00038
OG0000000	Praa	Praw.g_01779, Praw.g_00496, Praw.g_00294, Praw.g_00454	Praa.g_01597
OG0000000	Prag	Praw.g_01779	Prag.g_00722
OG0000000	Prbd	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbd.g_00528
OG0000000	Prae	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prae.g_01579
OG0000000	Praq	Praw.g_00496, Praw.g_00294, Praw.g_00454	Praq.g_01392
OG0000000	Prao	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prao.g_01029
OG0000000	Prau	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prau.g_01266
OG0000000	Prax	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prax.g_01609
OG0000000	Praz	Praw.g_00496, Praw.g_00294, Praw.g_00454	Praz.g_00694
OG0000000	Pray	Praw.g_00496, Praw.g_00294, Praw.g_00454	Pray.g_01604
OG0000000	Prbi	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prbi.g_01708
OG0000000	Prba	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prba.g_00270
OG0000000	Prab	Praw.g_00496, Praw.g_00294, Praw.g_00454	Prab.g_01597
OG0000000	Pras	Praw.g_00496, Praw.g_00294, Praw.g_00454	Pras.g_00117
OG0000000	Pran	Praw.g_00294, Praw.g_00454	Pran.g_00602
OG0000000	Prai	Praw.g_00294, Praw.g_00454	Prai.g_00908
OG0000000	Prag	Praw.g_00294, Praw.g_00454	Prag.g_01213
OG0000000	Prar	Praw.g_00294, Praw.g_00454	Prar.g_00730
OG0000000	Prac	Praw.g_00294, Praw.g_00454	Prac.g_00293
OG0000000	Prad	Praw.g_00294, Praw.g_00454	Prad.g_00393
OG0000000	Prav	Praw.g_00294, Praw.g_00454	Prav.g_01694
OG0000000	Pran	Praw.g_00472	Pran.g_00593
OG0000000	Prab	Praw.g_00472	Prab.g_01606
OG0000000	Prag	Praw.g_00472	Prag.g_01626
OG0000000	Prao	Praw.g_00472	Prao.g_01528, Prao.g_01297
OG0000000	Prax	Praw.g_00472	Prax.g_01920
OG0000000	Praa	Praw.g_00472	Praa.g_01297
OG0000000	Prbi	Praw.g_00472	Prbi.g_01370
OG0000000	Prae	Praw.g_00472	Prae.g_01300
OG0000000	Prbd	Praw.g_00472	Prbd.g_01836
OG0000000	Prad	Praw.g_00472	Prad.g_00349, Prad.g_00372
OG0000000	Prav	Praw.g_00472	Prav.g_01715, Prav.g_01730
OG0000001	Prbk	Praw.g_01009	Prbk.g_02574
OG0000001	Prbj	Praw.g_01009	Prbj.g_02517
OG0000001	Prbl	Praw.g_01009	Prbl.g_01582
OG0000001	Prah	Praw.g_01009	Prah.g_00562
OG0000001	Praf	Praw.g_01009	Praf.g_01631
OG0000001	Prbc	Praw.g_01009	Prbc.g_01920
OG0000001	Praj	Praw.g_01009	Praj.g_00832
OG0000001	Prbb	Praw.g_01009	Prbb.g_00844
OG0000001	Prbm	Praw.g_01009	Prbm.g_00874
OG0000001	Pram	Praw.g_01009	Pram.g_00873, Pram.g_00879
OG0000001	Prbh	Praw.g_01009	Prbh.g_01016, Prbh.g_01022
OG0000001	Prak	Praw.g_01009	Prak.g_00908, Prak.g_00913
OG0000001	Prap	Praw.g_01009	Prap.g_00720, Prap.g_00715
OG0000001	Prbg	Praw.g_01009	Prbg.g_01222, Prbg.g_01227
OG0000001	Prbn	Praw.g_01009	Prbn.g_01483, Prbn.g_01478
OG0000001	Prbe	Praw.g_01009	Prbe.g_01285, Prbe.g_01290
OG0000001	Prbf	Praw.g_01009	Prbf.g_01182, Prbf.g_01177
OG0000001	Pral	Praw.g_01009	Pral.g_01549, Pral.g_01554
OG0000001	Prat	Praw.g_01009	Prat.g_00977
OG0000001	Prav	Praw.g_01009	Prav.g_01466
