Orthogroup	Species	Prbd	Orthologs
OG0000000	Prbe	Prbd.g_01914, Prbd.g_01568	Prbe.g_01119
OG0000000	Prap	Prbd.g_01914, Prbd.g_01568	Prap.g_01862
OG0000000	Prbf	Prbd.g_01914, Prbd.g_01568	Prbf.g_00776
OG0000000	Prak	Prbd.g_01914, Prbd.g_01568	Prak.g_01562
OG0000000	Prbn	Prbd.g_01914, Prbd.g_01568	Prbn.g_01662
OG0000000	Prbg	Prbd.g_01914, Prbd.g_01568	Prbg.g_01567
OG0000000	Prbh	Prbd.g_01914, Prbd.g_01568	Prbh.g_01903
OG0000000	Pram	Prbd.g_01914, Prbd.g_01568	Pram.g_01511
OG0000000	Pral	Prbd.g_01914, Prbd.g_01568	Pral.g_00037
OG0000000	Prbb	Prbd.g_01914	Prbb.g_01354, Prbb.g_00432, Prbb.g_01401, Prbb.g_01120, Prbb.g_01785
OG0000000	Prbm	Prbd.g_01914	Prbm.g_01406, Prbm.g_01116, Prbm.g_00435, Prbm.g_01808
OG0000000	Praj	Prbd.g_01914	Praj.g_01077, Praj.g_01357, Praj.g_00418, Praj.g_01730
OG0000000	Prbc	Prbd.g_01914	Prbc.g_00104, Prbc.g_02164, Prbc.g_00806
OG0000000	Prau	Prbd.g_01914	Prau.g_01665
OG0000000	Pras	Prbd.g_01914	Pras.g_00493
OG0000000	Prai	Prbd.g_01914	Prai.g_01612
OG0000000	Praq	Prbd.g_01914	Praq.g_01956
OG0000000	Prar	Prbd.g_01914	Prar.g_00713
OG0000000	Prac	Prbd.g_01914	Prac.g_00277
OG0000000	Praz	Prbd.g_01914	Praz.g_00894
OG0000000	Pray	Prbd.g_01914	Pray.g_01576
OG0000000	Prba	Prbd.g_01914	Prba.g_00243
OG0000000	Prad	Prbd.g_01914	Prad.g_01982
OG0000000	Praa	Prbd.g_01914	Praa.g_01235
OG0000000	Prbc	Prbd.g_01568	Prbc.g_02165
OG0000000	Praj	Prbd.g_01568	Praj.g_01078, Praj.g_01309, Praj.g_01272, Praj.g_01202, Praj.g_00417
OG0000000	Prbb	Prbd.g_01568	Prbb.g_01121, Prbb.g_01319, Prbb.g_00431, Prbb.g_01244
OG0000000	Prbm	Prbd.g_01568	Prbm.g_01117, Prbm.g_01382, Prbm.g_01229, Prbm.g_00436, Prbm.g_01407
OG0000000	Prbl	Prbd.g_01568	Prbl.g_00116
OG0000000	Prbj	Prbd.g_01568	Prbj.g_00164
OG0000000	Prbk	Prbd.g_01568	Prbk.g_00165
OG0000000	Praf	Prbd.g_01568	Praf.g_00813
OG0000000	Prah	Prbd.g_01568	Prah.g_01348
OG0000000	Prat	Prbd.g_01568	Prat.g_01549
OG0000000	Praw	Prbd.g_01568	Praw.g_00455
OG0000000	Prag	Prbd.g_01568	Prag.g_01608
OG0000000	Praa	Prbd.g_01568	Praa.g_01598
OG0000000	Prai	Prbd.g_01568	Prai.g_01592
OG0000000	Prax	Prbd.g_01568	Prax.g_01608
OG0000000	Praq	Prbd.g_01568	Praq.g_00026
OG0000000	Prar	Prbd.g_01568	Prar.g_00729
OG0000000	Prac	Prbd.g_01568	Prac.g_00292
OG0000000	Prav	Prbd.g_01568	Prav.g_01695
OG0000000	Prao	Prbd.g_01568	Prao.g_01515
OG0000000	Pray	Prbd.g_01568	Pray.g_01603
OG0000000	Prba	Prbd.g_01568	Prba.g_00269
OG0000000	Praz	Prbd.g_01568	Praz.g_00921
OG0000000	Prbi	Prbd.g_01568	Prbi.g_01709
OG0000000	Prau	Prbd.g_01568	Prau.g_01648
OG0000000	Pras	Prbd.g_01568	Pras.g_00470
OG0000000	Prab	Prbd.g_01568	Prab.g_01598
OG0000000	Pran	Prbd.g_01568	Pran.g_00601
OG0000000	Prad	Prbd.g_01568	Prad.g_00392
OG0000000	Prae	Prbd.g_01568	Prae.g_01580
OG0000000	Prah	Prbd.g_01569, Prbd.g_00528, Prbd.g_01836	Prah.g_01152, Prah.g_01154, Prah.g_01346
OG0000000	Praf	Prbd.g_01569, Prbd.g_00528, Prbd.g_01836	Praf.g_01042, Praf.g_01039, Praf.g_00815
OG0000000	Prbl	Prbd.g_01569, Prbd.g_00528, Prbd.g_01836	Prbl.g_00118
OG0000000	Prbk	Prbd.g_01569, Prbd.g_00528, Prbd.g_01836	Prbk.g_00167
OG0000000	Prbj	Prbd.g_01569, Prbd.g_00528, Prbd.g_01836	Prbj.g_00166
OG0000000	Praj	Prbd.g_01569, Prbd.g_00528	Praj.g_01080, Praj.g_01100, Praj.g_01359, Praj.g_01307, Praj.g_01732
OG0000000	Prat	Prbd.g_01569, Prbd.g_00528	Prat.g_01510, Prat.g_01189, Prat.g_01547
OG0000000	Prbf	Prbd.g_01569, Prbd.g_00528	Prbf.g_00760, Prbf.g_00775, Prbf.g_00881
OG0000000	Prak	Prbd.g_01569, Prbd.g_00528	Prak.g_01578, Prak.g_01563, Prak.g_01209
OG0000000	Prap	Prbd.g_01569, Prbd.g_00528	Prap.g_01846, Prap.g_01861, Prap.g_00493
OG0000000	Prbg	Prbd.g_01569, Prbd.g_00528	Prbg.g_01583, Prbg.g_01568, Prbg.g_01523
OG0000000	Prbe	Prbd.g_01569, Prbd.g_00528	Prbe.g_01052, Prbe.g_01120, Prbe.g_01586
OG0000000	Prbn	Prbd.g_01569, Prbd.g_00528	Prbn.g_01678, Prbn.g_01152, Prbn.g_01663
OG0000000	Prbc	Prbd.g_01569, Prbd.g_00528	Prbc.g_00106, Prbc.g_00608, Prbc.g_02167, Prbc.g_00808, Prbc.g_00618
OG0000000	Prbm	Prbd.g_01569, Prbd.g_00528	Prbm.g_01141, Prbm.g_01810, Prbm.g_01404, Prbm.g_01119
OG0000000	Prbb	Prbd.g_01569, Prbd.g_00528	Prbb.g_01145, Prbb.g_01352, Prbb.g_01123, Prbb.g_01403, Prbb.g_01787
OG0000000	Prbh	Prbd.g_01569, Prbd.g_00528	Prbh.g_01858, Prbh.g_01902
OG0000000	Pram	Prbd.g_01569, Prbd.g_00528	Pram.g_01556, Pram.g_01512
OG0000000	Pral	Prbd.g_01569, Prbd.g_00528	Pral.g_01333, Pral.g_00038
OG0000000	Praa	Prbd.g_01569, Prbd.g_00528	Praa.g_01597
OG0000000	Pras	Prbd.g_01569	Pras.g_00469
OG0000000	Pran	Prbd.g_01569	Pran.g_00579
OG0000000	Prab	Prbd.g_01569	Prab.g_00918, Prab.g_01620
OG0000000	Prao	Prbd.g_01569	Prao.g_01514
OG0000000	Prba	Prbd.g_00528	Prba.g_00003, Prba.g_00270
OG0000000	Prar	Prbd.g_00528	Prar.g_01204, Prar.g_00730
OG0000000	Praq	Prbd.g_00528	Praq.g_00025, Praq.g_01392
OG0000000	Prav	Prbd.g_00528	Prav.g_01821, Prav.g_01694
OG0000000	Prai	Prbd.g_00528	Prai.g_01234, Prai.g_01591, Prai.g_01775, Prai.g_00908
OG0000000	Prbi	Prbd.g_00528	Prbi.g_01268, Prbi.g_01708
OG0000000	Prao	Prbd.g_00528	Prao.g_01029
OG0000000	Pran	Prbd.g_00528	Pran.g_00001, Pran.g_00602
OG0000000	Prax	Prbd.g_00528	Prax.g_00259, Prax.g_01609
OG0000000	Prau	Prbd.g_00528	Prau.g_01266, Prau.g_01647
OG0000000	Praz	Prbd.g_00528	Praz.g_00922, Praz.g_00694
OG0000000	Prag	Prbd.g_00528	Prag.g_01650, Prag.g_01607, Prag.g_01213
OG0000000	Pray	Prbd.g_00528	Pray.g_00003, Pray.g_01604
OG0000000	Prab	Prbd.g_00528	Prab.g_01597, Prab.g_01278
OG0000000	Prac	Prbd.g_00528	Prac.g_00926, Prac.g_00293
OG0000000	Praw	Prbd.g_00528	Praw.g_00496, Praw.g_00294, Praw.g_00454
OG0000000	Prad	Prbd.g_00528	Prad.g_00393
OG0000000	Pras	Prbd.g_00528	Pras.g_00117
OG0000000	Prae	Prbd.g_00528	Prae.g_01579
OG0000000	Pran	Prbd.g_01836	Pran.g_00593
OG0000000	Prab	Prbd.g_01836	Prab.g_01606
OG0000000	Prag	Prbd.g_01836	Prag.g_01626
OG0000000	Prao	Prbd.g_01836	Prao.g_01528, Prao.g_01297
