locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prbl.g_00001	gene	255				
Prbl.g_00001	CDS	255				hypothetical protein
Prbl.g_00002	gene	1098				
Prbl.g_00002	CDS	1098				hypothetical protein
Prbl.g_00003	gene	138				
Prbl.g_00003	CDS	138				hypothetical protein
Prbl.g_00004	gene	249				
Prbl.g_00004	CDS	249				hypothetical protein
Prbl.g_00005	gene	210				
Prbl.g_00005	CDS	210				hypothetical protein
Prbl.g_00006	gene	114				
Prbl.g_00006	CDS	114				hypothetical protein
Prbl.g_00007	gene	291				
Prbl.g_00007	CDS	291			COG4095	Sugar transporter SemiSWEET
Prbl.g_00008	gene	168				
Prbl.g_00008	CDS	168				hypothetical protein
Prbl.g_00009	gene	264				
Prbl.g_00009	CDS	264				hypothetical protein
Prbl.g_00010	gene	279				
Prbl.g_00010	CDS	279				hypothetical protein
Prbl.g_00011	gene	141				
Prbl.g_00011	CDS	141				hypothetical protein
Prbl.g_00012	gene	741	glnQ_1			
Prbl.g_00012	CDS	741	glnQ_1			Glutamine transport ATP-binding protein GlnQ
Prbl.g_00013	gene	1029	yhdY			
Prbl.g_00013	CDS	1029	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
Prbl.g_00014	gene	237				
Prbl.g_00014	CDS	237				hypothetical protein
Prbl.g_00015	gene	510				
Prbl.g_00015	CDS	510				hypothetical protein
Prbl.g_00016	gene	894	gltJ			
Prbl.g_00016	CDS	894	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
Prbl.g_00017	gene	1047	yhdW			
Prbl.g_00017	CDS	1047	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
Prbl.g_00018	gene	90				
Prbl.g_00018	CDS	90				hypothetical protein
Prbl.g_00019	gene	111				
Prbl.g_00019	CDS	111				hypothetical protein
Prbl.g_00020	gene	399				
Prbl.g_00020	CDS	399				hypothetical protein
Prbl.g_00021	gene	1614				
Prbl.g_00021	CDS	1614				hypothetical protein
Prbl.g_00022	gene	1185				
Prbl.g_00022	CDS	1185				hypothetical protein
Prbl.g_00023	gene	156				
Prbl.g_00023	CDS	156				hypothetical protein
Prbl.g_00024	gene	1086				
Prbl.g_00024	CDS	1086				hypothetical protein
Prbl.g_00025	gene	267				
Prbl.g_00025	CDS	267				hypothetical protein
Prbl.g_00026	gene	1656	mpdB			
Prbl.g_00026	CDS	1656	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
Prbl.g_00027	gene	342				
Prbl.g_00027	CDS	342				hypothetical protein
Prbl.g_00028	gene	276				
Prbl.g_00028	CDS	276				hypothetical protein
Prbl.g_00029	gene	141				
Prbl.g_00029	CDS	141				hypothetical protein
Prbl.g_00030	gene	207				
Prbl.g_00030	CDS	207				hypothetical protein
Prbl.g_00031	gene	453				
Prbl.g_00031	CDS	453				hypothetical protein
Prbl.g_00032	gene	885				
Prbl.g_00032	CDS	885				hypothetical protein
Prbl.g_00033	gene	2214	gltP			
Prbl.g_00033	CDS	2214	gltP			Proton/glutamate-aspartate symporter
Prbl.g_00034	gene	111				
Prbl.g_00034	CDS	111				hypothetical protein
Prbl.g_00035	gene	363				
Prbl.g_00035	CDS	363				hypothetical protein
Prbl.g_00036	gene	852	RBKS			
Prbl.g_00036	CDS	852	RBKS	2.7.1.15		Ribokinase
Prbl.g_00037	gene	174				
Prbl.g_00037	CDS	174				hypothetical protein
Prbl.g_00038	gene	186				
Prbl.g_00038	CDS	186				hypothetical protein
Prbl.g_00039	gene	276				
Prbl.g_00039	CDS	276				hypothetical protein
Prbl.g_00040	gene	333				
Prbl.g_00040	CDS	333				hypothetical protein
Prbl.g_00041	gene	384				
Prbl.g_00041	CDS	384				hypothetical protein
Prbl.g_00042	gene	654	pal			
Prbl.g_00042	CDS	654	pal			Peptidoglycan-associated lipoprotein
Prbl.g_00043	gene	609				
Prbl.g_00043	CDS	609				hypothetical protein
Prbl.g_00044	gene	120				
Prbl.g_00044	CDS	120				hypothetical protein
Prbl.g_00045	gene	213				
Prbl.g_00045	CDS	213				hypothetical protein
Prbl.g_00046	gene	315				
Prbl.g_00046	CDS	315				hypothetical protein
Prbl.g_00047	gene	438				
Prbl.g_00047	CDS	438				hypothetical protein
Prbl.g_00048	gene	882				
Prbl.g_00048	CDS	882				hypothetical protein
Prbl.g_00049	gene	168				
Prbl.g_00049	CDS	168				hypothetical protein
Prbl.g_00050	gene	132				
Prbl.g_00050	CDS	132				hypothetical protein
Prbl.g_00051	gene	75				
Prbl.g_00051	tRNA	75				tRNA-Pro(tgg)
Prbl.g_00052	gene	261				
Prbl.g_00052	CDS	261				hypothetical protein
Prbl.g_00053	gene	1341				
Prbl.g_00053	CDS	1341				hypothetical protein
Prbl.g_00054	gene	462				
Prbl.g_00054	CDS	462				hypothetical protein
Prbl.g_00055	gene	483				
Prbl.g_00055	CDS	483				hypothetical protein
Prbl.g_00056	gene	642				
Prbl.g_00056	CDS	642				hypothetical protein
Prbl.g_00057	gene	264				
Prbl.g_00057	CDS	264				hypothetical protein
Prbl.g_00058	gene	237				
Prbl.g_00058	CDS	237				hypothetical protein
Prbl.g_00059	gene	177				
Prbl.g_00059	CDS	177				hypothetical protein
Prbl.g_00060	gene	288				
Prbl.g_00060	CDS	288				hypothetical protein
Prbl.g_00061	gene	1470	sasA_1			
Prbl.g_00061	CDS	1470	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Prbl.g_00062	gene	987				
Prbl.g_00062	CDS	987				hypothetical protein
Prbl.g_00063	gene	687	mprA_1			
Prbl.g_00063	CDS	687	mprA_1		COG0745	Response regulator MprA
Prbl.g_00064	gene	531				
Prbl.g_00064	CDS	531				hypothetical protein
Prbl.g_00065	gene	1137				
Prbl.g_00065	CDS	1137				hypothetical protein
Prbl.g_00066	gene	1299	trpB			
Prbl.g_00066	CDS	1299	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
Prbl.g_00067	gene	1929	ziaA			
Prbl.g_00067	CDS	1929	ziaA	7.2.2.12		Zinc-transporting ATPase
Prbl.g_00068	gene	342	yciH			
Prbl.g_00068	CDS	342	yciH		COG0023	putative protein YciH
Prbl.g_00069	gene	684	cysC			
Prbl.g_00069	CDS	684	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
Prbl.g_00070	gene	1068				
Prbl.g_00070	CDS	1068			COG0628	Putative transport protein
Prbl.g_00071	gene	618				
Prbl.g_00071	CDS	618				hypothetical protein
Prbl.g_00072	gene	582	purE			
Prbl.g_00072	CDS	582	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
Prbl.g_00073	gene	1155	nagA			
Prbl.g_00073	CDS	1155	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
Prbl.g_00074	gene	714	chlM			
Prbl.g_00074	CDS	714	chlM	2.1.1.11		Magnesium-protoporphyrin O-methyltransferase
Prbl.g_00075	gene	579				
Prbl.g_00075	CDS	579				hypothetical protein
Prbl.g_00076	gene	999	rluC			
Prbl.g_00076	CDS	999	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
Prbl.g_00077	gene	726	srrA			
Prbl.g_00077	CDS	726	srrA		COG0745	Transcriptional regulatory protein SrrA
Prbl.g_00078	gene	519				
Prbl.g_00078	CDS	519				hypothetical protein
Prbl.g_00079	gene	1179	iscS			
Prbl.g_00079	CDS	1179	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
Prbl.g_00080	gene	771				
Prbl.g_00080	CDS	771				hypothetical protein
Prbl.g_00081	gene	537				
Prbl.g_00081	CDS	537				hypothetical protein
Prbl.g_00082	gene	933	rsmH			
Prbl.g_00082	CDS	933	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Prbl.g_00083	gene	1185	ndhH			
Prbl.g_00083	CDS	1185	ndhH	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
Prbl.g_00084	gene	213				
Prbl.g_00084	CDS	213				hypothetical protein
Prbl.g_00085	gene	129				
Prbl.g_00085	CDS	129				hypothetical protein
Prbl.g_00086	gene	456				
Prbl.g_00086	CDS	456		3.1.2.28	COG0824	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Prbl.g_00087	gene	321				
Prbl.g_00087	CDS	321				hypothetical protein
Prbl.g_00088	gene	1239	menE			
Prbl.g_00088	CDS	1239	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
Prbl.g_00089	gene	969	menC			
Prbl.g_00089	CDS	969	menC	4.2.1.113		o-succinylbenzoate synthase
Prbl.g_00090	gene	975	menA_1			
Prbl.g_00090	CDS	975	menA_1	2.5.1.130		2-carboxy-1,4-naphthoquinone phytyltransferase
Prbl.g_00091	gene	1422	menF			
Prbl.g_00091	CDS	1422	menF	5.4.4.2		Isochorismate synthase MenF
Prbl.g_00092	gene	927	gshB			
Prbl.g_00092	CDS	927	gshB	6.3.2.3	COG0189	Glutathione synthetase
Prbl.g_00093	gene	264				
Prbl.g_00093	CDS	264				putative glutaredoxin
Prbl.g_00094	gene	960	prfB			
Prbl.g_00094	CDS	960	prfB			Peptide chain release factor 2
Prbl.g_00095	gene	192				
Prbl.g_00095	CDS	192				hypothetical protein
Prbl.g_00096	gene	564	ybeY			
Prbl.g_00096	CDS	564	ybeY	3.1.-.-		Endoribonuclease YbeY
Prbl.g_00097	gene	459				
Prbl.g_00097	CDS	459				hypothetical protein
Prbl.g_00098	gene	609	pabA			
Prbl.g_00098	CDS	609	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
Prbl.g_00099	gene	741				
Prbl.g_00099	CDS	741				hypothetical protein
Prbl.g_00100	gene	177				
Prbl.g_00100	CDS	177				hypothetical protein
Prbl.g_00101	gene	231				
Prbl.g_00101	CDS	231				hypothetical protein
Prbl.g_00102	gene	357				
Prbl.g_00102	CDS	357				hypothetical protein
Prbl.g_00103	gene	339				
Prbl.g_00103	CDS	339				hypothetical protein
Prbl.g_00104	gene	1134	hisC_1			
Prbl.g_00104	CDS	1134	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
Prbl.g_00105	gene	1812	argS			
Prbl.g_00105	CDS	1812	argS	6.1.1.19		Arginine--tRNA ligase
Prbl.g_00106	gene	462				
Prbl.g_00106	CDS	462				hypothetical protein
Prbl.g_00107	gene	501				
Prbl.g_00107	CDS	501				hypothetical protein
Prbl.g_00108	gene	609				
Prbl.g_00108	CDS	609				hypothetical protein
Prbl.g_00109	gene	192				
Prbl.g_00109	CDS	192				hypothetical protein
Prbl.g_00110	gene	171				
Prbl.g_00110	CDS	171				hypothetical protein
Prbl.g_00111	gene	123				
Prbl.g_00111	CDS	123				hypothetical protein
Prbl.g_00112	gene	1659				
Prbl.g_00112	CDS	1659				hypothetical protein
Prbl.g_00113	gene	2961	polA			
Prbl.g_00113	CDS	2961	polA	2.7.7.7	COG0258	DNA polymerase I
Prbl.g_00114	gene	1179	macA			
Prbl.g_00114	CDS	1179	macA		COG0845	Macrolide export protein MacA
Prbl.g_00115	gene	1128	ychF			
Prbl.g_00115	CDS	1128	ychF		COG0012	Ribosome-binding ATPase YchF
Prbl.g_00116	gene	144				
