Orthogroup	Prai	Prac
OG0000000	Prai.g_01612	Prac.g_00277
OG0000000	Prai.g_01592	Prac.g_00292
OG0000000	Prai.g_00908	Prac.g_00293
OG0000001	Prai.g_01363	Prac.g_00210
OG0000001	Prai.g_00707	Prac.g_00693
OG0000002	Prai.g_01236	Prac.g_00924
OG0000002	Prai.g_01356, Prai.g_01235	Prac.g_00202
OG0000004	Prai.g_01314	Prac.g_00157
OG0000004	Prai.g_01596	Prac.g_00290
OG0000005	Prai.g_00441	Prac.g_01536
OG0000005	Prai.g_01313	Prac.g_01529
OG0000006	Prai.g_01588	Prac.g_01958
OG0000006	Prai.g_00889	Prac.g_01516, Prac.g_01035
OG0000007	Prai.g_00394	Prac.g_01149
OG0000007	Prai.g_01246	Prac.g_00893
OG0000008	Prai.g_00527	Prac.g_00874
OG0000008	Prai.g_01638	Prac.g_00625
OG0000010	Prai.g_00867	Prac.g_01496
OG0000010	Prai.g_00262	Prac.g_01681
OG0000012	Prai.g_00387	Prac.g_01159
OG0000013	Prai.g_01578	Prac.g_00301
OG0000013	Prai.g_00105	Prac.g_01826
OG0000014	Prai.g_00319	Prac.g_01625
OG0000015	Prai.g_00424	Prac.g_01127
OG0000015	Prai.g_00343	Prac.g_01601
OG0000016	Prai.g_01243	Prac.g_00898
OG0000017	Prai.g_00904	Prac.g_01074
OG0000018	Prai.g_00626	Prac.g_00773
OG0000020	Prai.g_01366	Prac.g_00213
OG0000021	Prai.g_01483	Prac.g_01901, Prac.g_00391
OG0000022	Prai.g_00254, Prai.g_00252	Prac.g_01689
OG0000023	Prai.g_00378	Prac.g_01169
OG0000025	Prai.g_00899	Prac.g_01525
OG0000026	Prai.g_01772, Prai.g_00905	Prac.g_00159
OG0000027	Prai.g_00701	Prac.g_00699
OG0000028	Prai.g_01552	Prac.g_00904
OG0000029	Prai.g_00866	Prac.g_01495
OG0000031	Prai.g_01845	Prac.g_00048
OG0000032	Prai.g_00033	Prac.g_01913, Prac.g_01914
OG0000032	Prai.g_01261	Prac.g_00908
OG0000033	Prai.g_01549	Prac.g_00325
OG0000034	Prai.g_01463	Prac.g_00411
OG0000035	Prai.g_01579	Prac.g_00300
OG0000036	Prai.g_01248	Prac.g_00906
OG0000036	Prai.g_01125	Prac.g_01037
OG0000038	Prai.g_01444	Prac.g_00249
OG0000039	Prai.g_00013	Prac.g_01934
OG0000040	Prai.g_01599	Prac.g_00152
OG0000041	Prai.g_00652	Prac.g_00748
OG0000042	Prai.g_01892	Prac.g_00092
OG0000043	Prai.g_01097	Prac.g_01217
OG0000043	Prai.g_01059	Prac.g_01399
OG0000045	Prai.g_00613	Prac.g_00788
OG0000046	Prai.g_00885	Prac.g_01510
OG0000047	Prai.g_01171	Prac.g_00985
OG0000049	Prai.g_01859	Prac.g_00434
OG0000050	Prai.g_00177	Prac.g_01764
OG0000051	Prai.g_00373	Prac.g_01174
OG0000053	Prai.g_00748	Prac.g_01560
OG0000054	Prai.g_01631	Prac.g_00632
OG0000055	Prai.g_01838	Prac.g_01904, Prac.g_00041
OG0000056	Prai.g_00031	Prac.g_01916
OG0000057	Prai.g_00168	Prac.g_01773
OG0000057	Prai.g_01288	Prac.g_01590
OG0000058	Prai.g_00383	Prac.g_01163
OG0000059	Prai.g_00567	Prac.g_00833
OG0000060	Prai.g_00761	Prac.g_01547
OG0000061	Prai.g_00909	Prac.g_01515
OG0000062	Prai.g_00825	Prac.g_01453
OG0000063	Prai.g_01132	Prac.g_01029
OG0000065	Prai.g_00248	Prac.g_01693
OG0000066	Prai.g_00505	Prac.g_01069
OG0000067	Prai.g_00727	Prac.g_00673
OG0000068	Prai.g_00431	Prac.g_01531
OG0000068	Prai.g_01258	Prac.g_01597, Prac.g_00636, Prac.g_01956
OG0000069	Prai.g_01141	Prac.g_01020
OG0000070	Prai.g_00918	Prac.g_01256
OG0000071	Prai.g_01273	Prac.g_01955
OG0000072	Prai.g_01335	Prac.g_00175
OG0000073	Prai.g_00746	Prac.g_00196
OG0000074	Prai.g_01443	Prac.g_00248
OG0000075	Prai.g_01782	Prac.g_00548
OG0000077	Prai.g_00011	Prac.g_01936
OG0000078	Prai.g_00335	Prac.g_01609
OG0000079	Prai.g_00393	Prac.g_01150
OG0000080	Prai.g_00698	Prac.g_00702
OG0000081	Prai.g_00720	Prac.g_00680
OG0000082	Prai.g_00841, Prai.g_00840	Prac.g_01468
OG0000083	Prai.g_01064	Prac.g_01405
OG0000084	Prai.g_00989	Prac.g_01327
OG0000085	Prai.g_01107	Prac.g_01207
OG0000086	Prai.g_01143	Prac.g_01018
OG0000087	Prai.g_01613	Prac.g_00276
OG0000090	Prai.g_01393	Prac.g_00256
OG0000091	Prai.g_01471	Prac.g_00403
OG0000092	Prai.g_01270	Prac.g_00886
OG0000093	Prai.g_00743, Prai.g_01725	Prac.g_00500
OG0000094	Prai.g_01779	Prac.g_00545
OG0000095	Prai.g_01812	Prac.g_00015
OG0000096	Prai.g_01884	Prac.g_00084
OG0000097	Prai.g_01901	Prac.g_00101
OG0000098	Prai.g_00003	Prac.g_01944
OG0000099	Prai.g_00023	Prac.g_01924
OG0000100	Prai.g_00046	Prac.g_01893
OG0000101	Prai.g_00056	Prac.g_01882
OG0000102	Prai.g_00113	Prac.g_01818
OG0000103	Prai.g_00121	Prac.g_01810
OG0000104	Prai.g_00139	Prac.g_01792
OG0000105	Prai.g_00181	Prac.g_01760
OG0000106	Prai.g_00195	Prac.g_01746
OG0000108	Prai.g_00213	Prac.g_01728
OG0000109	Prai.g_00250	Prac.g_01691
OG0000110	Prai.g_00264	Prac.g_01679
OG0000111	Prai.g_00287, Prai.g_00286	Prac.g_01657
OG0000112	Prai.g_00430, Prai.g_00297	Prac.g_01647
OG0000113	Prai.g_00310	Prac.g_01634
OG0000114	Prai.g_00338	Prac.g_01606
OG0000115	Prai.g_00504	Prac.g_01070
OG0000116	Prai.g_00506	Prac.g_01068
OG0000117	Prai.g_00510	Prac.g_01064
OG0000118	Prai.g_00529	Prac.g_00872
OG0000119	Prai.g_00560	Prac.g_00840
OG0000120	Prai.g_00561	Prac.g_00839
OG0000121	Prai.g_00571	Prac.g_00829
OG0000122	Prai.g_00580	Prac.g_00820
OG0000123	Prai.g_00612	Prac.g_00789
OG0000124	Prai.g_00680	Prac.g_00720
OG0000125	Prai.g_00681	Prac.g_00719
OG0000126	Prai.g_00682	Prac.g_00718
OG0000127	Prai.g_00715	Prac.g_00685
OG0000128	Prai.g_00750	Prac.g_01558
OG0000129	Prai.g_00770	Prac.g_01538
OG0000130	Prai.g_00862	Prac.g_01491
OG0000131	Prai.g_00850	Prac.g_01477
OG0000132	Prai.g_00813	Prac.g_01442
OG0000133	Prai.g_01030	Prac.g_01368
OG0000134	Prai.g_01021	Prac.g_01359
OG0000135	Prai.g_00985	Prac.g_01323
OG0000136	Prai.g_00921	Prac.g_01259
OG0000137	Prai.g_01146	Prac.g_01015, Prac.g_01959
OG0000138	Prai.g_01167	Prac.g_00990
OG0000139	Prai.g_01177	Prac.g_00979
OG0000140	Prai.g_01230	Prac.g_00928
OG0000141	Prai.g_01238	Prac.g_00448
OG0000142	Prai.g_01347	Prac.g_00187
OG0000143	Prai.g_01370	Prac.g_00217
OG0000144	Prai.g_01450	Prac.g_00424
OG0000145	Prai.g_01464	Prac.g_00410
OG0000146	Prai.g_01499	Prac.g_00374
OG0000147	Prai.g_01539, Prai.g_00415	Prac.g_00334
OG0000148	Prai.g_01540	Prac.g_00333
OG0000149	Prai.g_01636	Prac.g_00627
OG0000150	Prai.g_01674	Prac.g_00589
OG0000151	Prai.g_01677	Prac.g_00586
OG0000152	Prai.g_01696	Prac.g_00471
OG0000153	Prai.g_01735	Prac.g_00507
OG0000154	Prai.g_01777	Prac.g_00543
OG0000155	Prai.g_01795	Prac.g_00560
OG0000156	Prai.g_01823	Prac.g_00026
OG0000157	Prai.g_01855	Prac.g_00057
OG0000158	Prai.g_01918	Prac.g_00118
OG0000160	Prai.g_00001	Prac.g_01946
OG0000161	Prai.g_00002	Prac.g_01945
OG0000162	Prai.g_00004	Prac.g_01943
OG0000163	Prai.g_00005	Prac.g_01942
OG0000164	Prai.g_00006	Prac.g_01941
OG0000165	Prai.g_00007	Prac.g_01940
OG0000166	Prai.g_00008	Prac.g_01939
OG0000167	Prai.g_00009	Prac.g_01938
OG0000168	Prai.g_00010	Prac.g_01937
OG0000169	Prai.g_00012	Prac.g_01935
OG0000170	Prai.g_00014	Prac.g_01933
OG0000171	Prai.g_00015	Prac.g_01932
OG0000172	Prai.g_00016	Prac.g_01931
OG0000173	Prai.g_00017	Prac.g_01930
OG0000174	Prai.g_00018	Prac.g_01929
OG0000175	Prai.g_00019	Prac.g_01928
OG0000176	Prai.g_00020	Prac.g_01927
OG0000177	Prai.g_00021	Prac.g_01926
OG0000178	Prai.g_00022	Prac.g_01925
OG0000179	Prai.g_00024	Prac.g_01923
OG0000180	Prai.g_00025	Prac.g_01922
OG0000181	Prai.g_00026	Prac.g_01921
OG0000182	Prai.g_00027	Prac.g_01920
OG0000183	Prai.g_00028	Prac.g_01919
OG0000184	Prai.g_00029	Prac.g_01918
OG0000185	Prai.g_00032	Prac.g_01915
OG0000186	Prai.g_00035	Prac.g_01911
OG0000187	Prai.g_00036	Prac.g_01910
OG0000188	Prai.g_00037	Prac.g_01909
OG0000189	Prai.g_00047	Prac.g_01892
OG0000190	Prai.g_00049	Prac.g_01890
OG0000191	Prai.g_00050	Prac.g_01889
OG0000192	Prai.g_00051	Prac.g_01888
OG0000193	Prai.g_00052	Prac.g_01886
OG0000194	Prai.g_00053	Prac.g_01885
OG0000195	Prai.g_00054	Prac.g_01884
OG0000196	Prai.g_00055	Prac.g_01883
OG0000197	Prai.g_00057	Prac.g_01881
OG0000198	Prai.g_00058	Prac.g_01880
OG0000199	Prai.g_00059	Prac.g_01879
OG0000200	Prai.g_00064	Prac.g_01867
OG0000201	Prai.g_00065	Prac.g_01866
OG0000202	Prai.g_00066	Prac.g_01865
OG0000203	Prai.g_00069	Prac.g_01862
OG0000204	Prai.g_00070	Prac.g_01861
OG0000205	Prai.g_00073	Prac.g_01858
OG0000206	Prai.g_00075	Prac.g_01856
OG0000207	Prai.g_00077	Prac.g_01854
OG0000208	Prai.g_00078	Prac.g_01853
OG0000209	Prai.g_00079	Prac.g_01852
OG0000210	Prai.g_00080	Prac.g_01851
OG0000211	Prai.g_00081	Prac.g_01850
OG0000212	Prai.g_00082	Prac.g_01849
OG0000213	Prai.g_00083	Prac.g_01848
OG0000214	Prai.g_00084	Prac.g_01847
OG0000215	Prai.g_00085	Prac.g_01846
OG0000216	Prai.g_00086	Prac.g_01845
OG0000217	Prai.g_00088	Prac.g_01843
OG0000218	Prai.g_00089	Prac.g_01842
OG0000219	Prai.g_00090	Prac.g_01841
OG0000220	Prai.g_00091	Prac.g_01840
OG0000221	Prai.g_00094	Prac.g_01837
OG0000222	Prai.g_00095	Prac.g_01836
OG0000223	Prai.g_00096	Prac.g_01835
OG0000224	Prai.g_00097	Prac.g_01834
OG0000225	Prai.g_00098	Prac.g_01833
OG0000226	Prai.g_00099	Prac.g_01832
OG0000227	Prai.g_00100	Prac.g_01831
OG0000228	Prai.g_00101	Prac.g_01830
OG0000229	Prai.g_00102	Prac.g_01829
OG0000230	Prai.g_00103	Prac.g_01828
OG0000231	Prai.g_00104	Prac.g_01827
OG0000232	Prai.g_00106	Prac.g_01825
OG0000233	Prai.g_00107	Prac.g_01824
OG0000234	Prai.g_00108	Prac.g_01823
OG0000235	Prai.g_00109	Prac.g_01822
OG0000236	Prai.g_00110	Prac.g_01821
OG0000237	Prai.g_00111	Prac.g_01820
OG0000238	Prai.g_00112	Prac.g_01819
OG0000239	Prai.g_00114	Prac.g_01817
OG0000240	Prai.g_00115	Prac.g_01816
OG0000241	Prai.g_00116	Prac.g_01815
OG0000242	Prai.g_00117	Prac.g_01814
OG0000243	Prai.g_00120	Prac.g_01811
OG0000244	Prai.g_00122	Prac.g_01809
OG0000245	Prai.g_00123	Prac.g_01808
OG0000246	Prai.g_00124	Prac.g_01807
OG0000247	Prai.g_00127	Prac.g_01804
OG0000248	Prai.g_00129	Prac.g_01802
OG0000249	Prai.g_00130	Prac.g_01801
OG0000250	Prai.g_00131	Prac.g_01800
OG0000251	Prai.g_00132	Prac.g_01799
OG0000252	Prai.g_00133	Prac.g_01798
OG0000253	Prai.g_00134	Prac.g_01797
OG0000254	Prai.g_00136	Prac.g_01795
OG0000255	Prai.g_00137	Prac.g_01794
OG0000256	Prai.g_00140	Prac.g_01791
OG0000257	Prai.g_00142	Prac.g_01789
OG0000258	Prai.g_00156	Prac.g_01785
OG0000259	Prai.g_00157	Prac.g_01784
OG0000260	Prai.g_00158	Prac.g_01783
OG0000261	Prai.g_00159	Prac.g_01782
OG0000262	Prai.g_00160	Prac.g_01781
OG0000263	Prai.g_00162	Prac.g_01779
OG0000264	Prai.g_00163	Prac.g_01778
OG0000265	Prai.g_00164	Prac.g_01777
OG0000266	Prai.g_00165	Prac.g_01776
OG0000267	Prai.g_00166	Prac.g_01775
OG0000268	Prai.g_00167	Prac.g_01774
OG0000269	Prai.g_00169	Prac.g_01772
OG0000270	Prai.g_00170	Prac.g_01771
OG0000271	Prai.g_00171	Prac.g_01770
OG0000272	Prai.g_00172	Prac.g_01769
OG0000273	Prai.g_00173	Prac.g_01768
OG0000274	Prai.g_00174	Prac.g_01767
OG0000275	Prai.g_00175	Prac.g_01766
OG0000276	Prai.g_00176	Prac.g_01765
OG0000277	Prai.g_00178	Prac.g_01763
OG0000278	Prai.g_00179	Prac.g_01762
OG0000279	Prai.g_00180	Prac.g_01761
OG0000280	Prai.g_00182	Prac.g_01759
OG0000281	Prai.g_00184	Prac.g_01757
OG0000282	Prai.g_00185	Prac.g_01756
OG0000283	Prai.g_00186	Prac.g_01755
OG0000284	Prai.g_00187	Prac.g_01754
OG0000285	Prai.g_00188	Prac.g_01753
OG0000286	Prai.g_00189	Prac.g_01752
OG0000287	Prai.g_00190	Prac.g_01751
OG0000288	Prai.g_00192	Prac.g_01749
OG0000289	Prai.g_00193	Prac.g_01748
OG0000290	Prai.g_00194	Prac.g_01747
OG0000291	Prai.g_00196	Prac.g_01745
OG0000292	Prai.g_00197	Prac.g_01744
OG0000293	Prai.g_00198	Prac.g_01743
OG0000294	Prai.g_00199	Prac.g_01742
OG0000295	Prai.g_00200	Prac.g_01741
OG0000296	Prai.g_00201	Prac.g_01740
OG0000297	Prai.g_00202	Prac.g_01739
OG0000298	Prai.g_00204	Prac.g_01737
OG0000299	Prai.g_00205	Prac.g_01736
OG0000300	Prai.g_00206	Prac.g_01735
OG0000301	Prai.g_00207	Prac.g_01734
OG0000302	Prai.g_00208	Prac.g_01733
OG0000303	Prai.g_00209	Prac.g_01732
OG0000304	Prai.g_00211	Prac.g_01730
OG0000305	Prai.g_00212	Prac.g_01729
OG0000306	Prai.g_00215	Prac.g_01726
OG0000307	Prai.g_00216	Prac.g_01725
OG0000308	Prai.g_00217	Prac.g_01724
OG0000309	Prai.g_00218	Prac.g_01723
OG0000310	Prai.g_00219	Prac.g_01722
OG0000311	Prai.g_00220	Prac.g_01721
OG0000312	Prai.g_00221	Prac.g_01720
OG0000313	Prai.g_00222	Prac.g_01719
OG0000314	Prai.g_00223	Prac.g_01718
OG0000315	Prai.g_00224	Prac.g_01717
OG0000316	Prai.g_00225	Prac.g_01716
OG0000317	Prai.g_00226	Prac.g_01715
OG0000318	Prai.g_00227	Prac.g_01714
OG0000319	Prai.g_00228	Prac.g_01713
OG0000320	Prai.g_00229	Prac.g_01712
OG0000321	Prai.g_00230	Prac.g_01711
OG0000322	Prai.g_00231	Prac.g_01710
OG0000323	Prai.g_00232	Prac.g_01709
OG0000324	Prai.g_00233	Prac.g_01708
OG0000325	Prai.g_00234	Prac.g_01707
OG0000326	Prai.g_00235	Prac.g_01706
OG0000327	Prai.g_00236	Prac.g_01705
OG0000328	Prai.g_00237	Prac.g_01704
OG0000329	Prai.g_00238	Prac.g_01703
OG0000330	Prai.g_00239	Prac.g_01702
OG0000331	Prai.g_00240	Prac.g_01701
OG0000332	Prai.g_00241	Prac.g_01700
OG0000333	Prai.g_00242	Prac.g_01699
OG0000334	Prai.g_00243	Prac.g_01698
OG0000335	Prai.g_00244	Prac.g_01697
OG0000336	Prai.g_00246	Prac.g_01695
OG0000337	Prai.g_00247	Prac.g_01694
OG0000338	Prai.g_00251	Prac.g_01690
OG0000339	Prai.g_00255	Prac.g_01688
OG0000340	Prai.g_00257	Prac.g_01686
OG0000341	Prai.g_00258	Prac.g_01685
OG0000342	Prai.g_00259	Prac.g_01684
OG0000343	Prai.g_00260	Prac.g_01683
OG0000344	Prai.g_00263	Prac.g_01680
OG0000345	Prai.g_00266	Prac.g_01678
OG0000346	Prai.g_00267	Prac.g_01677
OG0000347	Prai.g_00270	Prac.g_01674
OG0000348	Prai.g_00272	Prac.g_01672
OG0000349	Prai.g_00273	Prac.g_01671
OG0000350	Prai.g_00275	Prac.g_01669
OG0000351	Prai.g_00276	Prac.g_01668
OG0000352	Prai.g_00277	Prac.g_01667
OG0000353	Prai.g_00278	Prac.g_01666
OG0000354	Prai.g_00279	Prac.g_01665
OG0000355	Prai.g_00280	Prac.g_01664
OG0000356	Prai.g_00281	Prac.g_01663
OG0000357	Prai.g_00282	Prac.g_01662
OG0000358	Prai.g_00283	Prac.g_01661
OG0000359	Prai.g_00284	Prac.g_01660
OG0000360	Prai.g_00288	Prac.g_01656
OG0000361	Prai.g_00289	Prac.g_01655
OG0000362	Prai.g_00290	Prac.g_01654
OG0000363	Prai.g_00291	Prac.g_01653
OG0000364	Prai.g_00295	Prac.g_01649
OG0000365	Prai.g_00296	Prac.g_01648
OG0000366	Prai.g_00298	Prac.g_01646
OG0000367	Prai.g_00299	Prac.g_01645
OG0000368	Prai.g_00300	Prac.g_01644
OG0000369	Prai.g_00301	Prac.g_01643
OG0000370	Prai.g_00302	Prac.g_01642
OG0000371	Prai.g_00303	Prac.g_01641
OG0000372	Prai.g_00304	Prac.g_01640
OG0000373	Prai.g_00305	Prac.g_01639
OG0000374	Prai.g_00307	Prac.g_01637
OG0000375	Prai.g_00308	Prac.g_01636
OG0000376	Prai.g_00311	Prac.g_01633
OG0000377	Prai.g_00312	Prac.g_01632
OG0000378	Prai.g_00313	Prac.g_01631
OG0000379	Prai.g_00314	Prac.g_01630
OG0000380	Prai.g_00315	Prac.g_01629
OG0000381	Prai.g_00316	Prac.g_01628
OG0000382	Prai.g_00317	Prac.g_01627
OG0000383	Prai.g_00318	Prac.g_01626
OG0000384	Prai.g_00321	Prac.g_01623
OG0000385	Prai.g_00322	Prac.g_01622
OG0000386	Prai.g_00323	Prac.g_01621
OG0000387	Prai.g_00324	Prac.g_01620
OG0000388	Prai.g_00325	Prac.g_01619
OG0000389	Prai.g_00326	Prac.g_01618
OG0000390	Prai.g_00327	Prac.g_01617
OG0000391	Prai.g_00328	Prac.g_01616
OG0000392	Prai.g_00329	Prac.g_01615
OG0000393	Prai.g_00330	Prac.g_01614
OG0000394	Prai.g_00331	Prac.g_01613
OG0000395	Prai.g_00332	Prac.g_01612
OG0000396	Prai.g_00334	Prac.g_01610
OG0000397	Prai.g_00336	Prac.g_01608
OG0000398	Prai.g_00337	Prac.g_01607
OG0000399	Prai.g_00340	Prac.g_01604
OG0000400	Prai.g_00341	Prac.g_01603
OG0000401	Prai.g_00342	Prac.g_01602
OG0000402	Prai.g_00347	Prac.g_01200
OG0000403	Prai.g_00348	Prac.g_01199
OG0000404	Prai.g_00349	Prac.g_01198
OG0000405	Prai.g_00351	Prac.g_01196
OG0000406	Prai.g_00354	Prac.g_01193
OG0000407	Prai.g_00355	Prac.g_01192
OG0000408	Prai.g_00357	Prac.g_01189
OG0000409	Prai.g_00358	Prac.g_01188
OG0000410	Prai.g_00359	Prac.g_01187
OG0000411	Prai.g_00360	Prac.g_01186
OG0000412	Prai.g_00361	Prac.g_01185
OG0000413	Prai.g_00362	Prac.g_01184
OG0000414	Prai.g_00363	Prac.g_01183
OG0000415	Prai.g_00364	Prac.g_01182
OG0000416	Prai.g_00367	Prac.g_01179
OG0000417	Prai.g_00368	Prac.g_01178
OG0000418	Prai.g_00369	Prac.g_01177
OG0000419	Prai.g_00370	Prac.g_01176
OG0000420	Prai.g_00372	Prac.g_01175
OG0000421	Prai.g_00384	Prac.g_01162
OG0000422	Prai.g_00390	Prac.g_01154
OG0000423	Prai.g_00392	Prac.g_01153
OG0000424	Prai.g_00397	Prac.g_01148
OG0000425	Prai.g_00462	Prac.g_01116
OG0000426	Prai.g_00463	Prac.g_01115
OG0000427	Prai.g_00464	Prac.g_01114
OG0000428	Prai.g_00466	Prac.g_01112
OG0000429	Prai.g_00467	Prac.g_01111
OG0000430	Prai.g_00469	Prac.g_01109
OG0000431	Prai.g_00470	Prac.g_01108
OG0000432	Prai.g_00471	Prac.g_01107
OG0000433	Prai.g_00472	Prac.g_01106
OG0000434	Prai.g_00473	Prac.g_01105
OG0000435	Prai.g_00474	Prac.g_01104
OG0000436	Prai.g_00475	Prac.g_01103
OG0000437	Prai.g_00476	Prac.g_01102
OG0000438	Prai.g_00477	Prac.g_01101
OG0000439	Prai.g_00478	Prac.g_01100
OG0000440	Prai.g_00479	Prac.g_01099
OG0000441	Prai.g_00480	Prac.g_01098
OG0000442	Prai.g_00481	Prac.g_01097
OG0000443	Prai.g_00482	Prac.g_01096
OG0000444	Prai.g_00483	Prac.g_01095
OG0000445	Prai.g_00484	Prac.g_01094
OG0000446	Prai.g_00486	Prac.g_01092
OG0000447	Prai.g_00487	Prac.g_01091
OG0000448	Prai.g_00489	Prac.g_01089
OG0000449	Prai.g_00492	Prac.g_01084
OG0000450	Prai.g_00493	Prac.g_01083
OG0000451	Prai.g_00494	Prac.g_01082
OG0000452	Prai.g_00495	Prac.g_01081
OG0000453	Prai.g_00496	Prac.g_01080
OG0000454	Prai.g_00501	Prac.g_01073
OG0000455	Prai.g_00503	Prac.g_01071
OG0000456	Prai.g_00507	Prac.g_01067
OG0000457	Prai.g_00508	Prac.g_01066
OG0000458	Prai.g_00509	Prac.g_01065
OG0000459	Prai.g_00511	Prac.g_01063
OG0000460	Prai.g_00513	Prac.g_01061
OG0000461	Prai.g_00514	Prac.g_01060
OG0000462	Prai.g_00515	Prac.g_01059
OG0000463	Prai.g_00517	Prac.g_01057
OG0000464	Prai.g_00518	Prac.g_01056
OG0000465	Prai.g_00519	Prac.g_01055
OG0000466	Prai.g_00520	Prac.g_01054
OG0000467	Prai.g_00521	Prac.g_01053
OG0000468	Prai.g_00522	Prac.g_01052
OG0000469	Prai.g_00523	Prac.g_01051
