locus_tag	ftype	length_bp	gene	EC_number	COG	product
Pral.g_00001	gene	483				
Pral.g_00001	CDS	483				hypothetical protein
Pral.g_00002	gene	3666	ycf3_1			
Pral.g_00002	CDS	3666	ycf3_1			Photosystem I assembly protein Ycf3
Pral.g_00003	gene	738				
Pral.g_00003	CDS	738				hypothetical protein
Pral.g_00004	gene	402				
Pral.g_00004	CDS	402				hypothetical protein
Pral.g_00005	gene	156				
Pral.g_00005	CDS	156				hypothetical protein
Pral.g_00006	gene	1317				
Pral.g_00006	CDS	1317				hypothetical protein
Pral.g_00007	gene	1227				
Pral.g_00007	CDS	1227				hypothetical protein
Pral.g_00008	gene	285				
Pral.g_00008	CDS	285				hypothetical protein
Pral.g_00009	gene	246				
Pral.g_00009	CDS	246				hypothetical protein
Pral.g_00010	gene	366				
Pral.g_00010	CDS	366				hypothetical protein
Pral.g_00011	gene	594				
Pral.g_00011	CDS	594				hypothetical protein
Pral.g_00012	gene	324				
Pral.g_00012	CDS	324				hypothetical protein
Pral.g_00013	gene	150				
Pral.g_00013	CDS	150				hypothetical protein
Pral.g_00014	gene	183				
Pral.g_00014	CDS	183			COG1773	Rubredoxin
Pral.g_00015	gene	357				
Pral.g_00015	CDS	357				hypothetical protein
Pral.g_00016	gene	723				
Pral.g_00016	CDS	723				hypothetical protein
Pral.g_00017	gene	123				
Pral.g_00017	CDS	123				hypothetical protein
Pral.g_00018	gene	351				
Pral.g_00018	CDS	351				hypothetical protein
Pral.g_00019	gene	315				
Pral.g_00019	CDS	315				hypothetical protein
Pral.g_00020	gene	240				
Pral.g_00020	CDS	240				hypothetical protein
Pral.g_00021	gene	444				
Pral.g_00021	CDS	444				hypothetical protein
Pral.g_00022	gene	132				
Pral.g_00022	CDS	132				hypothetical protein
Pral.g_00023	gene	654				
Pral.g_00023	CDS	654				hypothetical protein
Pral.g_00024	gene	639				
Pral.g_00024	CDS	639				hypothetical protein
Pral.g_00025	gene	453	bcp_1			
Pral.g_00025	CDS	453	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
Pral.g_00026	gene	171				
Pral.g_00026	CDS	171				hypothetical protein
Pral.g_00027	gene	291				
Pral.g_00027	CDS	291				hypothetical protein
Pral.g_00028	gene	204				
Pral.g_00028	CDS	204				hypothetical protein
Pral.g_00029	gene	120				
Pral.g_00029	CDS	120				hypothetical protein
Pral.g_00030	gene	432				
Pral.g_00030	CDS	432				hypothetical protein
Pral.g_00031	gene	936				
Pral.g_00031	CDS	936				hypothetical protein
Pral.g_00032	gene	420				
Pral.g_00032	CDS	420				hypothetical protein
Pral.g_00033	gene	888				
Pral.g_00033	CDS	888				hypothetical protein
Pral.g_00034	gene	171				
Pral.g_00034	CDS	171				hypothetical protein
Pral.g_00035	gene	108				
Pral.g_00035	CDS	108				hypothetical protein
Pral.g_00036	gene	153				
Pral.g_00036	CDS	153				hypothetical protein
Pral.g_00037	gene	144				
Pral.g_00037	CDS	144				hypothetical protein
Pral.g_00038	gene	108				
Pral.g_00038	CDS	108				hypothetical protein
Pral.g_00039	gene	174				
Pral.g_00039	CDS	174				hypothetical protein
Pral.g_00040	gene	204				
Pral.g_00040	CDS	204				hypothetical protein
Pral.g_00041	gene	195				
Pral.g_00041	CDS	195				hypothetical protein
Pral.g_00042	gene	180				
Pral.g_00042	CDS	180				hypothetical protein
Pral.g_00043	gene	240				
Pral.g_00043	CDS	240				hypothetical protein
Pral.g_00044	gene	324				
Pral.g_00044	CDS	324				hypothetical protein
Pral.g_00045	gene	945				
Pral.g_00045	CDS	945				hypothetical protein
Pral.g_00046	gene	303				
Pral.g_00046	CDS	303				hypothetical protein
Pral.g_00047	gene	315				
Pral.g_00047	CDS	315				hypothetical protein
Pral.g_00048	gene	291				
Pral.g_00048	CDS	291				hypothetical protein
Pral.g_00049	gene	120				
Pral.g_00049	CDS	120				hypothetical protein
Pral.g_00050	gene	363				
Pral.g_00050	CDS	363				hypothetical protein
Pral.g_00051	gene	393				
Pral.g_00051	CDS	393				hypothetical protein
Pral.g_00052	gene	465				
Pral.g_00052	CDS	465				hypothetical protein
Pral.g_00053	gene	303	psbF_1			
Pral.g_00053	CDS	303	psbF_1			Cytochrome b559 subunit beta
Pral.g_00054	gene	603				
Pral.g_00054	CDS	603				hypothetical protein
Pral.g_00055	gene	156				
Pral.g_00055	CDS	156				hypothetical protein
Pral.g_00056	gene	705	mntB_1			
Pral.g_00056	CDS	705	mntB_1			Manganese transport system membrane protein MntB
Pral.g_00057	gene	747	folE			
Pral.g_00057	CDS	747	folE	3.5.4.16		GTP cyclohydrolase 1
Pral.g_00058	gene	129				
Pral.g_00058	CDS	129				hypothetical protein
Pral.g_00059	gene	951				
Pral.g_00059	CDS	951				hypothetical protein
Pral.g_00060	gene	165				
Pral.g_00060	CDS	165				hypothetical protein
Pral.g_00061	gene	207				
Pral.g_00061	CDS	207				hypothetical protein
Pral.g_00062	gene	294				
Pral.g_00062	CDS	294				hypothetical protein
Pral.g_00063	gene	393				
Pral.g_00063	CDS	393				hypothetical protein
Pral.g_00064	gene	279				
Pral.g_00064	CDS	279				hypothetical protein
Pral.g_00065	gene	372				
Pral.g_00065	CDS	372				hypothetical protein
Pral.g_00066	gene	1320	murA			
Pral.g_00066	CDS	1320	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Pral.g_00067	gene	333				
Pral.g_00067	CDS	333				hypothetical protein
Pral.g_00068	gene	165				
Pral.g_00068	CDS	165				hypothetical protein
Pral.g_00069	gene	1293				
Pral.g_00069	CDS	1293		1.14.-.-		Putative cytochrome P450 120
Pral.g_00070	gene	141				
Pral.g_00070	CDS	141				hypothetical protein
Pral.g_00071	gene	669				
Pral.g_00071	CDS	669				hypothetical protein
Pral.g_00072	gene	1089				
Pral.g_00072	CDS	1089				hypothetical protein
Pral.g_00073	gene	1383				
Pral.g_00073	CDS	1383				hypothetical protein
Pral.g_00074	gene	333				
Pral.g_00074	CDS	333				hypothetical protein
Pral.g_00075	gene	1581				
Pral.g_00075	CDS	1581				hypothetical protein
Pral.g_00076	gene	705	mntB_2			
Pral.g_00076	CDS	705	mntB_2		COG1121	Manganese transport system ATP-binding protein MntB
Pral.g_00077	gene	402	zur			
Pral.g_00077	CDS	402	zur		COG0735	Zinc uptake regulation protein
Pral.g_00078	gene	786				
Pral.g_00078	CDS	786				hypothetical protein
Pral.g_00079	gene	378				
Pral.g_00079	CDS	378				hypothetical protein
Pral.g_00080	gene	1515	sasA_1			
Pral.g_00080	CDS	1515	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Pral.g_00081	gene	591				
Pral.g_00081	CDS	591				hypothetical protein
Pral.g_00082	gene	210				
Pral.g_00082	CDS	210				hypothetical protein
Pral.g_00083	gene	153				
Pral.g_00083	CDS	153				hypothetical protein
Pral.g_00084	gene	168				
Pral.g_00084	CDS	168				hypothetical protein
Pral.g_00085	gene	225				
Pral.g_00085	CDS	225				hypothetical protein
Pral.g_00086	gene	186				
Pral.g_00086	CDS	186				hypothetical protein
Pral.g_00087	gene	324				
Pral.g_00087	CDS	324				hypothetical protein
Pral.g_00088	gene	114				
Pral.g_00088	CDS	114				hypothetical protein
Pral.g_00089	gene	204				
Pral.g_00089	CDS	204				hypothetical protein
Pral.g_00090	gene	192				
Pral.g_00090	CDS	192				hypothetical protein
Pral.g_00091	gene	300				
Pral.g_00091	CDS	300				hypothetical protein
Pral.g_00092	gene	996	COQ3			
Pral.g_00092	CDS	996	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
Pral.g_00093	gene	180				
Pral.g_00093	CDS	180				hypothetical protein
Pral.g_00094	gene	363				
Pral.g_00094	CDS	363				hypothetical protein
Pral.g_00095	gene	450				
Pral.g_00095	CDS	450				hypothetical protein
Pral.g_00096	gene	162				
Pral.g_00096	CDS	162				hypothetical protein
Pral.g_00097	gene	1362				
Pral.g_00097	CDS	1362				hypothetical protein
Pral.g_00098	gene	462				
Pral.g_00098	CDS	462				hypothetical protein
Pral.g_00099	gene	246				
Pral.g_00099	CDS	246				hypothetical protein
Pral.g_00100	gene	375				
Pral.g_00100	CDS	375				hypothetical protein
Pral.g_00101	gene	228	rpoZ			
Pral.g_00101	CDS	228	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
Pral.g_00102	gene	1620	dnaK			
Pral.g_00102	CDS	1620	dnaK		COG0443	Chaperone protein DnaK
