locus_tag	ftype	length_bp	gene	EC_number	COG	product
Praq.g_00001	gene	486				
Praq.g_00001	CDS	486				hypothetical protein
Praq.g_00002	gene	750				
Praq.g_00002	CDS	750				hypothetical protein
Praq.g_00003	gene	1248				
Praq.g_00003	CDS	1248			COG2081	putative protein
Praq.g_00004	gene	237				
Praq.g_00004	CDS	237				hypothetical protein
Praq.g_00005	gene	873				
Praq.g_00005	CDS	873				hypothetical protein
Praq.g_00006	gene	123				
Praq.g_00006	CDS	123				hypothetical protein
Praq.g_00007	gene	135				
Praq.g_00007	CDS	135				hypothetical protein
Praq.g_00008	gene	171				
Praq.g_00008	CDS	171				hypothetical protein
Praq.g_00009	gene	132				
Praq.g_00009	CDS	132				hypothetical protein
Praq.g_00010	gene	183				
Praq.g_00010	CDS	183				hypothetical protein
Praq.g_00011	gene	165				
Praq.g_00011	CDS	165				hypothetical protein
Praq.g_00012	gene	336				
Praq.g_00012	CDS	336				hypothetical protein
Praq.g_00013	gene	327				
Praq.g_00013	CDS	327				hypothetical protein
Praq.g_00014	gene	219				
Praq.g_00014	CDS	219				hypothetical protein
Praq.g_00015	gene	156				
Praq.g_00015	CDS	156				hypothetical protein
Praq.g_00016	gene	822	des			
Praq.g_00016	CDS	822	des	1.14.19.-	COG3239	Fatty acid desaturase
Praq.g_00017	gene	159				
Praq.g_00017	CDS	159				hypothetical protein
Praq.g_00018	gene	153				
Praq.g_00018	CDS	153				hypothetical protein
Praq.g_00019	gene	141				
Praq.g_00019	CDS	141				hypothetical protein
Praq.g_00020	gene	132				
Praq.g_00020	CDS	132				hypothetical protein
Praq.g_00021	gene	1170	desA			
Praq.g_00021	CDS	1170	desA	1.14.19.6		Delta(12)-fatty-acid desaturase
Praq.g_00022	gene	162				
Praq.g_00022	CDS	162				hypothetical protein
Praq.g_00023	gene	621				
Praq.g_00023	CDS	621				hypothetical protein
Praq.g_00024	gene	165				
Praq.g_00024	CDS	165				hypothetical protein
Praq.g_00025	gene	108				
Praq.g_00025	CDS	108				hypothetical protein
Praq.g_00026	gene	141				
Praq.g_00026	CDS	141				hypothetical protein
Praq.g_00027	gene	129				
Praq.g_00027	CDS	129				hypothetical protein
Praq.g_00028	gene	207				
Praq.g_00028	CDS	207				hypothetical protein
Praq.g_00029	gene	117				
Praq.g_00029	CDS	117				hypothetical protein
Praq.g_00030	gene	1203				
Praq.g_00030	CDS	1203				hypothetical protein
Praq.g_00031	gene	678				
Praq.g_00031	CDS	678				hypothetical protein
Praq.g_00032	gene	477				
Praq.g_00032	CDS	477				hypothetical protein
Praq.g_00033	gene	381				
Praq.g_00033	CDS	381				hypothetical protein
Praq.g_00034	gene	132				
Praq.g_00034	CDS	132				hypothetical protein
Praq.g_00035	gene	141				
Praq.g_00035	CDS	141				hypothetical protein
Praq.g_00036	gene	96				
Praq.g_00036	CDS	96				hypothetical protein
Praq.g_00037	gene	126				
Praq.g_00037	CDS	126				hypothetical protein
Praq.g_00038	gene	258				
Praq.g_00038	CDS	258				hypothetical protein
Praq.g_00039	gene	102				
Praq.g_00039	CDS	102				hypothetical protein
Praq.g_00040	gene	147				
Praq.g_00040	CDS	147				hypothetical protein
Praq.g_00041	gene	144				
Praq.g_00041	CDS	144				hypothetical protein
Praq.g_00042	gene	627				
Praq.g_00042	CDS	627				hypothetical protein
Praq.g_00043	gene	942				
Praq.g_00043	CDS	942				hypothetical protein
Praq.g_00044	gene	432				
Praq.g_00044	CDS	432				hypothetical protein
Praq.g_00045	gene	255				
Praq.g_00045	CDS	255				hypothetical protein
Praq.g_00046	gene	168				
Praq.g_00046	CDS	168				hypothetical protein
Praq.g_00047	gene	126				
Praq.g_00047	CDS	126				hypothetical protein
Praq.g_00048	gene	378				
Praq.g_00048	CDS	378				hypothetical protein
Praq.g_00049	gene	93				
Praq.g_00049	CDS	93				hypothetical protein
Praq.g_00050	gene	102				
Praq.g_00050	CDS	102				hypothetical protein
Praq.g_00051	gene	93				
Praq.g_00051	CDS	93				hypothetical protein
Praq.g_00052	gene	267				
Praq.g_00052	CDS	267				hypothetical protein
Praq.g_00053	gene	801				
Praq.g_00053	CDS	801				hypothetical protein
Praq.g_00054	gene	1116				
Praq.g_00054	CDS	1116				hypothetical protein
Praq.g_00055	gene	126				
Praq.g_00055	CDS	126				hypothetical protein
Praq.g_00056	gene	183				
Praq.g_00056	CDS	183				hypothetical protein
Praq.g_00057	gene	168				
Praq.g_00057	CDS	168				hypothetical protein
Praq.g_00058	gene	447				
Praq.g_00058	CDS	447				hypothetical protein
Praq.g_00059	gene	264				
Praq.g_00059	CDS	264				hypothetical protein
Praq.g_00060	gene	471				
Praq.g_00060	CDS	471				hypothetical protein
Praq.g_00061	gene	495				
Praq.g_00061	CDS	495				hypothetical protein
Praq.g_00062	gene	150				
Praq.g_00062	CDS	150				hypothetical protein
Praq.g_00063	gene	141				
Praq.g_00063	CDS	141				hypothetical protein
Praq.g_00064	gene	249				
Praq.g_00064	CDS	249				hypothetical protein
Praq.g_00065	gene	972				
Praq.g_00065	CDS	972				hypothetical protein
Praq.g_00066	gene	546	gap3			
Praq.g_00066	CDS	546	gap3	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 3
Praq.g_00067	gene	324				
Praq.g_00067	CDS	324				hypothetical protein
Praq.g_00068	gene	180				
Praq.g_00068	CDS	180				hypothetical protein
Praq.g_00069	gene	126				
Praq.g_00069	CDS	126				hypothetical protein
Praq.g_00070	gene	192				
Praq.g_00070	CDS	192				hypothetical protein
Praq.g_00071	gene	231				
Praq.g_00071	CDS	231				hypothetical protein
Praq.g_00072	gene	396				
Praq.g_00072	CDS	396				hypothetical protein
Praq.g_00073	gene	297				
Praq.g_00073	CDS	297				hypothetical protein
Praq.g_00074	gene	216				
Praq.g_00074	CDS	216				hypothetical protein
Praq.g_00075	gene	519				
Praq.g_00075	CDS	519				hypothetical protein
Praq.g_00076	gene	249				
Praq.g_00076	CDS	249				hypothetical protein
Praq.g_00077	gene	1056				
Praq.g_00077	CDS	1056				hypothetical protein
Praq.g_00078	gene	273				
Praq.g_00078	CDS	273				hypothetical protein
Praq.g_00079	gene	264				
Praq.g_00079	CDS	264				hypothetical protein
Praq.g_00080	gene	144				
Praq.g_00080	CDS	144				hypothetical protein
Praq.g_00081	gene	135				
Praq.g_00081	CDS	135				hypothetical protein
Praq.g_00082	gene	285				
Praq.g_00082	CDS	285				hypothetical protein
Praq.g_00083	gene	261				
Praq.g_00083	CDS	261				hypothetical protein
Praq.g_00084	gene	723	rluF			
Praq.g_00084	CDS	723	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
Praq.g_00085	gene	246				
Praq.g_00085	CDS	246				hypothetical protein
Praq.g_00086	gene	144				
Praq.g_00086	CDS	144				hypothetical protein
Praq.g_00087	gene	165				
Praq.g_00087	CDS	165				hypothetical protein
Praq.g_00088	gene	135				
Praq.g_00088	CDS	135				hypothetical protein
Praq.g_00089	gene	312				
Praq.g_00089	CDS	312				hypothetical protein
Praq.g_00090	gene	105				
Praq.g_00090	CDS	105				hypothetical protein
Praq.g_00091	gene	168				
Praq.g_00091	CDS	168				hypothetical protein
Praq.g_00092	gene	222				
Praq.g_00092	CDS	222				hypothetical protein
Praq.g_00093	gene	261				
Praq.g_00093	CDS	261				hypothetical protein
Praq.g_00094	gene	291				
Praq.g_00094	CDS	291				hypothetical protein
Praq.g_00095	gene	171				
Praq.g_00095	CDS	171				hypothetical protein
Praq.g_00096	gene	276				
Praq.g_00096	CDS	276				hypothetical protein
Praq.g_00097	gene	135				
Praq.g_00097	CDS	135				hypothetical protein
Praq.g_00098	gene	243				
Praq.g_00098	CDS	243				hypothetical protein
Praq.g_00099	gene	231				
Praq.g_00099	CDS	231				hypothetical protein
Praq.g_00100	gene	276				
Praq.g_00100	CDS	276				hypothetical protein
Praq.g_00101	gene	411				
Praq.g_00101	CDS	411				hypothetical protein
Praq.g_00102	gene	186				
Praq.g_00102	CDS	186				hypothetical protein
Praq.g_00103	gene	297	psbF_1			
Praq.g_00103	CDS	297	psbF_1			Cytochrome b559 subunit beta
Praq.g_00104	gene	369				
Praq.g_00104	CDS	369				hypothetical protein
Praq.g_00105	gene	198				
Praq.g_00105	CDS	198				hypothetical protein
Praq.g_00106	gene	1305				
Praq.g_00106	CDS	1305				hypothetical protein
Praq.g_00107	gene	117				
Praq.g_00107	CDS	117				hypothetical protein
Praq.g_00108	gene	357				
Praq.g_00108	CDS	357				hypothetical protein
Praq.g_00109	gene	300				
Praq.g_00109	CDS	300				hypothetical protein
Praq.g_00110	gene	105				
Praq.g_00110	CDS	105				hypothetical protein
Praq.g_00111	gene	1341				
Praq.g_00111	CDS	1341				hypothetical protein
Praq.g_00112	gene	1704	selO			
Praq.g_00112	CDS	1704	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
Praq.g_00113	gene	162				
Praq.g_00113	CDS	162				hypothetical protein
Praq.g_00114	gene	183				
Praq.g_00114	CDS	183				hypothetical protein
Praq.g_00115	gene	312				
Praq.g_00115	CDS	312				hypothetical protein
Praq.g_00116	gene	273				
Praq.g_00116	CDS	273				hypothetical protein
Praq.g_00117	gene	129				
Praq.g_00117	CDS	129				hypothetical protein
Praq.g_00118	gene	216				
Praq.g_00118	CDS	216				hypothetical protein
Praq.g_00119	gene	252				
Praq.g_00119	CDS	252				hypothetical protein
Praq.g_00120	gene	285				
Praq.g_00120	CDS	285				hypothetical protein
Praq.g_00121	gene	162				
Praq.g_00121	CDS	162				hypothetical protein
Praq.g_00122	gene	1092	ychF			
Praq.g_00122	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
Praq.g_00123	gene	1062	macA			
Praq.g_00123	CDS	1062	macA		COG0845	Macrolide export protein MacA
Praq.g_00124	gene	3246	polA			
Praq.g_00124	CDS	3246	polA	2.7.7.7	COG0258	DNA polymerase I
Praq.g_00125	gene	1470	cysS			
Praq.g_00125	CDS	1470	cysS	6.1.1.16		Cysteine--tRNA ligase
Praq.g_00126	gene	1230	dxr			
Praq.g_00126	CDS	1230	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
Praq.g_00127	gene	549				
Praq.g_00127	CDS	549				hypothetical protein
Praq.g_00128	gene	1080				
Praq.g_00128	CDS	1080				hypothetical protein
Praq.g_00129	gene	1440	pntB			
Praq.g_00129	CDS	1440	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
Praq.g_00130	gene	294	pntA			
Praq.g_00130	CDS	294	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
Praq.g_00131	gene	1131	pntAA			
Praq.g_00131	CDS	1131	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
Praq.g_00132	gene	579				
Praq.g_00132	CDS	579				hypothetical protein
Praq.g_00133	gene	225				
Praq.g_00133	CDS	225				hypothetical protein
Praq.g_00134	gene	1377				
Praq.g_00134	CDS	1377		1.18.1.2		Ferredoxin--NADP reductase
Praq.g_00135	gene	264	infA			
Praq.g_00135	CDS	264	infA			Translation initiation factor IF-1
Praq.g_00136	gene	219				
Praq.g_00136	CDS	219				hypothetical protein
Praq.g_00137	gene	963				
Praq.g_00137	CDS	963				hypothetical protein
Praq.g_00138	gene	99	petM			
Praq.g_00138	CDS	99	petM			Cytochrome b6-f complex subunit 7
Praq.g_00139	gene	945	menH_1			
Praq.g_00139	CDS	945	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
Praq.g_00140	gene	525	ilvH			
Praq.g_00140	CDS	525	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
Praq.g_00141	gene	606	ppiA			
Praq.g_00141	CDS	606	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
Praq.g_00142	gene	558	ycf4			
Praq.g_00142	CDS	558	ycf4			Photosystem I assembly protein Ycf4
Praq.g_00143	gene	1077	psbD1			
Praq.g_00143	CDS	1077	psbD1	1.10.3.9		Photosystem II D2 protein
Praq.g_00144	gene	1383	psbC			
Praq.g_00144	CDS	1383	psbC			Photosystem II CP43 reaction center protein
Praq.g_00145	gene	612				
Praq.g_00145	CDS	612		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
Praq.g_00146	gene	1530	cobQ			
Praq.g_00146	CDS	1530	cobQ			Cobyric acid synthase
Praq.g_00147	gene	252				
Praq.g_00147	CDS	252				hypothetical protein
Praq.g_00148	gene	1833				
Praq.g_00148	CDS	1833				hypothetical protein
Praq.g_00149	gene	615				
Praq.g_00149	CDS	615				hypothetical protein
Praq.g_00150	gene	1251				
Praq.g_00150	CDS	1251				hypothetical protein
Praq.g_00151	gene	1743				
Praq.g_00151	CDS	1743				hypothetical protein
Praq.g_00152	gene	177				
Praq.g_00152	CDS	177				hypothetical protein
Praq.g_00153	gene	348				
Praq.g_00153	CDS	348				hypothetical protein
Praq.g_00154	gene	159				
Praq.g_00154	CDS	159				hypothetical protein
Praq.g_00155	gene	198				
Praq.g_00155	CDS	198				hypothetical protein
Praq.g_00156	gene	87				
Praq.g_00156	tRNA	87				tRNA-Ser(cga)
Praq.g_00157	gene	1023	idiA			
Praq.g_00157	CDS	1023	idiA		COG1840	Iron deficiency-induced protein A
Praq.g_00158	gene	666				
Praq.g_00158	CDS	666		1.14.11.-	COG3128	PKHD-type hydroxylase
Praq.g_00159	gene	228				
Praq.g_00159	CDS	228				hypothetical protein
Praq.g_00160	gene	1311				
Praq.g_00160	CDS	1311				putative protein
Praq.g_00161	gene	876	glyQ			
Praq.g_00161	CDS	876	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
Praq.g_00162	gene	390				
Praq.g_00162	CDS	390				hypothetical protein
Praq.g_00163	gene	333				
Praq.g_00163	CDS	333				hypothetical protein
Praq.g_00164	gene	171				
Praq.g_00164	CDS	171				hypothetical protein
Praq.g_00165	gene	639				
Praq.g_00165	CDS	639				hypothetical protein
Praq.g_00166	gene	246				
Praq.g_00166	CDS	246				hypothetical protein
Praq.g_00167	gene	654				
Praq.g_00167	CDS	654				hypothetical protein
Praq.g_00168	gene	1059	pcbC			
Praq.g_00168	CDS	1059	pcbC			Divinyl chlorophyll a/b light-harvesting protein PcbC
Praq.g_00169	gene	525	isiB			
Praq.g_00169	CDS	525	isiB		COG0716	Flavodoxin
Praq.g_00170	gene	735				
Praq.g_00170	CDS	735				hypothetical protein
Praq.g_00171	gene	270				
Praq.g_00171	CDS	270			COG4095	Sugar transporter SemiSWEET
Praq.g_00172	gene	234				
Praq.g_00172	CDS	234				hypothetical protein
Praq.g_00173	gene	786				
Praq.g_00173	CDS	786				hypothetical protein
Praq.g_00174	gene	252				
Praq.g_00174	CDS	252				hypothetical protein
Praq.g_00175	gene	324				
Praq.g_00175	CDS	324				hypothetical protein
Praq.g_00176	gene	204				
Praq.g_00176	CDS	204				hypothetical protein
Praq.g_00177	gene	216				
Praq.g_00177	CDS	216				hypothetical protein
Praq.g_00178	gene	1068	mshA			
Praq.g_00178	CDS	1068	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Praq.g_00179	gene	915				
Praq.g_00179	CDS	915				hypothetical protein
Praq.g_00180	gene	828				
Praq.g_00180	CDS	828				hypothetical protein
Praq.g_00181	gene	372	aroH			
Praq.g_00181	CDS	372	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
Praq.g_00182	gene	579				
Praq.g_00182	CDS	579				hypothetical protein
Praq.g_00183	gene	138				
Praq.g_00183	CDS	138				hypothetical protein
Praq.g_00184	gene	387	rnpA			
Praq.g_00184	CDS	387	rnpA	3.1.26.5		Ribonuclease P protein component
Praq.g_00185	gene	414				
Praq.g_00185	CDS	414				hypothetical protein
Praq.g_00186	gene	1143	yidC			
Praq.g_00186	CDS	1143	yidC			Membrane protein insertase YidC
Praq.g_00187	gene	1467	ftsH			
Praq.g_00187	CDS	1467	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
Praq.g_00188	gene	1278	serS			
Praq.g_00188	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
Praq.g_00189	gene	1080	mmpA			
Praq.g_00189	CDS	1080	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
Praq.g_00190	gene	288	rpsN			
Praq.g_00190	CDS	288	rpsN		COG0199	30S ribosomal protein S14
Praq.g_00191	gene	2166	pnp_1			
Praq.g_00191	CDS	2166	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
Praq.g_00192	gene	903	cysQ_1			
Praq.g_00192	CDS	903	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
Praq.g_00193	gene	867	rsmI			
Praq.g_00193	CDS	867	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
Praq.g_00194	gene	225				
Praq.g_00194	CDS	225				hypothetical protein
Praq.g_00195	gene	687				
Praq.g_00195	CDS	687				hypothetical protein
Praq.g_00196	gene	76				
Praq.g_00196	tRNA	76				tRNA-Arg(tct)
Praq.g_00197	gene	1317				
Praq.g_00197	CDS	1317				hypothetical protein
Praq.g_00198	gene	891	rfbA			
Praq.g_00198	CDS	891	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
Praq.g_00199	gene	588	rfbC			
Praq.g_00199	CDS	588	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
Praq.g_00200	gene	918	rmlD			
Praq.g_00200	CDS	918	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
Praq.g_00201	gene	1017	rffG			
Praq.g_00201	CDS	1017	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
Praq.g_00202	gene	1371				
Praq.g_00202	CDS	1371				hypothetical protein
Praq.g_00203	gene	1044				
Praq.g_00203	CDS	1044				hypothetical protein
Praq.g_00204	gene	1299	rfbX			
Praq.g_00204	CDS	1299	rfbX		COG2244	Putative O-antigen transporter
Praq.g_00205	gene	972				
Praq.g_00205	CDS	972				hypothetical protein
Praq.g_00206	gene	657				
Praq.g_00206	CDS	657				hypothetical protein
Praq.g_00207	gene	696				
Praq.g_00207	CDS	696				hypothetical protein
Praq.g_00208	gene	1434	rkpK			
Praq.g_00208	CDS	1434	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
Praq.g_00209	gene	939				
