Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	N0	n0	0.95	Non-Terminal	Praf.g_01631, Prah.g_00562, Prbl.g_01582, Prbj.g_02517, Prbk.g_02574, Prbf.g_01182, Prbg.g_01222, Prbe.g_01285, Prap.g_00720, Prak.g_00908, Prbn.g_01483, Pram.g_00873, Prbh.g_01016, Pral.g_01549, Prat.g_00977, Prbc.g_01920, Praj.g_00832, Prbb.g_00844, Prbm.g_00874, Prak.g_00913, Prap.g_00715, Prbn.g_01478, Prbg.g_01227, Prbf.g_01177, Prbe.g_01290, Prbh.g_01022, Pram.g_00879, Pral.g_01554, Pray.g_01836, Prbd.g_01771, Prau.g_01402, Pras.g_00243, Prbi.g_01432, Praz.g_01146, Prba.g_00203, Prao.g_01246, Prae.g_01361, Praa.g_01359, Prax.g_01870, Prad.g_00601, Prai.g_01363, Prar.g_00918, Praq.g_00168, Prac.g_00210, Praw.g_01009, Prag.g_01382, Prav.g_01466	Prbl.g_01092, Prbk.g_01649, Prbj.g_00030, Praf.g_00948, Prah.g_01226, Praa.g_00678, Prbi.g_00681, Prae.g_00652, Prax.g_00964, Prau.g_00718, Pras.g_01554, Prar.g_01508, Praq.g_00807, Prac.g_00693, Prad.g_01252, Pray.g_01085, Prbd.g_00566, Prba.g_01639, Praz.g_01652, Prao.g_00116, Prab.g_00683, Pran.g_01500, Prai.g_00707, Prag.g_00656, Praw.g_01844, Prav.g_01276, Pral.g_01764, Prap.g_00823, Prbf.g_01285, Prak.g_00805, Prbn.g_01586, Prbe.g_00452, Prbg.g_01119, Prbh.g_00912, Pram.g_00768, Prat.g_00751, Prbm.g_00712, Prbc.g_01759, Prbb.g_00683, Praj.g_00670, Praj.g_01492, Prbb.g_01549, Prbc.g_01478, Prbm.g_01581, Prbh.g_00199, Pram.g_01278, Pral.g_01052, Prat.g_01462, Prbe.g_00208, Prbf.g_00260, Prbg.g_00694, Prak.g_01494, Prbn.g_00879, Prap.g_00224, Prbe.g_01579, Prbg.g_01516, Prbf.g_00888, Prbn.g_01159, Prak.g_01202, Prap.g_00486, Prbh.g_01313, Pram.g_01170, Prat.g_01184, Pral.g_01340, Prbb.g_01546, Prbm.g_01578, Prbc.g_01475, Praj.g_01489, Prbm.g_01577, Prbb.g_01545, Praj.g_01488, Prbc.g_01474, Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946, Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182, Prap.g_00491, Prbf.g_00883, Prak.g_01207, Prbn.g_01154, Prbg.g_01521, Prbe.g_01584, Pram.g_01174, Prbh.g_01317, Prat.g_01187, Pral.g_01337, Prbc.g_01479, Prbb.g_01550, Prbm.g_01582, Praj.g_01493, Prbb.g_01544, Prbm.g_01576, Prbc.g_01473, Praj.g_01487
OG0000000	N6	n7	0.47368421052631576	Non-Terminal	Prbf.g_01182, Prbg.g_01222, Prbe.g_01285, Prap.g_00720, Prak.g_00908, Prbn.g_01483, Pram.g_00873, Prbh.g_01016, Pral.g_01549, Prat.g_00977, Prbc.g_01920, Praj.g_00832, Prbb.g_00844, Prbm.g_00874	Prak.g_00913, Prap.g_00715, Prbn.g_01478, Prbg.g_01227, Prbf.g_01177, Prbe.g_01290, Prbh.g_01022, Pram.g_00879, Pral.g_01554
OG0000000	N6	n73	0.7368421052631579	Non-Terminal	Pral.g_01764, Prap.g_00823, Prbf.g_01285, Prak.g_00805, Prbn.g_01586, Prbe.g_00452, Prbg.g_01119, Prbh.g_00912, Pram.g_00768, Prat.g_00751, Prbm.g_00712, Prbc.g_01759, Prbb.g_00683, Praj.g_00670	Praj.g_01492, Prbb.g_01549, Prbc.g_01478, Prbm.g_01581, Prbh.g_00199, Pram.g_01278, Pral.g_01052, Prat.g_01462, Prbe.g_00208, Prbf.g_00260, Prbg.g_00694, Prak.g_01494, Prbn.g_00879, Prap.g_00224, Prbe.g_01579, Prbg.g_01516, Prbf.g_00888, Prbn.g_01159, Prak.g_01202, Prap.g_00486, Prbh.g_01313, Pram.g_01170, Prat.g_01184, Pral.g_01340, Prbb.g_01546, Prbm.g_01578, Prbc.g_01475, Praj.g_01489, Prbm.g_01577, Prbb.g_01545, Praj.g_01488, Prbc.g_01474, Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946, Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182, Prap.g_00491, Prbf.g_00883, Prak.g_01207, Prbn.g_01154, Prbg.g_01521, Prbe.g_01584, Pram.g_01174, Prbh.g_01317, Prat.g_01187, Pral.g_01337, Prbc.g_01479, Prbb.g_01550, Prbm.g_01582, Praj.g_01493, Prbb.g_01544, Prbm.g_01576, Prbc.g_01473, Praj.g_01487
OG0000000	N6	n87	0.7368421052631579	Non-Terminal	Praj.g_01492, Prbb.g_01549, Prbc.g_01478, Prbm.g_01581, Prbh.g_00199, Pram.g_01278, Pral.g_01052, Prat.g_01462, Prbe.g_00208, Prbf.g_00260, Prbg.g_00694, Prak.g_01494, Prbn.g_00879, Prap.g_00224	Prbe.g_01579, Prbg.g_01516, Prbf.g_00888, Prbn.g_01159, Prak.g_01202, Prap.g_00486, Prbh.g_01313, Pram.g_01170, Prat.g_01184, Pral.g_01340, Prbb.g_01546, Prbm.g_01578, Prbc.g_01475, Praj.g_01489, Prbm.g_01577, Prbb.g_01545, Praj.g_01488, Prbc.g_01474, Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946, Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182, Prap.g_00491, Prbf.g_00883, Prak.g_01207, Prbn.g_01154, Prbg.g_01521, Prbe.g_01584, Pram.g_01174, Prbh.g_01317, Prat.g_01187, Pral.g_01337, Prbc.g_01479, Prbb.g_01550, Prbm.g_01582, Praj.g_01493, Prbb.g_01544, Prbm.g_01576, Prbc.g_01473, Praj.g_01487
OG0000000	N6	n101	0.7368421052631579	Non-Terminal	Prbe.g_01579, Prbg.g_01516, Prbf.g_00888, Prbn.g_01159, Prak.g_01202, Prap.g_00486, Prbh.g_01313, Pram.g_01170, Prat.g_01184, Pral.g_01340, Prbb.g_01546, Prbm.g_01578, Prbc.g_01475, Praj.g_01489, Prbm.g_01577, Prbb.g_01545, Praj.g_01488, Prbc.g_01474, Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946, Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182	Prap.g_00491, Prbf.g_00883, Prak.g_01207, Prbn.g_01154, Prbg.g_01521, Prbe.g_01584, Pram.g_01174, Prbh.g_01317, Prat.g_01187, Pral.g_01337, Prbc.g_01479, Prbb.g_01550, Prbm.g_01582, Praj.g_01493, Prbb.g_01544, Prbm.g_01576, Prbc.g_01473, Praj.g_01487
OG0000000	N6	n102	0.7368421052631579	Non-Terminal	Prbe.g_01579, Prbg.g_01516, Prbf.g_00888, Prbn.g_01159, Prak.g_01202, Prap.g_00486, Prbh.g_01313, Pram.g_01170, Prat.g_01184, Pral.g_01340, Prbb.g_01546, Prbm.g_01578, Prbc.g_01475, Praj.g_01489	Prbm.g_01577, Prbb.g_01545, Praj.g_01488, Prbc.g_01474, Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946, Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182
OG0000000	N18	n120	1.0	Non-Terminal	Pral.g_00430, Prat.g_01487, Pram.g_01471, Prbh.g_00006, Prbe.g_00379, Prak.g_01323, Prbn.g_01234, Prbg.g_00523, Prbf.g_00089, Prap.g_01946	Prbe.g_01577, Prbg.g_01514, Prbn.g_01161, Prap.g_00484, Prbf.g_00890, Prak.g_01200, Prbh.g_01311, Pram.g_01168, Pral.g_01342, Prat.g_01182
OG0000000	N11	n149	1.0	Non-Terminal	Prbc.g_01479, Prbb.g_01550, Prbm.g_01582, Praj.g_01493	Prbb.g_01544, Prbm.g_01576, Prbc.g_01473, Praj.g_01487
OG0000001	N0	n0	0.3	Non-Terminal	Praa.g_01597, Prai.g_00908, Prar.g_00730, Prac.g_00293, Prad.g_00393, Prag.g_01607, Prae.g_01222, Praw.g_00294, Prab.g_01597, Prai.g_01591, Prba.g_00003, Pran.g_00001, Pray.g_00003, Prba.g_00270, Pray.g_01604, Pras.g_00117, Prac.g_00926, Praq.g_01392, Prad.g_01435, Praz.g_00694, Prbi.g_01708, Pras.g_00469, Prbi.g_01268, Praq.g_00025, Pran.g_00602, Prav.g_01821, Prau.g_01647, Prax.g_01609, Prai.g_01775, Prar.g_01204, Prag.g_01213, Prbd.g_00528, Prau.g_01266, Prab.g_01278, Prag.g_01650, Praw.g_00496, Prav.g_01694, Praw.g_00454, Praz.g_00922, Prax.g_00259, Prae.g_01579, Prai.g_01234, Praw.g_01779, Prag.g_00722, Prao.g_01029	Prag.g_01626, Prao.g_01297, Praa.g_01297, Prax.g_01920, Prao.g_01528, Prbd.g_01836, Prae.g_01300, Prbi.g_01370, Prad.g_00372, Prad.g_00349, Prav.g_01730, Prav.g_01715, Praw.g_00472, Prab.g_01606, Pran.g_00593, Prbc.g_00525, Prbb.g_01313, Praj.g_01267, Prbb.g_00103, Praj.g_00087, Prbk.g_00167, Prbl.g_00118, Praf.g_01039, Prah.g_01154, Prah.g_01152, Praf.g_01042, Prbj.g_00166, Praf.g_00815, Prah.g_01346, Prad.g_01297, Prbe.g_01052, Prbf.g_00760, Prbg.g_01583, Prbn.g_01678, Prap.g_01846, Prak.g_01578, Praj.g_01080, Prat.g_01510, Prat.g_01189, Prbc.g_00106, Prbb.g_01145, Prbm.g_01141, Prbc.g_00608, Praj.g_01100, Prbh.g_01858, Pram.g_01556, Prap.g_00493, Praj.g_01732, Pral.g_01333, Prbm.g_01119, Prbn.g_01663, Prak.g_01209, Praj.g_01307, Prbf.g_00881, Prbe.g_01120, Prbb.g_01123, Prbc.g_00808, Prbm.g_01810, Prbb.g_01352, Prak.g_01563, Prbb.g_01403, Prbn.g_01152, Prbm.g_01404, Praj.g_01359, Prbc.g_02167, Prbf.g_00775, Pram.g_01512, Prbg.g_01523, Prbh.g_01902, Prbb.g_01787, Pral.g_00038, Prbg.g_01568, Prbe.g_01586, Prbc.g_00618, Prap.g_01861, Prat.g_01547, Prav.g_01738, Prbk.g_00165, Prbl.g_00116, Prbj.g_00164, Praf.g_00813, Prah.g_01348, Prat.g_01549, Prbd.g_01569, Prao.g_01514, Pran.g_00579, Prab.g_01620, Prab.g_00918
OG0000001	N0	n3	0.05	Non-Terminal	Prai.g_00908, Prar.g_00730, Prac.g_00293, Prad.g_00393, Prag.g_01607, Prae.g_01222, Praw.g_00294, Prab.g_01597, Prai.g_01591, Prba.g_00003, Pran.g_00001, Pray.g_00003, Prba.g_00270, Pray.g_01604, Pras.g_00117, Prac.g_00926, Praq.g_01392, Prad.g_01435, Praz.g_00694, Prbi.g_01708, Pras.g_00469, Prbi.g_01268, Praq.g_00025, Pran.g_00602, Prav.g_01821, Prau.g_01647, Prax.g_01609, Prai.g_01775, Prar.g_01204, Prag.g_01213, Prbd.g_00528, Prau.g_01266, Prab.g_01278, Prag.g_01650, Praw.g_00496, Prav.g_01694, Praw.g_00454, Praz.g_00922, Prax.g_00259, Prae.g_01579, Prai.g_01234	Praw.g_01779, Prag.g_00722
