locus_tag	ftype	length_bp	gene	EC_number	COG	product
Praj.g_00001	gene	1161	dnaN			
Praj.g_00001	CDS	1161	dnaN			Beta sliding clamp
Praj.g_00002	gene	771				
Praj.g_00002	CDS	771				hypothetical protein
Praj.g_00003	gene	2412	purL			
Praj.g_00003	CDS	2412	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
Praj.g_00004	gene	1458	purF			
Praj.g_00004	CDS	1458	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
Praj.g_00005	gene	2442	gyrA_1			
Praj.g_00005	CDS	2442	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
Praj.g_00006	gene	867	bepA_1			
Praj.g_00006	CDS	867	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
Praj.g_00007	gene	939	queG			
Praj.g_00007	CDS	939	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
Praj.g_00008	gene	723				
Praj.g_00008	CDS	723				hypothetical protein
Praj.g_00009	gene	627	nusB			
Praj.g_00009	CDS	627	nusB			Transcription antitermination protein NusB
Praj.g_00010	gene	1296	ftsY			
Praj.g_00010	CDS	1296	ftsY			Signal recognition particle receptor FtsY
Praj.g_00011	gene	1401				
Praj.g_00011	CDS	1401				hypothetical protein
Praj.g_00012	gene	1392	argH			
Praj.g_00012	CDS	1392	argH	4.3.2.1	COG0165	Argininosuccinate lyase
Praj.g_00013	gene	753				
Praj.g_00013	CDS	753				hypothetical protein
Praj.g_00014	gene	1008	dusA			
Praj.g_00014	CDS	1008	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
Praj.g_00015	gene	468	msrB			
Praj.g_00015	CDS	468	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
Praj.g_00016	gene	780	grpE			
Praj.g_00016	CDS	780	grpE			Protein GrpE
Praj.g_00017	gene	1131	dnaJ_1			
Praj.g_00017	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
Praj.g_00018	gene	240				
Praj.g_00018	CDS	240				hypothetical protein
Praj.g_00019	gene	939	rsgA			
Praj.g_00019	CDS	939	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
Praj.g_00020	gene	348	ybaB			
Praj.g_00020	CDS	348	ybaB		COG0718	Nucleoid-associated protein YbaB
Praj.g_00021	gene	876	murB			
Praj.g_00021	CDS	876	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
Praj.g_00022	gene	1485	murC			
Praj.g_00022	CDS	1485	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
Praj.g_00023	gene	1023	gap2			
Praj.g_00023	CDS	1023	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
Praj.g_00024	gene	984	thiL			
Praj.g_00024	CDS	984	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
Praj.g_00025	gene	1077				
Praj.g_00025	CDS	1077				hypothetical protein
Praj.g_00026	gene	564	efp			
Praj.g_00026	CDS	564	efp			Elongation factor P
Praj.g_00027	gene	498	accB			
