locus_tag	ftype	length_bp	gene	EC_number	COG	product
Prbg.g_00001	gene	132				
Prbg.g_00001	CDS	132				hypothetical protein
Prbg.g_00002	gene	243				
Prbg.g_00002	CDS	243				hypothetical protein
Prbg.g_00003	gene	189				
Prbg.g_00003	CDS	189				hypothetical protein
Prbg.g_00004	gene	522				
Prbg.g_00004	CDS	522				hypothetical protein
Prbg.g_00005	gene	186				
Prbg.g_00005	CDS	186				hypothetical protein
Prbg.g_00006	gene	666				
Prbg.g_00006	CDS	666				hypothetical protein
Prbg.g_00007	gene	252				
Prbg.g_00007	CDS	252				hypothetical protein
Prbg.g_00008	gene	72				
Prbg.g_00008	tRNA	72				tRNA-Gly(ccc)
Prbg.g_00009	gene	1743				
Prbg.g_00009	CDS	1743				hypothetical protein
Prbg.g_00010	gene	1278				
Prbg.g_00010	CDS	1278				hypothetical protein
Prbg.g_00011	gene	279				
Prbg.g_00011	CDS	279				hypothetical protein
Prbg.g_00012	gene	141				
Prbg.g_00012	CDS	141				hypothetical protein
Prbg.g_00013	gene	267				
Prbg.g_00013	CDS	267				hypothetical protein
Prbg.g_00014	gene	1185				
Prbg.g_00014	CDS	1185				hypothetical protein
Prbg.g_00015	gene	2715				
Prbg.g_00015	CDS	2715				hypothetical protein
Prbg.g_00016	gene	147				
Prbg.g_00016	CDS	147				hypothetical protein
Prbg.g_00017	gene	294				
Prbg.g_00017	CDS	294				hypothetical protein
Prbg.g_00018	gene	741	frdB			
Prbg.g_00018	CDS	741	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
Prbg.g_00019	gene	1923	frdA			
Prbg.g_00019	CDS	1923	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
Prbg.g_00020	gene	624				
Prbg.g_00020	CDS	624				hypothetical protein
Prbg.g_00021	gene	501				
Prbg.g_00021	CDS	501				hypothetical protein
Prbg.g_00022	gene	384				
Prbg.g_00022	CDS	384				hypothetical protein
Prbg.g_00023	gene	201				
Prbg.g_00023	CDS	201				hypothetical protein
Prbg.g_00024	gene	117				
Prbg.g_00024	CDS	117				hypothetical protein
Prbg.g_00025	gene	144				
Prbg.g_00025	CDS	144				hypothetical protein
Prbg.g_00026	gene	153				
Prbg.g_00026	CDS	153				hypothetical protein
Prbg.g_00027	gene	360				
Prbg.g_00027	CDS	360				hypothetical protein
Prbg.g_00028	gene	354				
Prbg.g_00028	CDS	354				hypothetical protein
Prbg.g_00029	gene	201				
Prbg.g_00029	CDS	201				hypothetical protein
Prbg.g_00030	gene	246				
Prbg.g_00030	CDS	246				hypothetical protein
Prbg.g_00031	gene	156				
Prbg.g_00031	CDS	156				hypothetical protein
Prbg.g_00032	gene	165				
Prbg.g_00032	CDS	165				hypothetical protein
Prbg.g_00033	gene	198				
Prbg.g_00033	CDS	198				hypothetical protein
Prbg.g_00034	gene	177				
Prbg.g_00034	CDS	177				hypothetical protein
Prbg.g_00035	gene	537				
Prbg.g_00035	CDS	537				hypothetical protein
Prbg.g_00036	gene	1149	wbnH			
Prbg.g_00036	CDS	1149	wbnH	2.4.1.306		O-antigen biosynthesis glycosyltransferase WbnH
Prbg.g_00037	gene	903				
Prbg.g_00037	CDS	903				hypothetical protein
Prbg.g_00038	gene	984	tagO			
Prbg.g_00038	CDS	984	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
Prbg.g_00039	gene	1896				
Prbg.g_00039	CDS	1896				hypothetical protein
Prbg.g_00040	gene	210				
Prbg.g_00040	CDS	210				hypothetical protein
Prbg.g_00041	gene	360				
Prbg.g_00041	CDS	360				hypothetical protein
Prbg.g_00042	gene	594	dcd			
Prbg.g_00042	CDS	594	dcd	3.5.4.13	COG0717	dCTP deaminase
Prbg.g_00043	gene	603	btuR			
Prbg.g_00043	CDS	603	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
Prbg.g_00044	gene	204				
Prbg.g_00044	CDS	204				hypothetical protein
Prbg.g_00045	gene	735	ntcA			
Prbg.g_00045	CDS	735	ntcA			Global nitrogen regulator
Prbg.g_00046	gene	966				
Prbg.g_00046	CDS	966				hypothetical protein
Prbg.g_00047	gene	438				
Prbg.g_00047	CDS	438				hypothetical protein
Prbg.g_00048	gene	258				
Prbg.g_00048	CDS	258				hypothetical protein
Prbg.g_00049	gene	615	pth			
Prbg.g_00049	CDS	615	pth	3.1.1.29		Peptidyl-tRNA hydrolase
Prbg.g_00050	gene	255	tatA_1			
Prbg.g_00050	CDS	255	tatA_1			Sec-independent protein translocase protein TatA
Prbg.g_00051	gene	204	psbH			
Prbg.g_00051	CDS	204	psbH			Photosystem II reaction center protein H
Prbg.g_00052	gene	141	psbN			
Prbg.g_00052	CDS	141	psbN			Protein PsbN
Prbg.g_00053	gene	2058	lptD			
Prbg.g_00053	CDS	2058	lptD			LPS-assembly protein LptD
Prbg.g_00054	gene	624	leuD			
Prbg.g_00054	CDS	624	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
Prbg.g_00055	gene	1407	leuC			
Prbg.g_00055	CDS	1407	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
Prbg.g_00056	gene	1272	cinA			
Prbg.g_00056	CDS	1272	cinA		COG1058	Putative competence-damage inducible protein
Prbg.g_00057	gene	1260	glyA			
Prbg.g_00057	CDS	1260	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
Prbg.g_00058	gene	76				
Prbg.g_00058	tRNA	76				tRNA-Arg(acg)
Prbg.g_00059	gene	258				
Prbg.g_00059	CDS	258				hypothetical protein
Prbg.g_00060	gene	291				
Prbg.g_00060	CDS	291				hypothetical protein
Prbg.g_00061	gene	1617	murJ			
Prbg.g_00061	CDS	1617	murJ		COG0728	putative lipid II flippase MurJ
Prbg.g_00062	gene	756	sfsA			
Prbg.g_00062	CDS	756	sfsA		COG1489	Sugar fermentation stimulation protein A
Prbg.g_00063	gene	147				
Prbg.g_00063	CDS	147				hypothetical protein
Prbg.g_00064	gene	1509	nrgA			
Prbg.g_00064	CDS	1509	nrgA			Ammonium transporter
Prbg.g_00065	gene	1356	ispH			
Prbg.g_00065	CDS	1356	ispH	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Prbg.g_00066	gene	567				
Prbg.g_00066	CDS	567				hypothetical protein
Prbg.g_00067	gene	1557	purH			
Prbg.g_00067	CDS	1557	purH			Bifunctional purine biosynthesis protein PurH
Prbg.g_00068	gene	606				
Prbg.g_00068	CDS	606				hypothetical protein
Prbg.g_00069	gene	369				
Prbg.g_00069	CDS	369				hypothetical protein
Prbg.g_00070	gene	96				
Prbg.g_00070	CDS	96				hypothetical protein
Prbg.g_00071	gene	1119	sasA_1			
Prbg.g_00071	CDS	1119	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
Prbg.g_00072	gene	849	cobS			
Prbg.g_00072	CDS	849	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
Prbg.g_00073	gene	1119	tgt			
Prbg.g_00073	CDS	1119	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
Prbg.g_00074	gene	1005	iolG_1			
Prbg.g_00074	CDS	1005	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Prbg.g_00075	gene	1287				
Prbg.g_00075	CDS	1287				hypothetical protein
Prbg.g_00076	gene	73				
Prbg.g_00076	tRNA	73				tRNA-Met(cat)
Prbg.g_00077	gene	579	pyrE			
Prbg.g_00077	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
Prbg.g_00078	gene	867	ygfZ			
Prbg.g_00078	CDS	867	ygfZ			tRNA-modifying protein YgfZ
Prbg.g_00079	gene	1464				
Prbg.g_00079	CDS	1464				hypothetical protein
Prbg.g_00080	gene	1443	pgcA			
Prbg.g_00080	CDS	1443	pgcA	5.4.2.2		Phosphoglucomutase
Prbg.g_00081	gene	603				
Prbg.g_00081	CDS	603		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
Prbg.g_00082	gene	1491				
Prbg.g_00082	CDS	1491		1.13.11.75		Apocarotenoid-15,15'-oxygenase
Prbg.g_00083	gene	633	hisB_1			
Prbg.g_00083	CDS	633	hisB_1		COG0131	Histidine biosynthesis bifunctional protein HisB
Prbg.g_00084	gene	783	fabI			
Prbg.g_00084	CDS	783	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
Prbg.g_00085	gene	621				
Prbg.g_00085	CDS	621				hypothetical protein
Prbg.g_00086	gene	1188	desV			
Prbg.g_00086	CDS	1188	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
Prbg.g_00087	gene	561	nudF			
Prbg.g_00087	CDS	561	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
Prbg.g_00088	gene	582				
Prbg.g_00088	CDS	582				hypothetical protein
Prbg.g_00089	gene	2121				
Prbg.g_00089	CDS	2121				hypothetical protein
Prbg.g_00090	gene	846				
Prbg.g_00090	CDS	846				hypothetical protein
Prbg.g_00091	gene	813	mlaF			
Prbg.g_00091	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
Prbg.g_00092	gene	1407				
Prbg.g_00092	CDS	1407				Gluconeogenesis factor
Prbg.g_00093	gene	546	ndhJ			
Prbg.g_00093	CDS	546	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J
Prbg.g_00094	gene	768	ndhK			
Prbg.g_00094	CDS	768	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
Prbg.g_00095	gene	363	ndhC			
Prbg.g_00095	CDS	363	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
Prbg.g_00096	gene	432				
Prbg.g_00096	CDS	432				hypothetical protein
Prbg.g_00097	gene	1020				
Prbg.g_00097	CDS	1020			COG4447	Ycf48-like protein
Prbg.g_00098	gene	249	psbE			
Prbg.g_00098	CDS	249	psbE			Cytochrome b559 subunit alpha
Prbg.g_00099	gene	198	psbJ			
Prbg.g_00099	CDS	198	psbJ			Photosystem II reaction center protein J
Prbg.g_00100	gene	945	mtnP			
Prbg.g_00100	CDS	945	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
Prbg.g_00101	gene	2163	selD			
Prbg.g_00101	CDS	2163	selD	2.7.9.3		Selenide, water dikinase
Prbg.g_00102	gene	1251	pcnB			
Prbg.g_00102	CDS	1251	pcnB	2.7.7.19		Poly(A) polymerase I
Prbg.g_00103	gene	2424	pcrA			
Prbg.g_00103	CDS	2424	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
Prbg.g_00104	gene	549	cpeB			
Prbg.g_00104	CDS	549	cpeB			R-phycoerythrin subunit beta
Prbg.g_00105	gene	468	cpeA			
Prbg.g_00105	CDS	468	cpeA			C-phycoerythrin class 1 subunit alpha
Prbg.g_00106	gene	609				
Prbg.g_00106	CDS	609				putative phycocyanin operon protein Z
Prbg.g_00107	gene	897				
Prbg.g_00107	CDS	897				hypothetical protein
Prbg.g_00108	gene	1320				
Prbg.g_00108	CDS	1320				hypothetical protein
Prbg.g_00109	gene	588	cpeT			
Prbg.g_00109	CDS	588	cpeT	4.-.-.-		putative phycoerythrobilin lyase CpeT
Prbg.g_00110	gene	546	cpeS			
Prbg.g_00110	CDS	546	cpeS	4.-.-.-		Putative phycoerythrobilin lyase CpeS
Prbg.g_00111	gene	189				
Prbg.g_00111	CDS	189				hypothetical protein
Prbg.g_00112	gene	813				
Prbg.g_00112	CDS	813				hypothetical protein
Prbg.g_00113	gene	1296	pucC			
Prbg.g_00113	CDS	1296	pucC			Protein PucC
Prbg.g_00114	gene	231				
Prbg.g_00114	CDS	231				hypothetical protein
Prbg.g_00115	gene	76				
Prbg.g_00115	tRNA	76				tRNA-Phe(gaa)
Prbg.g_00116	gene	1224	PSK			
Prbg.g_00116	CDS	1224	PSK	2.7.1.47	COG1070	D-ribulose kinase
Prbg.g_00117	gene	1233	metK			
Prbg.g_00117	CDS	1233	metK	2.5.1.6		S-adenosylmethionine synthase
Prbg.g_00118	gene	768	gph_1			
Prbg.g_00118	CDS	768	gph_1	3.1.3.18		Phosphoglycolate phosphatase
Prbg.g_00119	gene	1104	rpsA			
Prbg.g_00119	CDS	1104	rpsA		COG0539	30S ribosomal protein S1
Prbg.g_00120	gene	474	nrdR			
Prbg.g_00120	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
Prbg.g_00121	gene	1554	psbB			
Prbg.g_00121	CDS	1554	psbB			Photosystem II CP47 reaction center protein
Prbg.g_00122	gene	363				
Prbg.g_00122	CDS	363				hypothetical protein
Prbg.g_00123	gene	450				
Prbg.g_00123	CDS	450		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
Prbg.g_00124	gene	882	prmC			
Prbg.g_00124	CDS	882	prmC	2.1.1.297		Release factor glutamine methyltransferase
Prbg.g_00125	gene	588	tsaC			
Prbg.g_00125	CDS	588	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
Prbg.g_00126	gene	180				
Prbg.g_00126	CDS	180				hypothetical protein
Prbg.g_00127	gene	75				
Prbg.g_00127	tRNA	75				tRNA-Thr(tgt)
Prbg.g_00128	gene	321	minE			
Prbg.g_00128	CDS	321	minE			Cell division topological specificity factor
Prbg.g_00129	gene	816	minD			
Prbg.g_00129	CDS	816	minD		COG2894	Septum site-determining protein MinD
Prbg.g_00130	gene	666	minC			
Prbg.g_00130	CDS	666	minC			septum site-determining protein MinC
Prbg.g_00131	gene	1263				
Prbg.g_00131	CDS	1263				hypothetical protein
Prbg.g_00132	gene	441				
Prbg.g_00132	CDS	441				hypothetical protein
Prbg.g_00133	gene	399				
Prbg.g_00133	CDS	399				hypothetical protein
Prbg.g_00134	gene	76				
Prbg.g_00134	tRNA	76				tRNA-Ile(gat)
Prbg.g_00135	gene	74				
Prbg.g_00135	tRNA	74				tRNA-Ala(tgc)
Prbg.g_00136	gene	852	mutM			
Prbg.g_00136	CDS	852	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
Prbg.g_00137	gene	210	psaE			
Prbg.g_00137	CDS	210	psaE			Photosystem I reaction center subunit IV
Prbg.g_00138	gene	1044				
Prbg.g_00138	CDS	1044				hypothetical protein
Prbg.g_00139	gene	876				
Prbg.g_00139	CDS	876				hypothetical protein
Prbg.g_00140	gene	1374	aldH1			
Prbg.g_00140	CDS	1374	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
Prbg.g_00141	gene	387				
Prbg.g_00141	CDS	387				hypothetical protein
Prbg.g_00142	gene	1242	baiN			
Prbg.g_00142	CDS	1242	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
Prbg.g_00143	gene	720				
Prbg.g_00143	CDS	720				hypothetical protein
Prbg.g_00144	gene	71				
Prbg.g_00144	tRNA	71				tRNA-Thr(agt)
Prbg.g_00145	gene	954				
Prbg.g_00145	CDS	954		2.4.-.-		putative glycosyltransferase
Prbg.g_00146	gene	1422				
Prbg.g_00146	CDS	1422				hypothetical protein
Prbg.g_00147	gene	378				
Prbg.g_00147	CDS	378				hypothetical protein
Prbg.g_00148	gene	345				
Prbg.g_00148	CDS	345				hypothetical protein
Prbg.g_00149	gene	73				
Prbg.g_00149	tRNA	73				tRNA-Thr(ggt)
Prbg.g_00150	gene	84				
Prbg.g_00150	tRNA	84				tRNA-Tyr(gta)
Prbg.g_00151	gene	450	aroQ			
Prbg.g_00151	CDS	450	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
Prbg.g_00152	gene	615				
Prbg.g_00152	CDS	615				hypothetical protein
Prbg.g_00153	gene	786	cobI			
Prbg.g_00153	CDS	786	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
Prbg.g_00154	gene	477				
Prbg.g_00154	CDS	477				hypothetical protein
Prbg.g_00155	gene	1410	der_1			
Prbg.g_00155	CDS	1410	der_1		COG1160	GTPase Der
Prbg.g_00156	gene	918	ecfT			
Prbg.g_00156	CDS	918	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
Prbg.g_00157	gene	273				
Prbg.g_00157	CDS	273				hypothetical protein
Prbg.g_00158	gene	624				
Prbg.g_00158	CDS	624			COG0325	Pyridoxal phosphate homeostasis protein
Prbg.g_00159	gene	570	sepF			
Prbg.g_00159	CDS	570	sepF		COG1799	Cell division protein SepF
Prbg.g_00160	gene	828	proC			
Prbg.g_00160	CDS	828	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
Prbg.g_00161	gene	1158	mshA_1			
Prbg.g_00161	CDS	1158	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
Prbg.g_00162	gene	771	recO			
Prbg.g_00162	CDS	771	recO			DNA repair protein RecO
Prbg.g_00163	gene	690	deoC			
Prbg.g_00163	CDS	690	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
Prbg.g_00164	gene	588	hpf			
Prbg.g_00164	CDS	588	hpf		COG1544	Ribosome hibernation promotion factor
Prbg.g_00165	gene	675	lipB			
Prbg.g_00165	CDS	675	lipB	2.3.1.181	COG0321	Octanoyltransferase
Prbg.g_00166	gene	2010				
Prbg.g_00166	CDS	2010		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Prbg.g_00167	gene	480				
Prbg.g_00167	CDS	480				hypothetical protein
Prbg.g_00168	gene	1362	odhB			
Prbg.g_00168	CDS	1362	odhB	2.3.1.61		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
Prbg.g_00169	gene	1113	queA			
Prbg.g_00169	CDS	1113	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
Prbg.g_00170	gene	987	srpG			
Prbg.g_00170	CDS	987	srpG	2.5.1.47	COG0031	Cysteine synthase
Prbg.g_00171	gene	1473	besB			
Prbg.g_00171	CDS	1473	besB	4.5.1.-		L-2-amino-4-chloropent-4-enoate dechlorinase/desaturase
Prbg.g_00172	gene	1170	metC			
Prbg.g_00172	CDS	1170	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
Prbg.g_00173	gene	981				
Prbg.g_00173	CDS	981				hypothetical protein
Prbg.g_00174	gene	243				
Prbg.g_00174	CDS	243				hypothetical protein
Prbg.g_00175	gene	303				
Prbg.g_00175	CDS	303				hypothetical protein
Prbg.g_00176	gene	609	rpsD			
Prbg.g_00176	CDS	609	rpsD			30S ribosomal protein S4
Prbg.g_00177	gene	240	yidD			
Prbg.g_00177	CDS	240	yidD		COG0759	Putative membrane protein insertion efficiency factor
Prbg.g_00178	gene	312				
Prbg.g_00178	CDS	312				hypothetical protein
Prbg.g_00179	gene	1512	murE			
Prbg.g_00179	CDS	1512	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Prbg.g_00180	gene	1194	sufS			
Prbg.g_00180	CDS	1194	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
Prbg.g_00181	gene	225				
Prbg.g_00181	CDS	225				hypothetical protein
Prbg.g_00182	gene	168				
Prbg.g_00182	CDS	168				hypothetical protein
Prbg.g_00183	gene	258				
Prbg.g_00183	CDS	258				hypothetical protein
Prbg.g_00184	gene	246	nfuA			
Prbg.g_00184	CDS	246	nfuA			Fe/S biogenesis protein NfuA
Prbg.g_00185	gene	1491	mqo			
Prbg.g_00185	CDS	1491	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
Prbg.g_00186	gene	1809	lepA			
Prbg.g_00186	CDS	1809	lepA	3.6.5.-		Elongation factor 4
Prbg.g_00187	gene	168				
Prbg.g_00187	CDS	168				hypothetical protein
Prbg.g_00188	gene	816	gsiD			
Prbg.g_00188	CDS	816	gsiD		COG1173	Glutathione transport system permease protein GsiD
Prbg.g_00189	gene	690	trmH			
Prbg.g_00189	CDS	690	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
Prbg.g_00190	gene	1317	rsmB			
Prbg.g_00190	CDS	1317	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
Prbg.g_00191	gene	1818	pbpF			
Prbg.g_00191	CDS	1818	pbpF		COG0744	Penicillin-binding protein 1F
Prbg.g_00192	gene	951	menA_1			
Prbg.g_00192	CDS	951	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
Prbg.g_00193	gene	225				
Prbg.g_00193	CDS	225				hypothetical protein
Prbg.g_00194	gene	774	hisF			
Prbg.g_00194	CDS	774	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
Prbg.g_00195	gene	702	menG			
Prbg.g_00195	CDS	702	menG	2.1.1.163		Demethylmenaquinone methyltransferase
Prbg.g_00196	gene	528				
Prbg.g_00196	CDS	528				hypothetical protein
Prbg.g_00197	gene	762	birA			
Prbg.g_00197	CDS	762	birA	6.3.4.15		Bifunctional ligase/repressor BirA
Prbg.g_00198	gene	681	yknY			
Prbg.g_00198	CDS	681	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
Prbg.g_00199	gene	1575	ndhB			
Prbg.g_00199	CDS	1575	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
Prbg.g_00200	gene	2679	topA			
Prbg.g_00200	CDS	2679	topA	5.6.2.1	COG0550	DNA topoisomerase 1
Prbg.g_00201	gene	447				
Prbg.g_00201	CDS	447				hypothetical protein
Prbg.g_00202	gene	666				
Prbg.g_00202	CDS	666				hypothetical protein
Prbg.g_00203	gene	1206				
Prbg.g_00203	CDS	1206				hypothetical protein
Prbg.g_00204	gene	1002				
Prbg.g_00204	CDS	1002				hypothetical protein
Prbg.g_00205	gene	1158				
Prbg.g_00205	CDS	1158				hypothetical protein
Prbg.g_00206	gene	669	ribE			
Prbg.g_00206	CDS	669	ribE	2.5.1.9		Riboflavin synthase
Prbg.g_00207	gene	378				
Prbg.g_00207	CDS	378				hypothetical protein
Prbg.g_00208	gene	603	ctaE			
Prbg.g_00208	CDS	603	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
Prbg.g_00209	gene	1659	ctaD			
Prbg.g_00209	CDS	1659	ctaD	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Prbg.g_00210	gene	819	ctaC			
Prbg.g_00210	CDS	819	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
Prbg.g_00211	gene	930	ctaA			
Prbg.g_00211	CDS	930	ctaA	1.3.-.-		Heme A synthase
Prbg.g_00212	gene	1002	ctaB			
Prbg.g_00212	CDS	1002	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
Prbg.g_00213	gene	1014	drrA			
Prbg.g_00213	CDS	1014	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
Prbg.g_00214	gene	858				
Prbg.g_00214	CDS	858				hypothetical protein
Prbg.g_00215	gene	507				
Prbg.g_00215	CDS	507				hypothetical protein
Prbg.g_00216	gene	1692	groL2			
Prbg.g_00216	CDS	1692	groL2			60 kDa chaperonin 2
Prbg.g_00217	gene	186				
Prbg.g_00217	CDS	186				hypothetical protein
Prbg.g_00218	gene	405				
Prbg.g_00218	CDS	405				hypothetical protein
Prbg.g_00219	gene	777	fabG_1			
Prbg.g_00219	CDS	777	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
Prbg.g_00220	gene	681	ispD			
Prbg.g_00220	CDS	681	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Prbg.g_00221	gene	903	ykfA			
Prbg.g_00221	CDS	903	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
Prbg.g_00222	gene	891	plqA			
Prbg.g_00222	CDS	891	plqA	2.5.1.39		4-hydroxybenzoate solanesyltransferase
Prbg.g_00223	gene	1665	gppA			
Prbg.g_00223	CDS	1665	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
Prbg.g_00224	gene	753	cbiF			
Prbg.g_00224	CDS	753	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
Prbg.g_00225	gene	912	lgt			
