HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N31.HOG0000000	OG0000000	n7													Pram.g_00873																					Prbh.g_01016						
N31.HOG0000001	OG0000000	n16													Pram.g_00879																					Prbh.g_01022						
N31.HOG0000002	OG0000000	n41													Pram.g_00768																					Prbh.g_00912						
N31.HOG0000003	OG0000000	n53													Pram.g_01170																					Prbh.g_01313						
N31.HOG0000004	OG0000000	n65													Pram.g_01471																					Prbh.g_00006						
N31.HOG0000005	OG0000000	n70													Pram.g_01168																					Prbh.g_01311						
N31.HOG0000006	OG0000000	n75													Pram.g_01174																					Prbh.g_01317						
N31.HOG0000007	OG0000000	n84													Pram.g_01278																					Prbh.g_00199						
N31.HOG0000008	OG0000001	n7													Pram.g_01556																					Prbh.g_01858						
N31.HOG0000009	OG0000001	n20													Pram.g_01512																					Prbh.g_01902						
N31.HOG0000010	OG0000002	n1													Pram.g_01954, Pram.g_01953																					Prbh.g_00001						
N31.HOG0000011	OG0000002	n60													Pram.g_00719																					Prbh.g_00863						
N31.HOG0000012	OG0000003	n47													Pram.g_01513																					Prbh.g_01901						
N31.HOG0000013	OG0000003	n49													Pram.g_01176																					Prbh.g_01319						
N31.HOG0000014	OG0000004	n1													Pram.g_01207																					Prbh.g_01350						
N31.HOG0000015	OG0000005	n5													Pram.g_01511																					Prbh.g_01903						
N31.HOG0000016	OG0000006	n1													Pram.g_00433																					Prbh.g_00334						
N31.HOG0000017	OG0000006	n36													Pram.g_01632																					Prbh.g_01782						
N31.HOG0000018	OG0000007	n2													Pram.g_01263																					Prbh.g_01406						
N31.HOG0000019	OG0000007	n49													Pram.g_01262																					Prbh.g_01405						
N31.HOG0000020	OG0000009	n3													Pram.g_01164																					Prbh.g_01307						
N31.HOG0000021	OG0000009	n30													Pram.g_00237																					Prbh.g_00530						
N31.HOG0000022	OG0000010	n52													Pram.g_01505																					Prbh.g_01909						
N31.HOG0000023	OG0000010	n53													Pram.g_00621																					Prbh.g_01948						
N31.HOG0000024	OG0000011	n1													Pram.g_00359																					Prbh.g_00408						
N31.HOG0000025	OG0000012	n3													Pram.g_00535																					Prbh.g_00232						
N31.HOG0000026	OG0000012	n18													Pram.g_00542																					Prbh.g_00225						
N31.HOG0000027	OG0000013	n27													Pram.g_00696																					Prbh.g_00840						
N31.HOG0000028	OG0000013	n28													Pram.g_01545																					Prbh.g_01869						
N31.HOG0000029	OG0000015	n7													Pram.g_01597																					Prbh.g_01817						
N31.HOG0000030	OG0000015	n9													Pram.g_00618																					Prbh.g_01945						
N31.HOG0000031	OG0000015	n13													Pram.g_00662																					Prbh.g_00806						
N31.HOG0000032	OG0000016	n20																																		Prbh.g_01333						
N31.HOG0000033	OG0000016	n28													Pram.g_01283																					Prbh.g_00194						
N31.HOG0000034	OG0000017	n28													Pram.g_01357																					Prbh.g_00120						
N31.HOG0000035	OG0000017	n31													Pram.g_01580																					Prbh.g_01834						
N31.HOG0000036	OG0000018	n0													Pram.g_00229																					Prbh.g_00538						
N31.HOG0000037	OG0000019	n0													Pram.g_00794																					Prbh.g_00938						
N31.HOG0000038	OG0000020	n0													Pram.g_00259																					Prbh.g_00508						
N31.HOG0000039	OG0000021	n6													Pram.g_00644																					Prbh.g_00788						
N31.HOG0000040	OG0000021	n17													Pram.g_01544																					Prbh.g_01870						
N31.HOG0000041	OG0000022	n0													Pram.g_01561																					Prbh.g_01853						
N31.HOG0000042	OG0000023	n16													Pram.g_01573																					Prbh.g_01841						
N31.HOG0000043	OG0000023	n20													Pram.g_01284																					Prbh.g_00193						
N31.HOG0000044	OG0000023	n36													Pram.g_00390																					Prbh.g_00377						
N31.HOG0000045	OG0000024	n19													Pram.g_00295																					Prbh.g_00472						
N31.HOG0000046	OG0000025	n0													Pram.g_00706																					Prbh.g_00850						
N31.HOG0000047	OG0000026	n27													Pram.g_01258																					Prbh.g_01401						
N31.HOG0000048	OG0000028	n19													Pram.g_01378																					Prbh.g_00099						
N31.HOG0000049	OG0000028	n28													Pram.g_01381																					Prbh.g_00096						
N31.HOG0000050	OG0000029	n3													Pram.g_00391																					Prbh.g_00376						
N31.HOG0000051	OG0000032	n7													Pram.g_01413																					Prbh.g_00064						
N31.HOG0000052	OG0000033	n23													Pram.g_01193																					Prbh.g_01336						
