HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N23.HOG0000000	OG0000000	n1										Praj.g_00832																		Prbb.g_00844												
N23.HOG0000001	OG0000000	n41										Praj.g_00670																		Prbb.g_00683												
N23.HOG0000002	OG0000000	n53										Praj.g_01489																		Prbb.g_01546												
N23.HOG0000003	OG0000000	n61										Praj.g_01488																		Prbb.g_01545												
N23.HOG0000004	OG0000000	n82										Praj.g_01493																		Prbb.g_01550												
N23.HOG0000005	OG0000000	n83										Praj.g_01487																		Prbb.g_01544												
N23.HOG0000006	OG0000000	n84										Praj.g_01492																		Prbb.g_01549												
N23.HOG0000007	OG0000001	n7										Praj.g_01100																		Prbb.g_01145												
N23.HOG0000008	OG0000001	n18										Praj.g_01080																														
N23.HOG0000009	OG0000001	n20										Praj.g_01307, Praj.g_01359, Praj.g_01732																		Prbb.g_01123, Prbb.g_01352, Prbb.g_01403, Prbb.g_01787												
N23.HOG0000010	OG0000001	n23										Praj.g_01267																		Prbb.g_01313												
N23.HOG0000011	OG0000001	n43										Praj.g_00087																		Prbb.g_00103												
N23.HOG0000012	OG0000002	n1										Praj.g_01549																		Prbb.g_01611												
N23.HOG0000013	OG0000002	n57										Praj.g_01112																		Prbb.g_01157												
N23.HOG0000014	OG0000002	n73										Praj.g_00463																		Prbb.g_00474												
N23.HOG0000015	OG0000002	n74										Praj.g_01861																		Prbb.g_01915												
N23.HOG0000016	OG0000003	n32										Praj.g_01099																		Prbb.g_01144												
N23.HOG0000017	OG0000003	n39																												Prbb.g_00429												
N23.HOG0000018	OG0000003	n41										Praj.g_00415, Praj.g_01204, Praj.g_01274, Praj.g_01311																		Prbb.g_01321, Prbb.g_01356												
N23.HOG0000019	OG0000003	n43										Praj.g_01737																		Prbb.g_01792												
N23.HOG0000020	OG0000004	n19										Praj.g_01121																														
N23.HOG0000021	OG0000004	n21										Praj.g_00411																		Prbb.g_00425												
N23.HOG0000022	OG0000004	n25										Praj.g_01222																		Prbb.g_01814												
N23.HOG0000023	OG0000005	n30										Praj.g_00418, Praj.g_01077, Praj.g_01357																		Prbb.g_00432, Prbb.g_01120, Prbb.g_01401												
N23.HOG0000024	OG0000005	n37										Praj.g_01730																		Prbb.g_01785												
N23.HOG0000025	OG0000005	n45										Praj.g_01272, Praj.g_01309																		Prbb.g_00431, Prbb.g_01121, Prbb.g_01319												
N23.HOG0000026	OG0000005	n46										Praj.g_01078																														
N23.HOG0000027	OG0000005	n48										Praj.g_00417, Praj.g_01202																		Prbb.g_01244												
N23.HOG0000028	OG0000006	n1										Praj.g_00489																		Prbb.g_00501												
N23.HOG0000029	OG0000006	n36										Praj.g_01768																		Prbb.g_01823												
N23.HOG0000030	OG0000007	n2										Praj.g_01829																		Prbb.g_01884												
N23.HOG0000031	OG0000007	n49										Praj.g_01830																		Prbb.g_01885												
N23.HOG0000032	OG0000009	n3										Praj.g_00747																		Prbb.g_00761												
N23.HOG0000033	OG0000010	n2										Praj.g_01249																		Prbb.g_01294												
N23.HOG0000034	OG0000011	n1										Praj.g_00408																		Prbb.g_00421												
N23.HOG0000035	OG0000011	n23										Praj.g_00370																		Prbb.g_00386												
N23.HOG0000036	OG0000012	n5										Praj.g_00585																		Prbb.g_00598												
N23.HOG0000037	OG0000012	n6										Praj.g_00592																		Prbb.g_00605												
N23.HOG0000038	OG0000013	n0										Praj.g_01113																		Prbb.g_01158												
N23.HOG0000039	OG0000014	n0										Praj.g_01331																		Prbb.g_01375												
N23.HOG0000040	OG0000015	n23										Praj.g_01148																		Prbb.g_01189												
N23.HOG0000041	OG0000016	n0										Praj.g_01568																		Prbb.g_01632												
N23.HOG0000042	OG0000017	n2										Praj.g_01651																		Prbb.g_01705												
N23.HOG0000043	OG0000018	n18										Praj.g_00282, Praj.g_01281, Praj.g_01505																		Prbb.g_00299												
N23.HOG0000044	OG0000018	n19																												Prbb.g_01328, Prbb.g_01560												
N23.HOG0000045	OG0000019	n0										Praj.g_00084																		Prbb.g_00099												
N23.HOG0000046	OG0000020	n0										Praj.g_00308																		Prbb.g_00325												
N23.HOG0000047	OG0000021	n13																												Prbb.g_01362												
N23.HOG0000048	OG0000021	n14										Praj.g_01051																		Prbb.g_01096												
N23.HOG0000049	OG0000021	n20																												Prbb.g_01626												
N23.HOG0000050	OG0000021	n22										Praj.g_01335																		Prbb.g_01379												
N23.HOG0000051	OG0000021	n26										Praj.g_00976																		Prbb.g_01020												
N23.HOG0000052	OG0000021	n29										Praj.g_00975																		Prbb.g_01019												
N23.HOG0000053	OG0000022	n13										Praj.g_01076																		Prbb.g_01119												
N23.HOG0000054	OG0000022	n17										Praj.g_00419, Praj.g_01356																		Prbb.g_00433, Prbb.g_01318, Prbb.g_01353												
N23.HOG0000055	OG0000022	n18										Praj.g_01201, Praj.g_01271, Praj.g_01308																		Prbb.g_01243, Prbb.g_01400												
N23.HOG0000056	OG0000024	n19										Praj.g_00341																		Prbb.g_00357												
N23.HOG0000057	OG0000024	n32										Praj.g_01609																														
N23.HOG0000058	OG0000025	n35										Praj.g_00099																		Prbb.g_00116												
N23.HOG0000059	OG0000025	n37										Praj.g_01398																		Prbb.g_01452												
N23.HOG0000060	OG0000026	n2										Praj.g_01867																		Prbb.g_01921												
N23.HOG0000061	OG0000027	n21										Praj.g_01084																		Prbb.g_01127												
N23.HOG0000062	OG0000027	n25										Praj.g_01070																		Prbb.g_01114												
N23.HOG0000063	OG0000028	n0										Praj.g_01632																		Prbb.g_01686												
N23.HOG0000064	OG0000029	n8										Praj.g_01276																		Prbb.g_01324												
N23.HOG0000065	OG0000029	n13										Praj.g_01675																		Prbb.g_01729												
N23.HOG0000066	OG0000030	n6										Praj.g_01595																														
N23.HOG0000067	OG0000030	n30																												Prbb.g_01663												
N23.HOG0000068	OG0000030	n32																												Prbb.g_01954												
N23.HOG0000069	OG0000030	n33																												Prbb.g_00046, Prbb.g_01806												
N23.HOG0000070	OG0000030	n37										Praj.g_01902																		Prbb.g_01562, Prbb.g_01563, Prbb.g_01570, Prbb.g_00045												
N23.HOG0000071	OG0000031	n5										Praj.g_01339																		Prbb.g_01383												
N23.HOG0000072	OG0000031	n25										Praj.g_01347																		Prbb.g_01391												
N23.HOG0000073	OG0000032	n33										Praj.g_00371																		Prbb.g_00387												
N23.HOG0000074	OG0000033	n14										Praj.g_00013																		Prbb.g_00014												
N23.HOG0000075	OG0000033	n23										Praj.g_01865																		Prbb.g_01919												
N23.HOG0000076	OG0000034	n4										Praj.g_00095																		Prbb.g_00112												
N23.HOG0000077	OG0000035	n1										Praj.g_01395																		Prbb.g_01449												
N23.HOG0000078	OG0000036	n0										Praj.g_01827																		Prbb.g_01882												
N23.HOG0000079	OG0000037	n0										Praj.g_01066																		Prbb.g_01111												
N23.HOG0000080	OG0000038	n0										Praj.g_01189																		Prbb.g_01231												
N23.HOG0000081	OG0000039	n0										Praj.g_00206																		Prbb.g_00223												
N23.HOG0000082	OG0000040	n15										Praj.g_01365																		Prbb.g_01411												
N23.HOG0000083	OG0000040	n17										Praj.g_01329																		Prbb.g_01373												
N23.HOG0000084	OG0000041	n20										Praj.g_01242																		Prbb.g_01286												
N23.HOG0000085	OG0000042	n0										Praj.g_00698																		Prbb.g_00713												
N23.HOG0000086	OG0000043	n0										Praj.g_00909																		Prbb.g_00954												
N23.HOG0000087	OG0000044	n18																												Prbb.g_00874												
N23.HOG0000088	OG0000044	n22										Praj.g_01461																		Prbb.g_01517												
N23.HOG0000089	OG0000045	n22										Praj.g_00839																		Prbb.g_00851												
N23.HOG0000090	OG0000046	n0										Praj.g_01762																		Prbb.g_01816												
N23.HOG0000091	OG0000047	n2										Praj.g_02012																		Prbb.g_02061												
N23.HOG0000092	OG0000048	n0										Praj.g_02020																		Prbb.g_02069												
N23.HOG0000093	OG0000050	n0										Praj.g_00031																		Prbb.g_00032												
N23.HOG0000094	OG0000051	n1										Praj.g_00197																		Prbb.g_00214												
N23.HOG0000095	OG0000052	n28										Praj.g_01156																		Prbb.g_01197												
N23.HOG0000096	OG0000052	n31										Praj.g_01282																		Prbb.g_01329												
N23.HOG0000097	OG0000053	n0										Praj.g_00530																		Prbb.g_00542												
N23.HOG0000098	OG0000054	n0										Praj.g_00042																		Prbb.g_00053												
N23.HOG0000099	OG0000055	n17										Praj.g_00793																		Prbb.g_00807												
N23.HOG0000100	OG0000055	n20										Praj.g_01176																		Prbb.g_01218												
N23.HOG0000101	OG0000056	n0										Praj.g_00043																		Prbb.g_00054												
N23.HOG0000102	OG0000057	n0										Praj.g_00277																		Prbb.g_00294												
N23.HOG0000103	OG0000058	n12																												Prbb.g_00873												
N23.HOG0000104	OG0000058	n14										Praj.g_00467																		Prbb.g_00478												
N23.HOG0000105	OG0000059	n14										Praj.g_01313																		Prbb.g_01359												
N23.HOG0000106	OG0000059	n16										Praj.g_00691																		Prbb.g_00706												
N23.HOG0000107	OG0000060	n2										Praj.g_01170																		Prbb.g_01212												
N23.HOG0000108	OG0000061	n0										Praj.g_01563																		Prbb.g_01627												
N23.HOG0000109	OG0000062	n0										Praj.g_01832																		Prbb.g_01887												
N23.HOG0000110	OG0000063	n0										Praj.g_01355																		Prbb.g_01399												
N23.HOG0000111	OG0000065	n0										Praj.g_01528																		Prbb.g_01586												
N23.HOG0000112	OG0000066	n0										Praj.g_00664																		Prbb.g_00678												
N23.HOG0000113	OG0000067	n11										Praj.g_01158																		Prbb.g_01199												
N23.HOG0000114	OG0000067	n31																												Prbb.g_01137												
N23.HOG0000115	OG0000067	n32										Praj.g_01323																		Prbb.g_01368												
N23.HOG0000116	OG0000068	n0										Praj.g_01952																		Prbb.g_02001												
N23.HOG0000117	OG0000069	n0										Praj.g_01669																		Prbb.g_01723												
N23.HOG0000118	OG0000070	n0																												Prbb.g_00078												
N23.HOG0000119	OG0000071	n0										Praj.g_00011																		Prbb.g_00012												
N23.HOG0000120	OG0000072	n0										Praj.g_00357																		Prbb.g_00373												
N23.HOG0000121	OG0000073	n0										Praj.g_00659																		Prbb.g_00673												
N23.HOG0000122	OG0000074	n0										Praj.g_00684																		Prbb.g_00697, Prbb.g_00698												
N23.HOG0000123	OG0000075	n0										Praj.g_00776																		Prbb.g_00790												
N23.HOG0000124	OG0000076	n0										Praj.g_01024																		Prbb.g_01070												
N23.HOG0000125	OG0000077	n10										Praj.g_00416, Praj.g_01079, Praj.g_01203, Praj.g_01273, Praj.g_01310, Praj.g_01731																		Prbb.g_00430, Prbb.g_01122, Prbb.g_01786												
N23.HOG0000126	OG0000077	n11										Praj.g_01358																		Prbb.g_01245, Prbb.g_01320, Prbb.g_01355, Prbb.g_01402												
N23.HOG0000127	OG0000078	n0										Praj.g_00372																		Prbb.g_00388												
N23.HOG0000128	OG0000079	n0										Praj.g_01714																		Prbb.g_01768												
N23.HOG0000129	OG0000080	n0										Praj.g_01166																		Prbb.g_01208												
N23.HOG0000130	OG0000081	n0										Praj.g_01985																		Prbb.g_02034												
N23.HOG0000131	OG0000082	n13										Praj.g_02103																		Prbb.g_02143												
N23.HOG0000132	OG0000083	n0										Praj.g_00003																		Prbb.g_00003												
N23.HOG0000133	OG0000084	n0										Praj.g_00006																		Prbb.g_00006, Prbb.g_00007												
N23.HOG0000134	OG0000085	n0										Praj.g_00023																		Prbb.g_00024												
N23.HOG0000135	OG0000086	n0										Praj.g_01154																		Prbb.g_01195												
N23.HOG0000136	OG0000087	n0										Praj.g_00053																		Prbb.g_00064												
N23.HOG0000137	OG0000088	n0										Praj.g_00153																		Prbb.g_00170												
N23.HOG0000138	OG0000089	n0										Praj.g_00162																		Prbb.g_00179												
N23.HOG0000139	OG0000090	n0										Praj.g_00179																		Prbb.g_00196												
N23.HOG0000140	OG0000091	n0										Praj.g_00209																		Prbb.g_00226												
N23.HOG0000141	OG0000092	n0										Praj.g_00210																		Prbb.g_00227												
N23.HOG0000142	OG0000093	n0										Praj.g_00223																		Prbb.g_00240												
N23.HOG0000143	OG0000094	n0										Praj.g_00242																		Prbb.g_00259												
N23.HOG0000144	OG0000095	n0										Praj.g_00246																		Prbb.g_00263												
N23.HOG0000145	OG0000096	n0										Praj.g_00290																		Prbb.g_00307												
N23.HOG0000146	OG0000097	n0										Praj.g_00310																		Prbb.g_00327												
N23.HOG0000147	OG0000098	n21										Praj.g_00320																		Prbb.g_00336												
N23.HOG0000148	OG0000099	n0										Praj.g_00329																		Prbb.g_00345												
N23.HOG0000149	OG0000100	n0										Praj.g_00332																		Prbb.g_00348												
N23.HOG0000150	OG0000101	n0										Praj.g_00405																		Prbb.g_00418												
N23.HOG0000151	OG0000102	n0										Praj.g_01279																		Prbb.g_01326												
N23.HOG0000152	OG0000103	n0										Praj.g_00468																		Prbb.g_00479												
N23.HOG0000153	OG0000104	n0										Praj.g_00473																		Prbb.g_00484, Prbb.g_00485												
N23.HOG0000154	OG0000105	n0										Praj.g_00491																		Prbb.g_00503												
N23.HOG0000155	OG0000106	n0										Praj.g_00523																		Prbb.g_00535												
N23.HOG0000156	OG0000107	n0										Praj.g_00524																		Prbb.g_00536												
N23.HOG0000157	OG0000108	n0										Praj.g_00534																		Prbb.g_00546												
N23.HOG0000158	OG0000109	n0										Praj.g_00543																		Prbb.g_00556												
N23.HOG0000159	OG0000110	n0										Praj.g_00559																		Prbb.g_00572												
N23.HOG0000160	OG0000111	n0										Praj.g_00639																		Prbb.g_00652												
N23.HOG0000161	OG0000112	n0										Praj.g_00640																		Prbb.g_00653												
N23.HOG0000162	OG0000113	n0										Praj.g_00722																		Prbb.g_00737												
N23.HOG0000163	OG0000114	n0										Praj.g_00767																		Prbb.g_00781												
N23.HOG0000164	OG0000115	n0										Praj.g_01601, Praj.g_00946																		Prbb.g_00991												
