HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N20.HOG0000000	OG0000000	n1				Prad.g_00601															Pras.g_00243		Prau.g_01402																			
N20.HOG0000001	OG0000000	n35				Prad.g_01252															Pras.g_01554		Prau.g_00718																			
N20.HOG0000002	OG0000001	n1				Prad.g_00393, Prad.g_01435															Pras.g_00117, Pras.g_00469		Prau.g_01266, Prau.g_01647																			
N20.HOG0000003	OG0000001	n5				Prad.g_00372, Prad.g_00349																																				
N20.HOG0000004	OG0000001	n45				Prad.g_01297																																				
N20.HOG0000005	OG0000002	n1				Prad.g_00609															Pras.g_00235		Prau.g_01394																			
N20.HOG0000006	OG0000002	n101				Prad.g_01434, Prad.g_01994															Pras.g_00118, Pras.g_00120		Prau.g_01267, Prau.g_01269																			
N20.HOG0000007	OG0000003	n5				Prad.g_00389															Pras.g_00471		Prau.g_01650																			
N20.HOG0000008	OG0000003	n56																			Pras.g_00136		Prau.g_01300																			
N20.HOG0000009	OG0000003	n60				Prad.g_00350															Pras.g_00182		Prau.g_01350																			
N20.HOG0000010	OG0000004	n28				Prad.g_01075															Pras.g_01631		Prau.g_00785																			
N20.HOG0000011	OG0000004	n47				Prad.g_01082															Pras.g_01638		Prau.g_00792																			
N20.HOG0000012	OG0000004	n64				Prad.g_00345																																				
N20.HOG0000013	OG0000005	n10				Prad.g_01982															Pras.g_00493		Prau.g_01665																			
N20.HOG0000014	OG0000005	n51				Prad.g_00392															Pras.g_00470		Prau.g_01648																			
N20.HOG0000015	OG0000006	n1				Prad.g_00132															Pras.g_01375		Prau.g_00538																			
N20.HOG0000016	OG0000006	n36				Prad.g_00941															Pras.g_00550		Prau.g_01732																			
N20.HOG0000017	OG0000007	n2																					Prau.g_00781																			
N20.HOG0000018	OG0000007	n32				Prad.g_01246															Pras.g_01548		Prau.g_00712																			
N20.HOG0000019	OG0000008	n1				Prad.g_00726															Pras.g_01237		Prau.g_00387																			
N20.HOG0000020	OG0000008	n39				Prad.g_01215															Pras.g_00151		Prau.g_01319																			
N20.HOG0000021	OG0000008	n57				Prad.g_00377															Pras.g_01596, Pras.g_00139		Prau.g_01303																			
N20.HOG0000022	OG0000009	n3				Prad.g_01125															Pras.g_01681		Prau.g_00834																			
N20.HOG0000023	OG0000009	n30				Prad.g_01742															Pras.g_01101		Prau.g_00251																			
N20.HOG0000024	OG0000010	n16				Prad.g_00650															Pras.g_00004		Prau.g_01156																			
N20.HOG0000025	OG0000010	n32				Prad.g_00330															Pras.g_00163		Prau.g_01331																			
N20.HOG0000026	OG0000011	n1				Prad.g_00683															Pras.g_01263		Prau.g_00414																			
N20.HOG0000027	OG0000011	n23				Prad.g_01661															Pras.g_01182		Prau.g_00332																			
N20.HOG0000028	OG0000012	n0				Prad.g_01387															Pras.g_01474		Prau.g_00636																			
N20.HOG0000029	OG0000013	n44																			Pras.g_00127																					
N20.HOG0000030	OG0000014	n17																			Pras.g_01348																					
N20.HOG0000031	OG0000014	n27				Prad.g_00353															Pras.g_00185		Prau.g_01353																			
N20.HOG0000032	OG0000014	n36				Prad.g_01298																																				
N20.HOG0000033	OG0000015	n28				Prad.g_00728															Pras.g_01235		Prau.g_00385																			
N20.HOG0000034	OG0000015	n41				Prad.g_00951															Pras.g_00539		Prau.g_01284																			
N20.HOG0000035	OG0000016	n0				Prad.g_00598															Pras.g_00246		Prau.g_01405																			
N20.HOG0000036	OG0000017	n6				Prad.g_00494															Pras.g_00370		Prau.g_01551																			
N20.HOG0000037	OG0000017	n21																			Pras.g_00886		Prau.g_00040																			
N20.HOG0000038	OG0000018	n0				Prad.g_01750															Pras.g_00148, Pras.g_01093		Prau.g_00243, Prau.g_01316																			
N20.HOG0000039	OG0000019	n8																			Pras.g_01218																					
N20.HOG0000040	OG0000019	n16				Prad.g_00745, Prad.g_01981															Pras.g_00507		Prau.g_01680																			
N20.HOG0000041	OG0000020	n21																			Pras.g_01227		Prau.g_00377																			
N20.HOG0000042	OG0000021	n0				Prad.g_01127															Pras.g_01683		Prau.g_00836																			
N20.HOG0000043	OG0000022	n0				Prad.g_00352															Pras.g_00184		Prau.g_01352																			
N20.HOG0000044	OG0000023	n6																			Pras.g_00463		Prau.g_01641																			
N20.HOG0000045	OG0000023	n8				Prad.g_00401																																				
N20.HOG0000046	OG0000023	n13				Prad.g_00317															Pras.g_00157		Prau.g_01324																			
N20.HOG0000047	OG0000024	n0				Prad.g_01685															Pras.g_01158		Prau.g_00308																			
N20.HOG0000048	OG0000025	n10																			Pras.g_01969		Prau.g_01123																			
N20.HOG0000049	OG0000026	n16																			Pras.g_00875		Prau.g_00032																			
N20.HOG0000050	OG0000026	n27				Prad.g_00081																	Prau.g_01295																			
N20.HOG0000051	OG0000027	n3				Prad.g_01078															Pras.g_01634		Prau.g_00788																			
N20.HOG0000052	OG0000027	n18				Prad.g_00427															Pras.g_00440		Prau.g_01618																			
N20.HOG0000053	OG0000028	n6																					Prau.g_01528																			
N20.HOG0000054	OG0000028	n31																					Prau.g_01531																			
