Orthogroup	Prae	Other
OG0000024	Prae.g_01401	Praa.g_01409
OG0000024	Prae.g_01401	Praa.g_01409
OG0000024	Prae.g_01401	Prao.g_01213
OG0000024	Prae.g_01401	Prbc.g_00680
OG0000024	Prae.g_01401	Pras.g_00304
OG0000024	Prae.g_01401	Pras.g_00304
OG0000024	Prae.g_01401	Praj.g_01609
OG0000024	Prae.g_01401	Prbm.g_02126
OG0000024	Prae.g_01401	Pral.g_01261
OG0000024	Prae.g_01401	Prat.g_01267
OG0000024	Prae.g_01401	Praf.g_00112
OG0000024	Prae.g_01401	Prau.g_01470
OG0000024	Prae.g_01401	Prau.g_01470
OG0000032	Prae.g_01402	Prbm.g_00391, Prbm.g_00393
OG0000044	Prae.g_01422	Prbb.g_00874
OG0000044	Prae.g_01422	Pral.g_00639
OG0000044	Prae.g_01422	Prah.g_00104
OG0000063	Prae.g_01263	Pral.g_01881
OG0000083	Prae.g_01306	Prah.g_00004
OG0000083	Prae.g_01306	Praf.g_00003
OG0000083	Prae.g_01306	Prbj.g_02076
OG0000083	Prae.g_01306	Prbl.g_02118
OG0000083	Prae.g_01306	Prbk.g_02281
OG0000083	Prae.g_01306	Prat.g_00003
OG0000083	Prae.g_01306	Pral.g_00413
OG0000083	Prae.g_01306	Pram.g_01941
OG0000083	Prae.g_01306	Prbh.g_01473
OG0000083	Prae.g_01306	Prap.g_00051
OG0000083	Prae.g_01306	Prbe.g_01068
OG0000083	Prae.g_01306	Prak.g_00003
OG0000083	Prae.g_01306	Prbg.g_00770
OG0000083	Prae.g_01306	Prbf.g_00390
OG0000083	Prae.g_01306	Prbn.g_00011
OG0000091	Prae.g_01396	Prap.g_01001
OG0000091	Prae.g_01396	Prbe.g_01717
OG0000091	Prae.g_01396	Prbg.g_00947
OG0000091	Prae.g_01396	Prbf.g_01503
OG0000091	Prae.g_01396	Prbn.g_01244
OG0000091	Prae.g_01396	Prak.g_00181
OG0000091	Prae.g_01396	Pram.g_00154
OG0000091	Prae.g_01396	Prbh.g_00613
OG0000091	Prae.g_01396	Prat.g_00170
OG0000091	Prae.g_01396	Pral.g_00874
OG0000091	Prae.g_01396	Praj.g_00209
OG0000091	Prae.g_01396	Prbb.g_00226
OG0000091	Prae.g_01396	Prbc.g_00402
OG0000091	Prae.g_01396	Prbm.g_00228
OG0000110	Prae.g_01301	Prbh.g_00260
OG0000110	Prae.g_01301	Pram.g_00507
OG0000110	Prae.g_01301	Prbg.g_00287
OG0000110	Prae.g_01301	Prap.g_01200
OG0000110	Prae.g_01301	Prak.g_00529
OG0000110	Prae.g_01301	Prbf.g_01850
OG0000110	Prae.g_01301	Prbn.g_00547
OG0000110	Prae.g_01301	Prbe.g_00566
OG0000110	Prae.g_01301	Prat.g_00532
OG0000110	Prae.g_01301	Pral.g_00520
OG0000110	Prae.g_01301	Praf.g_00711
OG0000110	Prae.g_01301	Prah.g_01446
OG0000110	Prae.g_01301	Prbl.g_01905
OG0000110	Prae.g_01301	Prbj.g_01885
OG0000110	Prae.g_01301	Prbk.g_01871
OG0000124	Prae.g_01434	Prau.g_01496
OG0000137	Prae.g_01832	Prah.g_00116
OG0001518	Prae.g_01599	Pras.g_00506
OG0001629	Prae.g_01348	Prar.g_01072
