Orthogroup	Pral	Other
OG0000018	Pral.g_00797	Prau.g_00243
OG0000024	Pral.g_00732, Pral.g_01261	Praa.g_01409
OG0000024	Pral.g_01261	Pras.g_00304
OG0000024	Pral.g_01261	Prae.g_01401
OG0000024	Pral.g_01261	Prau.g_01470
OG0000032	Pral.g_01193	Prbm.g_00391, Prbm.g_00393
OG0000034	Pral.g_00987	Prau.g_01448
OG0000044	Pral.g_00639	Prbb.g_00874
OG0000044	Pral.g_00639	Prbb.g_00874
OG0000044	Pral.g_00639	Praa.g_01415
OG0000044	Pral.g_00639	Prae.g_01422
OG0000044	Pral.g_00639	Prah.g_00104
OG0000044	Pral.g_00639	Prah.g_00104
OG0000063	Pral.g_01881	Prbi.g_01330
OG0000063	Pral.g_01881	Prbd.g_01895
OG0000063	Pral.g_01881	Prae.g_01263
OG0000063	Pral.g_01881	Praa.g_01255
OG0000063	Pral.g_01881	Prax.g_01959
OG0000063	Pral.g_01881	Prau.g_01318
OG0000063	Pral.g_01881	Pras.g_00150
OG0000063	Pral.g_01881	Prad.g_01214
OG0000063	Pral.g_01881	Praq.g_00084
OG0000063	Pral.g_01881	Prac.g_01955
OG0000063	Pral.g_01881	Prar.g_01003
OG0000063	Pral.g_01881	Prai.g_01273
OG0000063	Pral.g_01881	Praz.g_01237
OG0000063	Pral.g_01881	Prba.g_01135
OG0000063	Pral.g_01881	Pray.g_01927
OG0000063	Pral.g_01881	Pran.g_01466
OG0000063	Pral.g_01881	Prab.g_00717
OG0000063	Pral.g_01881	Praj.g_01355
OG0000063	Pral.g_01881	Prbb.g_01399
OG0000063	Pral.g_01881	Prbc.g_00102
OG0000070	Pral.g_01041	Prbc.g_00011
OG0000070	Pral.g_01041	Praf.g_01881, Praf.g_02620
OG0000083	Pral.g_00413	Prae.g_01306
OG0000088	Pral.g_00932	Prad.g_00011
OG0000091	Pral.g_00874	Prae.g_01396
OG0000110	Pral.g_00520	Prae.g_01301
OG0000119	Pral.g_00075	Prac.g_01959
OG0000124	Pral.g_01064	Prau.g_01496
OG0001427	Pral.g_01294	Prad.g_00737
OG0001427	Pral.g_01294	Prax.g_00801
OG0001427	Pral.g_01294	Prac.g_01161
OG0001427	Pral.g_01294	Praq.g_01171
OG0001427	Pral.g_01294	Prar.g_00433
OG0001427	Pral.g_01294	Praa.g_00371
OG0001427	Pral.g_01294	Pras.g_01225
OG0001427	Pral.g_01294	Pray.g_00850
OG0001427	Pral.g_01294	Prba.g_00866
OG0001427	Pral.g_01294	Prau.g_00375
OG0001427	Pral.g_01294	Praz.g_00802
OG0001427	Pral.g_01294	Prbi.g_00396
OG0001427	Pral.g_01294	Prbd.g_00866
OG0001427	Pral.g_01294	Prao.g_00507
